,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
0,30.585178869565222,42.6365347826087,36.27693478260869,6.3596,3548.327291304348,26.139665217391304,54.66484097391301,54.66484097391301,13.88151304347826,0.11313043478260873,6.391700000000002,3548.2562999999996,35.59253913043479,25.679060233169732,3568.026406436889,0.0,0.8824000000000002,0.0,0.9513652173913044,66.72665112506954,20.312481546072423,13.20628965173913,0.30444102465910516,0.6500705215801762,14.076782626857273,42.651663272107896,36.30000296625219,0.0,1.0594857338566728,26.140217054077148,3548.317998939349
1,79.76283786956522,42.391569565217395,36.20057391304348,6.190995652173911,3330.391704347825,26.130595652173913,63.38851867826082,63.38851867826082,12.590730434782609,0.1129130434782609,6.391700000000002,3548.2562999999996,35.12,25.21892345549852,3335.7062120076794,0.0,0.8824000000000002,0.0,1.1385043478260868,64.78906431034444,22.10730895948748,14.334366696956522,0.34123500873431634,0.6483315332017792,12.782399877619474,42.39869532959487,36.199311289293284,0.0,1.2380254318669413,26.108143010021838,3330.122802870961
2,91.3334717826087,42.32057826086957,36.28343043478261,6.037147826086956,3093.8644478260867,25.998130434782603,72.19488911304346,72.19488911304346,11.232460869565216,0.11413043478260872,6.391700000000002,3548.2562999999996,35.12,25.106502011895433,3119.603320636623,0.0,0.8824000000000002,0.0,1.3274173913043474,62.722778185136065,23.390393471812217,14.910435012173911,0.3730267667513321,0.6373982828405376,11.415054287759379,42.33523052244841,36.296119627762934,0.0,1.429092742393873,26.015479955876184,3093.5397704369634
3,105.26884547826089,42.186447826086955,36.44143913043479,5.7450086956521735,2743.9080391304346,26.17013913043478,84.45895067826082,84.45895067826082,9.247226086956521,0.11330434782608699,6.391700000000002,3548.2562999999996,35.12,24.987058132832605,2749.795397772751,0.0,0.8824000000000002,0.0,1.590504347826087,59.80969473080354,24.26845217888492,14.708270171739128,0.40593053624190434,0.6060204873937407,9.441114803403726,42.207845948930846,36.45698137573102,0.0,1.6791939346433602,26.12717211234001,2743.4517171852417
4,118.22100639130436,41.920960869565214,36.41979130434782,5.501169565217392,2345.2574608695654,26.086926086956524,98.26985273043475,98.26985273043475,7.003134782608696,0.11434782608695655,6.391700000000002,3548.2562999999996,35.12,24.64130426394097,2382.0602898535794,0.0,0.8824000000000002,0.0,1.886773913043478,56.85316304883644,24.13437776869911,13.213281057391303,0.424571558500738,0.5474684508628918,7.181575796035866,41.92318749680562,36.433758012276314,0.0,1.994363397709922,26.08636346970574,2344.849102790797
5,130.5035876521739,41.78908695652173,36.39088260869564,5.398204347826087,2067.09577826087,25.99900434782609,106.47953836521735,106.47953836521735,5.474447826086956,0.11508695652173916,6.391700000000002,3548.2562999999996,35.12,24.68836966201766,2097.9679477023083,0.0,0.8824000000000002,0.0,2.06288695652174,55.49776059574242,23.048994384333238,11.293503536521738,0.41542320781455144,0.48994382587635577,5.662603346831421,41.79360675809105,36.411635894761666,0.0,2.161450793550504,26.077123638901654,2066.8111775661005
6,143.95655013043478,41.72988260869565,36.448069565217395,5.281813043478261,1754.5829217391295,26.00352608695653,115.73808399999999,115.73808399999999,3.7965956521739135,0.11356521739130439,6.391700000000002,3548.2562999999996,35.12,24.50383011016852,1830.6612670499944,0.0,0.8824000000000002,0.0,2.2615,54.18924281277794,21.26579717270031,8.586174454347827,0.3925808871692658,0.40374355723919036,4.009882750514761,41.73589595983623,36.42381837290658,0.0,2.358770610324507,25.98424119809848,1753.9703112004813
7,176.90135147826086,42.5621347826087,35.863752173913035,6.6983826086956535,2625.4597956521734,25.723221739130434,117.63413913043472,117.63413913043472,7.869782608695652,0.11404347826086958,6.391700000000002,3548.2562999999996,35.12,25.13669777515788,2691.643926892018,0.0,0.8824000000000002,4.03,2.302173913043478,69.45759635131785,32.34250695025711,18.117846003913044,0.4657743690564524,0.5601750864471642,8.073695415275091,42.55341185110152,35.860146740114466,4.03,2.400936391240718,25.71762647357765,2624.9163755742156
8,199.40422752173913,42.73656521739131,35.94622608695652,6.790339130434785,2901.5986130434794,25.822991304347827,107.53042514782602,107.53042514782602,9.420926086956518,0.11369565217391306,6.391700000000002,3548.2562999999996,34.681739130434785,25.28438794966394,2979.840644561864,0.0,0.8824000000000002,4.03,2.0854304347826087,70.76010212692816,32.67334914709715,19.64700303173913,0.4618090931794594,0.6012859387458476,9.607281427589298,42.73672478000326,35.944995137220324,4.03,2.197083015183289,25.7994887102066,2901.1113555187867
9,211.84103086956523,42.819686956521736,35.815656521739136,7.004030434782609,3161.54522173913,25.744891304347817,99.51875617391302,99.51875617391302,10.852769565217391,0.11230434782608699,6.391700000000002,3548.2562999999996,34.0,25.460971203945316,3166.9062259892576,0.0,0.8824000000000002,4.03,1.9135652173913054,72.93822025127324,32.948399164368766,20.767483110869566,0.4518191238105142,0.630274962351799,11.083548356177948,42.80959159872776,35.810389085822834,4.03,2.0140518692762828,25.809856524910284,3163.1133419713087
