,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g ()
0,0,-0.1561,-0.3005,0.1444,0,0,7.885,11.6259096,0.0128,0,0.0281,0,0,0.00035968,0,0
1,1.471163,-0.1491,-0.2985,0.1494,0,0,7.885,12.0780848,0.0158,0,0.0378,0,0,0.00059724,0,0
2,1.491166,-0.143,-0.3025,0.1595,0,0,7.885,11.83102,0.0167,0,0.0325,0,0,0.00054275,0,0
3,1.653438,-0.1551,-0.3116,0.1565,0,0,7.885,11.9662064,0.0174,0,0.0354,0,0,0.00061596,0,0
4,1.875546,-0.1531,-0.3025,0.1494,0,0,7.885,11.9195904,0.0177,0,0.0344,0,0,0.00060888,0,0
5,2.100016,-0.147,-0.3015,0.1545,0,0,7.885,11.4441072,0.0136,0,0.0242,0,0,0.00032912,0,0
6,2.325289,-0.147,-0.2914,0.1444,0,0,7.885,11.737788,0.0107,0,0.0305,0,0,0.00032635,0,0
7,2.550512,-0.144,-0.2955,0.1515,0,0,7.885,12.0547768,0.0097,0,0.0373,0,0,0.00036181,0,0
8,2.775844,-0.141,-0.3066,0.1656,0,0,7.885,11.784404,0.0097,0,0.0315,0,0,0.00030555,0,0
9,3.00174,-0.144,-0.2904,0.1464,0,0,7.885,11.784404,0.0138,0,0.0315,0,0,0.0004347,0,0
10,3.222162,-0.1329,-0.2904,0.1575,0,0,7.885,11.784404,0.0172,0,0.0315,0,0,0.0005418,0,0
11,3.447354,-0.148,-0.3066,0.1586,0,0,7.885,11.8729744,0.0109,0,0.0334,0,0,0.00036406,0,0
12,3.67264,-0.142,-0.3096,0.1676,0,0,7.885,11.854328,0.0128,0,0.033,0,0,0.0004224,0,0
13,3.89391,-0.1602,-0.2874,0.1272,0,0,7.885,11.761096,0.0073,0,0.031,0,0,0.0002263,0,0
14,4.119868,-0.145,-0.3046,0.1596,0,0,7.885,12.0314688,0.0119,0,0.0368,0,0,0.00043792,0,0
