,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM)
842,84.19999999999949,43.199773826119525,34.85339928754654,8.347806390221102,3329.0005301611945,25.465058346437914,119.91119169860474,119.49067199999911,11.601511837735462,0.1,8.060229051446399,3400.0,35.12,25.414481327376794,3334.115269637156,7.918822051970395,2.2928166611699856,7.994700000000019,2.3419999999999814,87.03055646474873,41.80249473938674,27.170740723976238,0.4803197455863519,0.6499789281326238,11.55629467597454,43.180229051446396,34.86084422615505,7.9960311075669805,2.3427501617766118,25.557493566379424
843,84.29999999999949,43.20013409914516,34.85309206186684,8.348593011913684,3330.1384012437934,25.46495027434757,119.86628217319047,119.49067199999911,11.607538751623682,0.1,8.076627472518346,3400.0,35.12,25.372572544010104,3337.2343336371264,7.918822051970395,2.2928166611699856,7.994700000000019,2.3419999999999814,87.03890055539696,41.801121710753954,27.184855756302447,0.48025792426168257,0.6503379489289816,11.629457951961756,43.196627472518344,34.81981634815618,7.99475185763484,2.3427509951850594,25.379519643664683
844,84.39999999999948,43.200471024694025,34.8528047471947,8.349286391839117,3331.154753048053,25.46483321119292,119.82617104923227,119.49067199999911,11.612921489158264,0.1,8.095817647104703,3400.0,35.12,25.3816829747177,3337.344172046581,7.918822051970395,2.2928166611699856,7.994700000000019,2.3419999999999814,87.04618099928368,41.79988705970424,27.19746212760844,0.480203572171055,0.6506587467272663,11.627638736732935,43.2158176471047,34.85191963190335,7.993978791800278,2.34312057010615,25.54333580932393
845,84.49999999999947,43.20083598078496,34.852493530736226,8.34986488627085,3332.0625694181963,25.46471092957001,119.79032524301837,119.49067199999911,11.617729375648036,0.1,8.047723188383543,3400.0,35.12,25.4679605282672,3332.506809847475,7.918822051970395,2.2928166611699856,7.994700000000019,2.3419999999999814,87.05217095307924,41.79877071470456,27.208722197767486,0.4801577060867778,0.6509455118543862,11.518262846401822,43.16772318838354,34.778054237004945,7.99489392450286,2.3414235650379918,25.259745534465978
846,84.59999999999947,43.20121720597254,34.85216844232656,8.350346308696533,3332.8733917439263,25.464596020413634,119.75829165582418,119.49067199999911,11.622023831606011,0.1,8.069351507906227,3400.0,35.12,25.55368643016767,3338.373390959862,7.888194743673411,2.2854586894238915,7.994700000000019,2.3419999999999814,87.05711079438387,41.797761716796614,27.21877981362106,0.48011887065166675,0.6512018513824647,11.670541340963954,43.189351507906224,34.874175278881324,7.993984501466433,2.342734354765855,25.619875450857997
847,84.69999999999946,43.201575446758454,34.8518629552056,8.350765121635424,3333.597535389297,25.464498085403317,119.72967688052644,119.49067199999911,11.625859453965457,0.1,8.078060894187296,3400.0,35.12,25.531873822254493,3338.3826138762515,7.888194743673411,2.2854586894238915,7.938000000000018,2.3419999999999814,87.06141510579194,41.796854012397894,27.227762841186884,0.48008470757807925,0.6514309147073728,11.599895592247156,43.19806089418729,34.83617804069496,7.9376004879695845,2.3432968268245253,25.57554020953952
848,84.79999999999946,43.20188076894662,34.85160259510678,8.297839466810842,3334.2442512103485,25.464418635878268,118.90396961069423,119.49067199999911,11.629285039903948,0.1,8.087725553690127,3400.0,35.12,25.522944287589418,3335.400924670372,7.888194743673411,2.2854586894238915,7.938000000000018,2.3369999999999815,86.47489592547694,41.516657600618814,27.177639138255312,0.48010069461543364,0.6546201141647353,11.58920589617299,43.207725553690125,34.84818181851075,7.9369794729273835,2.3371695315722576,25.44040691305227
849,84.89999999999945,43.202128460785914,34.851391379382406,8.298202258500313,3332.6567115895045,25.468376560353903,118.88140726494419,119.25759199999912,11.638337523946218,0.1,8.121550122938828,3400.0,35.12,25.539223078818203,3334.561642154635,7.888194743673411,2.2854586894238915,7.938000000000018,2.3319999999999816,86.49235588428488,41.489016055175085,27.140603105842366,0.4796841944122993,0.6541635759630654,11.635036253449508,43.241550122938825,34.81558501672203,7.93846611279709,2.3331097857767547,25.478491053785667
850,84.99999999999945,43.18978923544067,34.86191428116317,8.304698251122417,3331.638805096293,25.472341739382376,118.93417585384984,119.02451199999912,11.63682078726318,0.1,8.055805823672557,3400.0,35.12,25.553283600067328,3335.1813254355625,7.888194743673411,2.2854586894238915,7.938000000000018,2.3319999999999816,86.57779918431022,41.494754249769606,27.137066075897522,0.4792770738077315,0.653987873082733,11.648221108929969,43.175805823672555,34.89739915502141,7.9364471738618345,2.3322092014471036,25.580483065337177
851,85.09999999999944,43.177427393301514,34.87245811050742,8.311598219238295,3331.3943673475796,25.474091051024086,118.96779545117553,119.02451199999912,11.632005546264883,0.1,8.084925288893217,3400.0,35.12,25.59127602988129,3337.340679159555,7.888194743673411,2.2854586894238915,7.938000000000018,2.3319999999999816,86.66020359302175,41.50343846374654,27.125836933889495,0.4789215434879105,0.653580472798273,11.699400440002918,43.204925288893214,34.842672602878956,7.9382387521970985,2.331516138544707,25.585555262976595
852,85.19999999999943,43.17197373932731,34.877110236520174,8.314774251674692,3331.2408998143696,25.47359071775337,118.9757002946673,119.02451199999912,11.63084922525015,0.1,7.994110369521849,3400.0,35.12,25.550937900571647,3347.991982736592,7.888194743673411,2.2854586894238915,7.938000000000018,2.3319999999999816,86.69369449839395,41.504284101303774,27.123140393283137,0.4787462841611008,0.6535021861136286,11.71278885612421,43.114110369521846,34.86292024486502,7.936798276367627,2.331460302560914,25.520495033222563
