,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g ()
0,84.71956604347827,37.0834043478261,31.750652173913046,5.332752173913045,2940.0063913043477,24.56886956521739,901.1788782608697,71.93302879999996,10.527073913043477,0.0,1.4418,51.744698487656606,277.4527785265664,15.17765035217391,5.362653817733442,0.05470336209095659
1,156.23243669565218,37.09293478260869,31.498104347826093,5.594830434782608,3183.3361086956515,24.32956956521739,897.0834217391304,63.059571860869525,11.886508695652173,0.0,1.2514478260869566,54.01503861582538,299.0499992262691,14.875501181739128,5.536838120786087,0.049742882216708625
2,165.34489713043476,37.081065217391306,31.339047826086954,5.742017391304346,3388.1293739130438,24.541278260869564,894.2747173913044,54.77915151304346,13.088639130434784,0.0,1.0738173913043478,56.05629256317861,317.29236751050024,14.05472878173913,5.660895543760716,0.04429641374272344
3,182.12953826086957,36.77320869565217,31.5771347826087,5.196073913043478,2709.7500304347827,24.431465217391313,898.4100739130437,80.10704306086954,9.249817391304346,0.0,1.6171478260869563,50.00336398646517,254.93797263851656,14.958546942608695,5.098823598008025,0.0586754435696257
4,191.65441317391307,36.81807391304347,31.74840434782609,5.06966956521739,2458.9881434782615,24.237713043478266,901.2565521739132,89.29789415652169,7.84267391304348,0.0,1.8143086956521741,48.274356102191184,232.07725149889936,14.229109781304349,4.807968530516846,0.061311908758645
5,201.88394830434777,36.4888304347826,31.598421739130433,4.890408695652175,2144.396260869566,24.475099999999998,898.8620956521743,98.14155739130432,6.141799999999998,0.0,2.0040217391304345,46.83804409629445,201.84767221479248,12.308412125652175,4.309820714638604,0.0609790192234566
6,211.8921135652174,36.41554782608696,31.615647826086953,4.799900000000001,1850.4222347826087,24.39333043478261,899.2665695652172,106.92340375652168,4.606052173913043,0.0,2.1924086956521736,45.7201000622566,174.25557429530775,10.098559998695652,3.811636298131299,0.057952833322446475
7,219.7839047391304,36.55864782608695,31.84132608695652,4.717321739130435,1548.9153434782606,24.402378260869565,902.9687782608696,116.50441050434782,2.987473913043478,0.0,2.397939130434782,44.86104388225789,146.46284877037178,7.163600949130436,3.2649073159028523,0.048909953432989296
8,228.61732230434782,36.385734782608694,31.74677826086957,4.638956521739131,1198.2738869565217,24.27472173913043,901.4426695652176,125.85558010434781,1.1883391304347826,0.0,2.5985391304347827,43.799082626967355,113.11544036407972,3.0879178221739134,2.5827765356077808,0.02729799816614913
9,235.82854382608693,36.463795652173914,31.85193913043478,4.611856521739131,1072.2261043478259,24.425873913043475,903.263343478261,130.41563829565214,0.5353565217391304,0.0,2.6963608695652175,43.784024425749436,101.42175082478084,1.4436971904347828,2.316615422879551,0.014233831873032909
