,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g ()
0,690.506028347826,55.062482608695646,48.14403913043478,6.918443478260868,3588.828526086958,26.583921739130435,1160.354482608696,55.017298469565176,14.531121739130437,0.0,1.0789260869565218,74.32624643942155,436.0849459215157,15.678139397826087,5.867924242196068,0.03595195731751161
1,720.6100714782609,58.10498260869566,50.502969565217406,7.6020130434782605,3922.3140043478265,28.057621739130433,1197.4963956521738,55.53473606956518,16.112291304347824,0.0,1.090026086956522,86.78873755333672,491.86406587937904,17.56284350956522,5.667866937223749,0.035706753178716945
2,778.6422696956521,59.37763478260871,49.335956521739135,10.041678260869565,4425.979421739131,27.474304347826088,1179.4254130434783,85.44761523478259,17.750904347826086,5.115300000000002,1.7317130434782613,114.1414396508977,546.6483021797505,30.740074454782604,4.789444044899294,0.056233681523459034
3,794.0272120869566,59.38618695652175,49.6984347826087,9.687752173913045,4165.0308,27.02581739130435,1185.3443478260872,94.99903095652171,16.27005652173913,5.115300000000002,1.936608695652174,108.12022381090594,516.998953765138,31.508721039565213,4.782395547272468,0.06094602236718617
4,913.024875652174,51.37229565217391,43.05387826086957,8.318417391304347,3747.02664347826,25.341000000000008,1079.7625956521736,95.113544173913,14.288104347826089,5.115300000000002,1.939065217391305,86.28350622226772,423.6846041044324,27.705307185217393,4.911030837673101,0.06539112797132327
5,961.6730553043478,51.72688260869564,42.59019130434783,9.136691304347826,3414.529304347827,25.286391304347827,1072.7492695652174,122.28540253913043,12.033578260869565,6.721100000000003,2.5219521739130433,95.09910528158153,383.58056546206797,30.348243533478264,4.0343069839570145,0.07911819458168048
6,1002.0840413913045,52.6250608695652,41.6339695652174,10.991091304347826,3890.637704347826,25.14929565217392,1057.4106608695654,122.63400914782605,14.28476086956522,7.953599999999997,2.529430434782608,114.86855076960727,430.81677188092283,36.132548523913044,3.750789266141425,0.08387014413216107
7,1031.4294448695655,53.122426086956516,41.12343478260869,11.998991304347827,4086.154621739131,24.930626086956526,1049.282691304348,122.1885223304348,15.192308695652171,8.552999999999999,2.5198739130434786,124.79911491756629,448.98768458797144,38.28339508782608,3.5979561471267876,0.08526634300186463
8,1091.5522024782608,51.42524347826088,42.882334782608694,8.542908695652173,3296.8548826086953,25.555613043478264,1077.1805739130432,121.60460626086957,11.439221739130433,6.283600000000003,2.507347826086957,89.51008224375481,371.89124029386625,28.682433653913044,4.15541811022728,0.07712588558405484
9,1131.9907118260871,50.90268260869564,43.374604347826086,7.528078260869566,2978.013013043478,25.6974347826087,1085.2575260869567,121.03021606956517,9.928047826086955,4.5766,2.4950260869565217,78.66272390216396,338.4442331124387,24.770882582608692,4.303130790569945,0.07318990042945318
10,1158.483509826087,49.96377391304347,44.690639130434775,5.2731347826086985,1680.9452956521743,25.507056521739123,1106.0777434782608,121.33240935652172,3.792578260869565,0.0,2.5015086956521744,53.060674791830586,194.6988400159375,9.488265263913046,3.6702216911005108,0.04873573450459757
11,1180.6640329130437,55.3373347826087,49.39277826086957,5.94455652173913,2196.773026086957,27.438265217391304,1180.765360869565,121.69581147826088,6.231726086956522,0.0,2.5093043478260872,65.09105564383522,271.6293534293103,15.636966466086959,4.173453376001965,0.05756816051995981
12,1222.2974407826084,56.54255217391305,48.400717391304354,8.141834782608695,3329.1352434782607,26.753478260869578,1164.9411695652175,121.34801558260868,11.54245652173913,5.450500000000003,2.50184347826087,89.03996951803367,406.1276189534848,28.877595957391303,4.562455389669699,0.07110584094501951
13,1281.2548875217392,58.48353043478261,46.43681739130435,12.046713043478261,4367.2111521739125,26.25480434782608,1133.8497173913042,122.22986869565219,16.378182608695653,8.118699999999999,2.5207608695652177,131.97559623419312,518.5453455329584,41.28556035130434,3.929490448050392,0.07962490528925308
14,1302.449634652174,58.771065217391296,46.237078260869566,12.533986956521739,4449.979630434785,26.060704347826093,1130.7450000000001,121.24019074782603,16.787352173913042,8.440400000000002,2.499530434782609,136.52355755042004,526.9230534664085,41.960591415652175,3.8600016157493173,0.07963298574669365
15,1325.537685608696,58.436117391304336,46.40234782608695,12.033769565217387,3939.848260869565,26.383086956521737,1133.3347347826086,143.62600466086954,13.847434782608698,8.440400000000002,2.9797478260869563,132.47179018470968,467.5895563861021,41.26169303695652,3.5301551491477863,0.08824310958736241
16,1354.1666556086955,59.044917391304345,45.88031304347826,13.164604347826085,4995.957886956521,26.07401739130435,1125.1199478260867,98.90139819130434,19.922973913043474,8.440400000000002,2.0203217391304347,143.74458773769703,588.632998186434,40.250433759565205,4.095294497022545,0.06837959207904279
17,1382.6328620869565,57.03196521739131,47.975404347826085,9.056560869565217,4095.0073043478255,26.5058,1158.328795652174,99.4330232695652,15.634508695652174,5.032799999999998,2.0317260869565223,98.76091146529188,496.72220594066357,31.765315277826076,5.030182405242663,0.06395045883463417
18,1412.9495473913046,55.55093478260869,49.30478260869565,6.2461521739130434,2866.7127260869565,26.871108695652183,1179.5184739130434,98.94477133913043,9.873304347826087,0.0,2.021252173913043,67.27255677761099,354.0922574292243,19.956465400434784,5.264863855798468,0.05636168086615319
19,1471.5729445652175,59.1299956521739,52.35039565217392,6.779600000000001,3137.465030434782,28.32238695652174,1227.902860869565,99.07022918260868,11.119565217391306,0.0,2.0239434782608696,77.4758184160256,403.43291200182836,22.505244386521735,5.20768410332542,0.05578476084584973
