,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g ()
,16.502175,37.0491,31.2426,5.8065,1740.6237,24.0802,892.5184,133.03262,3.6682,5.7246,2.7525,55.678207563,162.6861899239,10.0967205,2.921900633,0.0620625543
,16.731584,36.938,30.9942,5.9438,1872.3786,24.2184,888.9778,135.5172528,4.2101,5.9567,2.8058,57.4441820864,174.3063472568,11.81269858,3.034360329,0.0677697558
,16.977838,37.1945,31.0335,6.161,1872.3786,24.0498,889.6698,134.0255408,4.6577,6.1769,2.7738,59.3165060321,174.4420311764,12.91952826,2.9408682818,0.0740620146
,17.20663,37.2188,30.9265,6.2923,1981.1918,23.955,888.4789,133.73186,5.0625,6.3982,2.7675,60.4508668951,184.3326462194,14.01046875,3.0492969859,0.0760064429
,17.44,37.4429,30.976,6.4669,2089.8349,23.751,887.8352,134.7713968,5.2932,6.6136,2.7898,61.7399473249,194.3000688766,14.76696936,3.1470721517,0.0760008447
,17.66957,37.5399,30.8619,6.678,2200.1877,24.257,886.5316,134.2539592,5.7886,6.8362,2.7787,65.2827195148,204.2596438686,16.08478282,3.1288470423,0.0787467486
,17.902818,37.5167,30.5912,6.9255,2309.6821,23.8929,882.9266,136.808516,6.2374,7.0504,2.8335,66.8751399936,213.5528772242,17.6736729,3.1933073672,0.0827601722
,18.133123,37.6712,30.5306,7.1406,2401.9985,24.3288,881.4944,136.6034056,6.7277,7.2741,2.8291,70.3715704795,221.7281875349,19.03333607,3.1508205092,0.0858408499
,18.361807,37.8085,30.4852,7.3233,2488.0573,23.6789,880.8989,132.6270608,6.9366,7.4867,2.7438,70.3735540376,229.5171080483,19.03264308,3.2614113524,0.0829247251
,18.595042,37.8529,30.2954,7.5575,2584.0683,23.9871,877.6158,131.0467784,7.433,7.7121,2.7099,73.7332101722,237.4854676949,20.1426867,3.220875195,0.0848165022
,18.824582,38.0458,30.2812,7.7646,2673.6062,23.818,877.8733,134.4124536,7.8637,7.7696,2.7821,75.3591061381,245.7864277221,21.87759977,3.261535869,0.0890106096
,19.053595,38.0832,30.2661,7.8171,2706.7995,23.8012,877.7284,133.3496088,8.0129,7.7696,2.7593,75.8495012885,248.7968375749,22.10999497,3.2801380807,0.0888676688
,19.292137,38.1296,30.3287,7.8009,2709.9291,23.7232,877.4708,135.4939448,8.0241,7.7696,2.8053,75.4337571973,249.0113938036,22.51000773,3.3010604676,0.090397501
,19.524681,38.2235,30.4388,7.7847,2714.8337,23.62,880.2711,135.5405608,8.0037,7.7696,2.8063,74.9391603919,250.2581863789,22.46078331,3.339484791,0.0897504439
,19.754185,38.2851,30.4347,7.8504,2710.125,23.9663,880.2711,134.7061344,7.9793,7.7696,2.7884,76.7227981038,249.8241300601,22.24948012,3.2561915915,0.0890605728
,19.983502,38.1125,30.3277,7.7848,2709.1459,23.9871,878.6298,136.3563408,7.9996,7.7696,2.8238,76.1049017695,249.2682362781,22.58927048,3.2753243284,0.0906223385
,20.21296,38.1064,30.3186,7.7878,2703.0922,23.8348,877.5513,138.7943576,8.0113,7.7696,2.8761,75.6527968474,248.4059480379,23.04129993,3.2834998624,0.0927566353
,20.442993,38.169,30.3913,7.7777,2694.9335,23.9023,879.4666,133.9136624,7.979,7.7696,2.7714,75.7620323139,248.1967104633,22.1130006,3.2760038621,0.0890946562
,20.671793,38.1367,30.3792,7.7575,2698.6184,23.876,879.3056,134.3005752,8.0018,7.7696,2.7797,75.4688759616,248.4905822562,22.24260346,3.2926233376,0.0895108509
,20.905131,38.2902,30.4761,7.8141,2707.5812,23.9852,881.108,136.8970864,7.9858,7.7696,2.8354,76.4045711361,249.8269303796,22.64293732,3.2697903629,0.0906344936
,21.138716,38.0862,30.2873,7.7989,2708.7546,24.0783,876.8593,134.54764,8.0294,7.7696,2.785,76.5419373807,248.7300125663,22.361879,3.2495912839,0.0899042249
,21.368006,38.2498,30.4519,7.7979,2703.0922,23.7547,880.1746,135.9274736,7.9637,7.7696,2.8146,75.502919909,249.1485181001,22.41463002,3.2998527527,0.0899649341
,21.597997,38.1347,30.3822,7.7525,2703.677,23.8311,879.0641,136.3563408,8.0231,7.7696,2.8238,75.2751213431,248.8880060114,22.65562978,3.3063780114,0.0910274068
