,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
0,80.44594591304349,44.343360869565224,37.61669130434784,6.7266695652173905,3721.569060869565,26.514626086956515,53.614359547826055,53.614359547826055,14.426491304347824,0.11300000000000004,0.1429999999999999,0.0,35.12,26.23901965881439,3661.3436255870297,0.0,0.014400000000000005,0.0,0.9288304347826088,71.92357544517769,20.894693009572894,13.399729522173908,0.2905810619012598,0.6411629288383522,14.62056970096942,44.3444860768398,37.62550130605198,0.0,1.031140555835682,26.541642671045082,3721.2626212595937
1,94.57637169565218,44.15759565217391,37.672030434782606,6.485565217391303,3484.1123869565204,26.426204347826086,63.09118966956518,63.09118966956518,13.067265217391302,0.11334782608695652,0.1429999999999999,0.0,35.12,25.35863085075222,3446.855192844321,0.0,0.014400000000000005,0.0,1.1321260869565217,68.91133426784943,23.01933452715822,14.793635966086956,0.33408323823245445,0.6425609090843077,13.246565332007112,44.19386235416667,37.70090604405895,0.0,1.2230424016340895,26.592516364479547,3484.59701478496
2,107.08572243478258,44.07904347826086,37.8654,6.2136434782608685,3133.6424608695656,26.722621739130435,76.05003231304343,76.05003231304343,11.029721739130434,0.11252173913043478,0.1429999999999999,0.0,35.12,27.307234692074317,3149.2576611665068,0.0,0.014400000000000005,0.0,1.4101173913043477,66.5201212609556,24.955413358427162,15.553663786521739,0.375269956493594,0.6231974784103119,11.225257750164321,44.08873254025417,37.87262784507655,0.0,1.5219476283295723,26.54865677905855,3133.3377735599875
3,118.88309073913045,43.89550434782608,37.96408260869566,5.9314217391304345,2779.572330434782,26.70331304347826,90.07536796521734,90.07536796521734,9.03925652173913,0.11356521739130435,0.1429999999999999,0.0,35.12,26.06920643405442,2761.232006006631,0.0,0.014400000000000005,0.0,1.7109869565217397,63.192513687702224,26.21813439010157,15.465819816521735,0.41501720448805907,0.589870340614899,9.279332839518677,43.895709735190394,37.94014722249898,0.0,1.806697108952406,26.70713380098118,2779.9067040230743
4,131.1333704782609,43.68513043478261,37.98230869565218,5.702821739130434,2366.056600000001,26.7089304347826,103.03218382608692,103.03218382608692,6.782960869565216,0.11300000000000004,0.1429999999999999,0.0,35.12,24.967731420935607,2361.294692346689,0.0,0.014400000000000005,0.0,1.9889347826086956,60.550664492479875,25.528656871651656,13.490062819999999,0.4219172566414087,0.5284246267429034,6.972904625623038,43.67768766393209,37.9722161662949,0.0,2.0870648545361696,26.670400995028064,2365.8514209628484
5,143.60112821739133,43.65686956521739,38.07957826086956,5.577291304347825,1928.0598391304345,26.60700434782609,117.17649161739124,117.17649161739124,4.338426086956522,0.11152173913043482,0.1429999999999999,0.0,35.12,24.6805752964544,1952.568397944771,0.0,0.014400000000000005,0.0,2.292356521739131,58.866977928529344,23.65863266850818,9.945238065652173,0.4021177815165961,0.42035654374131304,4.541273929700865,43.604422866483894,38.0699055077571,0.0,2.39003989799921,26.66700462920419,1928.538777564679
6,181.85400352173912,44.694308695652175,37.33467391304348,7.359634782608697,2923.6154391304344,26.447939130434776,116.82139930434782,116.82139930434782,8.966152173913043,0.11339130434782611,0.1429999999999999,0.0,35.12,25.294223392483207,2916.8392463247524,0.0,0.014400000000000005,4.4406000000000025,2.2847391304347826,79.02119673680859,35.766247308879876,20.485579961739123,0.4527886415396631,0.5727463510075631,9.162253228083268,44.70824640364814,37.35224422005316,4.4406000000000025,2.3896905606949925,26.49749745576446,2923.6431534370754
7,197.98737408695646,44.42557391304347,37.338278260869565,7.087295652173914,2504.8686782608697,26.377091304347815,131.34552615652174,131.34552615652174,6.681604347826088,0.11308695652173918,0.1429999999999999,0.0,34.97391304347826,24.868424339579686,2594.7423076500936,0.0,0.014400000000000005,4.4406000000000025,2.5963086956521737,75.68291597699685,34.453396921787785,17.347407436521742,0.4554037166730634,0.5035033232740949,6.869791465575321,44.47289997756789,37.382298737140964,4.4406000000000025,2.6899309246251195,26.433622949556046,2504.3019060441256
8,209.6974110434783,44.31026956521739,37.361926086956515,6.948343478260872,2108.081934782608,26.47254347826086,145.26101019130434,145.26101019130434,4.515904347826086,0.11408695652173916,0.1429999999999999,0.0,34.0,25.025151432997237,2192.0972620823622,0.0,0.014400000000000005,4.4406000000000025,2.894821739130435,74.35958637744477,32.067626353617285,13.073811927826087,0.4313578153769874,0.407663155648315,4.697952635972449,44.30526657546672,37.35000177599624,4.4406000000000025,3.0032565098270614,26.360605209807645,2107.6068894010227
9,226.61150786956517,44.72390000000001,37.336821739130436,7.387078260869566,3042.4134086956524,26.36831304347826,112.24978845217386,112.24978845217386,9.687404347826087,0.11447826086956524,0.1429999999999999,0.0,34.0,26.30275669811454,2971.609559564625,0.0,0.014400000000000005,4.4406000000000025,2.186669565217391,79.09291437558718,35.7623800961848,21.18373992565217,0.45226053089055285,0.5923075929069763,9.90977286477566,44.767048787083034,37.36495810335949,4.4406000000000025,2.2883008337982615,26.32863030376052,3042.0545912775588
