,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g ()
0,6.518011217391305,40.6777347826087,35.14172173913043,5.5360130434782615,2472.6413434782603,25.65071739130435,954.8692695652176,99.54186149565214,7.956799999999999,0.0,2.034060869565218,56.2910445512385,247.2484504648269,16.184539843043478,4.39279709807123,0.06545921274643664
1,31.334069826086953,41.82473913043478,34.321060869565216,7.503678260869565,3461.9708217391308,25.214947826086956,941.8306565217391,99.03496316521736,12.58456956521739,5.676199999999998,2.0231869565217386,76.91753023404932,341.44760643253164,25.461085028260868,4.439574925143228,0.07456743969133574
2,65.17301926086957,42.79273478260868,33.655691304347826,9.13704347826087,3988.3049608695646,25.226769565217385,931.2109608695654,98.8902508869565,15.062417391304349,7.213800000000001,2.020082608695652,94.87784189031926,388.92354740255195,30.427193775652174,4.099642089209528,0.07823395518275056
3,86.26951865217391,43.75742608695652,32.692734782608696,11.064691304347827,4421.651460869565,24.661447826086956,915.8436565217391,99.08157916521735,17.09816956521739,8.38203043478261,2.0241869565217394,113.42835192847427,424.0663531121166,34.61007151043477,3.7388686299082603,0.08161505304827013
4,102.96575495652176,43.77265652173913,32.65822608695652,11.11443043478261,4430.345291304347,24.633134782608696,915.2187999999999,99.33127878260866,17.12478695652174,8.475699999999998,2.02954347826087,113.8335102253662,424.6103526139856,34.75556673260869,3.730437254382222,0.08185289890987138
5,160.42413582608694,42.37702608695652,36.570100000000004,5.806926086956521,2658.9383869565213,25.914056521739134,977.3898130434783,98.23539742608693,8.812086956521739,0.0512,2.006034782608696,59.92428899704662,272.1473833703337,17.677506826086955,4.542111129064421,0.06495588892349581
6,176.6455179565218,45.25029565217391,39.012482608695656,6.237813043478259,2921.665404347827,26.750100000000003,1016.1054086956525,98.58157189565215,10.029308695652173,0.0512,2.0134608695652174,66.87007340620758,310.8834451294054,20.19361544869565,4.64921099469717,0.06495564152450269
7,191.5325625652174,47.66898695652174,41.02103043478261,6.64795652173913,3131.253817391305,27.711813043478266,1047.9553391304348,98.62839057391304,11.021799999999999,0.0512,2.014465217391304,74.21739498285385,343.62821057404454,22.202924222608694,4.6303051509354045,0.06461301798952643
8,210.60657186956524,49.62661304347827,42.65689130434783,6.969721739130433,3275.402069565216,27.980321739130435,1073.854847826087,98.90261426086954,11.684943478260871,0.0512,2.0203478260869567,78.85439357085197,368.3310254328652,23.607334989130432,4.671590873644126,0.06409383418429226
9,225.04500204347826,52.20035217391304,44.90116956521739,7.299182608695651,3455.804239130435,29.027573913043483,1109.7225782608696,98.95632399999997,12.540508695652175,0.0512,2.0215,85.96466248024817,401.5980274888692,25.350874243043478,4.672321654154452,0.0631259277401978
10,244.38794943478266,47.19747826086956,40.66260000000001,6.534878260869564,3078.2682869565215,27.878369565217387,1042.2637652173912,98.45347923478258,10.761356521739128,0.0512,2.010713043478261,73.29461394330453,335.9795059125885,21.638062726086954,4.584645288473293,0.06440384635502791
11,273.95977995652174,48.40374782608695,39.783913043478265,8.619834782608695,3784.309760869566,27.65361304347826,1028.5806826086957,112.16831179130435,13.732956521739128,5.678200000000003,2.3049217391304353,97.78290815557735,407.61884276501894,31.653012401739133,4.16911061895039,0.07765405943008577
12,300.70491243478256,46.926373913043484,40.575700000000005,6.350673913043478,2731.494552173913,27.349186956521745,1041.0854565217392,112.17702695652169,8.796504347826088,0.03249999999999998,2.305108695652174,69.7099255567146,297.79317814258627,20.27714504043478,4.272040186479651,0.0680929230252956
13,329.25736091304356,48.550395652173904,39.411404347826085,9.138991304347826,3965.2072260869563,26.99414782608696,1022.5183913043479,112.89308925217392,14.566291304347828,6.1527,2.320469565217392,101.54790424718047,424.5850509288302,33.80020650521739,4.181693366886696,0.0796080540121013
14,342.07082552173915,48.51561304347827,39.66492173913043,8.850691304347826,3602.0882608695656,27.360156521739135,1026.6851260869566,126.14297787826082,12.477073913043478,6.1527,2.6047043478260865,99.49251425656105,387.27675170848806,32.499059771739134,3.8931784417903343,0.08392772349450248
15,362.60808569565216,49.341656521739125,38.915934782608694,10.425721739130436,4069.6045173913044,27.016,1014.7430652173913,126.12372344347826,14.701217391304347,7.4161,2.604291304347826,116.7507954854731,432.45029288994317,38.286591439999995,3.7045048123744464,0.08853426596222262
16,376.0924151739131,50.04003478260869,38.314786956521736,11.725247826086957,4346.370826086957,26.875039130434782,1005.1659782608695,126.74270285217389,16.00316956521739,8.156000000000004,2.617569565217391,131.33316291058327,457.50112051640093,41.889259303478255,3.483785525103741,0.09156056718590948
17,393.0631745217391,50.11889130434782,38.12748695652175,11.991404347826085,4407.0397652173915,26.73892608695653,1002.2544173913043,126.54873975652171,16.290973913043473,8.374899999999998,2.6134086956521743,133.764333027178,462.5441219665752,42.57442866869565,3.4581491450692146,0.09204376848737157
18,418.8822080869565,47.376430434782606,40.34796521739131,7.028465217391303,2882.4452434782615,27.23250434782609,1037.6204304347825,126.22931881739129,9.146891304347827,2.6999,2.6065565217391304,77.44236431252286,313.20445036048704,23.841952265217397,4.04465784431889,0.07612297687133285
19,441.90178647826093,47.57666086956521,40.158469565217395,7.418191304347826,3489.894465217391,27.36911304347826,1034.489856521739,103.69696852173911,12.53148695652174,2.6999,2.123195652173913,82.46965411701304,378.06473239182884,26.606623953913047,4.584538184871303,0.07037659653104524
