,Time (sec),PT1 (psi),PT2 (psi),V (V),I (A),Speed (RPM)
0,0.0,37.6645,32.0863,12.7653,1.2569,3300.0
1,0.844,37.5055,32.1426,12.7228,1.2567,3300.0
2,1.266,37.8163,31.9845,12.9114,1.2569,3300.0
3,1.688,37.9672,32.0761,12.6757,1.2602,3300.0
4,2.11,37.8019,31.8589,12.9678,1.2493,3450.0
5,2.532,37.8809,32.3748,13.0431,1.243,3300.0
6,2.954,37.96,32.1576,12.785,1.2566,3300.0
7,3.377,37.3945,31.8012,12.7676,1.2538,3300.0
8,3.8,37.9349,32.0558,12.772,1.2518,3300.0
9,4.222,37.8196,31.7707,13.0164,1.2609,3300.0
10,4.645,38.0139,32.2832,12.9792,1.2298,3300.0
11,5.068,37.9097,32.0204,12.7041,1.247,3300.0
12,5.49,37.9025,32.2323,12.758,1.2412,3300.0
13,5.912,37.6611,32.4489,12.819,1.2543,3300.0
14,6.334,37.9924,32.0829,12.8392,1.2393,3450.0
15,6.756,37.7731,31.9268,13.0908,1.2526,3300.0
16,7.178,37.7875,32.2391,12.8586,1.2541,3300.0
17,7.601,37.9349,32.0558,12.946,1.2482,3300.0
18,8.024,38.0211,32.5513,12.8991,1.2609,3300.0
19,8.446,37.9089,32.3334,12.7931,1.2543,3300.0
20,8.869,37.712,32.0965,12.7955,1.2511,3300.0
21,9.292,37.6438,31.9025,12.6741,1.2497,3300.0
22,9.714,37.7875,32.0218,12.9143,1.2396,3300.0
23,10.136,38.0067,31.9879,12.6774,1.2531,3300.0
24,10.559,38.0427,32.3443,12.7769,1.2694,3300.0
25,10.982,37.9528,32.1406,12.9776,1.2587,3300.0
26,11.405,37.7156,32.2051,12.7728,1.2401,3300.0
27,11.828,37.7166,32.1121,13.0099,1.2579,3300.0
28,12.252,37.8953,31.9098,12.8926,1.241,3300.0
29,12.676,37.9636,32.1746,12.9533,1.2643,3300.0
30,13.1,37.8091,32.2085,12.5163,1.2362,3300.0
31,13.523,37.8619,31.9947,12.9298,1.2514,3300.0
32,13.947,37.8713,32.015,12.8991,1.251,3300.0
33,14.37,37.8306,32.0878,12.9096,1.2419,3300.0
34,14.793,37.9456,32.032,12.6948,1.2479,3300.0
35,15.216,38.0211,32.2934,12.7453,1.258,3450.0
36,15.64,37.7983,32.2221,12.967,1.2556,3300.0
37,16.063,37.7516,32.4699,12.8473,1.2512,3300.0
38,16.486,38.323,32.2696,12.8934,1.246,3300.0
39,16.909,37.6797,32.0218,12.6126,1.2438,3300.0
40,17.332,37.9384,31.92,12.9355,1.2593,3300.0
41,17.756,37.824,31.9899,13.0067,1.2465,3300.0
42,18.18,37.9241,32.1746,12.9201,1.2403,3300.0
43,18.604,38.0642,32.256,12.8756,1.2556,3450.0
44,19.027,37.6504,32.1915,12.8125,1.2411,3450.0
45,19.451,37.9841,32.2594,12.7495,1.2505,3300.0
46,19.874,37.748,31.7423,12.8659,1.2727,3300.0
47,20.297,37.9097,31.9777,12.4919,1.2512,3300.0
48,20.72,37.7048,32.0015,12.6539,1.2629,3300.0
49,21.144,37.7552,31.9845,12.696,1.2567,3300.0
50,21.567,37.8989,32.2289,12.6757,1.2563,3300.0
51,21.99,38.0031,32.066,12.878,1.2553,3300.0
52,22.413,37.73,31.9641,12.8473,1.2572,3300.0
53,22.836,37.6352,31.904,12.7308,1.2516,3450.0
54,23.26,37.6537,31.7224,12.6984,1.2484,3450.0
55,23.684,37.924,32.0163,12.7842,1.2628,3450.0
56,24.108,37.8522,31.9607,12.6296,1.251,3450.0
57,24.531,37.9183,32.0626,12.892,1.2628,3450.0
58,24.955,37.7961,32.2838,12.9743,1.2718,3450.0
59,25.378,37.9169,32.151,12.8473,1.2463,3300.0
60,25.801,37.7084,32.3884,12.7113,1.2391,3300.0
61,26.224,38.1361,32.4427,12.7494,1.2508,3300.0
62,26.648,38.0678,32.0761,12.8635,1.2495,3300.0
63,27.071,38.0355,32.2662,12.9387,1.2469,3300.0
64,27.494,37.6685,32.0328,12.7032,1.2539,3300.0
65,27.917,38.1828,32.0931,12.7202,1.2492,3300.0
66,28.34,37.8129,32.0659,12.9468,1.258,3300.0
67,28.764,37.8127,31.8929,12.7364,1.2802,3300.0
68,29.188,37.8666,32.3409,12.8295,1.2632,3300.0
69,29.612,38.0427,32.1678,12.9039,1.2751,3300.0
70,30.035,37.8713,31.9675,12.6842,1.273,3300.0
71,30.459,38.0733,32.0252,12.7928,1.2583,3300.0
72,30.882,37.6537,31.9485,12.9784,1.2497,3450.0
73,31.305,37.8306,32.2255,13.0327,1.2568,3300.0
74,31.728,38.0678,32.0727,12.8465,1.2598,3300.0
75,32.152,37.7192,31.9336,12.7931,1.2319,3300.0
76,32.575,37.827,32.2017,12.8643,1.2471,3300.0
77,32.998,38.0103,31.8555,12.7599,1.2536,3300.0
78,33.421,37.7012,32.032,12.984,1.2491,3300.0
79,33.844,37.9492,32.1474,12.7057,1.266,3300.0
80,34.268,37.8055,32.0999,12.6628,1.2617,3300.0
81,34.692,38.0067,31.9064,12.594,1.2503,3300.0
82,35.116,37.9456,32.0083,12.6498,1.274,3300.0
83,35.539,37.9371,32.4291,12.544,1.3509,3300.0
84,35.963,37.9136,32.1881,12.041,1.3447,3150.0
85,36.386,37.9672,32.4502,12.3941,1.3495,3300.0
86,36.809,37.7018,32.2706,12.0579,1.3523,3150.0
87,37.232,37.7055,32.34,12.0511,1.3569,3300.0
88,37.656,37.942,32.4291,12.2671,1.3469,3150.0
89,38.079,37.6388,32.2409,12.1813,1.3588,3150.0
90,38.502,37.7875,32.0592,12.1708,1.345,3300.0
91,38.925,37.9313,32.2017,12.2881,1.3737,3150.0
92,39.348,37.4907,32.0361,12.2226,1.3432,3300.0
93,39.772,37.8234,32.3579,12.276,1.3522,3150.0
94,40.196,37.9349,32.1949,12.102,1.3477,3300.0
95,40.62,37.7911,32.1983,12.1323,1.3563,3300.0
96,41.043,37.6833,32.2764,12.1055,1.3371,3150.0
97,41.467,37.7021,32.0592,12.3023,1.3553,3150.0
98,41.89,37.6222,32.3575,12.1716,1.3512,3300.0
99,42.313,37.6648,32.0163,12.1714,1.3552,3150.0
100,42.736,37.8462,32.1121,12.276,1.3599,3300.0
101,43.16,38.0499,32.3646,12.2121,1.3568,3150.0
102,43.583,37.7983,32.0083,12.0163,1.3493,3150.0
103,44.006,37.7839,32.2968,12.0948,1.3463,3300.0
104,44.429,37.978,32.2357,12.0227,1.3481,3150.0
105,44.852,37.8163,32.2594,12.0066,1.3456,3300.0
106,45.276,37.8018,32.3367,12.3602,1.3474,3150.0
107,45.7,37.7336,31.9336,12.0964,1.352,3300.0
108,46.124,37.9313,32.273,12.3666,1.357,3150.0
109,46.547,37.7115,32.0461,12.3286,1.3424,3150.0
110,46.971,37.7961,32.1576,12.1299,1.3501,3300.0
111,47.394,37.8953,32.4039,12.0252,1.3528,3150.0
112,47.817,37.8306,32.273,12.3522,1.343,3300.0
113,48.24,37.7648,32.4489,12.081,1.3481,3150.0
114,48.664,37.9995,32.0863,12.2669,1.3531,3300.0
115,49.087,38.0822,32.4291,12.4289,1.3459,3150.0
116,49.51,38.0822,32.4189,12.1701,1.3567,3150.0
117,49.933,37.8414,32.1983,12.1409,1.348,3300.0
118,50.356,37.748,32.1338,11.9847,1.3581,3150.0
119,50.78,37.6685,32.4456,12.3391,1.3597,3300.0
120,51.204,37.9528,32.0931,12.0511,1.3497,3150.0
121,51.628,37.9133,32.1542,12.3715,1.3561,3300.0
122,52.051,37.9653,32.3714,12.3071,1.3586,3150.0
123,52.475,38.0546,32.4359,12.0992,1.3562,3300.0
124,52.898,38.0175,32.1005,12.5107,1.3525,3150.0
125,53.321,37.9205,32.5174,11.8539,1.3562,3150.0
126,53.744,38.0463,32.2764,12.1935,1.339,3150.0
127,54.168,37.7408,32.4393,12.0551,1.3623,3150.0
128,54.591,37.6617,32.2323,12.1991,1.3569,3300.0
129,55.014,37.978,32.1678,12.2258,1.3592,3150.0
130,55.437,38.0606,32.273,12.4403,1.3497,3300.0
131,55.86,37.9384,32.3986,12.3553,1.3517,3150.0
132,56.284,37.8166,32.0593,11.9993,1.3478,3300.0
133,56.708,37.8953,32.1915,12.1886,1.3487,3300.0
134,57.132,37.7839,32.2085,12.2954,1.3572,3150.0
135,57.555,37.7538,32.4257,12.2693,1.3457,3300.0
136,57.979,37.6269,32.1644,11.9945,1.3395,3150.0
137,58.402,37.8917,32.2522,11.9823,1.3521,3150.0
138,58.825,38.0499,32.5411,12.085,1.3572,3300.0
139,59.248,37.8522,32.2017,12.0252,1.3399,3150.0
140,59.672,37.9816,32.4699,12.378,1.3463,3300.0
141,60.095,37.8127,32.256,12.063,1.3423,3150.0
142,60.518,37.9869,32.1616,12.0033,1.3504,3150.0
143,60.941,37.7803,32.0931,12.2533,1.3406,3150.0
144,61.364,37.9205,32.3069,12.2266,1.353,3150.0
145,61.788,37.9169,32.2255,12.1724,1.3442,3300.0
146,62.212,37.9061,32.3986,12.1409,1.3602,3150.0
147,62.636,37.8092,32.3697,12.3335,1.3454,3300.0
148,63.059,37.9183,32.385,12.4165,1.3449,3150.0
149,63.483,37.8995,32.2153,12.048,1.3499,3150.0
150,63.906,37.8953,32.2774,12.1789,1.3716,3300.0
151,64.329,37.8666,32.3171,12.0044,1.3523,3150.0
152,64.752,37.9313,32.5106,11.9701,1.3554,3300.0
153,65.176,37.9349,32.5106,12.4022,1.3572,3150.0
154,65.599,38.0283,32.2866,12.2355,1.356,3150.0
155,66.022,37.9672,32.0965,12.314,1.3525,3300.0
156,66.445,37.8378,32.0626,12.1384,1.326,3150.0
157,66.868,37.7911,32.3409,11.9418,1.3588,3300.0
158,67.292,37.7552,31.9064,12.2598,1.3523,3300.0
159,67.716,37.8018,32.0394,12.2024,1.3496,3150.0
160,68.14,37.8342,32.6599,12.119,1.3386,3300.0
161,68.563,37.6786,32.4054,12.0638,1.3547,3150.0
162,68.987,37.6598,32.368,12.3472,1.3471,3300.0
163,69.41,37.9456,32.3027,12.2566,1.357,3150.0
164,69.833,37.6426,32.056,11.9464,1.3298,3150.0
165,70.256,37.9672,32.4597,12.1401,1.3686,3150.0
166,70.68,37.6689,32.1338,12.2517,1.3459,3150.0
167,71.103,37.8163,32.2357,12.4338,1.3397,3300.0
168,71.526,37.9349,32.0388,12.4241,1.3368,3150.0
169,71.949,37.7499,32.3334,12.1271,1.3354,3150.0
170,72.372,37.8091,32.4291,12.259,1.3391,3300.0
171,72.796,37.9384,32.144,12.081,1.3642,3150.0
172,73.22,37.9025,32.2458,12.3553,1.3447,3300.0
173,73.644,37.9203,32.231,12.1263,1.3558,3150.0
174,74.067,37.8384,32.3171,12.1417,1.364,3300.0
175,74.491,38.0123,31.9472,12.3921,1.3414,3150.0
176,74.914,37.7264,32.4039,12.2566,1.3533,3150.0
177,75.337,38.1074,32.3986,12.2715,1.3432,3300.0
178,75.76,38.0202,32.0593,12.0316,1.3571,3150.0
179,76.184,37.8199,32.4223,12.237,1.3501,3300.0
180,76.607,38.1038,32.4054,12.3804,1.3703,3150.0
181,77.03,38.035,32.4522,12.2169,1.3444,3150.0
182,77.453,37.7947,32.385,12.2266,1.3507,3300.0
183,77.876,37.7129,31.9767,12.4524,1.3602,3150.0
184,78.3,37.9492,32.0218,12.0158,1.348,3300.0
185,78.724,37.7228,32.1542,12.3958,1.3491,3300.0
186,79.148,37.8306,32.144,12.2,1.3685,3150.0
187,79.571,37.7303,32.0761,12.222,1.3588,3300.0
188,79.995,38.017,32.1508,12.1835,1.355,3150.0
189,80.418,37.5611,32.5635,12.2784,1.3599,3300.0
190,80.841,37.9025,32.6294,12.356,1.3463,3150.0
191,81.264,37.7623,32.1508,12.2703,1.3435,3150.0
192,81.688,38.0427,32.4936,12.0923,1.3268,3300.0
193,82.111,37.6617,32.161,12.0373,1.3522,3150.0
194,82.534,37.8809,32.2662,12.1465,1.3476,3150.0
195,82.957,37.9564,32.3205,12.1943,1.3306,3300.0
196,83.38,37.5463,32.1644,12.2488,1.3518,3150.0
197,83.804,38.2008,32.3646,12.2464,1.3531,3300.0
198,84.228,38.0499,32.2357,12.191,1.3536,3150.0
199,84.652,38.057,32.3579,12.2258,1.342,3300.0
200,85.075,37.6457,31.9336,12.2984,1.3472,3150.0
201,85.499,37.9512,32.1101,12.0142,1.3559,3150.0
202,85.922,38.0499,32.1763,12.0079,1.3458,3300.0
203,86.345,37.7839,32.1271,12.2548,1.3622,3150.0
204,86.768,37.978,32.1949,12.2776,1.3414,3300.0
205,87.192,37.8163,32.0116,12.0106,1.3484,3150.0
206,87.615,37.8953,32.1033,12.2639,1.3645,3300.0
207,88.038,37.6941,32.1746,12.3043,1.3568,3300.0
208,88.461,37.7659,32.2085,12.3229,1.355,3150.0
209,88.884,37.8306,32.0354,12.0163,1.3607,3300.0
210,89.308,37.8199,32.4393,12.3755,1.3481,3150.0
211,89.732,37.8845,32.2662,12.0638,1.3477,3300.0
212,90.156,37.8881,32.3714,12.2671,1.3615,3150.0
213,90.579,37.7914,32.1983,12.2811,1.3446,3300.0
214,91.003,37.8431,32.4189,12.1764,1.3307,3150.0
215,91.426,37.8342,31.9614,12.1732,1.3566,3150.0
216,91.849,38.0499,32.0999,12.3763,1.3594,3300.0
217,92.272,38.0031,32.0795,12.0357,1.3492,3150.0
218,92.696,37.8881,32.256,12.2992,1.3657,3300.0
219,93.119,37.6759,32.2277,12.064,1.3586,3150.0
220,93.542,37.9888,32.2934,12.0786,1.3519,3150.0
221,93.965,37.9959,32.2119,12.011,1.3559,3300.0
222,94.388,37.942,32.4631,12.0349,1.3616,3150.0
223,94.812,37.8738,32.4223,12.2258,1.3449,3300.0
224,95.236,37.8795,32.2541,12.2792,1.3552,3150.0
225,95.66,37.8953,32.2934,12.3739,1.3499,3300.0
226,96.083,37.5564,32.2458,12.148,1.3532,3150.0
227,96.507,37.6034,32.6939,12.4039,1.364,3300.0
228,96.93,37.8881,32.328,12.3804,1.3562,3150.0
229,97.353,37.9169,32.0694,12.0928,1.3599,3150.0
230,97.776,37.7573,32.1286,12.2331,1.3364,3150.0
231,98.2,37.9995,32.3986,12.3213,1.3583,3150.0
232,98.623,37.7192,32.0422,12.276,1.3436,3300.0
233,99.046,37.6648,32.3201,12.1279,1.3608,3150.0
234,99.469,37.7552,32.5683,12.0098,1.3485,3150.0
235,99.892,37.7623,32.3307,12.0378,1.3612,3300.0
236,100.316,37.7228,32.1881,12.221,1.3529,3150.0
237,100.741,38.0906,32.2376,12.0122,1.369,3300.0
238,101.166,38.0647,32.34,12.2493,1.3478,3150.0
239,101.591,37.9536,32.4721,12.2817,1.3469,3300.0
240,102.016,37.9795,32.34,12.0697,1.3632,3300.0
241,102.44,37.688,31.9709,12.3708,1.3544,3150.0
242,102.865,37.9747,32.3273,12.2945,1.3451,3300.0
243,103.289,37.7944,32.0218,12.1433,1.3378,3150.0
244,103.713,37.7129,32.1553,12.4007,1.3504,3300.0
245,104.137,38.098,32.3895,12.0067,1.3576,3150.0
246,104.561,37.787,32.4258,12.3763,1.3578,3300.0
247,104.985,37.724,32.1881,12.1959,1.3626,3150.0
248,105.409,37.8127,32.3307,12.4241,1.3553,3300.0
249,105.833,38.0424,32.373,12.0244,1.3558,3150.0
250,106.257,38.1498,32.1517,12.2396,1.3592,3300.0
251,106.681,37.7092,32.0791,12.03,1.3364,3150.0
252,107.105,37.7944,32.2508,12.4168,1.3632,3300.0
253,107.529,37.5833,32.2706,12.098,1.3523,3150.0
254,107.954,37.6833,32.2904,12.2825,1.3411,3300.0
255,108.379,37.8721,32.0758,12.0082,1.3666,3300.0
256,108.804,37.6796,32.1881,12.1287,1.3609,3150.0
257,109.229,37.8758,31.6266,12.1538,1.3423,3300.0
258,0.0,37.802,31.4087,12.3019,1.354,3150.0
259,0.422,37.8478,31.3955,12.3019,1.3667,3300.0
260,0.844,37.9492,31.519,12.2153,1.3582,3150.0
261,1.266,37.8666,32.0049,12.2851,1.3419,3150.0
262,1.688,37.8342,31.9166,12.3585,1.3577,3300.0
263,2.11,37.845,31.8929,12.4799,1.3442,3150.0
264,2.532,38.0355,31.8725,12.153,1.3455,3150.0
265,2.954,37.9888,31.7537,11.937,1.3653,3300.0
266,3.377,37.9492,31.696,12.1166,1.3529,3300.0
267,3.8,37.633,31.6722,12.0066,1.3501,3150.0
268,4.222,37.8854,31.9438,12.0693,1.3419,3300.0
269,4.645,37.8881,31.7673,12.3796,1.3537,3150.0
270,5.068,37.8091,31.8687,12.2315,1.352,3150.0
271,5.49,37.7264,31.4991,12.3794,1.3594,3300.0
272,5.912,37.9564,31.8182,12.344,1.3677,3300.0
273,6.334,37.8594,31.8589,12.0033,1.3444,3150.0
274,6.756,37.8845,31.7265,12.0559,1.3404,3150.0
275,7.178,37.8738,31.696,12.2485,1.3497,3300.0
276,7.601,37.9241,31.6281,12.3861,1.3492,3150.0
277,8.024,37.978,31.5636,12.3165,1.3454,3150.0
278,8.446,37.9512,31.6756,12.0787,1.3586,3300.0
279,8.869,37.7875,31.4889,12.1627,1.3516,3150.0
280,9.292,37.8702,31.6623,12.3068,1.3534,3150.0
281,9.714,37.8989,31.9913,12.2773,1.3522,3300.0
282,10.136,37.8306,31.8623,12.1562,1.3655,3300.0
283,10.559,38.1325,31.4991,12.5924,1.3537,3450.0
284,10.982,38.1325,31.6315,13.4509,1.3567,3750.0
285,11.405,38.6931,31.4075,14.5705,1.3581,3900.0
286,11.828,39.1496,30.9459,15.7932,1.3556,4200.0
287,12.252,39.6455,30.6777,17.1261,1.3542,4500.0
288,12.676,40.2313,30.2094,18.7818,1.3499,4800.0
289,13.1,41.3777,29.9344,20.3194,1.3621,5100.0
290,13.523,42.9186,29.1572,21.5657,1.3446,5400.0
291,13.947,43.3839,28.7736,22.1993,1.3491,5250.0
292,14.37,43.504,28.6087,22.4183,1.359,5400.0
293,14.793,43.3435,29.2488,22.5301,1.3572,5400.0
294,15.216,43.3831,29.0757,22.4908,1.3471,5400.0
295,15.64,43.4299,28.6346,22.4585,1.3616,5400.0
296,16.063,43.2537,29.1877,22.7222,1.3723,5400.0
297,16.486,43.4262,28.6313,22.7986,1.3445,5400.0
298,16.909,43.2892,28.6049,22.8277,1.3494,5400.0
299,17.332,43.455,28.6311,22.6411,1.3699,5400.0
300,17.756,43.4298,29.0214,22.5159,1.3395,5400.0
301,18.18,43.7964,28.9298,22.8435,1.3494,5400.0
302,18.604,43.3256,28.665,22.8198,1.3542,5400.0
303,19.027,43.257,28.9773,22.5358,1.3534,5400.0
304,19.451,43.3792,29.1696,22.0467,1.3615,5400.0
305,19.874,43.5268,28.7424,22.0302,1.3684,5250.0
306,20.297,43.4442,28.5835,22.6505,1.3515,5400.0
307,20.72,43.4817,28.7766,22.5041,1.3705,5250.0
308,21.144,43.631,28.8992,22.2687,1.358,5400.0
309,21.567,43.4478,28.7159,22.0144,1.3421,5250.0
310,21.99,43.4077,28.7271,22.7293,1.3576,5250.0
311,22.413,43.4226,29.0519,22.131,1.3391,5400.0
312,22.836,43.615,28.9583,21.9727,1.345,5250.0
313,23.26,43.534,28.7567,22.2498,1.349,5400.0
314,23.684,43.5807,28.9026,22.9938,1.3511,5250.0
315,24.108,43.3507,28.8144,22.1869,1.361,5400.0
316,24.531,43.3181,28.7227,22.175,1.3629,5400.0
317,24.955,43.3698,28.665,22.3319,1.3471,5400.0
318,25.378,43.5089,28.8688,22.7301,1.3596,5250.0
319,25.801,43.5879,28.9942,22.0368,1.3347,5400.0
320,26.224,43.4478,29.0316,21.9861,1.3487,5250.0
321,26.648,43.6167,28.8958,22.7254,1.3594,5400.0
322,27.071,43.6957,29.0282,22.4884,1.3489,5400.0
323,27.494,43.401,28.9739,21.9822,1.3517,5250.0
324,27.917,43.3615,28.5835,22.7143,1.3372,5400.0
325,28.34,43.4873,28.8008,22.4931,1.3679,5400.0
326,28.764,43.2249,28.9399,21.9011,1.3497,5400.0
327,29.188,43.4262,28.7736,22.0577,1.3408,5250.0
328,29.612,43.534,28.6514,22.4624,1.3365,5400.0
329,30.035,43.2946,29.0214,22.5065,1.351,5400.0
330,30.459,43.6753,29.2588,21.9302,1.3562,5400.0
331,30.882,43.2522,28.7471,21.9774,1.3602,5250.0
332,31.305,43.5196,28.7499,22.8476,1.3482,5400.0
333,31.728,43.4334,29.0655,22.4498,1.3646,5250.0
334,32.152,43.4585,29.0723,22.0585,1.3492,5400.0
335,32.575,43.6778,28.7634,22.3364,1.3389,5400.0
336,32.998,43.7065,28.889,22.8293,1.3538,5250.0
337,33.421,43.4442,28.9433,22.1719,1.3519,5400.0
338,33.844,43.207,28.5734,22.3183,1.3555,5400.0
339,34.268,43.455,29.1062,22.697,1.3469,5400.0
340,34.692,43.5915,29.0791,22.4742,1.3539,5400.0
341,35.116,43.0488,28.889,21.8381,1.3594,5400.0
342,35.539,43.4074,28.6345,22.4638,1.3404,5400.0
343,35.963,43.4967,28.9298,22.8324,1.3507,5250.0
344,36.386,43.4262,29.1806,22.2254,1.3415,5400.0
345,36.809,43.2596,28.7007,22.2685,1.3558,5400.0
346,37.232,43.3974,28.7804,22.6647,1.3629,5400.0
347,37.656,43.5304,29.1334,22.2813,1.3678,5400.0
348,38.079,43.3364,28.9264,21.8341,1.4592,5250.0
349,38.502,43.2214,28.7465,21.6381,1.4489,5250.0
350,38.925,43.1207,29.0214,21.4507,1.4436,5250.0
351,39.348,43.437,28.9671,21.7224,1.447,5250.0
352,39.772,43.3831,29.0485,21.4279,1.4463,5250.0
353,40.196,43.3077,28.9451,21.7326,1.4442,5250.0
354,40.62,43.2249,29.1606,21.6728,1.4493,5250.0
355,41.043,43.4732,29.0673,22.0255,1.4597,5250.0
356,41.467,43.6095,29.2522,21.894,1.4506,5250.0
357,41.89,43.3651,28.7887,21.7594,1.4458,5250.0
358,42.313,43.6239,29.0893,22.0242,1.4468,5250.0
359,42.736,43.4442,28.7499,21.9633,1.4387,5250.0
360,43.16,43.3687,28.8211,22.0798,1.4587,5250.0
361,43.583,43.3579,29.13,22.0373,1.4515,5250.0
362,44.006,43.3256,29.0044,21.8389,1.4548,5250.0
363,44.429,43.3447,28.9748,21.8208,1.4359,5250.0
364,44.852,43.2896,28.7193,22.0853,1.449,5250.0
365,45.276,43.4226,28.9331,21.6413,1.4388,5250.0
366,45.7,43.3399,28.6379,21.7035,1.4627,5250.0
367,46.124,43.3939,28.9773,21.7609,1.4458,5250.0
368,46.547,43.5343,28.9946,21.3945,1.4407,5250.0
369,46.971,43.4309,29.3149,21.5143,1.4523,5250.0
370,47.394,43.3974,28.932,21.5066,1.4406,5250.0
371,47.817,43.5376,29.371,21.6106,1.464,5250.0
372,48.24,43.2645,29.035,21.7066,1.4491,5100.0
373,48.664,43.4514,29.354,21.5704,1.4482,5250.0
374,49.087,43.2929,29.1894,21.7161,1.4506,5250.0
375,49.51,43.478,29.272,21.5696,1.4505,5250.0
376,49.933,43.2645,28.9162,21.4594,1.4503,5250.0
377,50.356,43.5951,29.1096,21.5058,1.4607,5250.0
378,50.78,43.2818,29.2258,21.4618,1.4414,5250.0
379,51.204,43.6817,29.3282,21.5625,1.4547,5250.0
380,51.628,43.3507,29.3846,21.6428,1.4619,5250.0
381,52.051,43.539,29.0739,21.4436,1.4533,5250.0
382,52.475,43.3651,29.001,21.4964,1.4445,5250.0
383,52.898,43.4046,28.9193,21.4681,1.4451,5250.0
384,53.321,43.3687,29.1504,21.6057,1.4408,5250.0
385,53.744,43.4406,28.9535,21.6979,1.4367,5250.0
386,54.168,43.3867,29.0723,21.757,1.4358,5250.0
387,54.591,43.3903,28.9875,21.7082,1.4625,5250.0
388,55.014,43.2321,29.1707,21.4995,1.4572,5250.0
389,55.437,43.0337,29.0805,21.3988,1.4447,5250.0
390,55.86,43.2034,28.9637,21.4641,1.4601,5250.0
391,56.284,43.3112,28.9264,21.3334,1.4501,5250.0
392,56.708,43.2321,28.7872,21.4846,1.4485,5250.0
393,57.132,43.2896,29.1402,21.4932,1.453,5250.0
394,57.555,43.1254,28.9162,21.5657,1.4541,5250.0
395,57.979,43.5296,29.097,21.4972,1.4275,5250.0
396,58.402,43.4154,28.8351,21.731,1.4623,5250.0
397,58.825,43.2609,29.0689,21.5397,1.445,5100.0
398,59.248,43.3112,29.0689,21.6043,1.4642,5100.0
399,59.672,43.1818,28.7502,21.942,1.4566,5250.0
400,60.095,43.1207,28.8347,21.7161,1.4625,5250.0
401,60.518,43.204,29.1432,21.9373,1.4486,5250.0
402,60.941,43.3435,29.1164,21.6932,1.4345,5250.0
403,61.364,43.2824,29.1266,21.9396,1.4476,5250.0
404,61.788,43.2896,29.0316,21.694,1.4595,5250.0
405,62.212,43.3364,28.8177,21.3791,1.4533,5250.0
406,62.636,43.3633,28.8691,21.5995,1.4705,5250.0
407,63.059,43.4027,29.2786,21.4271,1.4487,5250.0
408,63.483,43.4826,28.9467,21.3815,1.4524,5250.0
409,63.906,43.631,29.2606,21.6948,1.4641,5250.0
410,64.329,43.0929,29.0111,21.4699,1.4405,5250.0
411,64.752,43.3112,29.1436,21.5444,1.4435,5250.0
412,65.176,43.286,28.9773,21.4736,1.4299,5250.0
413,65.599,43.3399,28.7397,21.7058,1.4348,5100.0
414,66.022,43.3795,29.0587,21.5484,1.4551,5250.0
415,66.445,43.401,29.0485,21.9601,1.4488,5250.0
416,66.868,43.3795,29.0418,21.8231,1.4487,5250.0
417,67.292,43.2249,29.018,21.7515,1.4565,5250.0
418,67.716,43.3373,28.8559,21.7287,1.4531,5250.0
