,Time (sec),DP1 (psi),PT1 (psi),PT2 (psi),Torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),GV Angle (deg)
0,0.0,30.0,-0.3708,-0.4177,0.0,0.204,0.0204,0.0,0.0,3.0
1,0.266,30.0,-0.4899,-0.3868,0.0,0.2076,0.0179,0.0,0.0,3.0
2,0.532,30.0,-0.5232,-0.4293,0.0,0.2076,0.016,0.0,0.0,3.0
3,0.798,30.0,-0.3232,-0.3761,0.0,0.2063,0.0107,0.0,0.0,3.0
4,1.065,30.0,-0.5399,-0.4177,0.0,0.2106,0.023,0.0,0.0,3.0
5,1.331,30.0,-0.4288,-0.3974,0.0,0.2139,0.0187,0.0,0.0,3.0
6,1.597,30.0,-0.551,-0.3921,0.0,0.2051,0.0179,0.0,0.0,3.0
7,1.863,30.0,-0.5343,-0.4027,0.0,0.2097,0.0153,0.0,0.0,3.0
8,2.129,30.0,-0.5213,-0.3899,0.0,0.2132,0.0153,0.0,0.0,3.0
9,2.395,30.0,-0.5065,-0.3708,0.0,0.2063,0.0102,0.0,0.0,3.0
10,2.661,30.0,-0.5232,-0.3921,0.0,0.2114,0.0267,0.0,0.0,3.0
11,2.927,30.0,-0.601,-0.4399,0.0,0.2076,0.0156,0.0,0.0,3.0
12,3.193,30.0,-0.5787,-0.5568,0.0,0.2101,0.0179,0.0,0.0,3.0
13,3.461,30.0,-0.4621,-0.3761,0.0,0.2051,0.032,0.0,0.0,3.0
14,3.727,30.0,-0.4399,-0.3708,0.0,0.2038,0.0255,0.0,0.0,3.0
15,3.993,30.0,-0.5121,-0.3814,0.0,0.2101,0.0117,0.0,0.0,3.0
16,4.259,30.0,-0.3232,-0.4073,0.0,0.2063,0.008,0.0,0.0,3.0
17,4.526,30.0,-0.5232,-0.3655,0.0,0.2101,0.04,0.0,0.0,3.0
18,4.792,30.0,-0.4343,-0.3974,0.0,0.2114,0.0102,0.0,0.0,0.0
19,8.008,30.0,-0.5176,-0.4452,0.0,0.2019,0.0179,0.0,0.0,0.0
20,8.274,30.0,-0.5621,-0.4186,0.0,0.2063,0.0187,0.0,0.0,0.0
21,8.541,30.0,-0.3177,-0.3761,0.0,0.2051,0.0347,0.0,0.0,0.0
22,8.807,30.0,-0.4177,-0.3761,0.0,0.2089,0.0153,0.0,0.0,0.0
23,9.073,30.0,-0.5232,-0.408,0.0,0.2036,0.0187,0.0,0.0,0.0
24,9.339,30.0,-0.4725,-0.3788,0.0,0.2093,0.0153,0.0,0.0,0.0
25,9.606,30.0,-0.4232,-0.3708,0.0,0.2165,0.0133,0.0,0.0,0.0
26,9.872,30.0,-0.3177,-0.3921,0.0,0.2063,0.0128,0.0,0.0,0.0
27,10.138,30.0,-0.4677,-0.3549,0.0,0.2076,0.0156,0.0,0.0,0.0
28,10.405,30.0,-0.4806,-0.3732,0.0,0.2025,0.0281,0.0,0.0,0.0
29,10.673,30.0,-0.401,-0.3443,0.0,0.2051,0.024,0.0,0.0,0.0
30,10.94,30.0,-0.3121,-0.4066,0.0,0.2089,0.0267,0.0,0.0,0.0
31,11.207,30.0,-0.3121,-0.408,0.0,0.2,0.016,0.0,0.0,0.0
32,11.474,30.0,-0.3761,-0.3677,0.0,0.2063,0.0187,0.0,0.0,0.0
33,11.742,30.0,-0.5399,-0.3868,0.0,0.2101,0.04,0.0,0.0,0.0
34,12.009,30.0,-0.501,-0.3814,0.0,0.2076,0.008,0.0,0.0,0.0
35,12.276,30.0,-0.3288,-0.4133,0.0,0.2066,0.0179,0.0,0.0,0.0
36,12.544,30.0,-0.5176,-0.3602,0.0,0.2076,0.0267,0.0,0.0,0.0
37,12.811,30.0,-0.5343,-0.3921,0.0,0.2076,0.0102,0.0,0.0,0.0
38,13.078,30.0,-0.4899,-0.3655,0.0,0.2038,0.0187,0.0,0.0,0.0
39,13.345,30.0,-0.5399,-0.4239,0.0889,0.2063,0.016,0.0,0.0,0.0
40,13.614,30.0,-0.3677,-0.4121,0.0,0.2053,0.0128,0.0,0.0,0.0
41,13.881,30.0,-0.3566,-0.3708,0.0,0.2089,0.0347,0.0,0.0,0.0
42,14.148,30.0,-0.4899,-0.3761,0.0,0.2025,0.0274,0.0,0.0,0.0
43,14.415,30.0,-0.3621,-0.3708,0.0,0.2063,0.0255,0.0,0.0,0.0
44,14.684,30.0,-0.5399,-0.3761,0.0,0.2038,0.0128,0.0,0.0,0.0
45,14.951,30.0,-0.4843,-0.3868,0.0,0.2127,0.016,0.0,0.0,0.0
46,15.218,30.0,-0.5843,-0.4293,0.0,0.2097,0.0153,0.0,0.0,0.0
47,15.485,30.0,-0.351,-0.3621,0.0,0.2079,0.023,0.0,0.0,0.0
48,15.752,30.0,-0.5232,-0.3708,0.0,0.2025,0.0427,0.0,0.0,0.0
49,16.019,30.0,-0.5343,-0.4133,0.0,0.2051,0.0133,0.0,0.0,0.0
50,16.286,30.0,-0.5176,-0.3655,0.0,0.2063,0.0053,0.0,0.0,0.0
51,16.555,30.0,-0.5287,-0.3974,0.0,0.2013,0.0267,0.0,0.0,0.0
52,16.822,30.0,-0.5232,-0.4505,0.0,0.2114,0.0107,0.0,0.0,0.0
53,17.089,30.0,-0.4899,-0.3868,0.0,0.2063,0.0133,0.0,0.0,0.0
54,17.356,30.0,-0.3677,-0.3814,0.0,0.2101,0.0027,0.0,0.0,0.0
55,17.625,30.0,-0.4954,-0.3708,0.0,0.2152,0.0107,0.0,0.0,0.0
56,17.892,30.0,-0.5787,-0.4346,0.0,0.2152,0.0053,0.0,0.0,0.0
57,18.159,30.0,-0.5121,-0.3655,0.0,0.2051,0.0313,0.0,0.0,0.0
58,18.426,30.0,-0.5784,-0.4399,0.0,0.2,0.023,0.0,0.0,0.0
59,18.694,30.0,-0.5568,-0.4454,0.0,0.2013,0.032,0.0,0.0,0.0
60,18.961,30.0,-0.5065,-0.3843,0.0,0.2093,0.0332,0.0,0.0,0.0
61,19.228,30.0,-0.4232,-0.3677,0.0,0.2155,0.0102,0.0,0.0,0.0
62,19.495,30.0,-0.4621,-0.3496,0.0,0.2101,0.0187,0.0,0.0,0.0
63,19.763,30.0,-0.4954,-0.3708,0.0,0.2051,0.04,0.0,0.0,0.0
64,20.03,30.0,-0.4399,-0.3732,0.0,0.2079,0.023,0.0,0.0,0.0
65,20.297,30.0,-0.3177,-0.4133,0.0,0.2139,0.0053,0.0,0.0,0.0
66,20.566,30.0,-0.4954,-0.3761,0.0,0.2063,0.0102,0.0,0.0,0.0
67,20.833,30.0,-0.4066,-0.3761,0.0,0.2076,0.0187,0.0,0.0,0.0
68,21.1,30.0,-0.451,-0.3814,0.0,0.2101,0.0293,0.0,0.0,0.0
69,21.367,30.0,-0.4954,-0.3747,0.0,0.2093,0.0179,0.0,0.0,0.0
70,21.635,30.0,-0.5065,-0.3732,0.0,0.2025,0.032,0.0,0.0,0.0
71,21.902,30.0,-0.3566,-0.3868,0.0,0.2114,0.016,0.0,0.0,0.0
72,22.169,30.0,-0.551,-0.4027,0.0,0.2025,0.0078,0.0,0.0,0.0
73,22.436,30.0,-0.5121,-0.3549,0.0,0.2051,0.0153,0.0,0.0,0.0
74,22.705,30.0,-0.451,-0.3655,0.0,0.2025,0.023,0.0,0.0,0.0
75,22.972,30.0,-0.4899,-0.401,0.0,0.2063,0.016,0.0,0.0,0.0
76,23.239,30.0,-0.4732,-0.3814,0.0,0.2058,0.0153,0.0,0.0,0.0
77,23.506,30.0,-0.5287,-0.4027,0.0,0.2089,0.0187,0.0,0.0,0.0
78,23.774,30.0,-0.301,-0.3655,0.0,0.2063,0.0153,0.0,0.0,0.0
79,24.041,30.0,-0.5232,-0.3868,0.0,0.2076,0.0213,0.0,0.0,0.0
80,24.308,30.0,-0.4954,-0.401,0.0,0.2101,0.0179,0.0,0.0,0.0
81,24.576,30.0,-0.301,-0.3602,0.0,0.2152,0.0107,0.0,0.0,0.0
82,24.843,30.0,-0.4399,-0.3814,0.0,0.2076,0.0213,0.0,0.0,0.0
83,25.11,30.0,-0.4899,-0.3621,0.0,0.2051,0.016,0.0,0.0,0.0
84,25.377,30.0,-0.5065,-0.3921,0.0,0.2089,0.0267,0.0,0.0,0.0
85,25.646,30.0,-0.4066,-0.3708,0.0,0.2025,0.032,0.0,0.0,0.0
86,25.913,30.0,-0.4788,-0.3655,0.0,0.3393,0.104,0.0,0.0,0.0
87,26.18,30.0,-0.4066,-0.3974,0.0,0.2101,0.0665,0.0,0.0,0.0
88,26.447,30.0,-0.501,-0.4027,0.0,0.3457,0.3412,0.0,0.0,0.0
89,26.716,30.0,-0.3177,-0.3814,0.0,0.2431,0.1999,0.0,0.0,0.0
90,26.983,30.0,-0.3177,-0.3602,0.0,0.2849,0.0587,0.0,0.0,0.0
91,27.25,30.0,-0.3288,-0.4133,0.0,0.2913,0.0459,0.0,0.0,0.0
92,27.517,30.0,-0.3283,-0.3843,0.0,0.2781,0.0689,0.0,0.0,0.0
93,27.784,30.0,-0.3066,-0.3974,0.0,0.2621,0.056,0.0,0.0,0.0
94,28.051,30.0,-0.3232,-0.3868,0.0,0.2823,0.3946,0.0,0.0,0.0
95,28.318,30.0,-0.3399,-0.4239,0.0,0.3773,0.1999,0.0,0.0,0.0
96,28.587,30.0,-0.3288,-0.3921,0.0,0.2431,0.4079,0.0,0.0,0.0
97,28.854,30.0,-0.3232,-0.4027,0.0,0.2722,0.3386,0.0,0.0,0.0
98,29.121,30.0,-0.2955,-0.3814,0.0,0.2925,0.7198,0.0,0.0,0.0
99,29.388,30.0,-0.3066,-0.3814,0.0,0.2507,0.168,0.0,0.0,0.0
100,29.657,30.0,-0.2899,-0.3814,0.0,0.4913,0.1466,0.0,0.0,0.0
101,29.924,30.0,-0.2899,-0.3602,0.0,0.2684,0.2506,0.0,0.0,0.0
102,30.191,30.0,-0.301,-0.3921,0.0,0.3343,0.0821,0.0,0.0,0.0
103,30.458,30.0,-0.3014,-0.3732,0.0,0.4741,0.0383,0.0,0.0,0.0
104,30.726,30.0,-0.3177,-0.3814,0.0,0.3811,0.0613,0.0,0.0,0.0
