,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),GV (deg),DP (psi)
0,0.0,0.0,33.7954,135.9257,0.0,2.6595,1301.6313,27.5724,-1.0666,-33.7954
1,528.112,39.2112,33.7954,135.9257,0.0,2.6595,1301.6313,27.5724,-1.0666,5.415799999999997
2,528.112,39.2112,33.7954,135.9257,1.7157,2.7825,0.0,27.7289,0.0,5.415799999999997
3,0.445,39.2596,33.8065,136.2637,1.6914,2.7627,0.0,27.4609,0.0,5.453099999999999
4,0.688,39.2101,33.7934,136.7143,1.6683,2.8116,1245.522,27.6106,0.0,5.416699999999999
5,0.935,39.2889,33.8772,136.4246,1.6452,2.6982,1245.522,27.7523,0.0,5.411699999999996
6,1.183,39.2293,33.8065,136.5695,1.6514,2.7186,1291.64,27.7321,0.0,5.422800000000002
7,1.43,39.3525,33.8833,136.7465,1.6981,2.784,1291.64,27.3978,0.0,5.469200000000001
8,1.676,39.2081,33.7732,136.1188,1.7391,2.7321,1295.0279,27.4814,0.0,5.434899999999999
9,1.94,39.2081,33.7268,137.4868,1.7764,2.6527,1302.9316,27.5849,0.0,5.4813000000000045
10,2.187,39.3788,33.8702,137.0845,1.7352,2.7781,1302.9316,28.1305,0.0,5.508600000000001
11,2.434,39.2213,33.7207,136.4246,1.793,2.7026,1309.3803,27.6715,0.0,5.500599999999999
12,2.681,39.1889,33.7056,135.974,1.7251,2.7244,1309.3803,27.5468,0.0,5.4833
13,2.927,39.2202,33.8197,136.5051,1.6777,2.7893,1299.3649,27.9001,0.0,5.400500000000001
14,3.174,39.397,33.9823,136.7465,1.6746,2.7278,1299.3649,27.8375,0.0,5.414699999999996
15,3.42,39.3919,33.9005,136.8753,1.6673,2.7438,1291.7004,27.6476,0.0,5.491399999999999
16,3.667,39.1405,33.6813,136.6017,1.6784,2.7665,1291.7004,27.6671,0.0,5.459200000000003
17,3.915,39.398,33.9207,138.1627,1.6295,2.7956,1294.5765,27.5393,0.0,5.477300000000007
18,4.162,39.3172,33.8641,136.0062,1.6608,2.7438,1294.5765,27.7346,0.0,5.453099999999999
19,4.409,39.1879,33.7298,136.4085,1.6579,2.7554,1290.3669,27.5243,0.0,5.458100000000002
20,4.656,39.195,33.747,137.5995,1.6974,2.7346,1290.3669,27.6489,0.0,5.448
21,4.902,39.3081,33.8792,136.8753,1.6731,2.7685,1295.5828,27.7125,0.0,5.428900000000006
22,5.148,39.3273,33.8389,136.6499,1.637,2.7709,1295.5828,27.6068,0.0,5.488399999999999
23,5.395,39.2202,33.7409,136.8753,1.7003,2.7631,1287.017,27.9206,0.0,5.479299999999995
24,5.642,39.2293,33.7318,136.1027,1.7278,2.8179,1287.017,27.6866,0.0,5.497500000000002
25,5.889,39.2404,33.7096,136.8431,1.6888,2.6367,1300.3525,27.8114,0.0,5.530799999999999
26,6.152,39.0981,33.6298,136.5695,1.6242,2.7554,1299.4663,27.7315,0.0,5.468299999999999
27,6.4,39.3061,33.8065,137.3903,1.6589,2.7559,1299.4663,27.8566,0.0,5.499600000000001
28,6.647,39.2465,33.7126,136.9718,1.6507,2.6663,1291.3446,27.625,0.0,5.533899999999996
29,6.893,39.1688,33.7611,136.6499,1.7013,2.7215,1291.3446,27.961,0.0,5.407699999999998
30,7.14,39.195,33.754,136.7304,1.7039,2.6672,1298.0943,27.6055,0.0,5.4410000000000025
31,7.386,39.3626,33.9489,136.312,1.6591,2.7874,1298.0943,26.9796,0.0,5.413699999999999
32,7.633,39.2738,33.8086,137.0684,1.709,2.7568,1293.9511,27.8713,0.0734,5.465200000000003
33,7.881,39.195,33.7066,136.7304,1.7603,2.7588,1293.9511,27.7739,0.2508,5.488399999999999
34,8.128,39.2879,33.8005,137.1327,1.7239,2.7326,1301.541,27.5899,0.4258,5.487400000000001
35,8.374,39.2596,33.7732,136.7465,1.6924,2.7719,1301.541,27.482,0.6067,5.486399999999996
36,8.621,39.1183,33.6722,137.9535,1.8431,2.8062,1310.2381,27.7561,0.7862,5.446100000000001
37,8.867,39.3142,33.8015,137.0201,1.7822,2.6808,1310.2381,27.6413,0.9639,5.512700000000002
38,9.114,39.2788,33.747,136.7465,1.8515,2.7438,1322.7979,28.098,1.1375,5.531799999999997
39,9.364,39.094,33.5379,137.3098,1.9155,2.7433,1336.8626,27.8394,1.3191,5.556100000000001
40,9.61,39.1738,33.6904,135.6843,1.9199,2.7365,1336.8626,27.6658,1.4976,5.483400000000003
41,9.857,39.1273,33.5723,136.7465,2.001,2.7225,1358.7325,27.5032,1.6799,5.555
42,10.104,38.9708,33.3774,136.6017,2.2603,2.7292,1358.7325,27.8413,1.8566,5.5933999999999955
