,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g ()
0,511.6225719565,54.4118,47.1673173913,7.2444826087,3528.2088956522,27.5760347826,8.0298434783,56.5244140174,14.0541826087,0,0.9912565217,81.0096704044,2.9668213623,13.9311000883,0.0366251112,4.6959974679
1,523.1581146087,54.3348391304,47.2625086957,7.0723304348,3321.7861130435,27.599573913,8.0606304348,64.7085621913,12.8352086957,0,1.1668217391,79.0136545217,2.8039380531,14.9764434091,0.0354941477,5.3418078396
2,536.5351599565,53.9993869565,47.1460652174,6.8533217391,3060.8805956522,27.5085391304,8.0410434783,74.1440459478,11.3663565217,0,1.3692304348,76.1316590239,2.5773726575,15.5636857787,0.0338577368,6.0397800565
3,556.8854346087,54.0124304348,47.3313434783,6.6810869565,2874.8371956522,27.6247391304,8.0746217391,82.7588854261,10.2957869565,0,1.5540347826,74.3833495935,2.4309269585,16.0000277883,0.0326842124,6.5836547263
4,571.178927087,53.9506565217,47.3806608696,6.5699956522,2628.0495608696,27.6562565217,8.0249521739,91.1321324174,8.9021173913,0,1.7336565217,73.1321220202,2.2085359808,15.4333005917,0.0302025337,6.9884873692
5,591.161949913,53.8927782609,47.4699652174,6.4228130435,2386.6632782609,27.7100043478,8.050826087,100.1340873739,7.5235913043,0,1.9267652174,71.4983840444,2.012165815,14.4963023448,0.0281449587,7.2063051277
6,603.1341804783,53.6993913043,47.3640521739,6.3353391304,2146.5633173913,27.6169913043,8.0193521739,109.1632012174,6.1120478261,0,2.1204565217,70.2092158987,1.8027184929,12.9599263596,0.0256771168,7.191926142
7,614.1755176957,53.6915347826,47.458773913,6.2327608696,1872.2189130435,27.6901652174,8.0655304348,117.9324815304,4.6350521739,0,2.308573913,69.1593595706,1.58137507,10.7000177026,0.0228666342,6.7667023196
8,630.3086746957,53.719626087,47.5152347826,6.2043913043,1696.6295782609,27.7799434783,8.0102478261,126.897143687,3.5578130435,0,2.5008826087,69.0410967143,1.4232135755,8.8972628304,0.0206153987,6.2524345847
9,646.2348521304,53.6719521739,47.5613652174,6.1105869565,1420.1825,27.7170304348,8.0284391304,134.9059751652,2.065426087,0,2.6726869565,67.7539148985,1.1939657577,5.5194950448,0.0176231544,4.6212553881
10,658.6656477391,53.6671086957,47.6137478261,6.0533608696,1115.8975782609,27.6423478261,7.9892695652,140.263572313,0.5472782609,0,2.7876173913,66.8822818052,0.9336069868,1.5256249226,0.0139597521,1.6341692173
11,676.477945913,53.7068869565,47.6720086957,6.0348782609,1027.0454521739,27.6601956522,8.062726087,143.8005106435,0.1140826087,0,2.8634913043,66.7034941141,0.8671642611,0.3266109078,0.0130013634,0.3766745766
12,753.3704144783,54.6053,46.6116608696,7.9936391304,2284.9088782609,27.4357521739,8.0116565217,152.8908333217,5.7234521739,5.1062,3.0584956522,89.5390731941,1.9169882907,17.5051333617,0.021411995,9.1334745893
13,768.0513046522,54.6372565217,46.5211565217,8.1161,2508.9917565217,27.2627956522,8.0095565217,143.9559648696,6.9911086957,5.1062,2.866826087,90.4275348252,2.1044903439,20.0422488257,0.0232746137,9.5263705164
14,780.7016306957,54.6832652174,46.4068826087,8.2763826087,2713.9345782609,27.3127173913,8.088626087,136.0275966609,8.1840478261,5.1062,2.6967478261,92.4967158726,2.2988520976,22.0702214196,0.024854023,9.604131675
15,804.2454678261,54.9475434783,46.6456826087,8.3018608696,2917.8912869565,27.5909434783,8.0543391304,127.1403576,9.3698913043,5.1062,2.5061,93.7448299392,2.4611050506,23.481914143,0.0262553713,9.544878296
16,817.1324430435,55.0336869565,46.6383869565,8.3953,3115.8611347826,27.6810217391,8.051526087,117.8765423304,10.5572913043,5.1062,2.307373913,95.1752904104,2.6271793701,24.3599211835,0.0276052685,9.273672896
17,846.8149017391,54.9412695652,46.3206347826,8.6206347826,3373.6851478261,27.2450956522,8.0249391304,109.3083188522,12.0004478261,5.1062,2.1235695652,96.3474574941,2.8351470244,25.4840362843,0.0294279897,8.9895008935
18,863.1610736522,55.1586304348,46.4073434783,8.7512869565,3569.7373130435,27.7783173913,8.0473304348,99.9160055652,13.1854,5.1062,1.9220869565,99.8136148756,3.0082750895,25.3441875217,0.0301437443,8.4262030668
19,879.262398087,55.2520782609,46.3168565217,8.9352217391,3810.5284304348,27.6867695652,8.0375434783,91.3025848348,14.5711652174,5.1062,1.7373130435,101.6989518462,3.207258447,25.3144140917,0.0315397856,7.8941877076
20,894.4233188261,55.2574391304,46.0538695652,9.2035695652,4037.6924869565,27.2273521739,7.9997565217,82.7649657739,15.8768826087,5.1062,1.5541652174,103.1876375995,3.3824947659,24.6755318587,0.0327819379,7.2951799129
21,907.7389005652,55.4721782609,46.0803782609,9.3918,4227.4676695652,27.6973043478,8.0389347826,73.7320010435,17.0366347826,5.1062,1.3603913043,107.2383354929,3.5588626368,23.1768107226,0.0331911467,6.5132171474
22,934.8585877826,55.6990391304,45.9444086957,9.7546304348,4501.9262391304,27.3663217391,8.0165434783,63.0305888696,18.6083652174,5.1062,1.130826087,110.2764363556,3.7793288961,21.0433419887,0.0342739368,5.5688344826
