,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g ()
0,0.0,35.5131,9.9957,25.517400000000002,0.0,0.0,8.0298,46.154380799999956,11.1333,0.0,0.7688,0.0,0.0,8.55928104,0.0,0.0
1,1.467345,35.5566,10.0129,25.5437,2845.2739,22.4573,8.062,44.005383199999955,11.1376,0.0,0.7227,244.7333257663532,2.402124381641541,8.049143520000001,0.009815272906211588,3.350843770421019
2,1.667346,35.5859,10.0169,25.569000000000003,2852.3076,22.3475,7.9494,46.71843439999996,11.2198,0.0,0.7809,243.78269706797604,2.3744297610284386,8.76154182,0.00973994376789734,3.689956200770119
3,1.867348,35.4586,9.9947,25.463899999999995,2850.8437,21.9773,8.062,42.62554959999996,11.2278,0.0,0.6931,238.73953748584185,2.4068266889944,7.781988180000001,0.010081391269919561,3.2332981080791514
4,2.067352,35.5283,10.0129,25.5154,2839.4033,22.3801,8.1103,45.114843999999955,11.1095,0.0,0.7465,243.61651692105272,2.4115297238343496,8.293241750000002,0.009898876128402406,3.438996280258859
5,2.267354,35.5636,10.0391,25.524500000000003,2855.2937,22.3566,8.1103,44.34567999999995,11.1672,0.0,0.73,243.4492067612267,2.425025577672238,8.152056,0.009961115133353817,3.3616371204732167
6,2.467357,35.604,10.025,25.579,2843.3322,22.4458,7.9655,43.66508639999996,11.103,0.0,0.7154,244.9526619632988,2.371751930668705,7.943086200000001,0.009682490941960305,3.349037518337967
7,2.66736,35.6212,10.025,25.596200000000003,2855.185,22.2406,7.9655,44.546128799999956,11.2016,0.0,0.7343,242.87970032872175,2.381638886995451,8.225334879999998,0.009805837555679042,3.4536448514143316
8,2.867367,35.6656,10.0432,25.6224,2846.1918,22.2658,7.885,47.058731199999954,11.1112,0.0,0.7882,243.408656837753,2.350144025414486,8.75784784,0.009655137397109926,3.7265153732250145
9,3.067386,35.5647,10.026,25.538700000000002,2850.1396,22.3849,7.9172,41.83773919999996,11.1265,0.0,0.6762,243.89564473682404,2.3630143867944025,7.5237393,0.009688628877912997,3.1839583127576674
10,3.2784,35.602,10.0381,25.563899999999997,2849.0029,22.4183,7.9011,43.39471359999995,11.2113,0.0,0.7096,244.50530063068544,2.3572685784643372,7.9555384799999995,0.009640971268859681,3.374896926332723
11,3.507902,35.5697,10.0502,25.519499999999997,2849.5441,22.537,8.062,44.41094239999996,11.1374,0.0,0.7314,245.36463139601958,2.4057295008304127,8.14589436,0.00980471181662509,3.38603918569739
12,3.737284,35.5131,10.0038,25.509300000000003,2839.6286,22.4386,7.9333,45.520403199999954,11.1931,0.0,0.7552,244.1937735844045,2.359087430671368,8.45302912,0.009660719010331194,3.5831775499708245
13,3.966642,35.3193,9.9523,25.366999999999997,2855.8571,22.9126,7.9494,46.21964319999996,11.2397,0.0,0.7702,247.9339246440914,2.377384575031237,8.656816939999999,0.009588782892232143,3.641319553815249
14,4.196543,35.4546,9.9765,25.478099999999998,2870.8395,22.222,8.0942,45.021611999999955,11.2511,0.0,0.7445,241.53497770129505,2.433388558650323,8.37644395,0.010074683931118586,3.442296101961615
15,4.425413,35.5233,10.0371,25.486199999999997,2858.9746,22.3931,7.9494,43.23621919999996,11.1563,0.0,0.7062,243.47359545311858,2.3799797666508247,7.878579060000001,0.009775104204714861,3.310355478814411
16,4.654776,35.6737,10.0654,25.608299999999996,2836.5625,22.6388,7.9977,44.82116319999995,11.141,0.0,0.7402,247.3474224831062,2.375669838838403,8.2465682,0.009604587001510644,3.4712602168793816
17,4.884067,35.7383,10.1007,25.637600000000003,2821.923,22.7461,7.9172,43.077724799999956,10.9849,0.0,0.7028,248.8096677487024,2.3396203636572817,7.720187719999999,0.009403253437966472,3.2997608671570307
18,5.113534,35.7424,10.0937,25.648700000000005,2806.3134,22.917,8.0781,42.154727999999956,10.9321,0.0,0.683,250.78972095413178,2.373963364487601,7.4666243,0.009465951616580757,3.1452146278641524
19,5.343417,35.6899,10.0533,25.6366,2810.9438,22.1844,8.0781,45.90265439999995,10.9915,0.0,0.7634,242.6558263890498,2.377880389565029,8.3909111,0.009799395402740408,3.528735565010862
20,5.572182,35.6263,10.0402,25.586100000000002,2818.6337,22.4714,7.9333,43.28283519999996,11.0434,0.0,0.7072,245.30143824600307,2.341645429735682,7.80989248,0.009545991440080098,3.335215648289484
21,5.801644,35.5586,10.0179,25.5407,2822.4794,22.6413,8.0137,41.63262879999995,11.0785,0.0,0.6718,246.70895956856543,2.368604110196645,7.4425362999999995,0.009600802963697643,3.1421613548505194
22,6.031031,35.4122,9.9927,25.4195,2837.1477,22.7,7.9494,43.87019679999995,11.0889,0.0,0.7198,246.15181228298587,2.3618097624931416,7.981790220000001,0.009594931439212447,3.3795229178722557
23,6.260363,35.5687,10.0543,25.514400000000002,2836.3186,22.3229,8.062,44.662668799999956,10.9464,0.0,0.7368,242.98416131261803,2.3945638636629685,8.065307520000001,0.009854814613131,3.36817390523153
24,6.490146,35.5606,10.0301,25.530500000000004,2802.1918,22.5652,7.9655,44.527482399999954,10.9949,0.0,0.7339,245.77962262952167,2.3374348631348862,8.069157109999999,0.009510287460479348,3.452142019982506
25,6.719065,35.496,10.0321,25.463900000000002,2817.5266,22.5912,8.0298,43.623131999999956,11.0072,0.0,0.7145,245.40833674974417,2.369198072782552,7.8646443999999995,0.009654105904309797,3.3195385773563504
26,6.948509,35.5182,10.0109,25.5073,2811.6464,22.3962,7.9655,44.639360799999956,11.0102,0.0,0.7363,243.71286047145537,2.3453213724227213,8.10681026,0.009623297547309428,3.456588233631133
27,7.177793,35.3788,9.9957,25.3831,2820.9467,22.7658,7.9172,41.497442399999954,11.0538,0.0,0.6689,246.50486037620195,2.3388109257806855,7.393886820000001,0.00948788970007051,3.1613871555401394
28,7.407015,35.499,10.0371,25.4619,2825.3654,22.0537,7.9977,42.24329839999996,11.0041,0.0,0.6849,239.55028477367043,2.366292075171127,7.536708089999999,0.00987805995474739,3.1850286653455298
29,7.63714,35.5303,10.028,25.502299999999998,2808.7497,22.3756,7.9816,43.077724799999956,10.9273,0.0,0.7028,243.44002764333626,2.3476406224424857,7.67970644,0.009643609743102771,3.2712444854570766
30,7.865952,35.5344,10.024,25.510399999999997,2803.3391,22.81,7.885,44.075307199999955,10.929,0.0,0.7242,248.24654295855885,2.314759896741963,7.9147818,0.00932443960409301,3.4192668583640566
31,8.094793,35.4536,10.0099,25.4437,2811.8129,22.1941,7.9655,41.520750399999955,11.0637,0.0,0.6694,240.89962128043172,2.345460257599928,7.4060407800000005,0.009736255479080115,3.157606595977236
32,8.324659,35.5243,10.024,25.500299999999996,2831.1552,22.4854,8.062,43.28283519999996,11.0317,0.0,0.7072,244.61505781764637,2.3902046597802884,7.801618240000001,0.009771289965158721,3.263995912683535
33,8.553962,35.596,10.0775,25.518499999999996,2817.7673,22.3594,8.0298,40.75158639999996,10.9738,0.0,0.6529,243.42134005789197,2.3694004722829214,7.16479402,0.009733741798148905,3.0238847775263205
34,8.784171,35.7666,10.1088,25.657799999999995,2794.0888,22.2507,8.1103,44.29906399999995,10.913,0.0,0.729,243.5862164040031,2.3730437279665937,7.955577,0.009742110054498121,3.352478045913191
35,9.012755,35.6464,10.0371,25.609299999999998,2799.6516,22.6557,7.9655,43.35275919999996,10.9951,0.0,0.7087,247.54192386060748,2.335315967476375,7.792227370000001,0.009434022047883118,3.336690828359538
36,9.24209,35.5626,10.0391,25.523500000000006,2813.0114,22.6246,7.9977,44.005383199999955,10.9886,0.0,0.7227,246.35771541664116,2.355945387873029,7.94146122,0.009563107791808528,3.370817193334702
37,9.471446,35.5142,10.026,25.488200000000003,2822.8291,22.752,8.0137,42.42510079999995,11.0724,0.0,0.6888,247.39560354538173,2.36889757588406,7.62666912,0.009575342253200204,3.219501424477488
38,9.700959,35.6151,10.0523,25.562799999999996,2824.1496,23.106,8.1425,42.942538399999954,10.969,0.0,0.6999,251.9946480949327,2.4080975897856214,7.677203099999999,0.009556145767343562,3.188078063183251
39,9.934702,35.4768,9.9937,25.483099999999997,2819.7897,21.9984,7.9816,42.80735199999995,11.1061,0.0,0.697,239.15247406619937,2.3568681988519344,7.740951699999999,0.009855085999233836,3.28442282167952
40,10.159593,35.498,10.0008,25.4972,2842.8576,22.9064,8.0298,42.44840879999995,11.1517,0.0,0.6893,249.16416055396238,2.3904983708459864,7.686866810000001,0.009594069891637837,3.2155917375838468
41,10.389027,35.5586,10.0301,25.5285,2841.3005,22.2092,7.9494,45.36190879999996,11.0865,0.0,0.7518,241.88275744396915,2.365266799143606,8.3348307,0.009778567203954203,3.5238437807598695
42,10.618381,35.5616,10.0391,25.5225,2832.0346,22.1399,7.9172,45.92596239999996,11.1134,0.0,0.7639,241.07021973439288,2.348003762236604,8.48952626,0.009739916298344918,3.615635714277244
43,10.847711,35.493,10.0018,25.491200000000003,2837.7355,22.4088,7.9333,43.66508639999996,11.1517,0.0,0.7154,243.69303515635437,2.3575146938652223,7.977926180000001,0.009674116013831219,3.384040914256161
