,Time (sec),DP1 (psi),PT1 (psi),PT2 (psi),Torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),GV Angle (deg)
0,0.0,0.0,4.2777,3.4091,14.7516,3.5195,0.3077,1200.0,9.7284,0.0
1,0.535,30.0,4.2644,3.3702,8.8865,3.2637,0.4505,900.0,9.7284,0.0
2,0.801,30.0,4.283,3.2036,1.5996,3.7155,0.5808,900.0,7.2963,0.0
3,1.069,30.0,4.1874,3.348,20.7056,3.3937,0.4478,900.0,9.7284,0.0
4,1.336,30.0,4.1311,3.3055,0.0,3.6133,0.4106,900.0,9.7284,0.0
5,1.602,30.0,4.2811,3.398,24.0825,3.6837,0.5672,1200.0,8.5124,0.0
6,1.87,30.0,4.3255,3.3724,0.1777,3.7577,0.2723,1200.0,7.2963,0.0
7,2.138,30.0,4.2922,3.3002,3.3769,3.5208,0.2936,900.0,9.7284,0.0
8,2.404,30.0,4.3096,3.3758,20.439,3.8346,0.4171,900.0,8.5124,0.0
9,2.671,30.0,4.3033,3.3692,0.0,3.6728,1.2783,1200.0,7.2963,0.0
10,2.938,30.0,4.2522,3.3533,20.439,3.4652,1.0302,1200.0,9.7284,0.0
11,3.207,30.0,4.3144,3.3533,10.1306,3.3911,0.3335,900.0,9.7284,0.0
12,3.474,30.0,4.3255,3.348,0.0,3.5132,0.7856,900.0,8.5124,0.0
13,3.74,30.0,4.2533,3.3924,22.8384,3.8005,0.4452,1200.0,8.5124,0.0
14,4.008,30.0,4.113,3.348,5.5985,3.6307,0.3306,900.0,9.7284,0.0
15,4.274,30.0,4.2989,3.3702,0.0889,3.7159,0.2909,900.0,8.5124,0.0
16,4.54,30.0,4.2989,3.3924,23.105,3.7856,0.4095,1200.0,9.7284,0.0
17,4.808,30.0,4.32,3.3692,6.0428,3.6063,0.3947,900.0,9.7284,0.0
18,5.074,30.0,4.3033,3.3692,0.0,3.8982,0.4239,900.0,8.5124,0.0
19,5.341,30.0,4.2866,3.3258,23.9047,3.6285,0.2697,1200.0,7.2963,0.0
20,5.609,30.0,4.2311,3.3746,8.5311,3.3924,0.4266,900.0,8.5124,0.0
21,5.875,30.0,4.2246,3.298,0.0,3.3777,0.9877,900.0,9.7284,0.0
22,6.142,30.0,4.17,3.3586,22.9272,3.5883,0.7297,1200.0,9.7284,0.0
23,6.41,30.0,4.0756,3.3813,9.242,3.3448,0.6101,900.0,8.5124,0.0
24,6.676,30.0,4.2033,3.3161,0.0,3.5943,0.5462,900.0,7.2963,0.0
25,6.942,30.0,4.3144,3.3924,25.06,3.6718,0.3713,1200.0,9.7284,0.0
26,7.212,30.0,4.3033,3.3639,5.1542,3.8029,0.283,900.0,8.5124,0.0
27,7.478,30.0,4.3361,3.4091,0.2666,3.8995,0.4292,900.0,7.2963,0.0
28,7.744,30.0,4.3311,3.3799,23.8159,4.016,0.3947,1200.0,9.7284,0.0
29,8.012,30.0,4.2866,3.3746,2.3105,3.7989,0.4425,900.0,9.7284,0.0
30,8.28,30.0,4.3202,3.3758,0.0,3.878,0.618,900.0,9.7284,0.0
31,8.546,30.0,4.3033,3.398,19.5503,3.6323,0.7271,1200.0,7.2963,0.0
32,8.814,30.0,4.2422,3.3813,10.2195,3.4436,0.4801,900.0,9.7284,0.0
33,9.081,30.0,4.2311,3.3321,0.0,3.5208,0.6473,1200.0,9.7284,0.0
34,9.35,30.0,4.1821,3.2869,14.6628,3.824,0.4069,1200.0,9.7284,0.0
35,9.618,30.0,4.32,3.3924,19.6392,3.8185,0.5622,900.0,7.2963,0.0
36,9.885,30.0,4.2811,3.3692,0.0,3.7286,0.4527,1200.0,9.7284,0.0
37,10.152,30.0,4.3033,3.3746,11.6413,3.7486,0.4266,900.0,7.2963,0.0
38,10.42,30.0,4.32,3.4117,23.1938,3.5738,0.3627,900.0,7.2963,0.0
39,10.689,30.0,4.2144,3.3905,0.6221,3.5089,0.7377,1200.0,9.7284,0.0
40,10.957,30.0,4.3033,3.3399,2.3994,3.8172,0.2963,900.0,9.7284,0.0
41,11.225,30.0,4.2977,3.3746,23.5493,4.0518,0.6606,1200.0,7.2963,0.0
42,11.494,30.0,4.2589,3.398,9.6863,3.5069,0.7962,900.0,9.7284,0.0
43,11.761,30.0,4.2977,3.3905,0.0,3.4004,0.6473,900.0,9.7284,0.0
44,12.028,30.0,4.1502,3.3091,16.4401,3.5297,0.2245,1200.0,7.2963,0.0
45,12.298,30.0,4.2144,3.4091,16.7067,3.821,0.3574,900.0,9.7284,0.0
46,12.566,30.0,4.0867,3.3905,0.0,3.6994,0.5516,1200.0,9.7284,0.0
47,12.834,30.0,4.0652,3.3305,13.9402,3.7989,1.0568,900.0,7.2963,0.0
48,13.103,30.0,4.27,3.3002,23.1938,3.636,0.4345,900.0,9.7284,0.0
49,13.371,30.0,4.1922,3.2949,0.0,3.4512,0.6393,1200.0,9.7284,0.0
50,13.639,30.0,4.2936,3.3813,2.4882,3.7286,0.5542,900.0,9.7284,0.0
51,13.906,30.0,4.32,3.3639,21.4165,3.9776,0.5835,1200.0,7.2963,0.0
52,14.176,30.0,4.2977,3.3702,7.1092,3.517,0.2511,900.0,9.7284,0.0
53,14.443,30.0,4.3033,3.4064,0.0,3.479,0.408,900.0,9.7284,0.0
54,14.71,30.0,4.2366,3.3147,16.3512,3.5588,0.6499,1200.0,7.2963,0.0
55,14.981,30.0,4.3144,3.4424,20.5279,3.9071,0.2643,900.0,8.5124,0.0
56,15.249,30.0,4.2922,3.3746,0.1777,3.6373,0.473,1200.0,9.7284,0.0
57,15.517,30.0,4.2311,3.3002,0.7998,3.9384,0.4744,900.0,9.7284,0.0
58,15.784,30.0,4.2644,3.3702,23.9047,4.2301,0.4984,1200.0,9.7284,0.0
59,16.053,30.0,4.1644,3.4035,12.2634,3.6969,0.3282,900.0,7.2963,0.0
60,16.321,30.0,4.2033,3.4117,0.0,4.035,0.5276,1200.0,8.5124,0.0
61,16.589,30.0,4.2511,3.3567,8.7977,3.6728,0.3441,900.0,8.5124,0.0
62,16.857,30.0,4.2866,3.3533,23.105,3.3606,0.5489,1200.0,9.7284,0.0
63,17.126,30.0,4.2811,3.3369,4.4201,3.8399,0.4638,900.0,9.7284,0.0
64,17.393,30.0,4.3533,3.4064,0.0,3.8277,0.8724,900.0,8.5124,0.0
65,17.66,30.0,4.2671,3.4035,23.8159,3.2719,0.9239,1200.0,9.7284,0.0
66,17.93,30.0,4.3033,3.4424,13.152,3.6006,0.4558,900.0,9.7284,0.0
67,18.198,30.0,4.22,3.2949,0.0,3.7323,0.3042,1200.0,9.7284,0.0
68,18.466,30.0,4.2936,3.3969,16.1735,3.7883,0.5516,1200.0,7.2963,0.0
69,18.736,30.0,4.2922,3.3591,18.484,3.8729,0.275,900.0,7.2963,0.0
70,19.004,30.0,4.27,3.3647,0.0,3.7035,0.2975,1200.0,9.7284,0.0
71,19.272,30.0,4.2883,3.3813,8.6199,3.5868,0.3973,900.0,9.7284,0.0
72,19.539,30.0,4.2811,3.3647,18.484,3.8489,0.275,900.0,8.5124,0.0
73,19.807,30.0,4.2589,3.3424,0.0,3.7472,0.4858,1200.0,7.2963,0.0
74,20.076,30.0,4.0971,3.3535,9.242,3.5486,0.4578,900.0,8.5124,0.0
75,20.343,30.0,4.2533,3.348,20.0835,3.9312,0.4478,900.0,9.7284,0.0
76,20.612,30.0,4.2755,3.3586,0.0,3.7171,0.2723,1200.0,9.7284,0.0
77,20.88,30.0,4.2883,3.3591,8.1756,3.7115,0.6207,900.0,7.2963,0.0
78,21.147,30.0,4.2922,3.3692,21.5054,3.7671,0.5941,900.0,8.5124,0.0
79,21.416,30.0,4.2811,3.3647,0.0,3.3196,0.295,1200.0,9.7284,0.0
80,21.684,30.0,4.2724,3.3591,3.1103,3.4559,0.3637,900.0,9.7284,0.0
81,21.952,30.0,4.2977,3.3852,22.8384,3.6744,0.5196,1200.0,9.7284,0.0
82,22.221,30.0,4.2922,3.3643,2.2216,3.8337,0.384,900.0,9.7284,0.0
83,22.489,30.0,4.2422,3.3958,0.0889,3.9426,0.3947,900.0,9.7284,0.0
84,22.756,30.0,4.27,3.4171,24.2602,3.7737,0.3993,1200.0,8.5124,0.0
85,23.025,30.0,4.3033,3.3869,3.4851,3.937,0.4476,1200.0,7.2963,0.0
86,23.293,30.0,4.198,3.3535,1.4218,3.7128,0.384,900.0,9.7284,0.0
87,23.56,30.0,4.1256,3.3746,20.8833,3.448,0.6473,900.0,9.7284,0.0
88,23.828,30.0,4.1811,3.2577,0.0,3.593,0.3947,1200.0,9.7284,0.0
89,24.096,30.0,4.2565,3.398,14.8583,3.738,0.3867,1200.0,8.5124,0.0
90,24.366,30.0,4.32,3.3591,16.6178,3.7045,0.5835,900.0,7.2963,0.0
91,24.634,30.0,4.2922,3.433,0.0,3.5436,0.4026,900.0,7.2963,0.0
92,24.901,30.0,4.3088,3.3813,21.5942,3.2507,0.3255,1200.0,9.7284,0.0
93,25.17,30.0,4.3088,3.3758,9.864,3.4334,0.3814,900.0,9.7284,0.0
94,25.438,30.0,4.2922,3.3746,0.0,3.8286,0.4638,900.0,9.7284,0.0
95,25.705,30.0,4.2755,3.3647,23.6381,3.8439,0.2594,1200.0,8.5124,0.0
96,25.974,30.0,4.3144,3.3702,5.8651,3.498,0.8999,900.0,7.2963,0.0
97,26.243,30.0,4.3088,3.3746,0.0,3.4182,0.4505,900.0,9.7284,0.0
98,26.51,30.0,4.3043,3.3869,20.9722,3.3752,0.4273,1200.0,9.7284,0.0
99,26.779,30.0,4.3033,3.3647,12.7966,3.4676,0.8255,900.0,9.7284,0.0
100,27.048,30.0,4.27,3.398,0.0,3.787,0.6792,1200.0,8.5124,0.0
101,27.316,30.0,4.2086,3.3647,13.0632,3.8704,0.356,900.0,9.7284,0.0
102,27.585,30.0,4.0645,3.3905,23.9047,3.6731,0.5409,900.0,8.5124,0.0
103,27.853,30.0,4.2144,3.3724,0.34,3.689,0.5063,1200.0,7.2963,0.0
104,28.122,30.0,4.3033,3.4436,0.0,3.8754,0.7537,900.0,8.5124,0.0
105,28.389,30.0,4.3033,3.3924,22.394,3.4732,0.8786,1200.0,9.7284,0.0
106,28.658,30.0,4.3088,3.3924,16.4401,3.5966,0.4239,900.0,9.7284,0.0
107,28.926,30.0,4.3096,3.3647,0.0,3.8096,0.3308,1200.0,9.7284,0.0
108,29.194,30.0,4.2883,3.3813,12.1745,3.7446,0.8978,900.0,8.5124,0.0
109,29.462,30.0,4.3311,3.3647,21.5942,3.5196,0.3335,900.0,7.2963,0.0
110,29.73,30.0,4.2866,3.4213,0.085,3.2375,0.3042,1200.0,8.5124,0.0
111,29.999,30.0,4.2977,3.398,0.765,3.7949,0.3415,900.0,9.7284,0.0
112,30.266,30.0,4.2866,3.4064,22.394,3.971,0.5329,1200.0,9.7284,0.0
113,30.535,30.0,4.2644,3.3813,6.9315,3.8102,0.6664,900.0,9.7284,0.0
114,30.802,30.0,4.2866,3.3533,0.0,3.5968,0.4691,1200.0,9.7284,0.0
115,31.071,30.0,4.3255,3.3813,11.5525,3.7247,0.2874,900.0,9.7284,0.0
116,31.34,30.0,4.2977,3.3639,23.2827,3.5341,0.376,1200.0,9.7284,0.0
117,31.609,30.0,4.2977,3.348,7.3101,3.7539,0.4718,900.0,7.2963,0.0
118,31.878,30.0,4.2366,3.4436,0.0,3.8438,0.2697,1200.0,8.5124,0.0
119,32.146,30.0,4.2936,3.3758,7.5535,3.5883,0.4425,900.0,9.7284,0.0
120,32.413,30.0,4.12,3.3692,23.0161,3.9791,0.4691,1200.0,9.7284,0.0
121,32.683,30.0,4.1756,3.3813,9.5086,3.574,0.9478,900.0,9.7284,0.0
122,32.95,30.0,4.2478,3.3586,0.0,3.9958,0.4319,1200.0,7.2963,0.0
123,33.218,30.0,4.3202,3.4035,0.8887,3.8349,0.3042,900.0,8.5124,0.0
124,33.485,30.0,4.2922,3.3643,20.3501,3.4904,0.3484,1200.0,9.7284,0.0
125,33.755,30.0,4.3144,3.3758,22.4829,3.8906,0.6739,1200.0,7.2963,0.0
126,34.024,30.0,4.3033,3.3702,5.7762,4.125,0.509,900.0,9.7284,0.0
127,34.291,30.0,4.2977,3.3746,0.0,3.7741,0.4239,1200.0,9.7284,0.0
128,34.561,30.0,4.3149,3.3758,3.7323,3.6651,0.3535,900.0,9.7284,0.0
129,34.828,30.0,4.3033,3.3746,19.2837,3.6784,0.3627,1200.0,9.7284,0.0
130,35.097,30.0,4.3088,3.3813,21.6831,3.5297,0.4592,1200.0,7.2963,0.0
131,35.366,30.0,4.3092,3.3869,7.4647,3.6069,0.5443,900.0,9.7284,0.0
132,35.633,30.0,4.2811,3.3746,0.0,3.9312,0.2963,1200.0,9.7284,0.0
133,35.901,30.0,4.2033,3.2842,1.0664,3.8267,0.473,900.0,9.7284,0.0
134,36.168,30.0,4.1256,3.4064,20.2613,3.3635,0.8042,1200.0,7.2963,0.0
135,36.438,30.0,4.0811,3.3758,21.9497,3.5132,0.5542,1200.0,7.2963,0.0
136,36.707,30.0,4.1922,3.3813,7.1401,3.7565,0.3255,900.0,9.7284,0.0
137,36.974,30.0,4.2866,3.3639,0.0,4.1034,1.1641,1200.0,9.7284,0.0
138,37.242,30.0,4.3499,3.3586,2.0439,3.922,0.4611,900.0,8.5124,0.0
139,37.51,30.0,4.2644,3.4117,19.6392,3.6016,0.6234,1200.0,7.2963,0.0
140,37.779,30.0,4.3144,3.4424,21.9497,3.55,0.3202,1200.0,8.5124,0.0
141,38.048,30.0,4.2977,3.398,9.3842,3.4864,0.509,900.0,8.5124,0.0
142,38.316,30.0,4.3088,3.3746,0.0889,3.6057,0.2963,1200.0,9.7284,0.0
143,38.584,30.0,4.2644,3.4011,0.0,3.6158,0.5808,1200.0,8.5124,0.0
144,38.852,30.0,4.3144,3.348,4.8876,3.3672,0.6882,900.0,7.2963,0.0
145,39.119,30.0,4.3255,3.3799,21.772,3.6241,0.4904,1200.0,9.7284,0.0
146,39.39,30.0,4.27,3.3813,22.394,4.0363,0.7909,1200.0,9.7284,0.0
147,39.659,30.0,4.3033,3.3869,17.6842,4.1186,0.4319,900.0,9.7284,0.0
148,39.927,30.0,4.2644,3.3887,3.6435,3.992,0.3627,900.0,9.7284,0.0
149,40.195,30.0,4.2922,3.3746,0.0,3.8299,0.2697,1200.0,7.2963,0.0
