,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g ()
0,8.184442826086956,56.66644782608696,51.886969565217385,4.779478260869566,1869.9391652173915,24.358226086956527,1220.827956521739,103.60333116521736,4.967247826086957,0.0,2.1211869565217394,45.43953892441702,239.06165863055594,10.536553122608696,5.261718885637239,0.04407441380395512
1,24.445123260869565,49.264039130434774,45.20164347826087,4.062395652173914,1292.3894434782605,22.720639130434783,1114.7060130434784,103.02123919999997,2.2812434782608695,0.0,2.1087000000000007,35.29696399456622,150.86277444702907,4.810605802173913,4.274858663034408,0.031887638086396254
2,37.42500521739131,50.99373913043478,46.713504347826095,4.280234782608696,1450.7727260869565,23.215100000000003,1138.627391304348,103.33255300869565,3.010604347826087,0.0,2.1153782608695657,38.265106108070675,172.98531110591813,6.368663418260871,4.521228130514126,0.03681663999042125
3,52.52512121739131,54.70561304347826,50.11184782608696,4.593765217391305,1736.5781434782602,24.089991304347826,1192.6921130434787,102.99002674782606,4.332791304347827,0.0,2.108030434782609,42.9932809140666,216.89576495134312,9.133706620000003,5.04561930746364,0.04211136350320484
4,68.79545582608695,59.204469565217416,54.13712173913045,5.067347826086956,2050.5377304347826,25.206304347826087,1256.3724434782605,102.98293300869564,5.805239130434782,0.0,2.1078782608695654,50.17704961252618,269.78302324953484,12.236746100869565,5.377083544014672,0.04535787667740093
5,84.87965917391304,46.56658695652173,42.675452173913044,3.8911347826086957,1072.008543478261,22.07231739130435,1074.4824739130433,102.02426483478258,1.2929521739130436,0.0,2.0873130434782605,32.645750604562394,120.62188361346544,2.6989461478260868,3.6951694142356137,0.022375761039395203
6,96.76122939130435,42.4041652173913,38.882913043478254,3.5212521739130436,811.5631260869566,21.08693043478261,1014.2791565217392,99.59719266086954,0.27073478260869566,0.0,2.0352478260869566,27.794862067418173,86.20023197856801,0.5510564421739129,3.1015614489806635,0.006392750655182399
7,111.33412069565217,38.31092173913044,35.12599565217391,3.184926086956523,764.0368391304349,20.014039130434785,954.8293869565217,90.08428580869563,0.26634782608695656,0.0,1.8311782608695653,23.453786310528635,76.39565637663998,0.4877442708695651,3.2579543774121897,0.006384468417129375
8,143.73568547826088,54.40350434782608,49.81466086956523,4.588843478260869,1698.9127130434788,24.0956,1188.2335173913045,102.92922326956518,4.151026086956521,0.0,2.106726086956521,42.950057231449755,211.3981807873587,8.745223539130436,4.922306551453034,0.04136774606305795
9,159.44461656521736,55.209004347826095,48.67469130434783,6.534313043478261,2859.62442173913,23.872791304347828,1169.716747826087,103.0875149913043,9.56118695652174,5.658,2.110121739130435,62.75686372060199,350.2823271253668,20.175088633043472,5.582289318442202,0.057596846479377586
10,183.82012247826088,55.80273913043478,47.93644347826088,7.8662956521739105,3315.836913043479,23.654391304347833,1158.1790304347826,103.63616504347823,11.68011304347826,7.176500000000002,2.1218913043478262,75.88820032389944,402.1586836132811,24.78391668304348,5.3000108809157425,0.061627549697835675
11,213.9566042608696,56.55044782608696,46.757143478260865,9.793304347826085,3785.3913956521737,23.54033913043478,1139.3110260869566,103.84046473043477,13.868186956521736,8.496299999999998,2.126273913043478,95.25469067209613,451.6288123653729,29.487869959130432,4.741610597742508,0.06529232916243811
