,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
0,0.0,43.498,35.471,6.1932,3258.785,25.5675,73.41,73.41,11.9158,0.0,6.1932,3258.785,35.471,25.567,3258.0,0.0,1.467,0.0,1.467,63.41788350863394,25.051835434617317,17.4804786,0.3950279329521722,0.6977723706361648,11.920661401379297,43.55819687789982,35.465582716798195,0.0003197522799904105,1.4675873875551908,25.621308508581954,3258.9172371550244
1,0.1,42.880762000000004,34.804324304187496,5.992368127892641,3258.785,25.705910008839542,73.90711606859854,78.70167199999997,12.324187099641405,0.1,6.1932,3258.785,35.471,25.567,3258.0,0.0,1.467,0.0,1.467,61.51552338214138,25.221480849988993,18.079582475173943,0.41000188998328607,0.7168327102879779,12.320890441968471,42.92593825523509,34.805127139537724,-0.00027408060487432105,1.467287989670688,25.718909652303488,3258.841959399231
2,0.2,42.44925495644185,35.1820844734335,6.1729810674304435,3245.8115612613738,25.863209652921782,76.20901135706202,78.70167199999997,12.324187099641405,0.1,6.1932,3258.785,35.471,25.567,3258.0,0.0,1.467,0.0,1.467,63.92389598165363,25.903488035720486,18.079582475173943,0.4052238624997899,0.6979593810008325,12.364184621031962,42.39750030419563,35.17671472351546,9.772170282177973e-05,1.4670910699663728,25.847380853071957,3245.8110586210933
3,0.30000000000000004,41.95885758605105,35.613875809319005,6.160337655993609,3239.0667488929244,25.945795958234395,76.25724706858736,78.70167199999997,12.262815810117555,0.1,6.1932,3258.785,35.471,25.567,3258.0,0.0,1.467,0.0,1.467,63.98532136423217,25.866021737604722,17.989550793442454,0.4042493057175429,0.6954896650105554,12.318532123556079,41.94274618551251,35.706485926000525,-0.0006866299059017526,1.465849081221923,25.91917031867644,3239.05654552503
4,0.4,41.70138652060845,35.841631774454065,6.108042075044935,3232.4524560256427,25.959732371356644,76.53679216591865,78.70167199999997,12.230909247718202,0.1,6.1932,3258.785,35.471,25.567,3258.0,0.0,1.467,0.0,1.467,63.42915435698174,25.907828845284634,17.942743866402605,0.40845300726341655,0.6925606917334673,12.301375937378777,41.68915183856242,35.86767068680917,-0.0008535530717502297,1.469371714958869,26.090855228648365,3232.5147087145683
5,0.5,41.657938359058534,35.88013712610275,6.093945871948003,3226.594575482422,25.940992349878574,76.82440771696918,78.70167199999997,12.19962011222131,0.1,6.1932,3258.785,35.471,25.616708953285194,3236.370351814931,0.0,1.467,0.0,1.467,63.22430238708662,25.958060334727982,17.896842704628664,0.4105709253350313,0.689452234637323,12.228661812061103,41.68848599506752,35.88479359888066,-0.0004226866709003813,1.465676548266398,25.769794671126167,3226.8556163659623
6,0.6,41.71636225001856,35.82836452645449,6.099086235818014,3221.5149448512298,25.91713065161405,77.04858312020417,78.70167199999997,12.17190921073582,0.1,6.1932,3258.785,35.471,25.616708953285194,3236.370351814931,0.0,1.467,0.0,1.467,63.224096931005754,25.992821512556674,17.85619081214945,0.4111220685512002,0.6869662381024484,12.164361010541944,41.661959587394406,35.83627265738273,-0.0007282910956309247,1.4674620296963679,25.756413336682446,3221.476045916127
7,0.7,41.79075348052805,35.762496506359064,6.1081410057256225,3217.0419034229144,25.901198291025654,77.25565461372153,78.70167199999997,12.14787984670815,0.1,6.1932,3258.785,35.471,25.616708953285194,3236.370351814931,0.0,1.467,0.0,1.467,63.287248747555424,26.026490606831157,17.820939735120856,0.41124383065927594,0.6847231155491784,12.137557209697794,41.79718672216882,35.81105056211006,-0.0009063921801962368,1.4663305328061904,25.868854732290295,3217.242286479954
8,0.7999999999999999,41.84042420789842,35.71855044105414,6.1125149154661385,3213.129170263832,25.89516887150668,77.44773140372833,78.70167199999997,12.126719973363853,0.1,6.1932,3258.785,35.471,25.616708953285194,3236.370351814931,0.0,1.467,0.0,1.467,63.3217849324075,26.059465472800404,17.789898200924775,0.41154028586871705,0.6826655066848167,12.140776918057039,41.82084485570294,35.72565344969115,0.0003730402265197291,1.4671312280988686,25.851738887868958,3213.1193010807347
9,0.8999999999999999,41.85922152619078,35.70192660414725,6.111730079010981,3209.7361716753576,25.89587525099298,77.6157139698233,78.70167199999997,12.108210657185353,0.1,6.1932,3258.785,35.471,25.616708953285194,3236.370351814931,0.0,1.467,0.0,1.467,63.31467146681248,26.088409979077024,17.762745034090912,0.4120436760498984,0.6808672911969983,12.091718348563537,41.84853256875828,35.67750431784084,-0.003107245233607375,1.4662552700699674,25.904089881105786,3209.8058507903415
10,0.9999999999999999,41.857019317504296,35.703873977447955,6.108011405846764,3206.797711851593,25.899314355762804,77.75828674102806,78.70167199999997,12.09215996292283,0.1,6.1932,3258.785,35.471,25.616708953285194,3236.370351814931,0.0,1.467,0.0,1.467,63.28118545042724,26.11240456097789,17.73919866560779,0.41264088804773796,0.6793399138782136,12.098314277130218,41.849941757912745,35.699571957182776,0.00013144523439307816,1.4678544431909153,25.860842709019572,3206.685562643507
11,1.0999999999999999,41.846297564473886,35.71335578856961,6.103392077485214,3204.2450352243295,25.902720936760137,77.87984852467822,78.70167199999997,12.07825947961754,0.1,6.1932,3258.785,35.471,26.049507752759038,3202.9198809243644,0.0,1.467,0.0,1.467,63.23746078778919,26.13240833598533,17.718806656598932,0.4132425307790245,0.678039560257424,12.047866323847929,41.896632902641144,35.72932521186801,0.001234475308706842,1.465269904629321,25.951448371969683,3204.343409680275
12,1.2,41.8356772075566,35.722749171109974,6.099168611416108,3202.021288820367,25.904951263960154,77.98521047813597,78.70167199999997,12.066183956735076,0.1,6.1932,3258.785,35.471,26.049507752759038,3202.9198809243644,0.0,1.467,0.0,1.467,63.19531390864421,26.149601873043018,17.70109186453036,0.41379020461620225,0.6769163045185013,12.090456244566147,41.757407423230106,35.71773587712825,-0.0002582721570607077,1.467474997897853,25.636485880401853,3202.023895332773
