,Time (sec),DP1 (psi),PT1 (psi),PT2 (psi),Torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),GV Angle (deg)
0,0.0,30.0,11.3467,8.8641,546.7276,10.5543,0.3369,2280.0,14.8358,0.0
1,1.234,30.0,11.2608,8.8313,512.4154,10.5221,0.3279,2280.0,15.079,0.0
2,2.468,30.0,11.3191,8.9585,529.1875,10.5991,0.3393,2280.0,14.5926,0.0
3,3.702,30.0,11.3585,8.9386,692.6808,10.5416,0.2993,2280.0,14.8358,0.0
4,4.937,30.0,11.2756,8.8511,844.0467,10.5314,0.3339,2280.0,14.5926,0.0
5,6.171,30.0,11.3532,8.892,2000.0,10.5459,0.3417,2280.0,14.8358,-3.0
6,9.188,30.0,3.3665,0.9228,2000.0,10.5542,0.27,2280.0,14.8358,-3.0
7,10.423,30.0,3.285,0.8772,2000.0,10.5191,0.3556,2280.0,15.079,-3.0
8,11.661,30.0,3.2421,0.8549,2000.0,10.4817,0.3331,2340.0,15.079,-3.0
9,12.898,30.0,3.5701,1.0331,2000.0,10.5677,0.3139,2340.0,14.5926,-3.0
10,14.135,30.0,3.5017,1.0731,2000.0,10.501,0.3762,2340.0,15.079,-3.0
11,15.373,30.0,3.7238,1.273,2000.0,10.5323,0.3166,2340.0,14.5926,-3.0
12,16.61,30.0,3.6016,1.1721,2000.0,10.4832,0.3391,2340.0,14.8358,-3.0
13,17.847,30.0,3.0575,0.5585,2000.0,10.5558,0.3474,2340.0,15.079,-3.0
14,19.085,30.0,2.8131,0.3885,2000.0,10.5002,0.3233,2340.0,15.079,-3.0
15,20.322,30.0,2.8104,0.4093,2000.0,10.548,0.3374,2340.0,14.8358,-3.0
16,21.559,30.0,2.434,-0.0153,2000.0,10.5076,0.303,2340.0,14.5926,-3.0
17,22.798,30.0,2.2825,-0.0907,2000.0,10.4994,0.3298,2340.0,14.5926,-3.0
18,24.036,30.0,2.0104,-0.3351,2000.0,10.5007,0.3449,2340.0,15.079,-3.0
19,25.273,30.0,1.9263,-0.4618,2000.0,10.5221,0.3465,2280.0,15.079,-3.0
20,26.511,30.0,1.7335,-0.5491,2000.0,9.8447,0.3378,2280.0,14.5926,-3.0
21,27.747,30.0,1.5923,-0.7594,2000.0,9.7973,0.3188,2280.0,15.079,-3.0
22,28.984,30.0,1.2257,-1.1416,2000.0,9.795,0.3109,2220.0,15.079,-3.0
23,30.221,30.0,0.8542,-1.5211,2000.0,9.8407,0.3082,2280.0,15.079,-3.0
24,31.458,30.0,0.8265,-1.5463,2000.0,9.807,0.3623,2220.0,15.079,-3.0
25,32.695,30.0,0.65,-1.6246,2000.0,9.8024,0.4057,2280.0,15.079,-3.0
26,33.933,30.0,0.8434,-1.5245,2000.0,9.8097,0.2927,2220.0,15.079,-3.0
27,35.17,30.0,0.8135,-1.455,2000.0,9.8345,0.3458,2280.0,15.079,-3.0
28,36.407,30.0,0.8021,-1.5261,2000.0,9.8085,0.354,2280.0,15.079,-3.0
29,37.645,30.0,0.8445,-1.6253,2000.0,9.8051,0.3231,2280.0,14.8358,-3.0
30,38.882,30.0,0.92,-1.446,2000.0,9.8203,0.3158,2280.0,15.079,-3.0
31,40.119,30.0,1.4402,-0.9072,2000.0,10.0578,0.3009,2400.0,15.8087,-3.0
32,41.358,30.0,2.7935,0.064,2000.0,10.9765,0.3244,2580.0,16.5383,-3.0
33,42.595,30.0,4.0339,1.0499,2000.0,11.7057,0.3496,2700.0,17.0247,-3.0
34,43.832,30.0,4.7801,1.5835,2000.0,12.353,0.3125,2820.0,17.5111,-3.0
35,45.069,30.0,6.4163,2.955,2000.0,13.2267,0.3339,3000.0,18.484,-3.0
36,46.306,30.0,6.8875,3.2337,2000.0,13.6131,0.3453,3060.0,18.7272,-3.0
37,47.543,30.0,7.9491,4.1234,2000.0,14.2793,0.3523,3180.0,19.2136,-3.0
38,48.781,30.0,8.9369,4.839,2000.0,14.7764,0.3632,3300.0,19.7,-3.0
39,50.018,30.0,10.5021,6.1346,2000.0,15.582,0.3225,3420.0,20.1865,-3.0
40,51.256,30.0,12.3622,7.4895,2000.0,16.4094,0.3244,3600.0,21.4025,-3.0
41,52.494,30.0,14.3093,9.0192,2000.0,17.3772,0.3217,3840.0,22.3754,-3.0
42,53.732,30.0,16.3527,10.7064,2000.0,18.3065,0.3396,4020.0,22.3754,-3.0
43,54.97,30.0,17.9955,11.3649,2000.0,19.0031,0.2907,4080.0,22.8618,-3.0
44,56.208,30.0,19.0273,10.0015,2000.0,19.3556,0.3623,4200.0,23.8346,-3.0
45,57.446,30.0,20.3312,10.8362,2000.0,20.033,0.3046,4320.0,24.321,-3.0
46,58.684,30.0,22.3628,13.9532,2000.0,20.7117,0.301,4440.0,24.5642,-3.0
47,59.922,30.0,23.4305,15.5159,2000.0,21.1959,0.325,4560.0,24.8075,-3.0
48,61.16,30.0,23.7036,16.078,2000.0,21.2869,0.3277,4560.0,24.8075,-3.0
49,62.398,30.0,23.3927,16.0158,2000.0,21.2774,0.3387,4500.0,24.8075,-3.0
50,63.636,30.0,23.4378,16.3007,2000.0,21.302,0.3451,4500.0,25.0507,-3.0
51,64.875,30.0,23.3843,16.1891,2000.0,21.1958,0.3363,4500.0,25.0507,-3.0
52,66.113,30.0,23.623,16.2731,2000.0,21.2633,0.3431,4500.0,24.8075,-3.0
53,67.351,30.0,23.6579,16.3416,2000.0,21.2683,0.3475,4560.0,24.5642,-3.0
54,68.589,30.0,23.5189,16.353,2000.0,21.1799,0.3033,4560.0,24.8075,-3.0
55,69.827,30.0,23.5695,16.3295,2000.0,21.2771,0.3289,4500.0,25.2939,-3.0
56,72.066,30.0,23.5707,16.5807,2000.0,19.4487,0.6512,4080.0,25.2939,-3.0
57,73.306,30.0,23.1055,16.6426,2000.0,18.725,0.7855,3960.0,25.2939,-3.0
58,74.545,30.0,22.9431,16.42,2000.0,18.4258,0.6,3960.0,25.2939,-3.0
59,75.784,30.0,22.8268,16.2678,2000.0,18.4724,0.7042,3900.0,25.7803,-3.0
60,77.023,30.0,23.1072,16.7742,2000.0,18.4581,0.68,3960.0,25.2939,-3.0
61,78.262,30.0,23.2806,16.8795,2000.0,18.6727,0.7013,3960.0,25.2939,-3.0
62,79.501,30.0,23.0644,16.5656,2000.0,18.5234,0.7949,3960.0,25.2939,-3.0
63,80.74,30.0,23.4361,16.911,2000.0,18.5269,0.851,3960.0,25.5371,-3.0
64,81.978,30.0,23.4412,16.8617,2000.0,18.5,0.8426,3960.0,25.5371,-3.0
65,83.216,30.0,23.1923,16.8235,2000.0,18.5531,0.845,3900.0,25.2939,-3.0
66,84.454,30.0,23.1636,16.6725,2000.0,18.4351,0.9079,3960.0,25.2939,-3.0
67,85.692,30.0,23.3815,16.8906,2000.0,18.5563,0.5755,3960.0,25.2939,-3.0
68,86.93,30.0,23.0825,16.6467,2000.0,18.48,0.51,3900.0,25.5371,-3.0
69,88.168,30.0,23.2339,16.7301,2000.0,18.5645,0.7784,3960.0,25.2939,-3.0
70,89.406,30.0,23.1855,16.6097,2000.0,18.5228,0.6356,3960.0,25.2939,-3.0
71,90.644,30.0,23.2627,16.7049,2000.0,18.5895,1.166,3960.0,25.2939,-3.0
72,91.883,30.0,23.1568,16.6532,2000.0,18.4578,0.8872,3900.0,25.0507,-3.0
73,93.121,30.0,23.0757,16.5445,2000.0,18.4439,1.0502,3960.0,25.5371,-3.0
74,94.359,30.0,23.1129,16.7602,2000.0,18.4831,0.9891,3900.0,25.2939,-3.0
75,95.597,30.0,23.1241,16.5872,2000.0,18.5116,0.7174,3960.0,25.2939,-3.0
76,96.835,30.0,23.1799,16.8285,2000.0,18.3784,0.6672,3900.0,25.2939,-3.0
77,98.074,30.0,23.2905,16.8596,2000.0,18.5251,1.1493,3960.0,25.0507,-3.0
78,99.312,30.0,23.663,17.147,2000.0,18.5716,0.793,3960.0,25.2939,-3.0
79,100.55,30.0,23.2696,16.7278,2000.0,18.6249,0.5556,3960.0,25.2939,-3.0
80,101.789,30.0,23.2316,16.9741,2000.0,18.53,0.7023,3960.0,25.7803,-3.0
81,103.028,30.0,23.4491,16.9953,2000.0,18.6697,0.8382,3960.0,25.7803,-3.0
82,104.267,30.0,23.3696,17.0677,2000.0,18.554,0.6113,3960.0,25.2939,-3.0
83,105.507,30.0,23.1567,16.8279,2000.0,18.5856,0.8639,3900.0,25.2939,-3.0
84,106.746,30.0,23.3935,16.8946,2000.0,18.4012,0.6973,3960.0,25.0507,-3.0
85,107.985,30.0,23.362,16.814,2000.0,18.3983,0.6331,3960.0,25.2939,-3.0
86,109.224,30.0,23.148,16.8012,2000.0,18.5393,0.6914,3960.0,25.5371,-3.0
87,111.462,30.0,23.0232,16.4904,2000.0,18.3993,0.806,3900.0,26.7531,-3.0
88,112.321,30.0,22.9974,16.5981,2000.0,18.3101,0.7719,3900.0,24.321,-3.0
89,113.18,30.0,22.9862,16.5781,2000.0,18.2843,0.8094,3900.0,26.7531,-3.0
90,114.039,30.0,23.0272,16.4562,2000.0,18.2668,0.6886,3900.0,26.7531,-3.0
91,114.898,30.0,22.9155,16.6083,2000.0,18.2543,0.9042,3900.0,26.7531,-3.0
92,115.759,30.0,23.0106,16.4615,2000.0,18.2541,0.8427,4200.0,26.7531,-3.0
