,Time (sec),PT1 (psi),PT2 (psi),V (V),I (A),Flow Rate (GPM),GV,DP
2114,29.845,40.6262,31.1608,18.3145,1.3559,24.4473,10,9.4654
2115,30.111,40.6734,31.0662,18.2207,1.3359,28.2699,10,9.6072
2116,30.379,40.6176,31.0036,18.2247,1.3492,32.0235,10,9.614
2117,30.646,40.6507,30.99,18.2542,1.3604,27.7764,10,9.6607
2118,30.913,40.6525,30.7711,18.2845,1.3454,27.5365,10,9.8814
2119,31.181,40.5577,31.0783,18.1808,1.3585,27.2998,10,9.4794
2120,31.45,40.6263,31.08,18.326,1.3408,23.1997,10,9.5463
2121,31.718,40.7223,31.1852,18.3162,1.3539,26.8376,10,9.5371
2122,31.986,40.6752,31.1621,18.2746,1.3347,30.4146,10,9.5131
2123,32.254,40.801,31.0644,18.4162,1.3497,30.1619,10,9.7366
2124,32.523,40.8131,31.2649,18.2602,1.3479,29.9124,10,9.5482
2125,32.792,40.6399,30.9018,18.4011,1.3517,29.667,10,9.7381
2126,33.061,40.6469,31.2989,18.1628,1.3409,25.7474,10,9.348
2127,33.331,40.6996,31.2089,18.3751,1.3601,21.8905,10,9.4907
2128,33.601,40.7345,30.9578,18.4729,1.3484,25.3337,10,9.7767
2129,33.872,40.707,31.1971,18.1752,1.3476,25.131,10,9.5099
2130,34.142,40.8051,31.2692,18.2107,1.3549,28.494,10,9.5359
2131,34.413,40.7852,31.1584,18.2367,1.3516,28.2696,10,9.6268
2132,34.684,40.676,31.0884,18.3604,1.3715,21.0365,10,9.5876
2133,34.955,40.7587,31.2571,18.189,1.3613,24.3523,10,9.5016
2134,35.226,40.7258,31.2636,18.3097,1.3426,27.6171,10,9.4622
2135,35.499,40.546,31.1071,18.2315,1.3593,27.4048,10,9.4389
2136,35.771,40.5728,30.925,18.231,1.3545,27.1964,10,9.6478
2137,36.043,40.6647,31.029,18.4242,1.3549,26.9911,10,9.6357
2138,36.317,40.6537,31.1023,18.2433,1.354,26.7875,10,9.5514
2139,36.59,40.5883,31.043,18.2189,1.3567,26.5876,10,9.5453
2140,36.864,40.738,31.3141,18.184,1.3428,26.39,10,9.4239
2141,37.137,40.6385,31.0121,18.2774,1.3554,26.196,10,9.6264
2142,37.411,40.7497,31.1071,18.2578,1.3444,26.0042,10,9.6426
2143,37.685,40.6864,31.0713,18.2075,1.3505,25.8151,10,9.6151
2144,37.959,40.6589,31.2588,18.3193,1.3659,28.8323,10,9.4001
2145,38.234,40.7921,31.3311,18.2267,1.3412,25.4444,10,9.461
2146,38.509,40.5251,30.7053,18.2925,1.3429,31.5784,10,9.8198
2147,38.785,40.652,31.0093,18.2531,1.3666,28.2183,10,9.6427
2148,39.06,40.6298,31.0664,18.359,1.3538,31.1329,10,9.5634
2149,39.336,40.6922,31.2399,18.3523,1.3587,30.9145,10,9.4523
2150,39.612,40.6996,31.2123,18.2827,1.3391,30.6991,10,9.4873
2151,39.888,40.6391,31.2581,18.3081,1.3573,24.3893,10,9.381
2152,40.164,40.7171,31.1954,18.2363,1.361,27.2494,10,9.5217
2153,40.441,40.676,31.141,18.4374,1.3579,24.0558,10,9.535
2154,40.718,40.6158,31.1343,18.2544,1.3501,23.8922,10,9.4815
2155,40.995,40.6063,31.0644,18.3787,1.3604,23.7307,10,9.5419
2156,41.272,40.6385,31.1818,18.3167,1.3548,23.5715,10,9.4567
2157,41.55,40.7018,31.0076,18.2689,1.3795,26.3405,10,9.6942
2158,41.828,40.6577,31.0494,18.2681,1.3658,26.1654,10,9.6083
2159,42.106,40.528,31.0816,18.3632,1.3657,28.8807,10,9.4464
2160,42.385,40.6244,31.0145,18.235,1.3397,28.6906,10,9.6099
2161,42.664,40.577,31.1309,18.2087,1.3587,25.6527,10,9.4461
2162,42.943,40.6382,31.0437,18.2876,1.3481,28.3178,10,9.5945
2163,43.223,40.6769,31.0324,18.3995,1.3517,28.1344,10,9.6445
2164,43.503,40.6123,30.9478,18.3145,1.3652,27.9533,10,9.6645
2165,43.784,40.5163,30.9323,18.1884,1.3455,27.7739,10,9.584
2166,44.064,40.5006,31.0273,18.259,1.3583,27.5974,10,9.4733
2167,44.346,40.6944,30.9917,18.2738,1.3686,30.1641,10,9.7027
2168,44.627,40.738,31.1614,18.2279,1.3358,27.2492,10,9.5766
2169,44.908,40.6416,31.2034,18.2059,1.358,27.0787,10,9.4382
2170,45.19,40.6967,31.0179,18.1972,1.3683,26.9098,10,9.6788
2171,45.472,40.6244,31.0214,18.3752,1.3476,29.4172,10,9.603
2172,45.755,40.6298,31.1937,18.2787,1.3469,26.5775,10,9.4361
2173,46.038,40.6507,31.1716,18.2363,1.3428,29.0555,10,9.4791
2174,46.321,40.6717,31.2335,18.2794,1.3744,26.2527,10,9.4382
2175,46.604,40.7243,31.0403,18.2464,1.3487,28.7026,10,9.684
2176,46.888,40.6604,31.1326,18.1481,1.362,25.9352,10,9.5278
2177,47.171,40.7156,31.1232,18.2718,1.3332,25.7796,10,9.5924
2178,47.455,40.7153,31.1173,18.3508,1.3531,25.6254,10,9.598
2179,47.739,40.6469,31.0477,18.3584,1.3503,28.0202,10,9.5992
2180,48.023,40.8482,31.2874,18.2901,1.3665,25.3223,10,9.5608
2181,48.308,40.6595,30.9646,18.3456,1.3513,25.1729,10,9.6949
2182,48.593,40.5829,31.0613,18.3468,1.3615,25.0252,10,9.5216
2183,48.878,40.6926,30.9591,18.1481,1.3485,29.8552,10,9.7335
2184,49.163,40.5504,31.061,18.1311,1.3701,29.6821,10,9.4894
2185,49.449,40.5948,31.0868,18.2397,1.349,29.5104,10,9.508
2186,49.735,40.6787,31.1414,18.1815,1.3485,24.4506,10,9.5373
2187,50.021,40.7101,31.1784,18.1922,1.3605,26.7419,10,9.5317
2188,50.309,40.5745,31.0231,18.3126,1.3468,29.006,10,9.5514
2189,50.596,40.6411,30.9255,18.2311,1.347,26.438,10,9.7156
2190,50.883,40.5986,31.0239,18.3859,1.351,28.6788,10,9.5747
2191,51.17,40.7747,31.1784,18.284,1.3621,28.5179,10,9.5963
2192,51.459,40.5797,30.8975,18.3389,1.3603,28.3578,10,9.6822
2193,51.747,40.7304,31.1418,18.3657,1.3497,28.1999,10,9.5886
2194,52.035,40.5076,31.0343,18.267,1.3461,25.7069,10,9.4733
2195,52.324,40.7188,31.102,18.3546,1.3395,27.889,10,9.6168
2196,52.614,40.656,31.1495,18.2806,1.3554,27.7352,10,9.5065
2197,52.903,40.6449,31.1156,18.4577,1.345,25.2851,10,9.5293
2198,53.192,40.8672,31.2975,18.1409,1.3542,27.4339,10,9.5697
2199,53.482,40.5582,30.9035,18.3034,1.3571,27.2851,10,9.6547
2200,53.772,40.642,31.1003,18.3069,1.3547,27.138,10,9.5417
2201,54.064,40.5251,31.2276,18.1916,1.3519,26.9914,10,9.2975
2202,54.355,40.738,31.2819,18.2822,1.3576,26.8469,10,9.4561
2203,54.646,40.7206,31.1326,18.2255,1.3597,28.9292,10,9.588
2204,54.937,40.6468,31.1232,18.3237,1.3611,26.5625,10,9.5236
2205,55.229,40.7642,31.1886,18.2575,1.3385,26.422,10,9.5756
2206,55.521,40.7555,31.1818,18.2893,1.3646,26.2831,10,9.5737
2207,55.814,40.5763,31.1143,18.2657,1.3454,26.1451,10,9.462
2208,56.107,40.6019,31.0104,18.3899,1.3519,26.0086,10,9.5915
2209,56.4,40.4822,31.0145,18.279,1.3596,28.0296,10,9.4677
2210,56.693,40.5687,30.9578,18.3213,1.3551,27.8847,10,9.6109
2211,56.987,40.7415,30.9476,18.2425,1.3618,27.7408,10,9.7939
2212,57.28,40.5848,30.9302,18.3123,1.3534,27.5989,10,9.6546
2213,57.574,40.5745,31.1418,18.2684,1.3421,25.3459,10,9.4327
2214,57.868,40.5745,31.0059,18.3748,1.3559,29.4199,10,9.5686
2215,58.163,40.5298,31.0128,18.2177,1.35,29.2707,10,9.517
2216,58.459,40.7118,31.1886,18.3612,1.3278,29.1225,10,9.5232
2217,58.755,40.4265,30.937,18.3822,1.3594,28.9758,10,9.4895
2218,59.051,40.5986,31.0472,18.1693,1.3366,28.8305,10,9.5514
2219,59.347,40.6779,31.0918,18.2259,1.3601,28.6868,10,9.5861
2220,59.643,40.5324,31.1003,18.3161,1.3537,24.4666,10,9.4321
2221,59.939,40.8971,31.2106,18.2027,1.346,28.4034,10,9.6865
2222,60.235,40.6036,31.0206,18.3276,1.3599,28.2638,10,9.583
2223,60.533,40.7311,31.0902,18.2173,1.359,28.1247,10,9.6409
2224,60.831,40.6503,30.9647,18.2063,1.3518,27.9869,10,9.6856
2225,61.128,40.6473,31.1132,18.2853,1.3564,27.8509,10,9.5341
2226,61.426,40.6692,31.1433,18.2502,1.3445,27.7158,10,9.5259
2227,61.724,40.6331,31.1958,18.2118,1.3363,23.6417,10,9.4373
2228,62.022,40.7764,31.1396,18.3173,1.3483,27.4495,10,9.6368
2229,62.321,40.7014,31.0869,18.342,1.3401,27.3178,10,9.6145
2230,62.62,40.553,30.8632,18.2143,1.3445,27.1874,10,9.6898
2231,62.919,40.7432,31.129,18.1984,1.3513,27.0582,10,9.6142
2232,63.218,40.6804,31.179,18.2315,1.359,26.9302,10,9.5014
2233,63.518,40.567,31.0944,18.3645,1.3527,26.803,10,9.4726
2234,63.818,40.6839,31.2411,18.2622,1.3628,26.677,10,9.4428
2235,64.118,40.3327,30.8525,18.2059,1.3675,28.4488,10,9.4802
2236,64.419,40.7303,31.0392,18.0906,1.3795,26.4281,10,9.6911
2237,64.72,40.5906,30.917,18.162,1.3404,28.1841,10,9.6736
2238,65.021,40.3967,31.0104,18.2516,1.3594,26.1834,10,9.3863
2239,65.324,40.7468,30.9866,18.3173,1.359,26.062,10,9.7602
2240,65.627,40.6612,31.27,18.1828,1.3524,27.7946,10,9.3912
2241,65.929,40.7243,31.1728,18.3245,1.3462,27.6673,10,9.5515
2242,66.231,40.4605,31.0613,18.2155,1.3608,29.3772,10,9.3992
2243,66.535,40.4675,31.0969,18.2254,1.3561,29.243,10,9.3706
2244,66.838,40.6847,31.1195,18.222,1.3473,27.291,10,9.5652
2245,67.142,40.6647,31.0193,18.2826,1.3543,28.9786,10,9.6454
2246,67.446,40.7691,31.1886,18.3081,1.3497,27.045,10,9.5805
2247,67.75,40.6992,31.0307,18.2147,1.3422,28.7186,10,9.6685
2248,68.055,40.8497,31.2106,18.2738,1.3452,28.5899,10,9.6391
2249,68.36,40.6787,30.9866,18.1301,1.3602,26.6834,10,9.6921
2250,68.665,40.5949,31.0375,18.2769,1.3487,28.3359,10,9.5574
2251,68.97,40.6507,31.0952,18.3158,1.3507,28.2106,10,9.5555
2252,69.275,40.6158,31.0602,18.2726,1.354,28.0864,10,9.5556
2253,69.581,40.674,31.2276,18.2646,1.3532,27.9628,10,9.4464
2254,69.888,40.6211,30.9272,18.2642,1.3437,27.84,10,9.6939
2255,70.194,40.5246,30.8458,18.2909,1.3449,27.7187,10,9.6788
2256,70.501,40.7896,31.0231,18.2297,1.3668,27.598,10,9.7665
2257,70.808,40.6606,31.1519,18.2874,1.3647,27.4783,10,9.5087
2258,71.115,40.7122,31.1195,18.2165,1.349,27.3597,10,9.5927
2259,71.425,40.738,31.0952,18.3448,1.3574,27.2409,10,9.6428
2260,71.733,40.6158,30.9921,18.3445,1.3497,27.124,10,9.6237
2261,72.041,40.5897,30.9459,18.3306,1.3531,27.008,10,9.6438
2262,72.35,40.4403,30.976,18.2183,1.3705,28.5734,10,9.4643
2263,72.659,40.674,31.2021,18.2782,1.3554,26.7783,10,9.4719
2264,72.968,40.5635,30.9153,18.2458,1.345,26.6649,10,9.6482
2265,73.277,40.6451,30.9715,18.3284,1.3497,26.5524,10,9.6736
2266,73.587,40.7587,31.2335,18.3133,1.3615,26.4406,10,9.5252
2267,73.897,40.927,31.2606,18.3669,1.349,29.6209,10,9.6664
2268,74.207,40.5229,31.0575,18.3228,1.3458,26.2197,10,9.4654
2269,74.518,40.4489,30.8097,18.3173,1.3629,26.1102,10,9.6392
2270,74.83,40.4219,31.0053,18.1824,1.3527,27.6265,10,9.4166
2271,75.142,40.5522,31.061,18.2704,1.3446,25.8934,10,9.4912
2272,75.454,40.6124,31.0506,18.2723,1.3527,27.398,10,9.5618
2273,75.766,40.7686,31.2141,18.3622,1.3488,25.6802,10,9.5545
2274,76.079,40.5355,30.9578,18.2043,1.3491,25.5745,10,9.5777
2275,76.392,40.5373,31.0256,18.2563,1.3579,27.0616,10,9.5117
2276,76.705,40.6546,30.9764,18.3572,1.3503,28.5365,10,9.6782
2277,77.019,40.4465,30.951,18.3121,1.3705,28.4202,10,9.4955
2278,77.333,40.6752,30.9951,18.2297,1.3484,26.7323,10,9.6801
2279,77.647,40.6721,30.9917,18.186,1.3553,26.6242,10,9.6804
2280,77.961,40.5163,31.1326,18.2786,1.3575,26.517,10,9.3837
2281,78.275,40.738,31.1358,18.4418,1.3558,26.4106,10,9.6022
2282,78.59,40.6818,30.9035,18.4238,1.3552,27.8521,10,9.7783
2283,78.905,40.6348,31.1797,18.2463,1.351,26.1997,10,9.4551
2284,79.22,40.3767,30.9798,18.335,1.3429,29.1656,10,9.3969
2285,79.537,40.5914,31.1563,18.2869,1.3499,27.5204,10,9.4351
2286,79.853,40.6979,31.1132,18.2418,1.3509,27.4115,10,9.5847
2287,80.169,40.6294,31.2531,18.172,1.3496,27.3035,10,9.3763
2288,80.486,40.8131,31.3328,18.1445,1.3503,28.7068,10,9.4803
2289,80.803,40.5948,30.9577,18.2342,1.3503,27.0893,10,9.6371
2290,81.12,40.6665,31.0749,18.3567,1.3515,26.9834,10,9.5916
2291,81.438,40.7206,31.055,18.1197,1.3573,28.3713,10,9.6656
2292,81.756,40.5418,30.9973,18.2449,1.3671,26.7735,10,9.5445
2293,82.074,40.6211,31.1715,18.1285,1.3526,26.6698,10,9.4496
2294,82.394,40.5848,31.2847,18.3,1.3457,28.0421,10,9.3001
2295,82.713,40.6525,31.0813,18.429,1.367,29.4041,10,9.5712
2296,83.034,40.4168,31.2005,18.2387,1.3419,26.3614,10,9.2163
2297,83.354,40.5931,31.1151,18.3835,1.354,27.7191,10,9.478
2298,83.675,40.436,30.9527,18.2718,1.3432,26.1595,10,9.4833
2299,83.995,40.6857,31.1715,18.2546,1.3556,28.9553,10,9.5142
2300,84.316,40.4273,30.9662,18.2474,1.347,25.9606,10,9.4611
2301,84.637,40.7223,31.1884,18.2992,1.3568,27.2989,10,9.5339
2302,84.958,40.6525,31.2072,18.2323,1.3493,28.6271,10,9.4453
2303,85.279,40.5425,31.0418,18.3649,1.357,27.0934,10,9.5007
2304,85.601,40.6382,30.8923,18.2878,1.3707,25.5709,10,9.7459
2305,85.924,40.6502,31.1986,18.2094,1.356,28.3053,10,9.4516
2306,86.246,40.8532,31.3769,18.3489,1.3567,28.1996,10,9.4763
2307,86.569,40.7826,31.1954,18.2559,1.3456,28.0944,10,9.5872
2308,86.892,40.5547,30.9779,18.186,1.3452,27.99,10,9.5768
2309,87.216,40.6577,30.9272,18.3668,1.3624,27.886,10,9.7305
2310,87.54,40.5126,30.82,18.3101,1.3738,25.0045,10,9.6926
2311,87.864,40.5659,30.999,18.2154,1.3581,26.2963,10,9.5669
2312,88.188,40.5421,31.1088,18.275,1.3578,27.5786,10,9.4333
2313,88.513,40.7276,31.0732,18.2391,1.357,27.4774,10,9.6544
2314,88.839,40.6158,31.231,18.2235,1.3487,27.3765,10,9.3848
2315,89.164,40.6954,31.175,18.2355,1.357,27.2767,10,9.5204
2316,89.49,40.6382,31.0971,18.2732,1.3364,27.1774,10,9.5411
2317,89.817,40.6416,31.1694,18.2799,1.3474,27.0784,10,9.4722
2318,90.143,40.6385,31.2016,18.2409,1.3523,26.9805,10,9.4369
2319,90.47,40.5094,30.9255,18.3145,1.3497,26.883,10,9.5839
2320,90.798,40.7084,31.063,18.2243,1.3348,28.1252,10,9.6454
2321,91.125,40.5694,30.9577,18.2704,1.3436,26.6898,10,9.6117
2322,91.454,40.6507,31.1512,18.3303,1.3541,26.5937,10,9.4995
2323,91.782,40.7363,31.08,18.3452,1.346,26.4987,10,9.6563
2324,92.11,40.6682,31.0206,18.3201,1.3447,27.7246,10,9.6476
2325,92.439,40.7828,31.2301,18.2371,1.3513,26.3104,10,9.5527
2326,92.768,40.5827,30.7592,18.2889,1.3509,27.5279,10,9.8235
2327,93.097,40.7972,31.2038,18.202,1.3544,27.4306,10,9.5934
2328,93.427,40.5949,30.8087,18.3476,1.3451,26.0321,10,9.7862
2329,93.757,40.5349,31.0162,18.2867,1.3593,27.2375,10,9.5187
2330,94.087,40.7484,31.0541,18.2921,1.3579,27.142,10,9.6943
2331,94.418,40.6663,31.0952,18.2718,1.3586,28.3348,10,9.5711
2332,94.749,40.7118,31.1959,18.3704,1.3535,26.9524,10,9.5159
2333,95.08,40.5298,31.0592,18.2337,1.3396,26.8585,10,9.4706
2334,95.412,40.6726,31.116,18.3984,1.352,28.0396,10,9.5566
2335,95.745,40.6193,31.1023,18.2268,1.3578,26.672,10,9.517
2336,96.077,40.6527,31.1275,18.275,1.3399,26.5798,10,9.5252
2337,96.41,40.6246,31.1038,18.1401,1.3656,25.2267,10,9.5208
2338,96.743,40.6996,31.3277,18.2822,1.3517,27.6538,10,9.3719
2339,97.076,40.6961,31.0324,18.2522,1.3516,27.559,10,9.6637
2340,97.411,40.7346,31.1246,18.226,1.3367,26.2158,10,9.61
2341,97.745,40.6731,31.0042,18.3065,1.3401,27.3703,10,9.6689
2342,98.079,40.5146,30.8895,18.4074,1.3291,28.517,10,9.6251
2343,98.414,40.4902,30.9915,18.2886,1.3689,27.1843,10,9.4987
2344,98.749,40.7862,31.0868,18.3476,1.3485,27.0921,10,9.6994
2345,99.084,40.5126,31.1487,18.1941,1.3669,27.0005,10,9.3639
2346,99.421,40.5408,30.8441,18.2446,1.3685,28.1321,10,9.6967
2347,99.758,40.8137,31.0334,18.3763,1.358,26.818,10,9.7803
2348,100.094,40.6023,31.2106,18.2327,1.3545,27.9429,10,9.3917
2349,100.432,40.6391,31.1495,18.2574,1.3303,27.8489,10,9.4896
2350,100.77,40.612,31.1309,18.3129,1.3544,26.5487,10,9.4811
2351,101.108,40.6542,31.0888,18.2331,1.3469,27.6627,10,9.5654
2352,101.447,40.5814,31.0526,18.2299,1.378,27.5703,10,9.5288
2353,101.786,40.6106,31.0888,18.2283,1.3364,27.4784,10,9.5218
2354,102.125,40.6263,31.0982,18.2418,1.3434,27.3872,10,9.5281
2355,102.465,40.5879,31.0324,18.2111,1.3423,28.4831,10,9.5555
2356,102.806,40.6944,31.0715,18.2279,1.3513,27.2058,10,9.6229
2357,103.147,40.656,31.0935,18.3372,1.3533,25.9369,10,9.5625
2358,103.489,40.7694,31.1665,18.338,1.3321,25.8512,10,9.6029
2359,103.831,40.649,31.1621,18.3823,1.3331,25.766,10,9.4869
2360,104.172,40.6281,31.1884,18.281,1.3333,25.6817,10,9.4397
2361,104.514,40.6665,31.149,18.3831,1.3434,25.5977,10,9.5175
2362,104.856,40.6176,31.085,18.2103,1.3479,27.8336,10,9.5326
2363,105.198,40.5844,30.8651,18.3739,1.3542,26.5872,10,9.7193
2364,105.541,40.5792,30.9365,18.3077,1.3565,26.5008,10,9.6427
2365,105.884,40.7188,31.1245,18.2159,1.3597,27.5634,10,9.5943
2366,106.227,40.6804,31.2242,18.261,1.339,27.4744,10,9.4562
2367,106.571,40.649,31.0223,18.3867,1.3573,27.3857,10,9.6267
2368,106.916,40.6139,31.2581,18.2881,1.3472,27.2974,10,9.3558
2369,107.26,40.7516,31.1682,18.2522,1.3555,27.2098,10,9.5834
2370,107.606,40.6001,31.0579,18.2411,1.3534,27.1223,10,9.5422
2371,107.952,40.5495,31.085,18.413,1.349,25.9089,10,9.4645
2372,108.297,40.6141,31.102,18.2841,1.3557,26.9493,10,9.5121
2373,108.643,40.5914,30.9323,18.3696,1.3578,26.8634,10,9.6591
2374,108.989,40.8026,31.2446,18.2977,1.3576,27.8939,10,9.558
2375,109.335,40.5418,31.1328,18.2913,1.3471,27.8056,10,9.409
2376,109.682,40.5931,30.9816,18.2826,1.3604,26.609,10,9.6115
2377,110.029,40.5751,31.0155,18.1752,1.3442,27.6303,10,9.5596
2378,110.377,40.5751,31.2412,18.3073,1.3578,28.6449,10,9.3339
2379,110.726,40.6682,31.0562,18.2083,1.3627,27.4563,10,9.612
2380,111.074,40.6525,31.3125,18.28,1.3588,27.3703,10,9.34
2381,111.423,40.4902,31.0087,18.333,1.3527,27.2846,10,9.4815
2382,111.772,40.5281,31.1557,18.4146,1.366,26.1114,10,9.3724
2383,112.121,40.5441,30.917,18.3105,1.3476,28.1993,10,9.6271
2384,112.472,40.5984,31.1597,18.3177,1.355,28.1113,10,9.4387
2385,112.822,40.6019,31.2072,18.3025,1.343,28.0241,10,9.3947
2386,113.172,40.6263,30.9391,18.3224,1.3705,26.8629,10,9.6872
2387,113.523,40.6246,31.1264,18.3077,1.3745,26.7799,10,9.4982
2388,113.874,40.387,30.8899,18.3528,1.3582,27.7652,10,9.4971
2389,114.226,40.6717,31.1309,18.3572,1.3668,27.6796,10,9.5408
2390,114.578,40.7537,31.248,18.1962,1.3696,26.5333,10,9.5057
2391,114.93,40.8201,31.1283,18.2506,1.3595,27.5101,10,9.6918
2392,115.282,40.6663,31.046,18.2418,1.3538,27.4261,10,9.6203
2393,115.635,40.649,31.1818,18.3436,1.3532,27.3424,10,9.4672
2394,115.988,40.4989,31.1122,18.2832,1.354,27.2592,10,9.3867
2395,116.341,40.6647,31.1733,18.2462,1.3565,29.2669,10,9.4914
2396,116.697,40.6036,31.1054,18.2965,1.3481,27.0935,10,9.4982
2397,117.051,40.6054,30.9934,18.2959,1.3606,27.0116,10,9.612
2398,117.406,40.6595,30.9986,18.1636,1.3592,29.0015,10,9.6609
2399,117.762,40.5757,30.9951,18.2571,1.3509,26.8485,10,9.5806
2400,118.117,40.5547,31.0341,18.2937,1.3519,27.7974,10,9.5206
2401,118.473,40.6089,31.0493,18.1848,1.3559,26.6874,10,9.5596
2402,118.83,40.6926,31.0206,18.1632,1.3503,27.6306,10,9.672
2403,119.186,40.6176,31.1699,18.2923,1.3417,26.5277,10,9.4477
2404,119.543,40.6663,31.1122,18.3755,1.3495,28.483,10,9.5541
2405,119.901,40.5582,30.9968,18.3484,1.3528,28.398,10,9.5614
