,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),eff (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
0,0.0,43.498,35.471,6.1932,3258.785,25.5675,73.41,73.41,11.9158,0.0,6.1932,3258.785,35.471,25.567,3258.0,0.0,1.467,0.0,1.467,63.41788350863394,25.051835434617317,17.4804786,0.3950279329521722,0.6977723706361648,0.27563957724354116,11.87399969260577,43.51782037779611,35.47285049014978,-0.0008459431338241581,1.4681184560772575,25.635172830044855,3258.772006294985
1,0.1,41.962975,34.991280163125,6.138259619919407,3258.785,25.705910008839542,64.13939743603055,78.70167199999997,12.324187099641405,0.1,6.1932,3258.785,35.471,25.567,3258.0,0.0,1.467,0.0,1.467,63.14686149302432,21.888157327924716,18.079582475173943,0.34662304365423846,0.8259983791375701,0.28631007223013216,12.227326465680427,41.926062024137735,34.97636373513722,-0.0015096944326338862,1.4665871250562623,25.863578789100586,3258.6241687053785
2,0.2,41.571274674984096,35.352504897572146,6.118798406403188,3219.381397319431,25.768815328801374,64.95393760180073,78.70167199999997,12.324187099641405,0.1,6.1932,3258.785,35.471,25.567,3258.0,0.0,1.467,0.0,1.467,63.08324405905601,21.898104879909344,18.079582475173943,0.3471302911975994,0.8256231566303829,0.286598806780586,12.296041046947686,41.617746997009405,35.30192997861169,0.00015845851470019633,1.4680440072937593,25.934624565468265,3219.53331072881
3,0.30000000000000004,41.39325261949212,35.51732083159832,6.064751872343521,3182.181833363608,25.776360883575627,65.81491578284164,78.70167199999997,12.137787028148251,0.1,6.1932,3258.785,35.471,25.567,3258.0,0.0,1.467,0.0,1.467,62.49571890823843,21.931984963888638,17.806133570293486,0.3509357976358518,0.8118797090008756,0.2849176532625855,12.111872350068518,41.4147803146083,35.532380154345304,-0.0010522529135480931,1.4657558693884052,25.86287529304418,3182.272169217554
4,0.4,41.37189869948098,35.53711772237668,6.031721363284371,3147.311963303704,25.762109280588515,66.96954404006205,78.70167199999997,11.961813236180774,0.1,6.1932,3258.785,35.471,25.567,3258.0,0.0,1.467,0.0,1.467,62.09101541141295,22.072206576260413,17.547980017477197,0.3554814884248667,0.7950260866238352,0.282617056609638,11.966608643862072,41.413768605604254,35.530736598081454,-0.0008556075755178548,1.468496428245673,25.795952068910903,3147.260377233302
5,0.5,41.4122307359345,35.49973137637573,6.0109011004369055,3115.566365684305,25.747244780320194,68.27488063423067,78.70167199999997,11.79686013976433,0.1,6.1932,3258.785,35.471,25.831917126525394,3156.5453667950724,0.0,1.467,0.0,1.467,61.82200586591854,22.27545448789872,17.305993825034275,0.36031594536434824,0.7769086747224783,0.27993258359439266,11.812999550035444,41.39718111895353,35.557751261254545,-0.0011185052338040242,1.4665667508900668,25.919606626474156,3115.676573877697
6,0.6,41.45429727169385,35.460759241286226,5.992671639687422,3087.3528374744665,25.739817696764316,69.45612899947412,78.70167199999997,11.646686519503792,0.1,6.1932,3258.785,35.471,25.831917126525394,3156.5453667950724,0.0,1.467,0.0,1.467,61.60006447150679,22.45564108112312,17.085689124112065,0.3645392464079321,0.7608640101784849,0.2773647928893821,11.686533617041341,41.46620764558525,35.43556225358171,-0.0008728155879173254,1.468152794122155,25.82459680038494,3087.3730161085978
7,0.7,41.47531591815698,35.44129514668947,5.974042505547851,3062.3356122217424,25.73988308947194,70.44528375355628,78.70167199999997,11.513221472715536,0.1,6.1932,3258.785,35.471,25.831917126525394,3156.5453667950724,0.0,1.467,0.0,1.467,61.3916373131064,22.590889179453793,16.889895900473693,0.3679799101013861,0.7476419261900898,0.2751172087874564,11.507197359157756,41.42155277849578,35.441879543852686,-0.0006527245196121761,1.468081239010309,25.7753627809433,3062.28509296433
8,0.7999999999999999,41.47513085679441,35.44146649629789,5.955283379624364,3039.994909839689,25.744410078410823,71.25966540906055,78.70167199999997,11.394876644871465,0.1,6.1932,3258.785,35.471,25.831917126525394,3156.5453667950724,0.0,1.467,0.0,1.467,61.19235846991298,22.685337912900813,16.71628403802644,0.3707217450043983,0.7368761312794966,0.27317600524002505,11.281799613052323,41.47417016733073,35.51640693116499,-0.00025402567150603313,1.4667366069873125,25.704952414160694,3040.0774478264148
9,0.8999999999999999,41.46231947809737,35.45332969952588,5.937134121751681,3019.8578172744174,25.75032605193867,71.9423171163123,78.70167199999997,11.28919319874141,0.1,6.1932,3258.785,35.471,25.831917126525394,3156.5453667950724,0.0,1.467,0.0,1.467,61.00312715595139,22.750949930475166,16.561246422553648,0.37294727321623233,0.7279364805937032,0.2714819255120424,11.249901491590856,41.402896004115796,35.45451979495362,-0.0008963196825634036,1.4679130958880484,25.81341465773684,3019.864594353482
10,0.9999999999999999,41.445577273013555,35.46883595166061,5.920202459728167,3001.5678905844766,25.755749512564478,72.53736687999927,78.70167199999997,11.193934003173439,0.1,6.1932,3258.785,35.471,25.831917126525394,3156.5453667950724,0.0,1.467,0.0,1.467,60.826280927501436,22.800195710336784,16.421501182655437,0.3748411930282608,0.7202350975965756,0.26997378324392624,11.2316061729825,41.44768017891565,35.429708348836904,0.00041608626227884667,1.4662906859003215,25.566062025658994,3001.608153124003
11,1.0999999999999999,41.430228879442524,35.48305441735683,5.904878026981353,2984.8880904142966,25.760016905048534,73.07549790697374,78.70167199999997,11.107412888080308,0.1,6.1932,3258.785,35.471,23.810945077151352,3056.33984818596,0.0,1.467,0.0,1.467,60.66464272582642,22.841701606092233,16.294574706813812,0.3765241264063023,0.7133695636085097,0.26860085174253917,11.134802821817434,41.46382730637194,35.50864805590699,-0.0008622599160023681,1.466091827830277,25.691490971104745,2984.881357058712
12,1.2,41.418152158712644,35.49424417127286,5.891257781204844,2969.664402136791,25.763209319682993,73.5715954948126,78.70167199999997,11.02850853079558,0.1,6.1932,3258.785,35.471,23.810945077151352,3056.33984818596,0.0,1.467,0.0,1.467,60.519521687466685,22.879480801877893,16.178822014677117,0.37805124964522197,0.7071323932031359,0.267332284915062,11.015560710977333,41.46403222140318,35.43136477704404,-0.0009722721133823369,1.466190251167086,25.832040531399624,2969.4525864066386
13,1.3,41.40911762529713,35.50261638149485,5.879203973379453,2955.783088785409,25.76567366439539,74.03028612808481,78.70167199999997,10.956492359931186,0.1,6.1932,3258.785,35.471,23.810945077151352,3056.33984818596,0.0,1.467,0.0,1.467,60.39021325973693,22.9145116172482,16.07317429201905,0.379440813012092,0.701440840655773,0.26615528285831175,11.031660768402116,41.45146687694044,35.48004469802845,-0.000982686506801597,1.466735716566031,25.800586460095797,2955.7741928820246
14,1.4000000000000001,41.40214352976105,35.509079914448016,5.868482902208454,2943.1429320533007,25.767733984735948,74.4522357710231,78.70167199999997,10.890826338930713,0.1,6.1932,3258.785,35.471,23.810945077151352,3056.33984818596,0.0,1.467,0.0,1.467,60.274872460335274,22.94656672063969,15.976842239211358,0.38069871878600825,0.6962628629249668,0.26506637985381293,10.854893611838518,41.372779202460464,35.51216413617341,0.0006753357004222231,1.4681886598921565,25.60839693998449,2943.288829962665
15,1.5000000000000002,41.39631282319726,35.5144842386431,5.858871709603977,2931.644515645378,25.769589267055768,74.83792859813381,78.70167199999997,10.8310316511797,0.1,6.1932,3258.785,35.471,23.810945077151352,3056.33984818596,0.0,1.467,0.0,1.467,60.171475032679,22.975326059000764,15.88912343228062,0.38183085999674954,0.6915733596762572,0.2640640506760267,10.937443698722548,41.41490240342058,35.53880137156884,0.0019740699873245647,1.4666134228771286,25.759194123501878,2931.625083771825
16,1.6000000000000003,41.39106237423218,35.51935110753127,5.850200674331555,2921.1897333791862,25.771321986689742,75.18894336829072,78.70167199999997,10.776638004541095,0.1,6.1932,3258.785,35.471,25.658365118794208,2993.135425806105,0.0,1.467,0.0,1.467,60.07831588069081,23.00076945073618,15.809327952661787,0.38284644157491493,0.6873390903953338,0.2631453249131923,10.81108635108832,41.40916008309829,35.503808977334614,-0.0015984744518651934,1.4654321851562755,25.75261716872601,2921.200242959317
17,1.7000000000000004,41.38615877766803,35.52389678032938,5.842351980058071,2911.684750986463,25.77294554502761,75.50782597844483,78.70167199999997,10.727181304409852,0.1,6.1932,3258.785,35.471,25.658365118794208,2993.135425806105,0.0,1.467,0.0,1.467,59.99410887227934,23.023160215159333,15.736774973569254,0.38375701627926556,0.6835193269083693,0.2623053374635677,10.746737007100522,41.38926037431969,35.51290144759627,-0.0005565176584978347,1.46564734083063,25.75662732646224,2911.5359616152546
18,1.8000000000000005,41.38156410757186,35.528156353208196,5.835242318729356,2903.0426230617736,25.77444829650967,75.79752988084033,78.70167199999997,10.682217664615097,0.1,6.1932,3258.785,35.471,25.658365118794208,2993.135425806105,0.0,1.467,0.0,1.467,59.91789577230136,23.04289721708376,15.670813313990347,0.3845745402116733,0.6800713107539348,0.2615381116443445,10.628589350478002,41.36716229194522,35.597694419090885,-0.0008466180149899391,1.4660692807775815,25.619698708548096,2902.791215844776
19,1.9000000000000006,41.377311320877624,35.53209921596302,5.82880597547852,2895.184395853614,25.775819371930503,76.0609437973834,78.70167199999997,10.641335786983905,0.1,6.1932,3258.785,35.471,25.658365118794208,2993.135425806105,0.0,1.467,0.0,1.467,59.848917100568656,23.060385169994117,15.61083959950539,0.3853099819875439,0.6769548506855826,0.2608374613240423,10.660212849144157,41.3592257869855,35.489567418177664,-0.0015281860387856294,1.467193643107461,25.766767300576817,2895.2385360782723
20,2.0000000000000004,41.37343117743667,35.53569679258434,5.822984388771874,2888.038932112618,25.777057659922797,76.30065469022473,78.70167199999997,10.604162178131823,0.1,6.1932,3258.785,35.471,25.658365118794208,2993.135425806105,0.0,1.467,0.0,1.467,59.78651595085863,23.075967854379765,15.556305915319385,0.38597278144367864,0.674134494097366,0.2601975657538875,10.522151287655662,41.37684647316692,35.54912059363954,0.000822933152853934,1.4661221560981712,25.88105443001185,2888.106451529865
21,2.1000000000000005,41.36992682241849,35.53894611159191,5.817721952428426,2881.542094569283,25.778170947679303,76.51890166126594,78.70167199999997,10.570360320901386,0.1,6.1932,3258.785,35.471,25.483377253097167,2898.4344031511037,0.0,1.467,0.0,1.467,59.73008884075958,23.08991389477659,15.506718590762334,0.3865708948857301,0.6715797495576746,0.2596131847736448,10.574606830026415,41.28314449708585,35.491106120883366,0.0007298780349930224,1.4666628647190167,25.809502863434265,2881.6619651374876
22,2.2000000000000006,41.36677621806757,35.54186755805586,5.812965570457277,2875.6358046698183,25.779171681056493,76.71762600958951,78.70167199999997,10.539626811775983,0.1,6.1932,3258.785,35.471,25.483377253097167,2898.4344031511037,0.0,1.467,0.0,1.467,59.679070849652064,23.102429584711654,15.461632532875369,0.3871110802464235,0.6692643505818675,0.2590796457241678,10.645300446012127,41.36217066967988,35.50401323917263,-0.0006283184026488904,1.4677013269268149,25.79986533265338,2875.602995735826
23,2.3000000000000007,41.36394414261012,35.544493751374496,5.808665576029456,2870.2672367608225,25.780073111491,76.89854347774774,78.70167199999997,10.511686908198017,0.1,6.1932,3258.785,35.471,25.483377253097167,2898.4344031511037,0.0,1.467,0.0,1.467,59.63293702000022,23.11367833955744,15.420644694326493,0.38759919424739,0.667165323830571,0.2585927419465283,10.564101512069776,41.39483409375878,35.53640336321667,-0.001757945440168075,1.4682455888592885,25.698673357121464,2870.2747954691695
24,2.400000000000001,41.361393094480476,35.5468594343615,5.804776594289125,2865.3882077629332,25.78088711867173,77.06320225620078,78.70167199999997,10.486290716632363,0.1,6.1932,3258.785,35.471,25.483377253097167,2898.4344031511037,0.0,1.467,0.0,1.467,59.59120705030983,23.12379647732654,15.383388481299678,0.38804041102581277,0.6652622330586361,0.2581486303560232,10.433198449887069,41.32245033904963,35.57924567878725,9.820030072088034e-06,1.4681708704604977,25.861481638398292,2865.535056265386
25,2.500000000000001,41.359089454159005,35.54899575784781,5.801257852294665,2860.954723796868,25.78162355425236,77.21301846003614,78.70167199999997,10.463210305396967,0.1,6.1932,3258.785,35.471,25.483377253097167,2898.4344031511037,0.0,1.467,0.0,1.467,59.55344731741266,23.132902792499547,15.34952951801735,0.3884393571576802,0.6635366800138103,0.2577437614351058,10.457789936614615,41.36128168100929,35.545387830022754,0.00010418822239277473,1.4658024795606475,25.637768745713437,2861.177673982006
26,2.600000000000001,41.35700534146582,35.55092855644286,5.798072983223952,2856.9266228048095,25.78229045863039,77.34929427017528,78.70167199999997,10.442237559962047,0.1,6.1932,3258.785,35.471,25.225746046155386,2870.379124925817,0.0,1.467,0.0,1.467,59.51926923800505,23.141103203177064,15.318762500464324,0.3888001902483153,0.6619720056544753,0.25737484173751884,10.402185101858008,41.33834713668209,35.54565735463774,0.0006255259570882705,1.4657008044429969,25.642213603238957,2856.7781547601944
27,2.700000000000001,41.355118002076,35.552678915823044,5.795189558420104,2853.2672662595132,25.782894562828094,77.47322683395517,78.70167199999997,10.423182492358505,0.1,6.1932,3258.785,35.471,25.225746046155386,2870.379124925817,0.0,1.467,0.0,1.467,59.488325223445955,23.148492656471618,15.290808716289927,0.3891266491285953,0.660553105690667,0.2570388165888961,10.447170042299428,41.32058964554434,35.57164339517119,0.0012199544971425484,1.4664830689974448,25.80493824147117,2853.130108910215
28,2.800000000000001,41.353408387196495,35.55426448872964,5.792578559039781,2849.9432549572225,25.78344173657192,77.58591399715135,78.70167199999997,10.405871782797458,0.1,6.1932,3258.785,35.471,25.225746046155386,2870.379124925817,0.0,1.467,0.0,1.467,59.460303820885514,23.155155989043575,15.265413905363872,0.389422093415377,0.6592662952729437,0.25673286082338975,10.445787560404161,41.38861179139601,35.57698719516595,0.00030906742883220575,1.4653569489325122,25.950821383672235,2849.9166008835077
29,2.9000000000000012,41.35185988550147,35.55570067016482,5.790213906800816,2846.924160320682,25.783937269720646,77.68835992711891,78.70167199999997,10.390147435219044,0.1,6.1932,3258.785,35.471,25.225746046155386,2870.379124925817,0.0,1.467,0.0,1.467,59.43492512381088,23.161168638849926,15.242346287466338,0.3896895401248024,0.6580991885659532,0.2564543701487719,10.362145011786417,41.368272484255996,35.58032328608417,0.0011161386227227323,1.4674482230761599,25.79530467886778,2846.783155284804
30,3.0000000000000013,41.350457526690576,35.55700133546047,5.788072090170833,2844.1822709176336,25.784386004701012,77.78148147241036,78.70167199999997,10.37586550621225,0.1,6.1932,3258.785,35.471,25.225746046155386,2870.379124925817,0.0,1.467,0.0,1.467,59.41193690352122,23.166597494976717,15.221394697613372,0.3899316989546537,0.6570405818512569,0.2562009503634148,10.332826802946519,41.38497730420968,35.56359332729352,-0.0004235721585832325,1.466094173771466,25.827146818948542,2844.2394895113603
31,3.1000000000000014,41.349187606696134,35.55817918744655,5.786131874968853,2841.6923561876038,25.784792381337073,77.86611502005258,78.70167199999997,10.362894905912126,0.1,6.1932,3258.785,35.471,25.096081243282043,2861.9709971006587,0.0,1.467,0.0,1.467,59.391111481535354,23.171501861334733,15.20236682697309,0.3901510054840232,0.6560803403227226,0.25597040445521035,10.381483679447442,41.320857693353695,35.529990334974066,0.0012702857890331562,1.466649439397446,25.683473786064766,2841.5907586832673
32,3.2000000000000015,41.34803756081608,35.55924587376671,5.784374073092528,2839.431448723581,25.785160449030936,77.94302334317294,78.70167199999997,10.35111628030137,0.1,6.1932,3258.785,35.471,25.096081243282043,2861.9709971006587,0.0,1.467,0.0,1.467,59.37224317596132,23.175934421394608,15.185087583202112,0.3903496513127888,0.6552092919793632,0.25576071866104366,10.32344408180367,41.303359364496714,35.550903302589354,0.0005244254710168259,1.4665314549552577,25.790132124331965,2839.6131340598895
33,3.3000000000000016,41.34699592924245,35.56021201855751,5.782781346141796,2837.378645082471,25.785493877969106,78.01290205428681,78.70167199999997,10.340420981286464,0.1,6.1932,3258.785,35.471,25.096081243282043,2861.9709971006587,0.0,1.467,0.0,1.467,59.35514613488025,23.1799421134959,15.169397579547242,0.3905296107067308,0.6544191312158311,0.2555700485527555,10.352857480606659,41.322785429666474,35.56631745503758,-0.002706866056748224,1.467107656752016,25.770257371949068,2837.4003542573337
34,3.4000000000000017,41.34605232534743,35.56108725161682,5.781338029749515,2835.5149240572987,25.785795980157893,78.07638549195318,78.70167199999997,10.330710124424815,0.1,6.1932,3258.785,35.471,25.096081243282043,2861.9709971006587,0.0,1.467,0.0,1.467,59.33965242282384,23.18356687776944,15.155151752531205,0.39069266386286305,0.6537023328823217,0.25539670580716234,10.341937429947711,41.2808565705211,35.526191950445586,-0.0016539575201135971,1.4657994832496017,25.687504022734224,2835.5171636869454
35,3.5000000000000018,41.345197376153166,35.56188026341364,5.780029972417191,2833.8229808779306,25.786069739122603,78.13405202868533,78.70167199999997,10.321893729255276,0.1,6.1932,3258.785,35.471,25.096081243282043,2861.9709971006587,0.0,1.467,0.0,1.467,59.32561028835891,23.186846276288502,15.142218100817491,0.3908404172091309,0.6530520761808963,0.2552391459138306,10.338902291494913,41.29358928411941,35.56004904016999,-0.000638124865439867,1.468684925376155,25.769512572021664,2833.7239427429254
36,3.600000000000002,41.344422638283035,35.56259888287652,5.778844387285076,2832.287075774302,25.786317843125804,78.18642886536678,78.70167199999997,10.313889934979072,0.1,6.1932,3258.785,35.471,24.853235148112926,2846.6061425715016,0.0,1.467,0.0,1.467,59.31288258355341,23.189814007789835,15.1304765346143,0.39097432122140746,0.6524621771236168,0.2550959568235478,10.247820324446899,41.34587318776217,35.557464878371235,-0.0014401125140935265,1.4677580270102293,25.864549516184507,2832.224161836852
37,3.700000000000002,41.343720503953975,35.563250164451446,5.777769716932147,2830.8928955127094,25.786542717358557,78.23399639309804,78.70167199999997,10.306624284083037,0.1,6.1932,3258.785,35.471,24.853235148112926,2846.6061425715016,0.0,1.467,0.0,1.467,59.301345326154426,23.192500341825436,15.119817824749816,0.3910956861816178,0.6519270282162154,0.25496584844056364,10.33040964210179,41.323254056991686,35.58045109302523,0.0010656443456052885,1.4658993273676468,25.78536061002539,2831.006487924547
38,3.800000000000002,41.34308410987528,35.563840472490625,5.776795511277404,2829.6274267346826,25.786746552669843,78.27719218908021,78.70167199999997,10.300029067332376,0.1,6.1932,3258.785,35.471,24.853235148112926,2846.6061425715016,0.0,1.467,0.0,1.467,59.29088639987593,23.19493249261063,15.110142641776598,0.3912056962039138,0.6514415442506823,0.25484764285474093,10.318204316005502,41.349795603359254,35.66369077223013,-0.00017642008456349303,1.4661585875152652,25.781107843357432,2829.6536990043974
39,3.900000000000002,41.34250725594434,35.56437555657597,5.775912318065297,2828.4788401081955,25.78693133026617,78.31641469218434,78.70167199999997,10.294042724595933,0.1,6.1932,3258.785,35.471,24.853235148112926,2846.6061425715016,0.0,1.467,0.0,1.467,59.28140438585766,23.197134946348076,15.101360676982233,0.39130542177037303,0.6510011133663574,0.2547402652388049,10.303032462784044,41.322221800127124,35.542837884277766,-0.000614748167722963,1.4658853378013823,25.864946402372894,2828.488588735446
40,4.000000000000002,41.34198433534674,35.56486061628183,5.775111584903966,2827.436384424486,25.787098842855208,78.35202658760315,78.70167199999997,10.288609296819573,0.1,6.1932,3258.785,35.471,24.853235148112926,2846.6061425715016,0.0,1.467,0.0,1.467,59.27280751495504,23.19912975057365,15.093389838434314,0.3913958309587463,0.6506015527613098,0.25464273536606347,10.251849843619796,41.346656213143,35.52716811817445,-0.001161176769382517,1.466074039325866,25.97085122271659,2827.4682194885736
41,4.100000000000001,41.34151027471977,35.565300356617286,5.774385571593266,2826.4902898532946,25.78725071301935,78.38435792097575,78.70167199999997,10.283677925047627,0.1,6.1932,3258.785,35.471,24.853235148112926,2846.6061425715016,0.0,1.467,0.0,1.467,59.26501272861087,23.20093677087772,15.086155516044869,0.3914777995091394,0.6502390685785288,0.25455415972199485,10.267282587505216,41.387170736618316,35.52091827981536,-0.00016871159140755993,1.4658631452294377,25.832437780108933,2826.449996180415
42,4.200000000000001,41.341080482155235,35.56569903620835,5.773727271494975,2825.631679624522,25.787388409505592,78.41370895890606,78.70167199999997,10.279202392768537,0.1,6.1932,3258.785,35.471,24.737986963166367,2835.21629196618,0.0,1.467,0.0,1.467,59.25794483598103,23.202573918803868,15.079589910191446,0.39155211985541927,0.6499102195713994,0.2544737241888824,10.233746097938651,41.38978261294535,35.57656959086767,0.000405820153268764,1.4690790381406824,25.875920258002687,2825.685801033243
