,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi)
45,12.625,31.4197,26.4782,91.6753,6.9495,1.9966,2196.0324,27.0916,4.941499999999998
46,12.915,31.4714,26.6301,101.2241,6.85,2.0921,2184.1479,28.8073,4.8413
47,13.205,31.4294,26.5131,93.7113,6.9406,2.0375,2170.7145,29.511,4.9163
48,13.494,31.3366,26.4848,100.2087,6.8698,1.9519,2327.0244,28.5101,4.851800000000001
49,13.774,31.3678,26.4166,102.8869,6.853899999999999,1.9955999999999998,2166.1691,25.4582,4.9512
50,14.072,31.4627,26.5844,93.736,6.9624999999999995,2.0478,2265.2336,25.7057,4.878300000000003
51,14.362,31.4595,26.5097,100.4071,6.8506,1.9823,2233.6386,26.2137,4.9498
52,14.655,31.3525,26.6455,93.3203,6.959099999999999,2.0478,2244.9487,28.9559,4.707000000000001
53,14.941,31.5375,26.5538,103.0955,6.8290999999999995,1.9450999999999998,2358.676,27.9874,4.9837000000000025
54,15.221,31.5365,26.435,104.1382,7.0169,2.0625,2230.5937,28.1689,5.1015000000000015
55,15.512,31.3761,26.5211,89.844,6.688899999999999,1.9627999999999999,2201.7272,28.7211,4.855
56,15.802,31.4265,26.4927,102.6263,6.784599999999999,1.9336,2165.7521,25.7674,4.9338000000000015
57,16.101,31.5068,26.7291,92.8377,6.9211,1.9524,2278.135,25.936,4.777699999999999
58,16.392,31.3797,26.6964,100.1499,6.6956999999999995,2.0205,2220.1391,26.3101,4.683299999999999
59,16.687,31.3905,26.4758,92.9293,6.8437,1.9651999999999998,2224.0893,25.4014,4.9147
60,16.983,31.2683,26.5178,98.8085,6.9288,1.9425999999999999,2266.8881,25.8918,4.750499999999999
61,17.274,31.5633,26.598,92.1734,6.8327,2.0559,2307.5148,25.3432,4.965300000000003
62,17.566,31.5541,26.581,100.1093,6.846,2.0347,2284.8437,25.3239,4.973099999999999
63,17.86,31.351,26.3923,92.4119,6.747599999999999,1.9772999999999998,2307.3374,26.2269,4.9587
64,18.149,31.3988,26.5508,101.2655,6.9365,2.0107,2318.7509,27.2556,4.8480000000000025
65,18.44,31.5602,26.6251,91.7563,6.8586,1.9465,2279.5773,27.0534,4.9350999999999985
66,18.731,31.4143,26.465,103.4583,6.8567,1.9656,2246.4616,25.0474,4.949300000000001
67,19.028,31.3576,26.5776,93.6331,6.8508,2.031,2323.2402,24.8343,4.780000000000001
68,19.32,31.5147,26.7831,99.811,6.8956,1.9522,2325.9421,25.6263,4.7316
69,19.612,31.5243,26.6217,92.2316,6.8744,1.9909,2312.9707,25.6569,4.9026
70,19.904,31.3334,26.3659,99.5747,6.9649,1.9963,2314.9934,26.3805,4.967500000000001
71,20.195,31.3905,26.4815,91.8602,6.846,1.9461,2312.4953,27.7384,4.908999999999999
72,20.484,31.4886,26.6664,102.4544,6.770099999999999,2.0119000000000002,2248.6506,27.6041,4.822200000000002
73,20.779,31.2717,26.4914,91.4639,6.8245,1.9752999999999998,2272.0959,28.5906,4.7803
74,21.068,31.4172,26.4924,100.5409,6.758699999999999,1.9035,2235.3027,26.1667,4.924800000000001
75,21.368,31.4912,26.4581,91.4375,6.8313999999999995,2.0093,2347.7241,26.6153,5.0330999999999975
76,21.658,31.2324,26.4995,101.9244,6.8015,1.9707,2293.5195,28.5257,4.732899999999997
77,21.949,31.4768,26.4947,91.9923,6.8377,1.9795999999999998,2251.4072,24.6514,4.982099999999999
78,22.25,31.5534,26.6998,97.8299,6.7444999999999995,1.9416,2172.3913,28.4879,4.8536
79,22.55,31.4652,26.6433,101.0883,6.734999999999999,2.0091,2294.3967,25.835,4.821899999999999
80,22.848,31.3256,26.3956,91.7809,6.952299999999999,1.9665,2173.0732,27.4855,4.93
81,23.149,31.3176,26.4418,90.3693,6.728,1.9995999999999998,2301.5546,25.7148,4.875799999999998
82,23.446,31.4446,26.4927,100.4627,6.8602,1.9788999999999999,2188.8225,29.1852,4.951900000000002
83,23.746,31.4554,26.4782,101.6034,6.8508,1.9261,2283.2207,25.5921,4.9772
84,24.045,31.4109,26.6301,93.1997,6.832199999999999,1.9801,2200.7041,25.231,4.780800000000003
85,24.351,31.4732,26.6421,93.1705,6.835999999999999,1.9587999999999999,2207.2348,27.4174,4.831099999999999
86,24.652,31.3998,26.4622,91.1204,6.787,1.9679,2336.57,27.1764,4.9376
87,24.945,31.4686,26.5376,102.6247,6.8145999999999995,1.9976999999999998,2337.7836,26.0638,4.930999999999997
88,25.241,31.49,26.5574,93.7249,6.927899999999999,1.9530999999999998,2210.9218,26.6444,4.932599999999997
89,25.544,31.5891,26.598,91.9154,6.8744,1.988,2167.1604,25.6714,4.991099999999999
90,25.852,31.5371,26.4286,91.9387,6.8437,1.9396,2192.6618,24.6914,5.108499999999999
91,26.162,31.1495,26.2144,95.8227,6.7618,1.9612999999999998,2251.5761,27.0234,4.9350999999999985
92,26.463,31.5331,26.6268,90.0373,6.879,1.9878,2185.1555,25.1892,4.906300000000002
93,26.772,31.2187,26.2734,95.6142,6.952,1.9768999999999999,2233.4167,29.3189,4.9453
94,27.07,30.9968,26.1092,93.19,6.659,1.9699,2305.7412,27.4236,4.887599999999999
95,27.367,31.4257,26.2925,101.1144,6.8309,2.0058,2171.9719,26.8662,5.133199999999999
96,27.676,31.5195,26.4683,100.3779,6.9043,2.0291,2209.999,25.813,5.0512000000000015
97,27.984,31.1569,26.5063,98.1949,6.8972,1.9991999999999999,2228.4396,27.8167,4.650600000000001
98,28.286,31.4095,26.6532,102.9828,6.8008,1.9754999999999998,2172.3913,25.3432,4.756300000000003
99,28.599,31.4062,26.4947,96.5893,6.8896999999999995,1.9906,2277.789,27.4669,4.911499999999997
100,28.899,31.4372,26.3461,101.1862,6.761699999999999,1.9613999999999998,2176.0156,25.6695,5.091100000000001
101,29.211,31.3259,26.5805,98.1019,6.7059,1.9783,2253.8879,29.5087,4.7454
102,29.51,31.2961,26.5343,98.2186,6.7634,2.0203,2345.9492,25.7112,4.761799999999997
103,29.81,31.4664,26.4154,90.9529,6.8145999999999995,1.9664,2260.1708,27.3721,5.050999999999998
104,30.112,31.4753,26.805,89.306,6.7211,2.0072,2203.1823,26.39,4.670300000000001
105,30.422,31.3256,26.5706,92.2301,6.9242,1.9466999999999999,2247.5839,25.1528,4.755000000000003
106,30.731,31.3643,26.7655,94.6342,6.9158,1.9566999999999999,2299.3203,27.366,4.598800000000001
107,31.032,31.343,26.4554,92.7208,6.8468,1.9788,2228.0537,25.793,4.887599999999999
108,31.342,31.4062,26.5013,90.6027,6.7142,1.9931999999999999,2268.9458,28.3396,4.904899999999998
109,31.644,31.4732,26.3428,91.2738,6.7374,2.0022,2215.33,26.7578,5.130399999999998
110,31.953,31.4123,26.3758,91.2871,6.883,2.0056,2234.5812,28.119,5.036499999999997
111,32.258,31.2683,26.4758,91.0785,6.728,1.9787,2219.4819,28.5749,4.7925
112,32.564,31.4627,26.6301,93.5246,6.7463,1.9934999999999998,2197.373,27.2617,4.832600000000003
113,32.874,31.3941,26.6082,91.261,6.7153,1.9811999999999999,2257.2797,25.9877,4.785900000000002
114,33.182,31.5423,26.5013,93.3164,6.8405,1.99,2266.5458,27.8528,5.041
115,33.486,31.3474,26.3534,90.5051,6.7161,1.9499,2232.9733,26.2722,4.994
116,33.796,31.5383,26.3659,93.3925,6.961799999999999,1.9539,2313.9816,27.9467,5.1724
117,34.098,31.5059,26.4622,91.1307,6.9018999999999995,1.9565,2273.9333,25.6732,5.043700000000001
118,34.408,31.3115,26.4947,91.9387,6.9697,2.0047,2338.5126,29.1479,4.816799999999997
119,34.707,31.4732,26.5267,92.4601,6.7736,1.9727,2245.0048,26.3519,4.946499999999997
120,35.017,31.3172,26.4947,91.2447,6.8805,2.0006,2318.5122,25.2136,4.822499999999998
121,35.325,31.5286,26.5475,93.2076,6.7916,1.9908,2342.957,27.3906,4.981100000000001
122,35.628,31.4726,26.6523,91.7823,6.8552,1.9682,2292.76,26.9595,4.8203
123,35.935,31.5774,26.5772,89.958,6.8767,1.9359,2306.5686,25.1875,5.0001999999999995
124,36.245,31.2177,26.3428,95.8759,6.7969,1.9770999999999999,2186.8012,25.3979,4.8749
125,36.564,31.2724,26.5301,100.9319,6.9334,1.9955999999999998,2174.3857,26.701,4.7423
126,36.882,31.291,26.357,91.5217,6.9756,1.98,2164.5541,26.4053,4.934000000000001
127,37.2,31.459,26.4079,100.4888,6.854699999999999,1.9847,2352.1416,28.846,5.051099999999998
128,37.504,31.2072,26.211,101.6357,6.7067,1.9783,2305.0324,26.8503,4.996200000000002
129,37.813,31.5856,26.6565,101.5297,6.8843,1.9762,2342.5297,29.9619,4.929099999999998
130,38.114,31.2309,26.4253,98.9142,6.8721,1.9899,2302.9091,27.9981,4.805599999999998
131,38.421,31.3561,26.4121,101.6618,6.8347999999999995,1.9375,2312.7924,27.7321,4.944000000000003
132,38.729,31.3776,26.452,101.4893,6.912999999999999,1.9747999999999999,2346.5607,25.7784,4.925599999999999
133,39.038,31.2887,26.5739,99.9181,6.8537,1.9907,2206.0446,26.176,4.7148
134,39.357,31.4252,26.5844,93.0075,6.801699999999999,1.9881,2180.2324,26.88,4.8408000000000015
135,39.676,31.4375,26.6301,101.7921,6.9295,1.9713999999999998,2157.549,28.9352,4.807400000000001
136,39.994,31.2899,26.5772,91.9909,6.8405,1.9613999999999998,2346.8059,26.6192,4.712699999999998
137,40.302,31.559,26.5277,91.5948,6.806699999999999,1.9951999999999999,2181.1308,26.161,5.031300000000002
138,40.623,31.3294,26.4283,102.8348,6.901999999999999,2.0180000000000002,2194.7473,25.4795,4.9011
139,40.946,31.4376,26.6726,92.6916,6.8027,1.9623,2230.207,25.8606,4.765000000000001
140,41.264,31.3724,26.4022,99.5218,6.829899999999999,1.9834999999999998,2229.4887,25.8955,4.970199999999998
141,41.584,31.5111,26.6829,92.8204,6.782299999999999,1.9752999999999998,2212.9333,26.1535,4.828199999999999
142,41.905,31.2998,26.5673,99.5218,6.8399,2.015,2223.8144,25.6425,4.732500000000002
143,42.225,31.5383,26.5131,91.0404,6.894299999999999,1.9878,2226.0148,26.1573,5.025199999999998
144,42.545,31.2628,26.4249,98.6901,6.7931,1.9542,2231.2021,26.8168,4.837899999999998
145,42.863,31.5107,26.6217,90.2766,6.7185,1.9723,2183.5649,27.3495,4.888999999999999
146,43.184,31.3923,26.2246,103.8254,7.02,1.9644,2236.4694,28.0843,5.1677
147,43.502,31.4245,26.5409,91.7991,6.938,1.9767,2210.5961,27.5125,4.883599999999998
148,43.822,31.4582,26.6353,101.4793,6.8168999999999995,2.0035,2210.0532,25.901,4.822900000000001
149,44.146,31.3643,26.4616,92.8495,6.757099999999999,1.9641,2283.1628,26.534,4.902699999999999
150,44.463,31.4353,26.3824,101.0806,6.907299999999999,1.9341,2244.9487,26.1404,5.052900000000001
151,44.785,31.5529,26.4554,93.1997,6.8445,1.97,2268.8884,26.9774,5.0975
152,45.102,31.3946,26.3626,102.522,6.8933,1.9990999999999999,2247.3593,27.8061,5.032
153,45.421,31.3624,26.3064,89.348,6.898,1.9843,2248.3137,28.6647,5.056000000000001
154,45.739,31.4372,26.5211,100.8956,6.7479,1.996,2211.1936,26.7088,4.9161
155,46.063,31.5331,26.4758,92.5577,6.8567,1.9866,2291.1257,26.9515,5.0573000000000015
156,46.381,31.1533,26.4181,101.5836,6.9452,1.9726,2270.2048,26.0769,4.7352000000000025
157,46.703,31.4669,26.4961,91.3979,6.8744,2.0105,2292.176,28.604,4.9708000000000006
158,47.017,31.4969,26.5178,101.741,6.8046,2.0060000000000002,2236.0249,29.3095,4.979099999999999
159,47.337,31.4041,26.2899,90.2965,6.8328,1.978,2232.1982,27.4586,5.1142
160,47.659,31.3516,26.3841,100.176,6.8900999999999994,2.0132,2262.3867,27.9381,4.967500000000001
161,47.979,31.3479,26.5165,91.5738,6.9112,1.9803,2289.2607,28.9169,4.831399999999999
162,48.295,31.3172,26.3095,102.0789,6.9113999999999995,1.9884,2241.4824,26.161,5.0077
163,48.621,31.3405,26.3875,90.8803,6.7862,1.9586999999999999,2319.9462,25.9065,4.952999999999999
164,48.941,31.3791,26.4894,99.5503,6.9098,1.9657,2341.1284,28.2584,4.889700000000001
165,49.255,31.3097,26.7126,90.8563,6.865799999999999,1.9832999999999998,2282.5258,29.0066,4.597100000000001
166,49.572,31.1497,26.2986,98.5598,6.763199999999999,1.9642,2245.9011,28.2584,4.851099999999999
167,49.894,31.4754,26.5403,92.8772,6.794899999999999,1.9898,2285.9465,28.7778,4.935100000000002
168,50.212,31.2288,26.4039,101.349,6.8382,2.0057,2280.9641,29.2883,4.8248999999999995
169,50.532,31.4714,26.7405,91.1307,6.7356,1.9994999999999998,2266.8312,28.6018,4.730899999999998
170,50.852,31.455,26.6699,99.6803,6.7962,2.0234,2276.2333,26.4647,4.7851
171,51.176,31.3618,26.6523,91.8345,6.9251,1.9904,2173.4931,26.9974,4.7094999999999985
172,51.507,31.2798,26.4154,91.8866,6.900399999999999,1.9702,2325.9421,26.5417,4.8644
173,51.828,31.336,26.581,101.8918,6.9956,1.9765,2344.9711,26.6912,4.754999999999999
174,52.149,31.4553,26.4961,91.2349,6.8248,1.9763,2167.9956,29.5349,4.959200000000003
175,52.476,31.3734,26.5776,93.9459,6.864199999999999,2.0113,2271.58,25.5527,4.7958
176,52.804,31.4592,26.4894,101.4867,6.8222,2.0125,2176.9628,29.352,4.969799999999999
177,53.133,31.4376,26.4588,100.6712,6.693499999999999,1.99,2317.0197,28.631,4.9788
178,53.453,31.5165,26.5722,90.0373,6.778499999999999,1.9602,2336.9338,27.5478,4.944300000000002
179,53.774,31.5127,26.2701,102.5336,6.8229999999999995,1.9641,2331.9687,29.5541,5.2425999999999995
180,54.092,31.4726,26.5851,93.9198,6.819299999999999,1.9819,2306.5686,27.8932,4.887499999999999
181,54.415,31.57,26.6048,100.9058,6.7264,1.9882,2339.6677,28.4656,4.965199999999999
182,54.735,31.385,26.4744,90.3014,6.7501999999999995,1.9730999999999999,2156.3601,26.0359,4.910600000000002
183,55.072,31.4638,26.5772,93.7634,6.8594,1.9901,2218.9897,28.8141,4.886599999999998
184,55.402,31.5704,26.3494,90.8827,6.872599999999999,1.9935999999999998,2361.0891,28.333,5.221
185,55.721,31.5286,26.6489,103.0433,6.8712,1.9951999999999999,2179.1767,26.5959,4.8797
186,56.058,31.3803,26.2789,100.3063,6.902699999999999,1.9739,2246.6862,28.4968,5.101399999999998
187,0.0,31.4991,26.5277,94.363,6.891699999999999,,2166.1691,24.787,4.971399999999999
188,0.29,31.2208,26.6699,97.6989,6.8514,2.2447,2313.5058,27.7279,4.550900000000002
189,0.558,31.5553,26.5475,91.094,6.7623999999999995,1.9766,2188.1838,26.4072,5.0078
190,0.837,31.4319,26.5145,91.4781,6.9775,2.0436,2209.2939,25.4688,4.917399999999997
191,1.117,31.3939,26.6285,94.2066,7.010599999999999,1.9056,2279.0002,28.2103,4.7654
192,1.388,31.3922,26.469,90.7078,6.819299999999999,2.0933,2182.5588,26.9635,4.923199999999998
193,1.668,31.3023,26.5097,92.3819,6.9296,1.9766,2236.6359,25.5312,4.7926
194,1.947,31.4516,26.4947,93.083,6.902699999999999,1.9407999999999999,2265.975,29.3874,4.956899999999997
195,2.215,31.5687,26.7711,95.1711,6.8530999999999995,2.0055,2357.0083,25.5921,4.797599999999999
196,2.487,31.3261,26.6301,99.786,6.905799999999999,1.9575,2291.4755,27.4504,4.6960000000000015
197,2.759,31.385,26.4147,102.2943,6.818499999999999,2.1415,2222.3867,25.8057,4.970300000000002
198,3.04,31.3294,26.5572,99.1072,6.904999999999999,1.954,2312.4953,29.3166,4.772199999999998
199,3.308,31.2782,26.5046,98.3061,6.888199999999999,1.9217,2180.9194,28.5436,4.773599999999998
200,3.587,31.3329,26.3725,102.1109,6.7885,1.9823,2219.8654,26.5514,4.9604
201,3.868,31.4307,26.5871,101.5451,6.9487,2.0309,2272.4401,26.5012,4.843600000000002
202,4.145,31.3676,26.6433,102.6393,6.959499999999999,2.0506,2300.2019,28.344,4.7242999999999995
203,4.418,31.4947,26.3461,102.5955,6.818499999999999,2.0062,2232.6965,27.9724,5.148600000000002
204,4.696,31.4553,26.6285,103.4343,6.774699999999999,2.0157,2231.0361,28.0865,4.826800000000002
205,4.974,31.3887,26.3196,101.7785,6.7688999999999995,1.9396,2235.1918,27.225,5.069099999999999
206,5.253,31.3531,26.4121,102.5865,6.9319,2.0322,2290.6008,27.2291,4.9410000000000025
207,5.53,31.3459,26.2536,102.9165,6.964099999999999,1.9682,2273.9907,27.1521,5.092300000000002
208,5.808,31.2736,26.5063,101.2968,7.0137,1.8925999999999998,2287.5153,26.6912,4.767299999999999
209,6.086,31.2561,26.2178,100.1668,6.9239999999999995,2.0404,2305.2687,25.4493,5.0383
210,6.366,31.3676,26.4022,98.5179,6.9624999999999995,1.9998,2349.0722,28.0887,4.965399999999999
211,6.637,31.5089,26.7258,99.9985,6.7893,2.0359,2228.9919,28.78,4.783100000000001
212,6.915,31.5019,26.3943,99.9935,6.8736,1.9546,2241.5383,28.0325,5.107599999999998
213,7.193,31.5147,26.6235,102.2454,6.9296,2.0149,2259.9438,26.9575,4.891200000000001
214,7.474,31.5257,26.6591,102.8869,6.912999999999999,1.978,2306.8049,26.7166,4.866600000000002
215,7.753,31.4912,26.4286,100.8739,6.8145999999999995,1.9457,2309.2912,26.8345,5.0626
216,8.031,31.5146,26.5437,100.5409,6.936599999999999,1.978,2338.0874,26.5494,4.9709
217,8.308,31.3329,26.5471,102.6105,6.937399999999999,2.0216,2353.6796,27.0074,4.785799999999998
218,8.584,31.1898,26.099,99.6546,6.8667,1.9795999999999998,2352.3876,27.0574,5.0908000000000015
219,8.859,31.3399,26.3264,104.0545,6.7916,2.0006,2311.1293,26.0211,5.0135000000000005
220,9.14,31.5161,26.7126,101.0541,6.9809,1.9891999999999999,2182.6647,28.3418,4.803500000000003
221,9.425,31.5005,26.7258,93.4454,6.8850999999999996,2.0768,2303.6755,26.8523,4.774699999999999
222,9.704,31.4674,26.4947,92.415,6.7969,1.9494,2327.205,25.0629,4.9727
223,9.986,31.3294,26.598,91.5738,6.9242,2.0181,2207.0725,26.0937,4.731400000000001
224,10.274,31.3023,26.8369,102.3395,7.0492,2.0562,2183.5122,26.4724,4.465399999999999
225,10.566,31.5705,26.6014,90.5444,6.7494,2.0719,2178.4912,27.9809,4.969099999999997
226,10.854,31.4294,26.452,103.2779,6.8115,1.9566999999999999,2331.727,26.9834,4.977399999999999
227,11.134,31.5331,26.5199,101.2968,6.866499999999999,1.9721,2176.0156,27.8804,5.013200000000001
228,11.424,31.4598,26.4055,92.434,7.0184999999999995,1.9356,2172.811,25.3327,5.054300000000001
229,11.72,31.5564,26.6896,99.333,6.8453,1.9549999999999998,2203.6679,25.3397,4.866800000000001
230,12.012,31.5408,26.5607,92.1784,6.8153,1.9608999999999999,2229.9306,25.3081,4.9801
231,12.305,31.4889,26.6319,100.0978,6.9697,2.0311,2249.55,25.8716,4.856999999999999
232,12.596,31.522,26.4881,91.9923,6.836799999999999,1.9872999999999998,2232.9179,27.1097,5.033899999999999
233,12.883,31.5106,26.6149,102.7045,6.854699999999999,1.9863,2183.936,27.7468,4.8957000000000015
234,13.174,31.4405,26.6357,91.0525,7.0016,2.028,2204.9636,28.182,4.8048
235,13.463,31.3328,26.4011,101.3408,6.705,2.0037,2181.871,28.676,4.931699999999999
236,13.754,31.5309,26.3468,92.3558,6.8506,2.0087,2168.1523,26.7029,5.184099999999997
237,14.048,31.3791,26.6115,100.8798,6.9242,1.9699,2212.5527,25.1077,4.767600000000002
238,14.344,31.4753,26.64,93.0226,6.8866,1.9699,2279.6352,25.7911,4.8353
239,14.632,31.6031,26.422,100.7371,6.8721,1.9828,2243.5498,27.1501,5.181100000000001
240,14.922,31.4911,26.5878,92.0016,6.9452,1.9839,2222.5515,28.5883,4.903299999999998
241,15.21,31.4621,26.5508,101.5054,6.7969,2.0086,2192.7687,25.6263,4.911300000000001
242,15.508,31.4448,26.4418,93.1019,6.8454,1.9667,2299.7316,25.9452,5.003
243,15.797,31.4351,26.4588,100.0717,6.879899999999999,2.0143,2267.8593,25.813,4.976299999999998
244,16.089,31.3258,26.3264,95.6663,6.8957999999999995,2.0347,2301.143,27.648,4.999400000000001
245,16.374,31.5479,26.5598,102.5481,6.7134,1.9648999999999999,2224.529,24.7266,4.988099999999999
246,16.672,31.419,26.6961,96.9176,6.85,1.9862,2336.0847,24.7349,4.722899999999999
247,16.963,31.3329,26.2404,96.7888,6.9948,2.0084,2329.3735,25.0629,5.092499999999998
248,17.252,31.5474,26.5838,95.8227,6.903499999999999,1.9750999999999999,2345.3991,26.331,4.9636
249,17.54,31.3155,26.4121,99.1854,6.9303,1.9599,2292.5263,26.5185,4.903400000000001
250,17.829,31.5424,26.6928,90.3807,6.892799999999999,2.0014,2289.028,27.579,4.849600000000002
251,18.118,31.5918,26.5165,103.5018,6.7932999999999995,1.9710999999999999,2249.3251,29.2367,5.075299999999999
252,18.408,31.483,26.4616,90.7918,6.8445,1.9384,2237.3032,28.3022,5.0214
253,18.699,31.4707,26.6048,103.1737,6.859,1.9721,2240.5895,29.1852,4.8659
254,18.989,31.4475,26.4517,90.8179,6.735799999999999,1.9656,2215.4936,29.1806,4.995800000000003
255,19.279,31.4753,26.4907,101.6089,6.9273,2.0406,2218.1691,28.9352,4.9846
256,19.572,31.4272,26.5574,90.8361,6.8544,2.0162,2239.9201,26.6211,4.869799999999998
257,19.867,31.5013,26.4088,102.3037,6.9993,1.9737,2305.446,28.6669,5.092500000000001
258,20.155,31.4624,26.5046,89.7202,6.763199999999999,1.9698,2273.9333,25.7384,4.957799999999999
259,20.451,31.3464,26.6387,98.8987,6.9649,1.9901,2350.7287,27.0735,4.707699999999999
260,20.739,31.5091,26.6235,89.9052,6.8290999999999995,2.019,2295.4499,26.9058,4.8856
261,21.03,31.5331,26.5277,103.9603,7.0146999999999995,1.9989,2314.041,29.1923,5.005400000000002
262,21.318,31.4027,26.422,90.807,6.8838,1.9998,2286.7016,25.8569,4.980699999999999
263,21.614,31.478,26.452,100.6405,6.9158,1.9566999999999999,2165.5437,29.4182,5.026
264,21.913,31.3889,26.498,103.4709,6.8389999999999995,2.0389,2268.0881,26.2589,4.8908999999999985
265,22.21,31.4479,26.2404,93.1121,7.0089999999999995,2.0135,2168.727,25.2468,5.2075
266,22.516,31.6005,26.749,93.2581,6.9578,1.9845,2201.081,27.4504,4.8515000000000015
267,22.815,31.6132,26.5838,91.3322,6.8933,2.0159,2330.2177,28.862,5.029399999999999
268,23.103,31.3725,26.245,99.9674,6.865799999999999,1.9545,2314.934,25.5259,5.127499999999998
269,23.399,31.3457,26.5244,91.2525,6.9066,1.9348999999999998,2215.8754,27.8464,4.821300000000001
270,23.698,31.3396,26.3758,93.0226,6.842499999999999,1.9733999999999998,2359.6035,28.0563,4.963799999999999
271,23.987,31.3426,26.3773,100.5148,6.9624999999999995,1.9416,2348.643,28.355,4.965299999999999
