,Unnamed: 0,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV,Speed (rad/s),torque_adj (mNm),turbine power (w),fluid power (w),turbine eff
14,12,256.235,34.72992,28.908520000000003,100.68518,9.00665,2.13268,2753.12709,27.026640000000004,5.8214,0.0,288.30679434866295,118.392236404,34.13328615340631,62.66596241435917,0.5446862194138276
15,13,265.22900000000004,34.665209999999995,29.00483,103.05391999999999,8.38317,2.22769,2646.55987,26.686390000000003,5.66038,0.0,277.14710117923187,122.95226985699999,34.0758651742742,60.00786061223103,0.5678566912170291
16,14,276.263,34.62789,28.89368,108.96021,7.64657,2.32785,2518.6041,27.12217,5.73421,0.0,263.7476042939955,127.75947910500001,33.69625653979253,61.85880741779715,0.5447285188058428
17,15,288.228,34.713429999999995,29.06618,113.8345,6.87145,2.4293400000000003,2342.46367,26.79666,5.64725,0.0,245.30222161880084,132.63052210200001,32.534561726082075,60.10277007119159,0.5413155115403993
18,16,298.791,34.54795556,29.07074444,117.6625,6.116188889,2.521411111,2205.078778,27.0547,5.477211111,0.0,230.9153093878594,137.0495026957783,31.64682831644792,58.68042377221111,0.5393081079185167
19,17,399.69599999999997,35.08773333,28.63115556,118.7272,8.942177778,2.515611111,2841.3037670000003,26.74413333,6.456577778,4.38,297.54063436081714,136.7711299557783,40.69496876928803,69.40022810119463,0.5863809079985938
20,18,436.63599999999997,35.1331625,28.641825,119.9478875,8.8907125,2.5234875,2793.402625,26.9868625,6.4913375,4.38,292.5244385063569,137.14915960874998,40.11948090616831,70.43814851323984,0.5695703500586375
21,19,448.48400000000004,35.245025,28.588425,115.8849875,9.4679375,2.4239625,2922.97535,26.86495,6.6566,4.38,306.09326252303924,132.37242737625002,40.51830816369045,72.05120350341637,0.5623543562567866
22,20,458.181,35.236525,28.58945,109.500075,10.2838375,2.3229875,3068.225225,27.0755375,6.647075,4.38,321.3037938468199,127.52610195875,40.97462037384274,72.50381285773277,0.5651374563465136
23,21,471.702,35.3279625,28.6427625,103.9981,10.9711,2.229525,3171.51675,26.45045,6.6852,4.38,332.12045703839624,123.04034123250001,40.864214364298135,71.2685865694631,0.5733832580567478
24,22,482.348,35.3132125,28.4517875,101.496975,11.6372625,2.12965,3356.97695,27.3181125,6.861425,4.38,351.54180374464727,118.246810645,41.568697101195056,75.70053574402806,0.5491202498454494
25,23,491.52,35.410175,28.5778625,95.7569125,12.3032875,2.03675,3433.327588,26.784025,6.8323125,4.38,359.53722385010093,113.788047275,40.91103862457754,73.88135540369525,0.553739687110983
26,24,500.78,35.4510375,28.57235,91.3880875,12.9898125,1.9386125,3583.052112,26.7506375,6.8786875,4.38,375.2163393208725,109.07790852125001,40.92781353612043,74.32889122255781,0.5506312937397806
27,25,515.562,35.4691625,28.4739625,88.995,13.5947625,1.8446125,3680.60505,26.8593,6.9952,4.38,385.43205908776275,104.56635032125,40.30322371561173,75.9920978563974,0.5303607197655329
28,26,526.5930000000001,35.510175,28.4132625,83.003725,14.20925,1.7437,3757.3541630000004,27.2874,7.0969125,4.38,393.4692073975901,99.72302461,39.237939452587064,78.41060970439965,0.5004162013343637
29,27,535.342,35.5759,28.44705,79.1467,14.8208125,1.6460875,3914.819938,26.994525,7.12885,4.38,409.9589847764752,95.03808338875,38.96171618115394,77.94405229610348,0.4998677260599868
30,28,548.192,35.7039625,28.3579,74.9953375,15.4284,1.5518875,3990.2751630000002,26.9182625,7.3460625,4.38,417.8606374519451,90.51692612875,37.8234604523501,80.26723437634364,0.4712191811045807
31,29,562.061,35.666125,28.3321,70.0085,15.9472875,1.4561375,4090.91065,26.8910375,7.334025,4.38,428.39916099489074,85.92137615375,36.80864545579291,80.0452456571439,0.4598479916403106
32,30,574.464,35.75435,28.1335,66.4067875,16.4920125,1.353175,4280.34115,26.9363875,7.62085,4.38,448.2362765444183,80.9796600775,36.29802130897128,83.54098682235247,0.4344935664473056
33,31,738.936,36.64875714,27.68064286,83.16917143,17.49891429,1.747428571,4509.306871,26.62891429,8.968114286,8.76,472.21351075093656,99.9019784937163,47.17506399548233,98.19318676745908,0.48043113324351344
34,32,749.893,36.56658333,27.68023333,86.07306667,16.9837,1.828316667,4370.7974,26.88988333,8.88635,8.76,457.708832882637,103.7842269276651,47.50295737868834,98.19911667485516,0.48374118818170525
35,33,763.0239999999999,36.45261667,27.70328333,91.5482,16.3545,1.9239333330000001,4348.355517,26.57601667,8.749333333,8.76,455.35872439313835,108.3733774973349,49.348762935362465,95.46895147349227,0.5169090282620791
36,34,776.345,36.37778333,27.7941,97.24328333,15.72451667,2.01285,4196.89345,27.0565,8.583683333,8.76,439.4976538451047,112.64095960499999,49.50543747325871,95.24540210184058,0.5197672158528484
37,35,786.7280000000001,36.37095,27.81313333,100.1841,15.09,2.113666667,4048.3126,26.88121667,8.557816667,8.76,423.93830363541304,117.4796857826651,49.804138702324394,94.32590163186946,0.5280006640879784
38,36,797.253,36.22988333,27.88768333,105.56553329999998,14.43158333,2.215016667,3989.47125,26.2209,8.3422,8.76,417.77645187954374,122.3440094376651,51.112446171585134,89.54956730121454,0.5707726760941245
39,37,806.8610000000001,36.18225,27.9097,108.01776670000001,13.71293333,2.318866667,3815.306533,26.8649,8.27255,8.76,399.5379653856594,127.3283213426651,50.87249844521985,90.93502645723599,0.5594378802885558
40,38,817.668,36.1763,27.93016667,111.83816670000002,13.05066667,2.417933333,3685.1742670000003,26.54643333,8.246133333,8.76,385.9105463725446,132.08305569733488,50.972244190713745,89.55200320922891,0.56919155757602
41,39,826.4119999999999,36.0767,27.91278333,116.73378329999998,12.40105,2.51705,3598.95485,27.11593333,8.163916667,8.76,376.88167014806174,136.84018986499999,51.572559299699066,90.50340017410369,0.5698411242062467
42,40,837.441,35.98658333,28.0298,121.5519,11.73496667,2.618116667,3453.082833,26.78261667,7.956783333,8.76,361.6059882664659,141.69091486766507,51.236283299101714,86.97776510241174,0.5890733480996401
43,41,847.518,36.02741667,28.04036667,127.87526670000001,11.06718333,2.720116667,3387.8764170000004,26.9296,7.98705,8.76,354.77758835851785,146.58643546766513,52.005582061289736,87.80964759145027,0.5922536246046083
44,42,858.834,36.04636667,28.14801667,133.33635,10.33925,2.818533333,3223.3282,26.49725,7.89835,8.76,337.546139388591,151.30997287733487,51.0740971957368,85.37751810219932,0.5982148267017982
45,43,869.173,35.87903333,27.9849,136.4033333,9.754866667,2.915733333,3095.7412,26.95965,7.894133332999999,8.76,324.185260007406,155.97511603733489,50.56483354724873,86.81798019014597,0.5824235191431918
46,44,878.455,36.02393333,28.24481667,137.59425,9.028166667,3.00995,2965.726733,26.53556667,7.779116667,8.76,310.5701768767104,160.49707323500002,49.8456044227883,84.12470212302742,0.5925204269952961
47,45,1000.525,37.29376,27.1437,117.62996000000001,15.33816,2.51764,4255.03052,27.003140000000002,10.15006,10.95,445.5857535719226,136.86850709200002,60.98665687285286,113.45639726761864,0.537533875053328
48,46,1017.013,37.29104,27.19612,122.22112,14.55272,2.6224,4004.4114799999998,26.36182,10.09492,10.95,419.34098910478735,141.89649472,59.50301644638703,110.12952876247334,0.5403002910756365
49,47,1032.473,37.12832,27.15604,125.76478,13.948939999999999,2.71814,3979.8565799999997,26.3886,9.97228,10.95,416.76960599273787,146.49156474199998,61.05323171878298,108.83364616862498,0.5609775457140171
50,48,1042.8859,37.12918,27.24292,131.9994,13.3627,2.81834,3912.5792,26.741059999999997,9.88626,10.95,409.724335242096,151.300693802,61.991576189692374,109.28669145845066,0.5672381088895965
51,49,1054.7259,37.144040000000004,27.285020000000003,135.88052,12.708680000000001,2.92536,3794.20986,26.63092,9.85902,10.95,397.3287269577843,156.437150808,62.15697397944556,108.52101224565158,0.572764413943588
