,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),eff (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
199.752927,701.893202,42.6967,35.2829,7.4138,2690.1923,25.8506,121.4858368,121.4858368,7.9239,0.109,7.4611236193,2500,35.12,23.8813961053,2523.4787683325,7.7026080216,2.6169441189,7.5248,2.3848,77.8454881204,34.2245378409,18.89691672,0.4396470324,0.552145271,0.2427490299,8.0618106119,41.8478945337,35.2591960264,7.5248,2.5183992312,25.3025389253,2699.5334549397
199.967227,702.107502,42.6546,35.2957,7.3589,2696.456,26.0633,125.3922576,125.3922576,7.887,0.116,7.4535238569,2500,35.12,23.8813961053,2523.4787683325,7.7026080216,2.6169441189,7.5248,2.4686,77.8635856874,35.4072891071,19.4698482,0.4547348904,0.5498824872,0.2500507526,8.0880975861,41.7969223509,35.2322720694,7.5248,2.5169321144,25.3061899863,2697.916043018
200.204837,702.345112,42.6454,35.2755,7.3699,2696.456,26.0633,119.9242008,119.9242008,7.8157,0.11,7.4572739398,2500,35.12,23.8517780147,2551.4383622099,7.7026080216,2.6169441189,7.5248,2.3513,77.9882962164,33.8632618148,18.37705541,0.4342095347,0.5426841487,0.2356386317,8.1045446248,41.7432199805,35.2127435803,7.5248,2.5168678777,25.3116696071,2691.6254043292
200.44914,702.589415,42.6271,35.2529,7.3742,2687.8049,26.1981,121.8121488,121.8121488,7.9195,0.113,7.4752388276,2500,35.12,23.8517780147,2551.4383622099,7.7300210222,2.6881615453,7.5248,2.3918,78.4406561351,34.2860112384,18.9418601,0.4370949062,0.5524661346,0.2414801333,8.1133174914,41.7015647515,35.2112307343,7.5248,2.5178343339,25.319069156,2690.2341664704
200.671892,702.812167,42.5391,35.355,7.1841,2687.8049,26.1981,123.9844544,123.9844544,7.6716,0.109,7.5019592262,2615.1660415727,35.12,23.8517780147,2551.4383622099,7.7300210222,2.6881615453,7.5248,2.4384,76.2742845737,34.8974419943,18.70642944,0.4575256548,0.5360401328,0.2452521127,8.1162895522,41.6833687047,35.2278144126,7.5248,2.5192950527,25.3284793851,2693.6308986816
200.911217,703.051492,42.6711,35.3128,7.3583,2652.4169,25.9698,125.3922576,125.3922576,7.5696,0.118,7.5266354552,2615.1660415727,35.12,23.8152357779,2570.5828637899,7.7300210222,2.6881615453,7.5248,2.4686,77.5774783244,34.8290096374,18.68631456,0.4489577438,0.536515817,0.2408729307,8.1147191936,41.6925261408,35.2545952717,7.5248,2.5206213273,25.3399870861,2692.6069160563
201.180174,703.320449,42.6063,35.2755,7.3308,2652.4169,25.9698,125.5693984,125.5693984,7.5698,0.109,7.5392067933,2615.1660415727,35.12,23.8152357779,2570.5828637899,7.7300210222,2.6881615453,7.5248,2.4724,77.2668204743,34.8782123454,18.71557352,0.4513996063,0.5365978432,0.2422200552,8.108923418,41.7220364983,35.2819012788,7.5248,2.5213507348,25.3536705563,2681.3600058056
201.36795,703.508225,42.569,35.4399,7.1291,2632.7956,26.041,123.9564848,123.9564848,7.6144,0.117,7.5359728649,2615.1660415727,35.12,23.8152357779,2570.5828637899,7.7300210222,2.6881615453,7.5248,2.4378,75.1938776922,34.1755106753,18.56238432,0.4544985805,0.5431487037,0.2468603148,8.0981006431,41.7554631835,35.3031165954,7.5248,2.5214551635,25.3695920716,2662.9462291532
201.60558,703.745855,42.7157,35.3873,7.3284,2632.7956,26.041,123.5742336,123.5742336,7.495,0.108,7.5208235525,2615.1660415727,35.12,23.7480935479,2579.3726690657,7.7672441158,2.6611438608,7.5248,2.4296,77.4514724594,34.0701218367,18.209852,0.4398899176,0.5344815639,0.2351130511,8.0807025586,41.7752482481,35.3165015162,7.5248,2.5213582942,25.3877887064,2645.3755343862
201.849459,703.989734,42.486,35.2548,7.2312,2615.4187,25.9671,126.0775128,126.0775128,7.2355,0.118,7.5018967453,2615.1660415727,35.12,23.7480935479,2579.3726690657,7.7672441158,2.6611438608,7.5566,2.4833,76.1337580095,34.5308663625,17.96791715,0.4535552594,0.5203436532,0.2360046006,8.0552095896,41.7735588787,35.3248896561,7.5566,2.5216842754,25.4082645679,2634.1649502497
202.077663,704.217938,42.5788,35.3727,7.2061,2615.4187,25.9671,129.1261992,129.1261992,7.1003,0.108,7.4866330667,2615.1660415727,35.12,23.7480935479,2579.3726690657,7.7672441158,2.6611438608,7.5895,2.5487,75.8502415966,35.3658589025,18.09653461,0.4662590146,0.5116950407,0.2385824254,8.0205814952,41.7567029325,35.3324864386,7.5895,2.5229882364,25.4309855489,2627.5913737563
202.305767,704.446042,42.7273,35.27,7.4573,2556.9343,25.521,127.2382512,127.2382512,7.1881,0.117,7.4780837573,2615.1660415727,35.12,23.641570215,2577.4200737906,7.7672441158,2.6611438608,7.5895,2.5082,77.3358555202,34.0695092544,18.02919242,0.440539631,0.5291884977,0.2331285055,7.9760826061,41.7377654792,35.3404676911,7.5895,2.5256998082,25.4558752072,2619.211526885
202.558109,704.698384,42.4707,35.1912,7.2795,2556.9343,25.521,126.8839696,126.8839696,7.0955,0.108,7.475189514,2615.1660415727,35.12,23.641570215,2577.4200737906,7.7672441158,2.6611438608,7.5895,2.5006,75.3620221924,33.97464627,17.7430073,0.4508191962,0.5222425911,0.2354369852,7.9210656704,41.724389669,35.3459242973,7.5895,2.5302059625,25.4828094438,2602.5180581073
202.772827,704.913102,42.2709,35.0641,7.2068,2567.7895,25.3983,129.4525112,129.4525112,7.2589,0.12,7.4750115631,2615.1660415727,35.12,23.641570215,2577.4200737906,7.8182760191,2.6398055919,7.5895,2.5557,74.1965029303,34.8095585525,18.55157073,0.4691536282,0.5329447284,0.250032953,7.8553280142,41.7144554808,35.3437335628,7.5895,2.5368355188,25.5116087024,2577.1998720309
203.014778,705.155053,42.6393,35.1857,7.4536,2567.7895,25.3983,128.2638032,128.2638032,7.2755,0.108,7.4720778238,2615.1660415727,35.12,23.5689700229,2564.1150789835,7.8182760191,2.6398055919,7.5895,2.5302,76.9231619915,34.4899170071,18.4084701,0.4483684252,0.5337348332,0.2393098466,7.7799157869,41.7022905461,35.3282593278,7.5895,2.5457261094,25.5420295757,2556.032868044
203.285881,705.426156,42.7401,35.1967,7.5434,2583.8903,25.3983,125.2151168,125.2151168,7.3073,0.12,7.4594958388,2615.1660415727,35.12,23.5689700229,2564.1150789835,7.8182760191,2.6398055919,7.5895,2.4648,77.9152769983,33.8812521368,18.01103304,0.4348473553,0.5315928988,0.2311617661,7.6978230635,41.6877999856,35.2960272464,7.5895,2.5567210447,25.5737596299,2554.4190594365
203.481504,705.621779,42.4743,35.0953,7.379,2583.8903,25.3983,131.0933944,131.0933944,7.2745,0.108,7.4369115475,2615.1660415727,35.12,23.5689700229,2564.1150789835,7.8182760191,2.6398055919,7.5895,2.5909,76.0989773644,35.4718221142,18.84750205,0.466127448,0.5313372961,0.2476708979,7.6140968061,41.6801979281,35.24987847,7.5895,2.5693253586,25.6064178875,2569.507485965
203.710587,705.850862,42.5031,35.2694,7.2337,2583.9467,25.3215,127.7976432,127.7976432,7.2032,0.121,7.4144056374,2615.1660415727,35.12,23.5408044571,2541.9324082852,7.8182760191,2.6398055919,7.5895,2.5202,74.268439654,34.5807981855,18.15350464,0.4656190213,0.5249590985,0.2444309417,7.5351106886,41.6914471064,35.1999262919,7.5895,2.5827357053,25.6395611483,2583.8289577059
203.967927,706.108202,42.464,35.2273,7.2367,2583.9467,25.3215,127.485316,127.485316,7.1717,0.108,7.4033017631,2615.1660415727,35.12,23.5408044571,2541.9324082852,7.8468135508,2.6266808621,7.5895,2.5135,74.3014835858,34.4962854856,18.02606795,0.4642745181,0.5225509847,0.2426071066,7.4671746815,41.7244404851,35.1591986033,7.5895,2.5960066817,25.6726948096,2587.4658233185
204.182366,706.322641,42.7566,35.2816,7.475,2565.5058,25.5877,131.8858664,131.8858664,7.0748,0.116,7.4056725161,2615.1660415727,35.12,23.5408044571,2541.9324082852,7.8468135508,2.6266808621,7.5911,2.6079,77.73498417,35.4323432905,18.45037092,0.4558094874,0.5207211606,0.2373496453,7.4149936754,41.7687092927,35.1381876099,7.5911,2.6082670205,25.7052867208,2583.9734487218
204.42066,706.560935,42.3564,35.1527,7.2037,2565.5058,25.5877,129.3313096,129.3313096,6.9286,0.108,7.4155348201,2615.1660415727,35.12,23.5572803144,2518.6227441028,7.8468135508,2.6266808621,7.5819,2.5531,74.7152961395,34.7460382605,17.68940866,0.4650458481,0.5091057728,0.2367575259,7.3805019465,41.8070990011,35.1412692623,7.5819,2.6188831998,25.7367841754,2578.6295546657
204.663291,706.803566,42.3546,34.9456,7.409,2536.5964,25.3151,129.7415304,129.7415304,6.9754,0.112,7.4256436848,2615.1660415727,35.12,23.5572803144,2518.6227441028,7.8468135508,2.6266808621,7.5819,2.5619,76.1800473883,34.4634702274,17.87027726,0.4523949697,0.5185280862,0.2345794978,7.3623637106,41.8242224914,35.1641301849,7.5819,2.6275825851,25.7666342201,2571.0749025323
204.882162,707.022437,42.6894,35.2761,7.4133,2536.5964,25.3151,131.2285808,131.2285808,6.9683,0.107,7.429534662,2615.1660415727,35.12,23.5572803144,2518.6227441028,7.8468135508,2.6266808621,7.5819,2.5938,76.2273983862,34.8584780327,18.07437654,0.4572959168,0.5185073348,0.2371112871,7.356275743,41.8096345205,35.1931946936,7.5819,2.6344825721,25.7943041156,2559.1996473311
205.111486,707.251761,42.5794,35.2108,7.3686,2516.2587,25.2485,130.7391128,130.7391128,6.932,0.123,7.4227470452,2615.1660415727,35.12,23.5809278573,2499.729210735,7.8586681146,2.5973186285,7.5819,2.5833,75.535921068,34.4500169925,17.9074356,0.4560746266,0.519809195,0.2370717845,7.3560900606,41.7590606798,35.2114233367,7.5819,2.6399862997,25.8192972825,2544.2069628284
205.368189,707.508464,42.3155,35.2144,7.1011,2516.2587,25.2485,126.2406688,126.2406688,6.865,0.107,7.4073592608,2615.1660415727,35.12,23.5809278573,2499.729210735,7.8586681146,2.5973186285,7.5819,2.4868,72.5979981173,33.264668026,17.071882,0.4582036542,0.5132136592,0.235156374,7.355392516,41.6788431794,35.2096613349,7.5819,2.6446180437,25.8411636436,2530.034712875
205.583922,707.724197,42.332,34.9585,7.3735,2522.7893,25.4356,129.233416,129.233416,6.9714,0.119,7.3907571516,2615.1660415727,35.12,23.5809278573,2499.729210735,7.8586681146,2.5973186285,7.5819,2.551,76.1498829715,34.141643397,17.7840414,0.4483479431,0.5208900226,0.2335399702,7.3489063242,41.5900280873,35.1923932877,7.5819,2.6488119869,25.8595068783,2520.1184429203
205.824032,707.964307,42.4823,34.9963,7.486,2522.7893,25.4356,131.2285808,131.2285808,6.9858,0.108,7.3766303103,2615.1660415727,35.12,23.6090118661,2485.8115520544,7.8586681146,2.5973186285,7.5819,2.5938,77.3946140771,34.6687377603,18.11976804,0.4479476792,0.5226543916,0.2341218217,7.3333986511,41.5232918934,35.1704194782,7.5819,2.6527035191,25.8739914568,2516.28303102
206.068605,708.20888,42.6595,35.3244,7.3351,2532.5551,25.2809,127.7836584,127.7836584,6.8455,0.112,7.3620779255,2615.1660415727,35.12,23.6090118661,2485.8115520544,7.8586681146,2.5973186285,7.5819,2.5199,75.2644531875,33.8893187063,17.24997545,0.4502699119,0.5090092132,0.2291915336,7.3081096265,41.5017049192,35.1498219033,7.5819,2.6561166702,25.8843506124,2518.7348048184
206.286967,708.427242,42.4548,35.1784,7.2764,2532.5551,25.2809,130.422124,130.422124,6.8243,0.109,7.3457016974,2615.1660415727,35.12,23.6090118661,2485.8115520544,7.8699600474,2.558731111,7.5819,2.5765,74.6189302697,34.5890623413,17.58280895,0.4635427259,0.5083343624,0.235634696,7.2746006114,41.5224349172,35.1311678368,7.5819,2.6587639176,25.8903935644,2524.9642055904
206.516767,708.657042,42.4878,35.0629,7.4249,2506.9423,25.2845,126.6089352,126.6089352,6.9806,0.121,7.3333834313,2615.1660415727,35.12,23.6222023939,2471.5879520681,7.8699600474,2.558731111,7.6204,2.4947,76.2628405668,33.2381858712,17.41450282,0.435837239,0.5239306046,0.2283484681,7.2359659298,41.556648969,35.1166853101,7.6204,2.6604243318,25.8920091946,2529.9796986275
206.773507,708.913782,42.456,35.0886,7.3674,2506.9423,25.2845,130.2170136,130.2170136,6.9588,0.108,7.3327782404,2615.1660415727,35.12,23.6222023939,2471.5879520681,7.8699600474,2.558731111,7.743,2.5721,75.6304239856,34.1854016447,17.89872948,0.45200595,0.5235781538,0.2366604408,7.1958772164,41.5715338015,35.11140297,7.743,2.6609793043,25.889165708,2528.1989669521
206.987493,709.127768,42.6265,35.0379,7.5886,2552.6701,25.3784,129.140184,129.140184,7.1787,0.12,7.3450314304,2615.1660415727,35.12,23.6222023939,2471.5879520681,7.8699600474,2.558731111,7.743,2.549,78.3532097061,34.5211066676,18.2985063,0.4405831847,0.5300671985,0.2335386944,7.1580373271,41.553740108,35.1162970312,7.743,2.6603964913,25.8819080466,2519.2906469278
207.229108,709.369383,42.7236,35.1423,7.5813,2552.6701,25.3784,128.6041,128.6041,7.0952,0.108,7.3649665239,2615.1660415727,35.12,23.5659947162,2457.1597621012,7.8699600474,2.558731111,7.743,2.5375,78.2726221229,34.3778033798,18.00407,0.4392059758,0.5237120534,0.2300174635,7.1260642886,41.5121020264,35.1249621,7.743,2.6587557544,25.8703546883,2515.4470258345
207.473273,709.613548,42.588,35.1014,7.4866,2574.9304,25.4833,130.8323448,130.8323448,7.2045,0.113,7.3881058009,2615.1660415727,35.12,23.5659947162,2457.1597621012,7.8698468153,2.5282285789,7.743,2.5853,77.5464050966,35.278428995,18.62579385,0.4549331326,0.5279655127,0.2401890046,7.1034220197,41.4596373374,35.1286842894,7.743,2.6562922479,25.854694521,2530.4798525085
207.692253,709.832528,42.5739,35.0947,7.4792,2574.9304,25.4833,127.6205024,127.6205024,7.1114,0.109,7.4142922359,2615.1660415727,35.12,23.5659947162,2457.1597621012,7.8698468153,2.5282285789,7.743,2.5164,77.4643759072,34.4123682802,17.89512696,0.4442347579,0.5200202094,0.2310110519,7.0930875674,41.394815273,35.1233922438,7.743,2.653387855,25.835183797,2557.9044331949
207.922581,710.062856,42.6167,35.1381,7.4786,2567.8776,25.1881,132.4872128,132.4872128,7.2057,0.118,7.4438072968,2615.1660415727,35.12,23.5794093573,2447.4899876116,7.8698468153,2.5282285789,7.743,2.6208,76.5604501908,35.6268069172,18.88469856,0.4653421816,0.5300699163,0.2466638913,7.0969609102,41.3020091538,35.1116744985,7.743,2.6505078529,25.8121422944,2576.7444296905
208.17418,710.314455,42.5257,35.1032,7.4225,2567.8776,25.1881,130.2729528,130.2729528,7.0254,0.109,7.4727452998,2520.8882672287,35.12,23.5794093573,2447.4899876116,7.8698468153,2.5282285789,7.743,2.5733,75.9457840314,35.0313757671,18.07846182,0.4612682088,0.516064854,0.2380443108,7.1152840265,41.1698004759,35.0996851593,7.743,2.6481368673,25.7859464825,2577.9779502929
208.393876,710.534151,42.5098,35.0599,7.4499,2575.4609,25.4356,126.3618704,126.3618704,7.1762,0.119,7.4938063875,2520.8882672287,35.12,23.5794093573,2447.4899876116,7.8698468153,2.5282285789,7.743,2.4894,76.9951936956,34.0800029803,17.86443228,0.4426250698,0.5241910422,0.2320200966,7.1463283873,41.0063748099,35.0928070426,7.743,2.6467299216,25.757018138,2570.6584294298
208.629682,710.769957,42.4407,34.9859,7.4548,2575.4609,25.4356,127.3874224,127.3874224,7.1647,0.109,7.5001756488,2520.8882672287,35.12,23.6350537543,2447.7401840983,7.8657352775,2.5719397322,7.743,2.5114,77.0494086504,34.3565960309,17.99342758,0.4459034356,0.5237255624,0.2335310276,7.1865231114,40.8388015146,35.092487161,7.743,2.6465845936,25.7258109147,2567.0996973043
208.874264,711.014539,42.4737,35.1301,7.3436,2576.4343,25.7007,128.510868,128.510868,7.0883,0.113,7.4883961069,2520.8882672287,35.12,23.6350537543,2447.7401840983,7.8657352775,2.5719397322,7.743,2.5355,76.6092776944,34.6726907992,17.97238465,0.4525912767,0.5183440984,0.2345980172,7.2311052291,40.7013256606,35.0952564061,7.743,2.6476202283,25.6927996517,2570.8769509566
209.092666,711.232941,42.6033,35.2181,7.3852,2576.4343,25.7007,127.4573464,127.4573464,7.1201,0.109,7.4600072451,2620.8882672287,35.12,23.6350537543,2447.7401840983,7.8657352775,2.5719397322,7.743,2.5129,77.0743487553,34.3884469119,17.89209929,0.4461723967,0.5202939038,0.2321407781,7.2750588915,40.6222788374,35.0956644833,7.743,2.6492895813,25.6584745328,2576.6177722949
209.322196,711.462471,42.6466,35.176,7.4706,2570.2536,25.6009,129.2054464,129.2054464,7.1133,0.115,7.4228390042,2620.8882672287,35.12,23.662256215,2453.5905000136,7.8657352775,2.5719397322,7.743,2.5504,77.7260863439,34.7764634176,18.14176032,0.4474233176,0.5216677758,0.2334063269,7.3139267309,40.6152356257,35.0921793341,7.743,2.6507704244,25.6233386063,2578.2715534536
209.574119,711.714394,42.6033,35.0379,7.5654,2570.2536,25.6009,129.2474008,129.2474008,7.1683,0.109,7.3904024782,2620.8882672287,35.12,23.662256215,2453.5905000136,7.8657352775,2.5719397322,7.743,2.5513,78.7817962679,34.7877557098,18.28848379,0.4415709892,0.5257161152,0.2321409851,7.3443628994,40.674972184,35.0897044655,7.743,2.6512965666,25.5879053129,2575.4923019827
209.788926,711.929201,42.321,34.6719,7.6491,2572.634,25.3284,129.3173248,129.3173248,7.1507,0.121,7.3761865722,2620.8882672287,35.12,23.662256215,2453.5905000136,7.8595328484,2.5345765855,7.743,2.5528,78.8654073745,34.8388117607,18.25430696,0.4417502289,0.523964683,0.2314615187,7.3645192155,40.7779183282,35.0935535521,7.743,2.6504375675,25.5526926567,2571.7678244316
210.030975,712.17125,42.3876,34.8668,7.5208,2572.634,25.3284,128.0866624,128.0866624,7.0257,0.108,7.3838437732,2620.8882672287,35.12,23.6638455799,2460.1354912473,7.8595328484,2.5345765855,7.743,2.5264,77.4518434726,34.5072644157,17.74972848,0.4455318669,0.5143765749,0.2291711557,7.3742011432,40.8896057979,35.0994917153,7.743,2.6482254512,25.5182124025,2570.0506651617
210.276265,712.41654,42.3265,34.8057,7.5208,2553.4521,25.831,127.974784,127.974784,7.0745,0.116,7.4017538097,2620.8882672287,35.12,23.6638455799,2460.1354912473,7.8595328484,2.5345765855,7.743,2.524,78.9887465746,34.2200577448,17.856038,0.4332270004,0.5218003468,0.2260579991,7.374609996,40.975957008,35.0919456237,7.743,2.6450817538,25.4849556877,2570.3355360233
210.497544,712.637819,42.4676,35.0464,7.4212,2553.4521,25.831,130.1797208,130.1797208,7.0337,0.109,7.4097010069,2620.8882672287,35.12,23.6638455799,2460.1354912473,7.8595328484,2.5345765855,7.743,2.5713,77.8696138598,34.809650962,18.08575281,0.4470248308,0.5195614524,0.2322568703,7.3677206739,41.0120005531,35.0559282748,7.743,2.6416032679,25.4533802282,2568.7197431873
210.726972,712.867247,42.5825,35.036,7.5465,2554.2348,25.0129,126.8000608,126.8000608,7.1732,0.121,7.3938042022,2620.8882672287,35.12,23.6830144752,2466.4709859022,7.8595328484,2.5345765855,7.743,2.4988,76.7667008351,33.9163334877,17.92439216,0.4418104871,0.5284884985,0.2334917609,7.3556802503,40.9902784831,34.9925091394,7.743,2.6383586043,25.423903407,2561.7105333859
