t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
0,42.1707,34.8613,7.3094,3290.3791,26.269,100.7463784,100.7463784,11.6289,0.112,7.233498933,3200,35.12,18.85453904,3044.116247,3.16671186,2.043349349,3.2854,1.9399,77.91248378,34.7139472,14.55890311,0.445550514,0.649851282,11.77573206,42.35349893,34.99518563,3.2854,2.022047057,25.55201948,3286.236631
0.191396,42.4444,35.1167,7.3277,3290.3791,26.0692,101.170584,101.170584,11.5824,0.115,7.227887824,3200,35.12,18.85453904,3044.116247,3.16671186,2.043349349,3.2854,1.949,77.52740734,34.86011475,14.5740976,0.449648917,0.647562343,11.76330937,42.34788782,34.97192039,3.2854,2.026160501,25.5669666,3291.465261
0.429156,42.5397,35.1411,7.3986,3292.3618,26.0692,101.030736,101.030736,11.5402,0.115,7.224612351,3200,35.12,18.91416147,3060.22795,3.150658573,2.064767264,3.2854,1.946,78.33140534,34.83290444,14.4572292,0.444686321,0.644713083,11.75652634,42.34461235,34.95124559,3.2854,2.030748777,25.58355198,3294.511136
0.681539,42.2489,34.7819,7.467,3292.3618,26.2009,97.9028024,97.9028024,11.5645,0.11,7.223726077,3200,35.12,18.91416147,3060.22795,3.150658573,2.064767264,3.2854,1.8789,79.50669762,33.75447013,13.72853905,0.424548763,0.643723304,11.7555817,42.34372608,34.93645061,3.2854,2.035343213,25.60171612,3292.329951
0.897561,42.3204,35.0782,7.2422,3282.9235,26.2009,96.0148544,96.0148544,11.5972,0.112,7.22513713,3200,35.12,18.91416147,3060.22795,3.150658573,2.064767264,3.2854,1.8384,76.94461252,33.00865343,13.32029248,0.428992393,0.645900098,11.759505,42.34513713,34.92960315,3.2854,2.039438713,25.6213841,3289.730504
1.133775,42.3161,34.8815,7.4346,3282.9235,25.7824,99.981876,99.981876,11.5921,0.111,7.228583225,3200,35.12,18.95527957,3072.185997,3.130648631,2.0822738,3.2854,1.9235,77.87338804,34.37246367,14.29740435,0.441389087,0.648699627,11.76655267,42.34858323,34.93116241,3.2854,2.042414138,25.64246459,3289.126949
1.38235,42.2892,35,7.2892,3285.8566,25.7824,98.5321184,98.5321184,11.5493,0.11,7.233311326,3200,35.12,18.95527957,3072.185997,3.130648631,2.0822738,3.2854,1.8924,76.2427079,33.90432042,13.85589532,0.444689353,0.64463452,11.77475863,42.35331133,34.93985112,3.2854,2.043535183,25.664848,3287.461324
1.600681,42.4499,35.1442,7.3057,3285.8566,25.8304,99.4038376,99.4038376,11.5183,0.117,7.238081203,3200,35.12,18.95527957,3072.185997,3.130648631,2.0822738,3.2854,1.9111,76.57004581,34.20427385,14.01262313,0.446705673,0.643563527,11.78238639,42.3580812,34.95314399,3.2854,2.042176372,25.68840124,3284.08089
1.838084,42.4542,35.0666,7.3876,3279.0744,25.8304,99.3945144,99.3945144,11.5396,0.115,7.24163475,3200,35.12,19.00049127,3080.988796,3.113431906,2.098235377,3.2854,1.9109,77.49027513,34.13047279,14.05102164,0.440448466,0.646080169,11.78810477,42.36163475,34.9682026,3.2854,2.038120233,25.71296063,3282.619843
2.090944,42.2855,35.1075,7.178,3279.0744,26.0933,98.8584304,98.8584304,11.5224,0.116,7.243305321,3200,35.12,19.00049127,3080.988796,3.113431906,2.098235377,3.2854,1.8994,75.89992805,33.94639019,13.88564656,0.447251942,0.644712043,11.79098306,42.36330532,34.98283713,3.2854,2.031697974,25.73832777,3283.542627
2.313412,42.3082,34.9786,7.3296,3268.5217,26.0933,99.1474496,99.1474496,11.2513,0.117,7.24325519,3200,35.12,19.00049127,3080.988796,3.113431906,2.098235377,3.2854,1.9056,77.62064423,33.93606924,13.44047728,0.437204169,0.631790238,11.79043118,42.36325519,34.99599226,3.2854,2.023712332,25.76427145,3282.551592
2.551175,42.3992,35.1057,7.2935,3268.5217,26.0198,102.6576344,102.6576344,11.2072,0.116,7.242115536,3200,35.12,19.06933714,3087.501281,3.100474217,2.114050372,3.2854,1.9809,76.99340704,35.13753105,14.20034248,0.456370648,0.631812817,11.78595888,42.36211554,35.00754819,3.2854,2.01523705,25.79053583,3277.435517
2.803436,42.321,35.0397,7.2813,3228.393,26.0198,98.5973808,98.5973808,11.2345,0.115,7.24047406,3200,35.12,19.06933714,3087.501281,3.100474217,2.114050372,3.2854,1.8938,76.85532257,33.33345978,13.2758961,0.433716998,0.638274462,11.77671116,42.36047406,35.01778889,3.2854,2.0074236,25.8168516,3269.704785
3.026056,42.2092,35.1179,7.0913,3228.393,26.1937,99.6928568,99.6928568,11.1525,0.111,7.238658603,3200,35.12,19.06933714,3087.501281,3.100474217,2.114050372,3.0946,1.9173,75.20410696,33.70381449,13.38268825,0.448164547,0.634429324,11.7612202,42.3586586,35.02701697,3.0946,2.001341271,25.84294679,3258.702175
3.260815,42.401,35.2322,7.1688,3209.737,26.1937,98.1218976,98.1218976,10.957,0.113,7.236691533,3200,35.12,19.13440792,3089.874385,3.090805075,2.115542893,3.0946,1.8836,76.08714535,32.98101405,12.6386052,0.43346368,0.625772305,11.73772261,42.35669153,35.03548837,3.0946,1.997769958,25.86855631,3241.917904
3.512392,42.4206,35.069,7.3516,3209.737,25.93,102.6063568,102.6063568,10.9971,0.117,7.234321866,3200,35.12,19.13440792,3089.874385,3.090805075,2.115542893,3.0946,1.9798,77.38301546,34.48834336,13.77205858,0.445683632,0.631287457,11.70470526,42.35432187,35.04356742,3.0946,1.996992594,25.89343099,3222.921191
3.734649,42.5195,35.2206,7.2989,3161.6755,25.93,102.359292,102.359292,10.694,0.115,7.231359938,3200,35.12,19.13440792,3089.874385,3.090805075,2.115542893,3.0946,1.9745,76.78859443,33.89012609,13.115303,0.441343227,0.623051769,11.66121187,42.35135994,35.05185235,3.0946,1.998786981,25.91734479,3208.713407
3.972105,42.2483,35.0061,7.2422,3161.6755,25.3707,101.9211016,101.9211016,10.5293,0.111,7.228170956,3200,35.12,19.23630416,3086.11033,3.083804213,2.104156055,3.0946,1.9651,74.50655057,33.74504568,12.69112743,0.45291381,0.613160451,11.60681606,42.34817096,35.06103842,3.0946,2.002669389,25.94009696,3196.976634
4.220525,42.0742,34.8088,7.2654,3108.7163,25.3707,107.2819416,107.2819416,10.6305,0.117,7.225662643,3200,35.12,19.23630416,3086.11033,3.083804213,2.104156055,3.0946,2.0801,74.76258683,34.92499339,14.11250305,0.467145331,0.633142655,11.54136154,42.34566264,35.07148294,3.0946,2.008197463,25.96150683,3177.895641
4.444423,42.3088,35.2865,7.0223,3108.7163,25.5027,103.5200304,103.5200304,10.4761,0.116,7.224480417,3200,35.12,19.23630416,3086.11033,3.083804213,2.104156055,3.0946,1.9994,72.45474431,33.70032574,12.94591434,0.465122416,0.621534477,11.46480378,42.34448042,35.08266236,3.0946,2.015161382,25.98140259,3149.381713
4.680832,42.2923,34.9762,7.3161,3112.5075,25.5027,102.4804936,102.4804936,10.5988,0.114,7.224171851,3200,35.12,19.37194005,3073.024564,3.080106875,2.07069801,3.0946,1.9771,75.71400416,33.4025969,12.95488748,0.441168015,0.627343064,11.37752886,42.34417185,35.09305207,3.0946,2.023613805,25.99960903,3120.960067
4.961217,41.9043,34.8405,7.0638,3112.5075,25.5938,101.0587056,101.0587056,10.7082,0.108,7.223205645,3200,35.12,19.37194005,3073.024564,3.080106875,2.07069801,3.0946,1.9466,73.17558835,32.93917787,12.84458212,0.450138887,0.632820352,11.28104258,42.34320565,35.10073091,3.0946,2.033677787,26.01594084,3104.663413
5.147638,42.0699,34.89,7.1799,3123.9375,25.5938,103.2077032,103.2077032,10.6333,0.118,7.219518943,3200,35.12,19.37194005,3073.024564,3.080106875,2.07069801,3.0946,1.9927,74.46814036,33.76315848,13.18897691,0.453390649,0.627576858,11.1786105,42.33951894,35.10401795,3.0946,2.045195407,26.03020342,3105.001525
5.38938,41.9495,35.0599,6.8896,3123.9375,25.4498,101.2218616,101.2218616,10.6647,0.116,7.210832238,3200,35.12,19.52413594,3049.806874,3.078266472,2.04937328,3.0946,1.9501,70.83540298,33.11351429,12.79723147,0.467471249,0.628058722,11.07543556,42.33083224,35.1015708,3.0946,2.057502496,26.04219931,3114.892378
5.642473,42.1664,35.044,7.1224,3119.0588,25.4498,103.4407832,103.4407832,10.6129,0.111,7.194916434,3200,35.12,19.52413594,3049.806874,3.078266472,2.04937328,3.0946,1.9977,73.41260453,33.78656028,13.20139033,0.460228329,0.627509582,10.97805302,42.31491643,35.09250627,3.0946,2.069515238,26.05173642,3123.091009
5.860345,42.1627,35.0544,7.1083,3119.0588,25.3689,104.6574608,104.6574608,10.5364,0.115,7.170303384,3200,35.12,19.52413594,3049.806874,3.078266472,2.04937328,3.0946,2.0238,73.02364283,34.18396013,13.32356632,0.468121814,0.623788649,10.89303492,42.29030338,35.07696089,3.0946,2.080043036,26.05863525,3124.56876
6.097832,42.1157,35.0959,7.0198,3112.7185,25.3689,100.0191688,100.0191688,10.5371,0.114,7.137202804,3200,35.12,19.65285924,3020.343388,3.073105744,2.034909102,3.0946,1.9243,72.04702209,32.60256019,12.27654153,0.452517804,0.621930959,10.82550998,42.2572028,35.05655187,3.0946,2.0881446,26.06273432,3121.274273
6.346469,42.2819,35.2181,7.0638,3112.7185,25.4139,106.6805952,106.6805952,10.6155,0.111,7.097959726,3200,35.12,19.65285924,3020.343388,3.073105744,2.034909102,3.0946,2.0672,72.66123377,34.77393952,13.9443616,0.478576233,0.63105768,10.77805695,42.21795973,35.03424711,3.0946,2.093357382,26.0638943,3116.997148
6.564961,42.098,35.088,7.01,3116.5197,25.4139,103.5200304,103.5200304,10.5292,0.117,7.056717583,3200,35.12,19.65285924,3020.343388,3.073105744,2.034909102,3.0946,1.9994,72.06648353,33.78491922,13.05208248,0.468802106,0.623120699,10.75037494,42.17671758,35.01379848,3.0946,2.095745887,26.06200207,3114.03419
6.80364,42.2116,34.8228,7.3888,3116.5197,25.1905,99.678872,99.678872,10.6151,0.114,7.018465237,3200,35.12,19.72538793,2992.38021,3.061516069,2.014440685,3.0946,1.917,75.58374724,32.53131423,12.3491467,0.430400918,0.625524888,10.7397523,42.13846524,34.99892786,3.0946,2.095836837,26.05697508,3113.187063
7.077987,42.0668,35.0727,6.9941,3110.6108,25.1905,100.6904392,100.6904392,10.6023,0.116,6.987823862,3200,35.12,19.72538793,2992.38021,3.061516069,2.014440685,3.0946,1.9387,71.25875883,32.79914541,12.55467901,0.4602823,0.626683371,10.74197731,42.10782386,34.99222778,3.0946,2.094409936,26.04876474,3114.294473
7.277565,41.9911,35.08,6.9111,3110.6108,25.407,105.1748984,105.1748984,10.651,0.11,6.967907863,3200,35.12,19.72538793,2992.38021,3.061516069,2.014440685,3.0946,2.0349,70.95389057,34.25992392,13.6737199,0.482847715,0.632626037,10.752344,42.08790786,34.99420211,3.0946,2.092152947,26.03735739,3115.328702
7.51085,41.9398,35.066,6.8738,3124.1499,25.407,105.3520392,105.3520392,10.6211,0.117,6.959522922,3200,35.12,19.73850992,2970.619264,3.048450116,1.99664099,3.0946,2.0387,70.5416571,34.46699549,13.65323657,0.488604846,0.628231044,10.76654649,42.07952292,35.00325649,3.0946,2.089486277,26.02277434,3114.266636
7.790687,42.1823,34.923,7.2593,3124.1499,25.5319,101.2218616,101.2218616,10.616,0.116,6.960941158,3200,35.12,19.73850992,2970.619264,3.048450116,1.99664099,3.0946,1.9501,75.1698647,33.11576571,12.7022616,0.440545767,0.625148208,10.78127272,42.08094116,35.01660736,3.0946,2.086726705,26.00507399,3113.541655
7.98774,42.3577,35.1081,7.2496,3109.7685,25.5319,104.2985176,104.2985176,10.5409,0.113,6.968592159,3200,35.12,19.73850992,2970.619264,3.048450116,1.99664099,3.0946,2.0161,75.06213489,33.96524983,13.25150849,0.452495121,0.625683856,10.79437449,42.08859216,35.03122851,3.0946,2.084281053,25.9843566,3116.982582
8.223571,42.0949,34.9475,7.1474,3109.7685,25.501,100.3641272,100.3641272,10.5142,0.11,6.978631206,3200,35.12,19.70701538,2955.186781,3.039223179,1.980942603,3.0946,1.9317,73.83761439,32.68399909,12.31028014,0.442647008,0.621413557,10.80464965,42.09863121,35.04439597,3.0946,2.082580282,25.96076959,3121.099045
8.467924,42.3179,35.0208,7.2971,3101.9506,25.501,102.8394368,102.8394368,10.5535,0.111,6.988456326,3200,35.12,19.70701538,2955.186781,3.039223179,1.980942603,3.0946,1.9848,75.49819532,33.40590058,12.9465868,0.442472836,0.627032543,10.81143418,42.10845633,35.05402103,3.0946,2.081866154,25.93451112,3118.155962
8.68646,42.0992,35.2004,6.8988,3101.9506,25.0302,100.8815648,100.8815648,10.5239,0.113,6.997198322,3200,35.12,19.70701538,2955.186781,3.039223179,1.980942603,3.0946,1.9428,69.76768319,32.76991423,12.44583292,0.469700479,0.623920855,10.81429453,42.11719832,35.05890097,3.0946,2.082053706,25.90582977,3108.662619
8.919175,41.9563,34.8925,7.0638,3114.6179,25.0302,101.1845688,101.1845688,10.6158,0.117,7.005171378,3200,35.12,19.65209889,2944.102966,3.032813633,1.956202502,3.0946,1.9493,71.56419178,33.0025637,12.69337894,0.461160294,0.627023377,10.81300236,42.12517138,35.05888709,3.0946,2.082741726,25.87501808,3101.511204
9.200417,42.2263,35.0452,7.1811,3114.6179,25.381,104.3125024,104.3125024,10.4846,0.11,7.01286799,3200,35.12,19.65209889,2944.102966,3.032813633,1.956202502,3.0946,2.0164,73.86222262,34.02277685,13.14114744,0.460624872,0.621382186,10.80770889,42.13286799,35.05484709,3.0946,2.08334647,25.84239955,3102.635127
9.390913,42.2452,35.1534,7.0918,3105.3757,25.381,101.6460672,101.6460672,10.5051,0.111,7.020219544,3200,35.12,19.65209889,2944.102966,3.032813633,1.956202502,3.0946,1.9592,72.87630365,33.05470973,12.58159192,0.453572809,0.622652327,10.79905148,42.14021954,35.04827049,3.0946,2.083319626,25.80831378,3109.451298
9.624183,42.2074,34.9359,7.2715,3105.3757,25.5079,101.9071168,101.9071168,10.6078,0.113,7.026699866,3200,35.12,19.58949469,2935.741645,3.025062749,1.940585646,3.0946,1.9648,75.23457285,33.13960154,12.84220544,0.44048368,0.628921426,10.78802629,42.14669987,35.04078717,3.0946,2.082364083,25.77310668,3114.120409
9.873042,42.2098,35.1857,7.0241,3113.1403,25.5079,103.78108,103.78108,10.5503,0.116,7.031979264,3200,35.12,19.58949469,2935.741645,3.025062749,1.940585646,3.0946,2.005,72.48949014,33.83338859,13.1533515,0.466735088,0.625221191,10.77578632,42.15197926,35.03391174,3.0946,2.080513903,25.73712733,3111.747905
10.095473,42.3088,34.9731,7.3357,3113.1403,25.2502,100.5972072,100.5972072,10.9441,0.113,7.036317981,3200,35.12,19.58949469,2935.741645,3.025062749,1.940585646,3.0946,1.9367,75.17964556,32.79542285,13.19543847,0.43622742,0.646292581,10.76364589,42.15631798,35.02889551,3.0946,2.07805938,25.70072781,3106.829205
10.334337,42.2831,35.0617,7.2214,3161.4621,25.2502,102.5644024,102.5644024,10.9457,0.118,7.040504584,3200,35.12,19.54094785,2929.448716,3.015319576,1.919638311,3.0946,1.9789,73.92421676,33.95574404,13.66044573,0.459331807,0.637902256,10.75339725,42.16050458,35.02656571,3.0946,2.075410505,25.66426163,3108.773166
10.585147,42.1194,34.9334,7.186,3161.4621,25.1751,97.6417528,97.6417528,11.0729,0.113,7.045603597,3200,35.12,19.54094785,2929.448716,3.015319576,1.919638311,3.0946,1.8733,73.31668483,32.32601456,12.74286357,0.440909387,0.641677109,10.74776612,42.1656036,35.02716724,3.0946,2.072934104,25.62807792,3122.763619
10.804109,42.3094,34.9291,7.3803,3199.8771,25.1751,96.4530448,96.4530448,11.2506,0.113,7.052561592,3200,35.12,19.54094785,2929.448716,3.015319576,1.919638311,3.0946,1.8478,75.44445658,32.32048415,12.78885868,0.428401046,0.643210002,10.75055011,42.17256159,35.03020931,3.0946,2.070754129,25.59251209,3146.655755
11.041596,42.3894,35.0446,7.3448,3199.8771,25.4382,101.0587056,101.0587056,11.3336,0.112,7.061805487,3200,35.12,19.49467718,2926.140323,3.005908611,1.927589695,3.0946,1.9466,75.84008974,33.86379662,14.06198576,0.446515777,0.651491798,10.76615434,42.18180549,35.03443606,3.0946,2.068576889,25.55787615,3172.791472
11.290243,42.3027,35.1772,7.1255,3234.9458,25.4382,96.1500408,96.1500408,11.1782,0.117,7.073237103,3200,35.12,19.49467718,2926.140323,3.005908611,1.927589695,3.0946,1.8413,73.41344588,32.57205047,12.58241966,0.443679629,0.631904328,10.79869568,42.1932371,35.0381565,3.0946,2.065707229,25.52445202,3194.06382
11.513899,42.3711,35.0159,7.3552,3234.9458,25.5233,97.9727264,97.9727264,11.3965,0.115,7.086600771,3200,35.12,19.49467718,2926.140323,3.005908611,1.927589695,3.0946,1.8804,76.20926755,33.18950842,13.4299786,0.435504887,0.645685327,10.85089421,42.20660077,35.03998141,3.0946,2.061316385,25.49248993,3210.311737
11.750218,42.4322,35.1973,7.2349,3251.0029,25.5233,99.212712,99.212712,11.355,0.112,7.101745637,3200,35.12,19.39551918,2930.54988,2.997370175,1.945463083,3.0946,1.907,74.87364579,33.77639506,13.653985,0.451111933,0.641098168,10.92303562,42.22174564,35.03953286,3.0946,2.054768329,25.46221104,3225.510538
11.998445,42.3302,35.0929,7.2373,3251.0029,25.8479,99.7068416,99.7068416,11.3581,0.11,7.118627226,3200,35.12,19.39551918,2930.54988,2.997370175,1.945463083,3.0946,1.9176,75.85285788,33.94461863,13.78029256,0.447506127,0.641641987,11.01252312,42.23862723,35.03761102,3.0946,2.045848656,25.43381198,3239.88135
12.217195,42.42,35.165,7.255,3236.7766,25.8479,98.18716,98.18716,11.2774,0.109,7.137196207,3200,35.12,19.39551918,2930.54988,2.997370175,1.945463083,3.0946,1.885,76.05187002,33.28097506,13.257899,0.437608898,0.63874027,11.11419163,42.25719621,35.03583273,3.0946,2.034900712,25.40747052,3249.139476
12.450526,42.4872,35.1656,7.3216,3236.7766,25.22,98.5321184,98.5321184,11.3065,0.115,7.157260197,3200,35.12,19.23153663,2947.476555,2.988568525,1.962439616,3.0946,1.8924,74.9350445,33.39790025,13.3964206,0.445691338,0.640651671,11.22104673,42.2772602,35.03606807,3.0946,2.02280944,25.38335195,3249.824492
12.700183,42.4163,34.9749,7.4414,3239.7683,25.22,98.9003848,98.9003848,11.3106,0.113,7.17844588,3200,35.12,19.23153663,2947.476555,2.988568525,1.962439616,3.0946,1.9003,76.24930947,33.5537103,13.49353318,0.440052645,0.640570983,11.32519068,42.29844588,35.03987131,3.0946,2.010774794,25.36161165,3243.3271
12.921662,42.0754,34.8778,7.1976,3239.7683,25.783,96.742064,96.742064,11.3837,0.115,7.200218584,3200,35.12,19.23153663,2947.476555,2.988568525,1.962439616,3.0946,1.854,75.21715223,32.82146167,13.1053798,0.43635608,0.64303595,11.41895045,42.32021858,35.04790653,3.0946,1.999984928,25.34238941,3236.390678
13.158836,42.1903,35.014,7.1763,3244.1647,25.783,99.2686512,99.2686512,11.3578,0.114,7.221593105,3200,35.12,19.07713266,2973.684287,2.981250171,1.966360425,3.0946,1.9082,74.97826437,33.72435349,13.67295396,0.449788399,0.642649946,11.49611695,42.34159311,35.05940046,3.0946,1.991337633,25.32580009,3235.578803
13.408034,42.2513,35.0525,7.1988,3244.1647,25.7376,98.327008,98.327008,11.3422,0.115,7.240618529,3200,35.12,19.07713266,2973.684287,2.981250171,1.966360425,3.0946,1.888,75.09814087,33.40445081,13.4140736,0.444810623,0.641054503,11.55295508,42.36061853,35.07203038,3.0946,1.985287588,25.31192977,3240.180545
13.630106,42.3931,35.1833,7.2098,3230.5742,25.7376,96.742064,96.742064,11.2057,0.115,7.254455886,3200,35.12,19.07713266,2973.684287,2.981250171,1.966360425,3.0946,1.854,75.22129295,32.72831803,12.7753678,0.435093798,0.63478263,11.58858543,42.37445589,35.0826842,3.0946,1.98184351,25.30083884,3243.977465
13.869053,42.3234,35.2462,7.0772,3230.5742,25.8111,97.860848,97.860848,11.1869,0.113,7.260440694,3200,35.12,19.0076298,2999.448196,2.977391372,1.977368355,3.0946,1.878,73.94732385,33.10680819,13.0089982,0.447707996,0.634582412,11.60457122,42.38044069,35.08883461,3.0946,1.980651404,25.2925664,3242.368907
14.116332,42.3039,34.9316,7.3723,3236.6977,25.8111,97.8748328,97.8748328,11.3828,0.116,7.257382468,3200,35.12,19.0076298,2999.448196,2.977391372,1.977368355,3.0946,1.8783,77.2605933,33.17430169,13.38031324,0.429381917,0.644484199,11.60400252,42.37738247,35.08967525,3.0946,1.981087078,25.28713265,3236.090009
14.342815,42.39,35.0923,7.2977,3236.6977,26.0058,98.6673048,98.6673048,11.3431,0.117,7.246133012,3200,35.12,19.0076298,2999.448196,2.977391372,1.977368355,3.0946,1.8953,76.99949229,33.44290705,13.49857743,0.434326332,0.642844158,11.59072186,42.36613301,35.08625002,3.0946,1.98238539,25.28454024,3230.834236
14.580446,42.2727,35.0727,7.2,3249.6772,26.0058,98.093928,98.093928,11.3292,0.111,7.229249103,3200,35.12,19.03528927,3017.626097,2.973632066,1.98134661,3.0946,1.883,75.89427972,33.38189343,13.3328836,0.439847292,0.63905553,11.56903534,42.3492491,35.08057391,3.0946,1.983828835,25.28477615,3232.095208
14.829063,42.3656,35.08,7.2856,3249.6772,25.9326,99.9399216,99.9399216,11.2704,0.115,7.210177443,3200,35.12,19.03528927,3017.626097,2.973632066,1.98134661,3.0946,1.9226,76.6462638,34.01009502,13.66847104,0.443728022,0.637118803,11.54354164,42.33017744,35.07459412,3.0946,1.984921707,25.28781447,3239.233036
15.048517,42.2947,35.0391,7.2556,3238.2324,25.9326,96.0288392,96.0288392,11.3349,0.114,7.192363319,3200,35.12,19.03528927,3017.626097,2.973632066,1.98134661,3.0946,1.8387,76.30784978,32.56404231,12.84148063,0.426745642,0.640015156,11.51863633,42.31236332,35.06968094,3.0946,1.985469744,25.29361896,3246.602481
15.284862,42.1066,34.8259,7.2807,3238.2324,25.48,99.6648872,99.6648872,11.3861,0.11,7.178480328,3200,35.12,19.11907806,3027.944255,2.968244606,1.99576997,3.0946,1.9167,75.2542519,33.79705129,13.82373787,0.449104874,0.645729051,11.49785723,42.29848033,35.06649246,3.0946,1.985533508,25.3021428,3248.685419
15.533327,42.1505,34.9682,7.1823,3243.9445,25.48,95.1291504,95.1291504,11.355,0.119,7.169808957,3200,35.12,19.11907806,3027.944255,2.968244606,1.99576997,3.0946,1.8194,74.16362663,32.31585501,12.659287,0.435737254,0.639292601,11.4835165,42.28980896,35.06481868,3.0946,1.985284732,25.31332341,3244.315997
15.755947,42.4065,35.0654,7.3411,3243.9445,26.1603,101.6740368,101.6740368,11.2804,0.113,7.165901451,3200,35.12,19.11907806,3027.944255,2.968244606,1.99576997,3.0946,1.9598,77.95081587,34.53918612,14.10732792,0.443089476,0.640065109,11.47669518,42.28590145,35.06350504,3.0946,1.984867313,25.32707267,3238.866363
15.993459,42.3784,35.1399,7.2385,3233.4145,26.1603,99.7627808,99.7627808,11.3126,0.118,7.164982538,3200,35.12,19.19535549,3034.662836,2.962140273,2.001376778,3.0946,1.9188,76.78327763,33.77991444,13.70661688,0.439938428,0.642589457,11.47732285,42.28498254,35.06090583,3.0946,1.984378775,25.34326921,3238.554272
16.246662,42.313,34.9401,7.3729,3233.4145,25.5164,98.1498672,98.1498672,11.3683,0.115,7.165108853,3200,35.12,19.19535549,3034.662836,2.962140273,2.001376778,3.0946,1.8842,76.38512485,33.23377807,13.42015086,0.435081806,0.644529515,11.48424174,42.28510885,35.05582741,3.0946,1.98397985,25.36175929,3241.226034
16.468606,42.0381,34.9065,7.1316,3250.7819,25.5164,98.816476,98.816476,11.3374,0.112,7.165148447,3200,35.12,19.19535549,3034.662836,2.962140273,2.001376778,3.0946,1.8985,73.70683388,33.63921189,13.5240539,0.456392035,0.639850124,11.49546494,42.28514845,35.04816186,3.0946,1.983961743,25.38236257,3240.316104
16.702066,42.2892,34.9071,7.3821,3250.7819,25.9556,96.2199648,96.2199648,11.3142,0.113,7.164734244,3200,35.12,19.23323983,3041.024965,2.954239063,2.009568029,3.0946,1.8428,77.80377305,32.75530473,12.84980776,0.420998924,0.636532248,11.50868487,42.28473424,35.03862899,3.0946,1.984622703,25.40487364,3237.676108
16.984379,42.3772,34.8583,7.5189,3247.2492,25.9556,96.6301856,96.6301856,11.3435,0.115,7.163617662,3200,35.12,19.23323983,3041.024965,2.954239063,2.009568029,3.0946,1.8516,79.34830965,32.85920483,13.0036246,0.414113482,0.639200635,11.52176626,42.28361766,35.02801086,3.0946,1.986041749,25.42905977,3241.138557
17.173108,42.3436,35.0079,7.3357,3247.2492,26.0392,96.8492808,96.8492808,11.3584,0.109,7.161490679,3200,35.12,19.23323983,3041.024965,2.954239063,2.009568029,3.0946,1.8563,77.52880479,32.93370841,13.08459792,0.424793191,0.640213293,11.53303629,42.28149068,35.0166423,3.0946,1.987932089,25.45466303,3249.434109
17.407811,42.302,34.8699,7.4321,3245.0673,26.0392,96.345828,96.345828,11.3528,0.11,7.158433838,3200,35.12,19.24251513,3047.033884,2.943008417,2.024104851,3.0946,1.8455,78.62071193,32.74049484,12.9515924,0.416436001,0.639929008,11.54143921,42.27843384,35.00446287,3.0946,1.989671862,25.48140923,3252.796972
17.651275,42.2122,35.0923,7.1199,3245.0673,25.7478,98.093928,98.093928,11.3315,0.111,7.155182769,3200,35.12,19.24251513,3047.033884,2.943008417,2.024104851,3.0946,1.883,74.24421643,33.33453882,13.3372145,0.448984991,0.640093286,11.54660826,42.27518277,34.99141933,3.0946,1.990504428,25.50901897,3248.505443
17.869419,42.2678,34.9603,7.3075,3241.9255,25.7478,99.6509024,99.6509024,11.3056,0.109,7.152758377,3200,35.12,19.24251513,3047.033884,2.943008417,2.024104851,3.0946,1.9164,76.34535161,33.83084799,13.66605184,0.443129114,0.640422961,11.54878489,42.27275838,34.97787806,3.0946,1.989823119,25.53721593,3243.554297
18.098801,42.2752,35.0226,7.2526,3241.9255,26.0517,98.4342248,98.4342248,11.3868,0.114,7.151850013,3200,35.12,19.2419488,3052.221773,2.92792647,2.030398714,3.0946,1.8903,76.6243101,33.41779368,13.52446804,0.436125215,0.644102009,11.54858458,42.27185001,34.96481953,3.0946,1.987438702,25.56573016,3242.676791
18.351394,41.9783,34.8442,7.1341,3241.7451,26.0517,96.8073264,96.8073264,11.3377,0.115,7.152447446,3200,35.12,19.2419488,3052.221773,2.92792647,2.030398714,3.0946,1.8554,75.28143552,32.86364318,13.03596858,0.43654379,0.640098496,11.54676687,42.27244745,34.95366659,3.0946,1.983702877,25.59429943,3243.427541
18.575087,42.3289,35.044,7.2849,3241.7451,25.9485,96.4250752,96.4250752,11.3309,0.111,7.153748966,3200,35.12,19.2419488,3052.221773,2.92792647,2.030398714,3.0946,1.8472,76.68535659,32.73387855,12.93043848,0.426859573,0.639412114,11.5441215,42.27374897,34.9457544,3.0946,1.97936706,25.6226728,3242.72285
18.807276,42.2733,35.0348,7.2385,3241.7451,25.9485,96.3831208,96.3831208,11.3331,0.118,7.154324283,3200,35.12,19.25047019,3056.990226,2.909341646,2.039036129,3.0946,1.8463,76.16162199,32.71963609,12.92430253,0.429607921,0.639502911,11.54138703,42.27432428,34.94181358,3.0946,1.975231963,25.65061656,3241.342585
