t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
125.339817,41.7614,33.863,7.8984,3083.0363,25.0827,116.5631872,116.5631872,10.2672,0.114,6.841749776,3200,35.12,19.77193353,2847.935391,5.092083493,2.047161153,5.3426,2.2792,80.82042215,37.63298519,15.40100224,0.465637078,0.621821578,10.50117525,41.96174978,34.00220837,5.3426,2.322376029,25.42384864,3100.216354
125.593146,42.2202,34.3335,7.8867,3102.6271,25.0827,114.9502736,114.9502736,10.1377,0.117,6.93668744,3200,35.12,19.77193353,2847.935391,5.092083493,2.047161153,5.3426,2.2446,80.69276617,37.3480738,14.75508142,0.462842899,0.609270549,10.54624102,42.05668744,34.06026152,5.3426,2.324891055,25.41662639,3094.808876
125.815147,42.1237,34.2479,7.8758,3102.6271,25.0111,117.2437808,117.2437808,10.1069,0.116,7.00666138,3200,35.12,19.77193353,2847.935391,5.092083493,2.047161153,5.2002,2.2938,80.34383617,38.09324885,15.18320722,0.474127832,0.608590969,10.56497309,42.12666138,34.10728836,5.2002,2.331375417,25.40819851,3088.340916
126.052592,42.0448,34.2748,7.77,3081.8127,25.0111,114.992228,114.992228,10.0507,0.117,7.048466542,3200,35.12,19.46309064,2866.436048,4.984661771,2.020700232,5.2002,2.2455,79.19277211,37.11105892,14.56884685,0.468616743,0.608143435,10.56014274,42.16846654,34.14213956,5.2002,2.340772264,25.39864396,3089.651397
126.309309,42.1139,34.3994,7.7145,3081.8127,25.17,114.6053152,114.6053152,10.1525,0.113,7.063153931,3200,35.12,19.46309064,2866.436048,4.984661771,2.020700232,5.2002,2.2372,79.08824276,36.98619184,14.713173,0.467657272,0.614098718,10.53636974,42.18315393,34.16549641,5.2002,2.351601993,25.38805296,3096.56849
126.527787,42.0815,34.328,7.7535,3088.538,25.17,117.06664,117.06664,10.1386,0.109,7.055451622,3200,35.12,19.46309064,2866.436048,4.984661771,2.020700232,5.0788,2.29,79.51524373,37.86297373,15.217394,0.476172517,0.613195207,10.49927707,42.17545162,34.17983335,5.0788,2.362258954,25.37652254,3095.329716
126.762504,42.1701,34.4129,7.7572,3088.538,25.478,118.2693328,118.2693328,10.1063,0.11,7.032373493,3200,35.12,19.32882624,2875.968558,4.884779654,1.996434264,5.0788,2.3158,80.52926112,38.2519618,15.40416954,0.475006988,0.611842333,10.45483007,42.15237349,34.18886641,5.0788,2.37130653,25.36415546,3085.144222
127.033669,42.3668,34.4996,7.8672,3078.8176,25.478,118.0502376,118.0502376,10.0584,0.114,7.001780062,3200,35.12,19.32882624,2875.968558,4.884779654,1.996434264,5.0788,2.3111,81.74836033,38.06093418,15.24596824,0.465586515,0.610756639,10.40879416,42.12178006,34.19673719,5.0788,2.37779243,25.35106326,3079.932622
127.228125,41.9642,34.141,7.8232,3078.8176,24.893,112.7639832,112.7639832,10.5364,0.115,6.971279013,3200,35.12,19.32882624,2875.968558,4.884779654,1.996434264,5.0788,2.1977,79.39489438,36.35657691,15.15584628,0.457920842,0.636909419,10.36621255,42.09127901,34.20717345,5.0788,2.381464984,25.33737169,3083.718928
127.465713,42.2141,34.2443,7.9698,3136.0937,24.893,115.9198864,115.9198864,10.5937,0.11,6.947283986,3200,35.12,19.3480954,2877.304719,4.78895807,1.972630888,5.0788,2.2654,80.98231583,38.06936163,15.99896798,0.470094751,0.630401114,10.33127879,42.06728399,34.22264328,5.0788,2.382675273,25.32322343,3087.659913
127.737622,42.2275,34.2999,7.9276,3136.0937,25.2188,114.6752392,114.6752392,10.4855,0.11,6.934069121,3200,35.12,19.3480954,2877.304719,4.78895807,1.972630888,5.0788,2.2387,81.57928098,37.66060584,15.47388885,0.461644248,0.623300882,10.30781895,42.05406912,34.24356595,5.0788,2.382008583,25.30877289,3093.063092
127.929811,42.2141,34.4068,7.8073,3148.9924,25.2188,113.1462344,113.1462344,10.5717,0.114,6.933272467,3200,35.12,19.3480954,2877.304719,4.78895807,1.972630888,4.8944,2.2059,80.25959356,37.31129603,15.32011303,0.464882693,0.625014822,10.29962752,42.05327247,34.26814126,4.8944,2.379958484,25.29417637,3111.619583
128.166002,42.1493,34.2113,7.938,3148.9924,25.4591,111.845648,111.845648,10.5273,0.112,6.944194037,3200,35.12,19.35030456,2875.799442,4.700066622,1.969918702,4.8606,2.178,82.47179257,36.88241243,14.9284594,0.44721245,0.621663766,10.30986982,42.06419404,34.29319164,4.8606,2.376800298,25.27958542,3139.072641
128.438713,41.988,34.2107,7.7773,3166.7929,25.4591,107.1700632,107.1700632,10.5702,0.11,6.964422099,3200,35.12,19.35030456,2875.799442,4.700066622,1.969918702,4.8606,2.0777,80.69212061,35.54035544,13.96170454,0.440443939,0.61793711,10.33993127,42.0844221,34.31539477,4.8606,2.372541791,25.26514698,3155.932104
128.629043,42.1591,34.1795,7.9796,3166.7929,25.1389,109.7152968,109.7152968,10.8018,0.11,6.990288839,3200,35.12,19.35030456,2875.799442,4.700066622,1.969918702,4.8606,2.1323,81.88944684,36.38442051,15.03267814,0.44431147,0.633036828,10.38866607,42.11028884,34.33202504,4.8606,2.366854201,25.25100755,3157.461863
128.862282,41.886,34.0475,7.8385,3205.3474,25.1389,109.002072,109.002072,10.9944,0.114,7.0172762,3200,35.12,19.29026774,2880.928916,4.617885136,1.967021247,4.8606,2.117,80.34648808,36.58798369,15.2751448,0.45537751,0.636141773,10.45262678,42.1372762,34.34109789,4.8606,2.359080537,25.23731607,3159.074064
129.111384,42.0534,34.1111,7.9423,3205.3474,25.362,109.305076,109.305076,10.973,0.112,7.040621248,3200,35.12,19.29026774,2880.928916,4.617885136,1.967021247,4.8606,2.1235,82.20468714,36.68969098,15.3011655,0.446321156,0.635087538,10.52724887,42.16062125,34.3412961,4.8606,2.348460914,25.22422199,3172.774158
129.333433,42.2507,34.273,7.9777,3224.039,25.362,108.512604,108.512604,10.9054,0.118,7.056115558,3200,35.12,19.29026774,2880.928916,4.617885136,1.967021247,4.6802,2.1065,82.59522918,36.63608767,14.9722251,0.44356179,0.627038163,10.60824615,42.17611556,34.33197252,4.6802,2.334512833,25.21187008,3194.6376
129.570942,42.2721,34.389,7.8831,3224.039,25.5131,111.1743776,111.1743776,10.8479,0.111,7.061096616,3200,35.12,19.13215499,2895.624398,4.533531143,1.981876763,4.6802,2.1636,82.03743973,37.5347572,15.47051644,0.457532041,0.625300873,10.69223784,42.18109662,34.31346162,4.6802,2.317337862,25.20039688,3213.385906
129.819761,42.3161,34.3298,7.9863,3215.4616,25.5131,112.1206824,112.1206824,10.9358,0.113,7.055451794,3200,35.12,19.13215499,2895.624398,4.533531143,1.981876763,4.6802,2.1839,83.18275212,37.75353977,15.88269362,0.453862595,0.632594818,10.77640262,42.17545179,34.28766513,4.6802,2.297741139,25.18993067,3222.561598
130.03795,42.1322,34.0824,8.0498,3215.4616,24.6663,110.9692672,110.9692672,11.278,0.112,7.041950282,3200,35.12,19.13215499,2895.624398,4.533531143,1.981876763,4.6802,2.1592,81.10318266,37.36583254,16.3514576,0.460719682,0.651703868,10.85794643,42.16195028,34.25827583,4.6802,2.277196396,25.18059261,3223.236891
130.27662,42.0803,34.1459,7.9344,3277.5227,24.6663,106.9369832,106.9369832,11.3037,0.112,7.025354218,3200,35.12,19.00444319,2920.503794,4.441564385,1.988993881,4.6802,2.0727,79.86498251,36.70305832,15.42917899,0.459563843,0.638344053,10.93429778,42.14535422,34.22996119,4.6802,2.257625275,25.17249295,3221.334047
130.552954,42.1261,34.127,7.9991,3277.5227,25.4313,105.8181992,105.8181992,11.3396,0.114,7.010632372,3200,35.12,19.00444319,2920.503794,4.441564385,1.988993881,4.6802,2.0487,83.05765071,36.31906774,15.23143852,0.437275404,0.639648536,11.00403221,42.13063237,34.20676848,4.6802,2.240909852,25.16571865,3228.168934
130.742395,42.1811,34.2339,7.9472,3287.6989,25.4313,108.3447864,108.3447864,11.2847,0.117,7.001289305,3200,35.12,19.00444319,2920.503794,4.441564385,1.988993881,4.5175,2.1029,82.48351184,37.301704,15.73059563,0.452232248,0.636179935,11.06756149,42.1212893,34.19085807,4.5175,2.228272504,25.16031962,3252.042224
130.983866,42.0314,33.9443,8.0871,3287.6989,25.2041,108.1023832,108.1023832,11.3614,0.113,6.998644831,3200,35.12,18.89569401,2949.354174,4.34286609,2.018335898,4.5175,2.0977,83.2804189,37.21824773,15.83280878,0.446902744,0.64035279,11.1268169,42.11864483,34.18226961,4.5175,2.219906731,25.15630538,3281.756083
131.232398,42.208,34.2033,8.0047,3294.8093,25.2041,107.1281088,107.1281088,11.3172,0.117,7.00204918,3200,35.12,18.89569401,2949.354174,4.34286609,2.018335898,4.5175,2.0768,82.37702025,36.96258521,15.50356096,0.448700197,0.63587438,11.18417742,42.12204918,34.17939944,4.5175,2.215096229,25.15365197,3296.201333
131.456279,42.3381,34.4471,7.891,3294.8093,25.0347,106.5267624,106.5267624,11.49,0.115,7.009595845,3200,35.12,18.89569401,2949.354174,4.34286609,2.018335898,4.5175,2.0639,80.58517339,36.75510169,15.714211,0.456102533,0.645195086,11.24142171,42.12959584,34.1797359,4.5175,2.212635835,25.15230982,3293.151044
131.692639,42.1738,34.0316,8.1422,3340.1115,25.0347,104.7087384,104.7087384,11.6899,0.117,7.019099981,3200,35.12,18.82788502,2979.350351,4.242914804,2.040743874,4.5175,2.0249,83.32071333,36.62456787,15.67087851,0.439561382,0.646311476,11.29928395,42.13909998,34.18087254,4.5175,2.211213158,25.15220706,3290.334108
131.949457,42.1298,34.1954,7.9344,3340.1115,25.1191,107.3192344,107.3192344,11.6108,0.114,7.028968746,3200,35.12,18.82788502,2979.350351,4.242914804,2.040743874,4.5175,2.0809,81.33106636,37.53765582,16.16091372,0.46154142,0.643644713,11.35775886,42.14896875,34.18142975,4.5175,2.209623146,25.1532495,3301.812095
132.167698,42.39,34.4801,7.9099,3343.6213,25.1191,107.347204,107.347204,11.4877,0.109,7.038444906,3200,35.12,18.82788502,2979.350351,4.242914804,2.040743874,4.32,2.0815,81.06336462,37.58689388,15.91164755,0.463673005,0.636169821,11.41669994,42.15844491,34.1812001,4.32,2.206910477,25.15532017,3324.908007
132.401143,42.2324,34.4471,7.7853,3343.6213,25.1112,105.1609136,105.1609136,11.4626,0.112,7.047383496,3200,35.12,18.73113976,3008.60774,4.143140144,2.083260831,4.32,2.0346,79.67684367,36.82137915,15.32180596,0.462134009,0.633376764,11.47592779,42.1673835,34.18086113,4.32,2.202527671,25.15828106,3344.838295
132.649911,42.2,34.232,7.968,3316.7778,25.1112,102.0050104,102.0050104,11.478,0.114,7.05607276,3200,35.12,18.73113976,3008.60774,4.143140144,2.083260831,4.32,1.9669,81.67250595,35.42962045,14.5760782,0.43380107,0.637209146,11.53468578,42.17607276,34.18193104,4.32,2.196409091,25.16197699,3349.239156
132.872152,42.2067,34.2217,7.985,3316.7778,25.2588,103.2729656,103.2729656,11.4173,0.114,7.065026104,3200,35.12,18.73113976,3008.60774,4.143140144,2.083260831,4.32,1.9941,82.33935041,35.87002207,14.76723793,0.435636447,0.634714913,11.59111912,42.1850261,34.18651083,4.32,2.188810254,25.16624086,3339.037392
133.105725,42.0968,34.254,7.8428,3297.0378,25.2588,110.2746888,110.2746888,11.3856,0.115,7.074537542,3200,35.12,18.68058404,3038.488108,4.044808415,2.105950445,4.32,2.1443,80.7769464,38.0739894,16.41414208,0.471347223,0.641228893,11.64234074,42.19453754,34.19629456,4.32,2.180044035,25.17089988,3323.57972
133.358165,42.3094,34.496,7.8134,3297.0378,25.3206,106.787812,106.787812,11.4301,0.111,7.084285515,3200,35.12,18.68058404,3038.488108,4.044808415,2.105950445,4.32,2.0695,80.65076208,36.87009291,15.65459195,0.457157403,0.641565835,11.68500181,42.20428551,34.21156834,4.32,2.170457318,25.17578307,3310.111994
133.576726,41.9385,34.3377,7.6008,3294.2331,25.3206,105.2308376,105.2308376,11.3321,0.11,7.093310004,3200,35.12,18.68058404,3038.488108,4.044808415,2.105950445,4.1208,2.0361,78.30913201,36.30161707,15.07328881,0.46356812,0.635599477,11.71604851,42.21331,34.23116955,4.1208,2.160663422,25.18072956,3300.787465
133.812213,41.9886,34.1972,7.7914,3294.2331,25.3551,107.7853944,107.7853944,11.2315,0.116,7.100213363,3200,35.12,18.66243529,3064.560248,3.951223149,2.119174018,4.1208,2.0909,80.5180072,37.18286581,15.48394335,0.461795654,0.631579703,11.73338599,42.22021336,34.25324244,4.1208,2.151626118,25.18559633,3295.374065
134.062157,42.3112,34.4343,7.8769,3256.0949,25.3551,105.5151952,105.5151952,11.1047,0.11,7.103315505,3200,35.12,18.66243529,3064.560248,3.951223149,2.119174018,4.1208,2.0422,81.4610089,35.97830327,14.67801834,0.441662874,0.630324842,11.73615401,42.2233155,34.27585155,4.1208,2.14440699,25.19026427,3292.209227
134.281183,42.0644,34.2363,7.8281,3256.0949,25.3275,105.3240696,105.3240696,11.1777,0.117,7.101014517,3200,35.12,18.66243529,3064.560248,3.951223149,2.119174018,4.1208,2.0381,80.83469348,35.91313375,14.78127037,0.444278715,0.634343706,11.7245327,42.22101452,34.29713476,4.1208,2.139817075,25.19464233,3285.741342
134.518771,41.8622,33.9944,7.8678,3246.8083,25.3275,108.838916,108.838916,11.2326,0.11,7.092471919,3200,35.12,18.74812046,3082.833549,3.864484688,2.129407847,4.1208,2.1135,81.27207846,37.00577234,15.7401001,0.45533193,0.641524243,11.69944555,42.21247192,34.31534014,4.1208,2.138196684,25.19866934,3270.831408
134.767223,41.9447,34.21,7.7347,3246.8083,25.3034,106.088572,106.088572,11.1843,0.117,7.07787163,3200,35.12,18.74812046,3082.833549,3.864484688,2.129407847,4.1208,2.0545,79.72974407,36.07064171,14.97814435,0.452411357,0.637031759,11.66258364,42.19787163,34.32875856,4.1208,2.139386729,25.20231362,3252.837462
134.991078,42.2458,34.3115,7.9343,3249.4562,25.3034,105.8042144,105.8042144,11.0925,0.11,7.057958748,3200,35.12,18.74812046,3082.833549,3.864484688,2.129407847,4.1208,2.0484,81.92669548,36.00329689,14.721877,0.439457453,0.631105453,11.61663046,42.17795875,34.33560331,4.1208,2.142865781,25.20557048,3243.367333
135.223234,41.9697,34.3054,7.6643,3249.4562,25.5394,106.4754848,106.4754848,11.2088,0.112,7.033753878,3200,35.12,18.89705098,3089.681174,3.7814917,2.131621258,4.1208,2.0628,79.69126446,36.2317183,15.12151264,0.454651066,0.638156668,11.56519376,42.15375388,34.33440383,4.1208,2.147907079,25.20845874,3244.940638
135.471514,41.9978,34.2919,7.7059,3248.5732,25.5394,104.7087384,104.7087384,11.1304,0.115,7.006813074,3200,35.12,18.89705098,3089.681174,3.7814917,2.131621258,4.1208,2.0249,80.15341669,35.62084369,14.53794696,0.4444083,0.632717943,11.51232566,42.12681307,34.32491281,4.1208,2.153661796,25.21101785,3249.633831
135.693547,41.8836,34.2467,7.6369,3248.5732,25.407,106.2563896,106.2563896,11.1029,0.11,6.979241081,3200,35.12,18.89705098,3089.681174,3.7814917,2.131621258,3.9102,2.0581,78.97531294,36.14733882,14.85087849,0.457704281,0.632159358,11.46193957,42.09924108,34.30865516,3.9102,2.159229286,25.21330705,3250.878175
135.926696,41.9263,34.5442,7.3821,3215.9028,25.407,105.832184,105.832184,10.8427,0.112,6.953066636,3200,35.12,19.00273241,3086.113321,3.695327438,2.14301746,3.8348,2.049,76.1593052,35.6409515,14.2166923,0.467978948,0.62334734,11.41723856,42.07306664,34.28864947,3.8348,2.163769219,25.21540496,3248.094963
136.209077,42.0173,34.5259,7.4914,3215.9028,25.276,109.1139504,109.1139504,10.7657,0.116,6.929573495,3200,35.12,19.00273241,3086.113321,3.695327438,2.14301746,3.8348,2.1194,76.9683606,36.74614722,14.81682458,0.477418863,0.620931072,11.38001181,42.0495735,34.26877128,3.8348,2.166657167,25.21740683,3240.896954
136.398714,41.8298,34.3316,7.4982,3161.249,25.276,108.4007256,108.4007256,10.743,0.115,6.909149948,3200,35.12,19.00273241,3086.113321,3.695327438,2.14301746,3.8348,2.1041,77.04312559,35.88554214,14.6043463,0.465785128,0.629901207,11.34992912,42.02914995,34.25323727,3.8348,2.167669156,25.21941833,3226.315844
136.636209,42.1707,34.4324,7.7383,3161.249,25.6907,106.5127776,106.5127776,10.7513,0.114,6.891596775,3200,35.12,19.07723354,3078.304268,3.603052657,2.134762652,3.8348,2.0636,80.99033782,35.26054598,14.18638268,0.435367316,0.629212681,11.3243781,42.01159677,34.24596654,3.8348,2.167107506,25.22154759,3203.264626
136.888641,41.8707,34.5815,7.2892,3154.8659,25.6907,103.5060456,103.5060456,10.7981,0.118,6.876582368,3200,35.12,19.07723354,3078.304268,3.603052657,2.134762652,3.8348,1.9991,75.97153624,34.19599448,13.58648171,0.450115875,0.631257609,11.29924143,41.99658237,34.24962995,3.8348,2.165704573,25.22389952,3176.466928
137.111345,41.7925,34.5088,7.2837,3154.8659,25.5181,108.5498968,108.5498968,10.799,0.115,6.863954398,3200,35.12,19.07723354,3078.304268,3.603052657,2.134762652,3.8348,2.1073,75.40007935,35.86236582,14.7567327,0.475627693,0.634557486,11.27036234,41.9839544,34.26499778,3.8348,2.164268904,25.22657521,3155.992111
137.350433,41.7644,34.4642,7.3002,3164.2365,25.5181,108.7550072,108.7550072,10.7148,0.116,6.853577866,3200,35.12,19.17337965,3067.36123,3.51225634,2.110433913,3.8348,2.1117,75.58323204,36.0368494,14.62644316,0.476783652,0.627869626,11.23498647,41.97357787,34.29104777,3.8348,2.163343064,25.22967449,3149.890614
137.602193,42.0198,34.8491,7.1707,3164.2365,25.2863,109.468232,109.468232,10.6881,0.112,6.844830839,3200,35.12,19.17337965,3067.36123,3.51225634,2.110433913,3.8348,2.127,73.47223946,36.2731822,14.7335887,0.49369915,0.62673268,11.19251968,41.96483084,34.32550086,3.8348,2.163176498,25.23329628,3155.466751
137.820047,41.7449,34.5002,7.2447,3156.1406,25.2863,108.0184744,108.0184744,10.6738,0.119,6.836497456,3200,35.12,19.17337965,3067.36123,3.51225634,2.110433913,3.6142,2.0959,74.28619004,35.70121518,14.37121742,0.480590203,0.626623416,11.14438388,41.95649746,34.36548898,3.6142,2.163936095,25.23753407,3162.628909
138.061713,41.9385,34.4654,7.4731,3156.1406,25.5044,104.5315976,104.5315976,10.5828,0.113,6.827286131,3200,35.12,19.27603058,3049.388937,3.432965663,2.106332239,3.5706,2.0211,77.46084124,34.54876659,13.38889708,0.446015897,0.619092928,11.09326517,41.94728613,34.40819852,3.5706,2.165817155,25.24246797,3164.218639
138.314612,41.6722,34.4416,7.2306,3123.3002,25.5044,104.969788,104.969788,10.4301,0.114,6.816350922,3200,35.12,19.27603058,3049.388937,3.432965663,2.106332239,3.5706,2.0305,74.77049679,34.33259786,13.17831805,0.459173061,0.616857429,11.04217164,41.93635092,34.45101804,3.5706,2.168888747,25.24815726,3159.108818
138.534768,42.0363,34.6823,7.354,3123.3002,25.3482,105.99534,105.99534,10.5026,0.113,6.8034128,3200,35.12,19.27603058,3049.388937,3.432965663,2.106332239,3.5706,2.0525,75.67321012,34.66802641,13.5565865,0.458128132,0.621800221,10.99353056,41.9234128,34.49121835,3.5706,2.172831689,25.25463673,3148.399538
138.770087,41.8115,34.3646,7.4469,3117.7888,25.3482,107.8693032,107.8693032,10.5462,0.115,6.788726809,3200,35.12,19.40299369,3026.287503,3.367032319,2.086019736,3.5706,2.0927,76.69754951,35.21868883,14.07003274,0.459189232,0.626656854,10.94859024,41.90872681,34.52595149,3.5706,2.176875654,25.26191637,3133.791827
139.02274,42.0277,34.7648,7.2629,3117.7888,25.3655,105.1888832,105.1888832,10.4632,0.111,6.773154944,3200,35.12,19.40299369,3026.287503,3.367032319,2.086019736,3.5706,2.0352,74.71967897,34.34354757,13.29470464,0.459631894,0.62004965,10.90745093,41.89315494,34.55282547,3.5706,2.180059884,25.2699814,3120.473043
139.241092,41.743,34.5338,7.2092,3109.7685,25.3655,102.6063568,102.6063568,10.4881,0.118,6.75817478,3200,35.12,19.40299369,3026.287503,3.367032319,2.086019736,3.5706,1.9798,74.12716479,33.41419057,12.76434038,0.450768496,0.621422815,10.86961389,41.87817478,34.57056361,3.5706,2.181590848,25.27879156,3114.52948
139.478634,42.0357,34.8057,7.23,3109.7685,25.6387,103.4128136,103.4128136,10.422,0.113,6.745557704,3200,35.12,19.5092418,3001.845608,3.308815352,2.062580535,3.5706,1.9971,75.15752856,33.67681661,12.8137762,0.448083076,0.618044646,10.834528,41.8655577,34.57942544,3.5706,2.180982689,25.28828164,3114.682928
139.732437,41.9465,34.6719,7.2746,3107.6647,25.6387,108.0324592,108.0324592,10.4915,0.117,6.736868873,3200,35.12,19.5092418,3001.845608,3.308815352,2.062580535,3.5706,2.0962,75.65493556,35.15742301,13.9922823,0.464707593,0.625537381,10.80184188,41.85686887,34.58130643,3.5706,2.177987636,25.29836507,3113.961884
139.953907,41.7895,34.5485,7.241,3107.6647,25.3448,104.1493464,104.1493464,10.4824,0.112,6.733144586,3200,35.12,19.5092418,3001.845608,3.308815352,2.062580535,3.3592,2.0129,74.41725988,33.89372652,13.10002296,0.45545518,0.622534762,10.77147019,41.85314459,34.57937509,3.3592,2.172595805,25.30894099,3109.998305
140.187317,41.7418,34.6041,7.1377,3088.9621,25.3448,107.5662992,107.5662992,10.2672,0.112,6.734676873,3200,35.12,19.53589242,2978.721071,3.251319499,2.04088336,3.3429,2.0862,73.27840019,34.79504675,13.41943264,0.474833602,0.615588558,10.74358762,41.85467687,34.57717291,3.3429,2.165180793,25.3199017,3106.055909
140.435746,41.7143,34.5497,7.1646,3088.9621,25.4556,108.3587712,108.3587712,10.2636,0.113,6.74065297,3200,35.12,19.53589242,2978.721071,3.251319499,2.04088336,3.3429,2.1032,73.89661483,35.05139191,13.58640352,0.474330143,0.615850109,10.71841703,41.86065297,34.57745928,3.3429,2.156582398,25.3311363,3102.602765
140.654275,41.6899,34.5137,7.1762,3063.3083,25.4556,106.0512792,106.0512792,10.276,0.114,6.748903004,3200,35.12,19.53589242,2978.721071,3.251319499,2.04088336,3.3429,2.0537,74.02506136,34.02007263,13.1038212,0.459575068,0.620334396,10.69576408,41.868903,34.58140315,3.3429,2.148015496,25.34253104,3095.611109
140.893094,41.6654,34.1661,7.4993,3063.3083,25.4626,111.0671608,111.0671608,10.3812,0.111,6.756183355,3200,35.12,19.54610753,2960.290916,3.194515156,2.011628567,3.3429,2.1613,77.62407988,35.62911175,14.43688756,0.458995608,0.629734688,10.67472005,41.87618335,34.58838025,3.3429,2.14086125,25.35396981,3083.39558
141.161615,41.8555,34.4446,7.4109,3057.8962,25.4626,108.8948552,108.8948552,10.3026,0.117,6.758987241,3200,35.12,19.54610753,2960.290916,3.194515156,2.011628567,3.3429,2.1147,76.6449596,34.87054366,13.78690822,0.454961994,0.624794051,10.65396729,41.87898724,34.5960897,3.3429,2.136419018,25.36533647,3069.647481
141.362765,41.9593,34.7507,7.2086,3057.8962,25.276,103.3708592,103.3708592,10.5405,0.111,6.754644623,3200,35.12,19.54610753,2960.290916,3.194515156,2.011628567,3.3429,1.9962,73.85901651,33.10163784,13.0409461,0.448173282,0.635646677,10.63251611,41.87464462,34.60102491,3.3429,2.135673717,25.37651758,3059.867199
141.596239,41.6929,34.3432,7.3497,3097.467,25.276,100.541268,100.541268,10.6198,0.111,6.742381405,3200,35.12,19.56112696,2944.314091,3.139647581,1.975053947,3.3429,1.9355,75.4103901,32.61216746,12.5546229,0.432462522,0.630274664,10.61042572,41.86238141,34.59973597,3.3429,2.139002636,25.38740398,3057.856982
141.840485,41.5909,34.5155,7.0754,3097.467,25.3551,103.6319088,103.6319088,10.7243,0.116,6.723657818,3200,35.12,19.56112696,2944.314091,3.139647581,1.975053947,3.3429,2.0018,72.62105729,33.61466621,13.46790374,0.462877676,0.638646941,10.58929446,41.84365782,34.59039531,3.3429,2.145796167,25.39789006,3065.829843
142.068518,41.7742,34.5455,7.2287,3128.405,25.3551,105.3100848,105.3100848,10.5494,0.111,6.701324085,3200,35.12,19.56112696,2944.314091,3.139647581,1.975053947,3.1803,2.0378,74.31184279,34.50019512,13.49756732,0.464262409,0.623114369,10.57231266,41.82132408,34.57343108,3.1803,2.154328899,25.40787222,3083.745689
142.296842,41.7925,34.5846,7.2079,3128.405,25.4253,100.5972072,100.5972072,10.4871,0.109,6.678284724,3200,35.12,19.52472479,2927.937003,3.081578194,1.965256512,3.1803,1.9367,74.28754428,32.95622906,12.31036657,0.443630616,0.616283087,10.56351964,41.79828472,34.55108729,3.1803,2.16219813,25.41724872,3105.952507
142.573018,41.7174,34.7513,6.9661,3088.9621,25.4253,102.5504176,102.5504176,10.4318,0.113,6.656786826,3200,35.12,19.52472479,2927.937003,3.081578194,1.965256512,3.1803,1.9786,71.61328559,33.17253267,12.64035948,0.463217577,0.622212349,10.56628088,41.77678683,34.52675739,3.1803,2.167078403,25.42592191,3122.237166
142.763595,41.6593,34.4966,7.1627,3088.9621,25.1306,100.005184,100.005184,10.768,0.113,6.638402134,3200,35.12,19.52472479,2927.937003,3.081578194,1.965256512,3.1803,1.924,72.93238245,32.34921233,12.717632,0.443550742,0.640436985,10.58178573,41.75840213,34.50444437,3.1803,2.167287016,25.43380159,3123.058602
143.001018,41.6563,34.5143,7.142,3125.8505,25.1306,102.0842576,102.0842576,10.7872,0.113,6.624032941,3200,35.12,19.44379119,2916.528794,3.016270181,1.948520582,3.1803,1.9686,72.70609825,33.41608719,13.23568192,0.459605012,0.635492773,10.60865347,41.74403294,34.48806748,3.1803,2.162005846,25.44080704,3108.119991
143.249997,41.6972,34.4654,7.2318,3125.8505,25.2246,99.0915104,99.0915104,10.8196,0.116,6.613752917,3200,35.12,19.44379119,2916.528794,3.016270181,1.948520582,3.1803,1.9044,73.96338238,32.43644641,12.60484624,0.438547365,0.635237473,10.64392512,41.73375292,34.48044795,3.1803,2.151293442,25.44686574,3094.864496
143.472217,41.6801,34.6493,7.0308,3159.5444,25.2246,102.1401968,102.1401968,10.7306,0.116,6.606817999,3200,35.12,19.44379119,2916.528794,3.016270181,1.948520582,3.1803,1.9698,71.75791124,33.79479143,13.13713588,0.470955618,0.625455432,10.68450445,41.726818,34.48240809,3.1803,2.135977735,25.45191018,3104.036494
143.710163,41.5213,34.5375,6.9838,3159.5444,25.1768,96.0148544,96.0148544,10.7751,0.114,6.60196671,3200,35.12,19.36444943,2913.760786,2.948787256,1.936684851,3.1807,1.8384,71.10720182,31.76811951,11.80894384,0.446763741,0.623547888,10.72793204,41.72196671,34.49266463,3.1807,2.117442086,25.45587612,3132.282262
143.963011,41.8396,34.6377,7.2019,3159.1184,25.1768,100.3641272,100.3641272,10.9277,0.117,6.597777191,3200,35.12,19.36444943,2913.760786,2.948787256,1.936684851,3.1807,1.9317,73.49576773,33.20267181,13.10903809,0.451763045,0.635763236,10.77235002,41.71777719,34.50857164,3.1807,2.097315441,25.45870314,3156.976328
144.184912,41.8072,34.7495,7.0577,3159.1184,25.5373,99.7068416,99.7068416,10.7479,0.112,6.593042413,3200,35.12,19.36444943,2913.760786,2.948787256,1.936684851,2.9922,1.9176,72.94628648,32.98522721,12.61017304,0.452185146,0.62483041,10.81626685,41.71304241,34.52714977,2.9922,2.077144583,25.46033679,3164.908267
