,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),,
77,19.295088,41.8781,35.5242,6.3539,3637.5859,25.8587,52.3682936,52.3682936,14.1537,0.115,6.6379,3534.1516,36.1187,26.7715581588,3602.743298464,0,1.0223,0,0.9021,65.9477841767,19.948502435,12.76805277,0.302489351,0.6400506911,14.328398103,41.8781,35.2860141576,0,1.0420035259,25.2384060435,3427.522983215,42.27185001,41.8781
78,19.547608,41.9349,35.3586,6.5763,3637.5859,25.2297,54.8389416,54.8389416,14.1736,0.115,6.6379,3534.1516,36.1187,26.7715581588,3602.743298464,0,1.0223,0,0.9551,66.7844130481,20.8896392232,13.53720536,0.3127921362,0.6480344258,14.2777864201,41.9349,35.1782417067,0,1.0380839602,25.3342481694,3439.7243786149,42.27244745,41.9349
79,19.771223,41.7436,35.289,6.4546,3641.2419,25.2297,57.235004,57.235004,14.193,0.112,6.6379,3534.1516,36.1187,26.7715581588,3602.743298464,0,1.0223,0,1.0065,65.4487906354,21.8242770666,14.2852545,0.3334557729,0.6545579703,14.2437645195,41.7436,35.1171729482,0,1.0335517046,25.4288268669,3444.3876150258,42.27374897,41.7436
80,20.003677,41.8542,35.5389,6.3153,3641.2419,25.5861,55.5381816,55.5381816,14.167,0.111,6.6379,3534.1516,36.1187,26.7992580359,3578.8430304137,0,1.0223,0,0.9701,64.8229607256,21.1772617857,13.7434067,0.3266938373,0.6489699584,14.2285177384,41.8542,35.103734538,0,1.0288174477,25.5201946892,3440.4062207054,42.27432428,41.8542
81,20.247674,42.0595,35.6977,6.3618,3642.9174,25.5861,53.0349024,53.0349024,14.2192,0.115,6.6379,3534.1516,36.1187,26.7992580359,3578.8430304137,0,1.0223,0,0.9164,65.3404937637,20.2320418901,13.03047488,0.3096401745,0.6440513988,14.2314330125,42.0595,35.1317615928,0,1.0246301226,25.606640868,3437.2074497637,42.27275589,42.0595
82,20.47038,42.2752,35.7637,6.5115,3642.9174,25.8244,52.4055864,52.4055864,14.3051,0.113,6.6379,3534.1516,36.1187,26.7992580359,3578.8430304137,0,1.0223,0,0.9029,67.6306924772,19.9919670131,12.91607479,0.2956049433,0.6460632304,14.2495616338,42.2752,35.1904025764,0,1.021901223,25.6867007236,3439.8206262345,42.26854759,42.2752
83,20.708083,42.2739,35.6763,6.5976,3671.7971,25.8244,52.6106968,52.6106968,14.405,0.11,6.6379,3534.1516,36.1187,26.7372733702,3569.4212092994,0,1.0223,0,0.9073,68.5978883284,20.2293228604,13.0696565,0.294897166,0.6460748385,14.2785537335,42.2739,35.2673995527,0,1.0212749097,25.7591658377,3444.7018188511,42.26256559,42.2739
84,20.952929,42.365,35.7661,6.5989,3671.7971,25.8679,53.7341424,53.7341424,14.3893,0.117,6.6379,3534.1516,36.1187,26.7372733702,3569.4212092994,0,1.0223,0,0.9314,68.7280662994,20.6612985829,13.40219402,0.3006238891,0.6486617463,14.3138451523,42.365,35.3517413964,0,1.0227816362,25.823092819,3450.5349165656,42.2567114,42.365
85,21.175105,42.3754,35.8272,6.5482,3680.8259,25.8679,54.2375952,54.2375952,14.3688,0.113,6.6379,3534.1516,36.1187,26.7372733702,3569.4212092994,0,1.0223,0,0.9422,68.1575735013,20.9061623702,13.53828336,0.3067327855,0.6475738168,14.3516697095,42.3754,35.4349541182,0,1.0258329098,25.8778073913,3460.8644923417,42.25326448,42.3754
86,21.412642,42.4786,35.9103,6.5683,3680.8259,25.8244,56.139528,56.139528,14.3043,0.114,6.6379,3534.1516,36.1187,26.7538245337,3583.8721795027,0,1.0223,0,0.983,68.2687496706,21.6392722322,14.0611269,0.3169718552,0.6497966636,14.3894658666,42.4786,35.5114062581,0,1.0295254369,25.9229016563,3474.1010139534,42.25432755,42.4786
87,21.664655,42.4676,35.9262,6.5414,3672.1257,25.8244,54.8529264,54.8529264,14.3214,0.117,6.6379,3534.1516,36.1187,26.7538245337,3583.8721795027,0,1.0223,0,0.9554,67.9665711758,21.0933694141,13.68266556,0.3103491768,0.6486714043,14.4256269526,42.4676,35.578222915,0,1.0330440303,25.958223794,3482.1965951282,42.26134011,42.4676
88,21.887719,42.4817,36.0129,6.4688,3672.1257,25.5929,56.5777184,56.5777184,14.2814,0.114,6.6379,3534.1516,36.1187,26.7538245337,3583.8721795027,0,1.0223,0,0.9924,66.549058236,21.7566280077,14.17286136,0.3269261592,0.6514272963,14.4589647865,42.4817,35.6349781068,0,1.0359530229,25.9838604675,3481.1496156558,42.27457482,42.4817
89,22.126493,42.4762,35.9164,6.5598,3671.3818,25.5929,54.25158,54.25158,14.3482,0.115,6.6379,3534.1516,36.1187,26.7299251199,3598.3645213946,0,1.0223,0,0.9425,67.5621339996,20.8578989481,13.5231785,0.3087217308,0.6483480687,14.4883284366,42.4762,35.6831089399,0,1.0382662963,26.0001123656,3475.1051621325,42.29273366,42.4762
90,22.373729,42.3833,35.7906,6.5927,3671.3818,25.6155,51.7389776,51.7389776,14.3394,0.116,6.6379,3534.1516,36.1187,26.7299251199,3598.3645213946,0,1.0223,0,0.8886,67.9883845294,19.8918882447,12.74199084,0.2925777452,0.640562157,14.5125838586,42.3833,35.7250279644,0,1.0402952776,26.0074639009,3470.5008752663,42.31282074,42.3833
91,22.600375,42.2654,35.5755,6.6899,3672.4045,25.6155,54.71774,54.71774,14.3119,0.114,6.6379,3534.1516,36.1187,26.7299251199,3598.3645213946,0,1.0223,0,0.9525,69.0714385924,21.042981813,13.63208475,0.3046553285,0.6478209634,14.5308713853,42.2654,35.7629488889,0,1.0423511692,26.0065498466,3470.0104029966,42.33057339,42.2654
92,22.833946,42.5409,35.9207,6.6202,3672.4045,25.5414,57.1091408,57.1091408,14.3575,0.109,6.6379,3534.1516,36.1187,26.7328810856,3614.7279689504,0,1.0223,0,1.0038,68.0972423187,21.9626507091,14.4120585,0.3225189444,0.6562076086,14.5428849944,42.5409,35.7977064775,0,1.044498172,25.9981223473,3471.6970737657,42.34154084,42.5409
93,23.081871,42.3167,35.7325,6.5842,3670.0949,25.5414,51.5058976,51.5058976,14.2919,0.113,6.6379,3534.1516,36.1187,26.7328810856,3614.7279689504,0,1.0223,0,0.8836,67.6972715683,19.795335729,12.62832284,0.2924096536,0.6379443629,14.5489717464,42.3167,35.8282913426,0,1.0465647142,25.9830198912,3472.6689940247,42.34233099,42.3167
94,23.302074,41.9404,35.3788,6.5616,3670.0949,25.5565,55.4029952,55.4029952,14.2352,0.109,6.6379,3534.1516,36.1187,26.7328810856,3614.7279689504,0,1.0223,0,0.9672,67.4860528005,21.2931128565,13.76828544,0.3155187179,0.6466074516,14.5500127726,41.9404,35.8524329129,0,1.048321997,25.9621382103,3472.1064800879,42.33137231,41.9404
95,23.534289,42.0748,35.5315,6.5433,3651.0688,25.5565,55.2491624,55.2491624,14.2081,0.116,6.6379,3534.1516,36.1187,26.7590404804,3624.8074868444,0,1.0223,0,0.9639,67.2826141344,21.1239111727,13.69518759,0.3139579436,0.6483263198,14.5471101572,42.0748,35.8674421044,0,1.049587096,25.9364034148,3470.2201316194,42.30893162,42.0748
96,23.786702,41.7931,35.5596,6.2335,3651.0688,25.6033,55.6081056,55.6081056,14.1688,0.116,6.6379,3534.1516,36.1187,26.7590404804,3624.8074868444,0,1.0223,0,0.9716,63.9555123397,21.2611491677,13.76640608,0.3324365389,0.6474911573,14.5411809258,41.7931,35.8706310949,0,1.0502599878,25.9067482374,3465.8522678357,42.27669702,41.7931
97,24.009402,41.9679,35.6311,6.3368,3647.9211,25.6033,53.529032,53.529032,14.224,0.117,6.6379,3534.1516,36.1187,26.7590404804,3624.8074868444,0,1.0223,0,0.927,65.1059876422,20.4485936031,13.185648,0.3140816128,0.6448193091,14.5326852013,41.9679,35.8598010581,0,1.0503877494,25.8740919331,3457.9561836744,42.23736042,41.9679
98,24.247011,41.8225,35.4967,6.3258,3647.9211,25.6147,52.2704,52.2704,14.2633,0.114,6.6379,3534.1516,36.1187,26.7811808791,3624.9840148318,0,1.0223,0,0.9,65.0124123968,19.9677843431,12.83697,0.3071380311,0.6428840466,14.5216838041,41.8225,35.8341842943,0,1.0501566928,25.8393237747,3449.5889608078,42.19424508,41.8225
99,24.49987,42.1389,35.471,6.6679,3657.0656,25.6147,54.0324848,54.0324848,14.222,0.11,6.6379,3534.1516,36.1187,26.7811808791,3624.9840148318,0,1.0223,0,0.9378,68.8241533787,20.692659344,13.3373916,0.3006598458,0.6445470047,14.5082062103,42.1389,35.7951747997,0,1.049738973,25.8032896708,3446.0905366955,42.15100025,42.1389
100,24.717817,42.2642,35.702,6.5622,3657.0656,25.6388,51.2308632,51.2308632,14.206,0.111,6.6379,3534.1516,36.1187,26.7811808791,3624.9840148318,0,1.0223,0,0.8777,67.7100708007,19.6197306865,12.4686062,0.2897608946,0.6355136265,14.4926521839,42.2642,35.7462162809,0,1.0491266207,25.7667813089,3448.8538284311,42.11144308,42.2642
101,24.951466,42.0131,35.5657,6.4474,3656.3149,25.6388,52.340324,52.340324,14.2428,0.114,6.6379,3534.1516,36.1187,26.7888669428,3617.059691089,0,1.0223,0,0.9015,66.4297446497,20.0405029396,12.8398842,0.3016796624,0.640696705,14.4759147399,42.0131,35.6921336254,0,1.0480928237,25.7305274796,3454.3248907635,42.07924123,42.0131
102,25.199701,41.9685,35.3495,6.619,3656.3149,25.759,56.2886992,56.2886992,14.299,0.115,6.6379,3534.1516,36.1187,26.7888669428,3617.059691089,0,1.0223,0,0.9862,68.6639509451,21.5522900047,14.1016738,0.3138807148,0.6543004849,14.4592238833,41.9685,35.6383655022,0,1.0462862479,25.6951876054,3458.0057546824,42.05730755,41.9685
103,25.422523,42.0571,35.4662,6.5909,3663.5898,25.759,56.768844,56.768844,14.3092,0.116,6.6379,3534.1516,36.1187,26.7888669428,3617.059691089,0,1.0223,0,0.9965,68.3490917706,21.7793798461,14.2591178,0.3186491478,0.6547072461,14.4439639592,42.0571,35.5899771385,0,1.0434520864,25.6613478026,3458.2904127613,42.04730534,42.0571
104,25.661771,42.0198,35.4057,6.6141,3663.5898,25.8172,50.3171896,50.3171896,14.2716,0.112,6.6379,3534.1516,36.1187,26.7787844056,3606.0157364576,0,1.0223,0,0.8581,68.7640622636,19.3042011756,12.24645996,0.2807309595,0.634393511,14.4315687852,42.0198,35.5504830299,0,1.0397065895,25.6295196982,3457.8237056645,42.04935261,42.0198
105,25.935063,42.0998,35.5584,6.5414,3663.6472,25.8172,54.3354888,54.3354888,14.3097,0.112,6.6379,3534.1516,36.1187,26.7787844056,3606.0157364576,0,1.0223,0,0.9443,67.9476216818,20.8461491789,13.51264971,0.3067973339,0.6482084338,14.4233623562,42.0998,35.5211780806,0,1.0355908226,25.6001414918,3459.9317511214,42.06171257,42.0998
106,26.126998,42.3155,35.6629,6.6526,3663.6472,25.7739,56.1674976,56.1674976,14.3098,0.117,6.6379,3534.1516,36.1187,26.7787844056,3606.0157364576,0,1.0223,0,0.9836,69.0803730144,21.5490107816,14.07511928,0.3119411468,0.6531677682,14.4202880042,42.3155,35.5014642684,0,1.0317995261,25.5735801485,3463.6551572187,42.08070462,42.3155
107,26.364629,42.2678,35.6598,6.608,3667.6979,25.7739,51.944088,51.944088,14.296,0.115,6.6379,3534.1516,36.1187,26.776287115,3600.0603689001,0,1.0223,0,0.893,68.5803430487,19.9507074214,12.766328,0.2909099974,0.6398935,14.4226723687,42.2678,35.4898915977,0,1.0288965907,25.5501335995,3465.4655073813,42.10126869,42.2678
108,26.6166,42.1579,35.4723,6.6856,3667.6979,25.8233,55.813216,55.813216,14.3057,0.114,6.6379,3534.1516,36.1187,26.776287115,3600.0603689001,0,1.0223,0,0.976,69.5834635821,21.4367637499,13.9623632,0.3080726748,0.6513279412,14.4301460622,42.1579,35.4851856919,0,1.0272322759,25.5300323553,3465.1000211073,42.11815116,42.1579
109,26.837573,42.1768,35.5804,6.5964,3663.8669,25.8233,53.7760968,53.7760968,14.2576,0.11,6.6379,3534.1516,36.1187,26.776287115,3600.0603689001,0,1.0223,0,0.9323,68.5814868683,20.632772172,13.29236048,0.3008504644,0.644235315,14.4416972228,42.1768,35.486571542,0,1.0269441461,25.5134409233,3465.3284622273,42.12715293,42.1768
110,27.068904,42.2208,35.7845,6.4363,3663.8669,25.6522,52.5174648,52.5174648,14.2679,0.111,6.6379,3534.1516,36.1187,26.7619365399,3602.6333601106,0,1.0223,0,0.9053,66.3406045455,20.1498611976,12.91672987,0.3037334576,0.6410331934,14.4557991281,42.2208,35.4934127504,0,1.0279569891,25.5004596798,3466.538830983,42.12591737,42.2208
111,27.317551,42.1756,35.5523,6.6233,3658.4738,25.6522,55.3190864,55.3190864,14.2658,0.113,6.6379,3534.1516,36.1187,26.7619365399,3602.6333601106,0,1.0223,0,0.9654,68.4272432433,21.1935430208,13.77220332,0.3097237594,0.6498301538,14.470595858,42.1756,35.5049057091,0,1.0299976273,25.4911266548,3466.1328270785,42.11427114,42.1756
112,27.535918,42.0949,35.4747,6.6202,3658.4738,25.8383,51.314772,51.314772,14.2521,0.109,6.6379,3534.1516,36.1187,26.7619365399,3602.6333601106,0,1.0223,0,0.8795,68.8888227037,19.6594321916,12.53472195,0.2853791286,0.6375932849,14.4841600686,42.0949,35.5201179599,0,1.0326273403,25.4854184666,3463.1031810498,42.09429811,42.0949
113,27.769373,42.054,35.5492,6.5048,3659.1628,25.8383,54.1443632,54.1443632,14.2894,0.114,6.6379,3534.1516,36.1187,26.765015271,3611.3412726145,0,1.0223,0,0.9402,67.5917904417,20.7473961721,13.43489388,0.3069514217,0.6475460231,14.4948061225,42.054,35.5378843764,0,1.0353046012,25.4832518422,3459.5452909647,42.06995971,42.054
114,28.022066,42.2648,35.7606,6.5042,3659.1628,25.4295,53.2679824,53.2679824,14.2573,0.115,6.6379,3534.1516,36.1187,26.765015271,3611.3412726145,0,1.0223,0,0.9214,66.515751691,20.4115787651,13.13667622,0.3068683469,0.643589424,14.5013838339,42.2648,35.5565341576,0,1.0374732616,25.4844876379,3457.8271242197,42.04613416,42.2648
115,28.243859,42.0186,35.6446,6.374,3657.6445,25.4295,53.295952,53.295952,14.207,0.117,6.6379,3534.1516,36.1187,26.765015271,3611.3412726145,0,1.0223,0,0.922,65.0755283706,20.4138224985,13.098854,0.3136943028,0.6416659105,14.5034490071,42.0186,35.5741055769,0,1.0386680137,25.4889354937,3458.2113385299,42.02751662,42.0186
116,28.481903,42.2746,35.7105,6.5641,3657.6445,25.5808,55.044052,55.044052,14.2579,0.115,6.6379,3534.1516,36.1187,26.7804602521,3616.34588656,0,1.0223,0,0.9595,67.578039456,21.0833931089,13.68045505,0.3119858652,0.6488734987,14.5012235431,42.2746,35.5891078447,0,1.0386285475,25.4963557174,3459.013527046,42.01781041,42.2746
117,28.734765,42.0998,35.5083,6.5915,3658.4135,25.5808,51.6830384,51.6830384,14.2588,0.117,6.6379,3534.1516,36.1187,26.7804602521,3616.34588656,0,1.0223,0,0.8874,67.882931238,19.8001940242,12.65325912,0.2916814826,0.6390472288,14.4953972172,42.0998,35.6010554931,0,1.0373711341,25.5064596746,3458.7294591371,42.01912914,42.0998
118,28.957281,42.2966,35.7405,6.5561,3658.4135,25.7289,52.107244,52.107244,14.2355,0.113,6.6379,3534.1516,36.1187,26.7804602521,3616.34588656,0,1.0223,0,0.8965,67.8797475289,19.9627106533,12.76212575,0.2940893474,0.6392982382,14.4869455428,42.2966,35.6102975672,0,1.0351532922,25.5189133762,3457.8048375735,42.0315795,42.2966
119,29.191913,42.1047,35.5114,6.5933,3661.7956,25.7289,53.2120432,53.2120432,14.3075,0.11,6.6379,3534.1516,36.1187,26.7928073543,3613.0321788025,0,1.0223,0,0.9202,68.2960847052,20.4048145001,13.1657615,0.2987699015,0.6452281887,14.4770257479,42.1047,35.6174710737,0,1.0323227608,25.5333463515,3457.7186619409,42.05334882,42.1047
120,29.46542,42.1786,35.6433,6.5353,3661.7956,25.6901,53.2819672,53.2819672,14.2494,0.11,6.6379,3534.1516,36.1187,26.7928073543,3613.0321788025,0,1.0223,0,0.9217,67.5449430859,20.4316277207,13.13367198,0.3024893765,0.6428108499,14.4668873163,42.1786,35.6230805242,0,1.0291661545,25.5493643042,3458.9888094634,42.08132383,42.1786
121,29.657682,42.2086,35.6421,6.5665,3658.4426,25.6901,50.615532,50.615532,14.2764,0.115,6.6379,3534.1516,36.1187,26.7928073543,3613.0321788025,0,1.0223,0,0.8645,67.8936025211,19.3913778487,12.3419478,0.285614213,0.6364657476,14.4577563535,42.2086,35.627338042,0,1.0258755604,25.5665627921,3460.731129183,42.11169521,42.2086
122,29.891064,42.2849,35.7692,6.5157,3658.4426,25.7211,55.1978848,55.1978848,14.2677,0.115,6.6379,3534.1516,36.1187,26.7819818493,3606.2457907863,0,1.0223,0,0.9628,67.4071549819,21.1469285872,13.73694156,0.3137193462,0.6495951175,14.4506776248,42.2849,35.630255817,0,1.0225835633,25.5845395982,3461.4157786062,42.14031917,42.2849
123,30.14357,42.1933,35.7539,6.4394,3655.3144,25.7211,50.6295168,50.6295168,14.2691,0.109,7.0250140315,3200,35.12,26.7819818493,3606.2457907863,7.5530885282,3.0127671488,0,0.8648,66.5534749771,19.3801501457,12.33991768,0.2911966678,0.6367297254,14.4463439217,42.1933,35.6319968878,0,1.0193901646,25.6029050409,3460.1371190984,42.16333313,42.1933
124,30.369457,42.1102,35.5725,6.5377,3655.3144,25.997,55.2911168,55.2911168,14.278,0.111,7.0238492699,3200,35.12,26.7819818493,3606.2457907863,7.5530885282,3.0127671488,0,0.9648,68.3789912774,21.1645343079,13.7754144,0.3095180831,0.6508725493,14.4449959299,42.1102,35.6332192432,0,1.0163956599,25.6212910053,3457.6724194063,42.17821478,42.1102
125,30.591647,42.1426,35.6885,6.4541,3661.8271,25.997,55.1699152,55.1699152,14.2937,0.114,7.0284544119,3200,35.12,26.7844062825,3602.6014056674,7.5530885282,3.0127671488,0,0.9622,67.4336022767,21.1557666624,13.75339814,0.3137273696,0.6501016181,14.4464369683,42.1426,35.634975776,0,1.0137509093,25.6393601931,3455.8801697493,42.18466375,42.1426
126,30.843603,42.0888,35.5486,6.5402,3661.8271,25.4365,52.829792,52.829792,14.3079,0.116,7.0375295076,3200,35.12,26.7844062825,3602.6014056674,7.6615438262,3.0655112448,0,0.912,66.9323895858,20.2584098294,13.0488048,0.3026697531,0.6441179199,14.450152358,42.0888,35.6381480809,0,1.0117126195,25.656815714,3456.3124485147,42.18471586,42.0888
127,31.067071,42.04,35.4655,6.5745,3661.277,25.4365,55.207208,55.207208,14.2946,0.116,7.0487773525,3200,35.12,26.7844062825,3602.6014056674,7.6615438262,3.0655112448,0,0.963,67.3119076977,21.1668868847,13.7656998,0.3144597681,0.6503412559,14.4554892662,42.04,35.6428608755,0,1.0106450981,25.6734070247,3459.0698514127,42.18208599,42.04
128,31.304277,42.2006,35.6537,6.5469,3661.277,25.5931,57.3002664,57.3002664,13.9031,0.116,7.0593436192,3200,35.12,26.7718533025,3602.7976227101,7.6615438262,3.0655112448,0,1.0079,67.4190490139,21.9693822834,14.01293449,0.3258631293,0.6378392578,14.4617309455,42.2006,35.6482238889,0,1.0109254018,25.6889276891,3462.0616593142,42.18106176,42.2006
129,31.557,42.0913,35.7001,6.3912,3604.4011,25.5931,55.4029952,55.4029952,13.8248,0.114,7.0664939171,3200,35.12,26.7718533025,3602.7976227101,7.7749958066,3.1227184905,0,0.9672,65.6856739695,20.9119713505,13.37134656,0.3183642656,0.6394110979,14.4677634896,42.0913,35.6525638708,0,1.0128565406,25.7032072488,3460.9889400621,42.18527432,42.0913
130,31.779748,42.1011,35.7967,6.3044,3604.4011,25.6369,57.3422208,57.3422208,13.8326,0.116,7.0683277273,3200,35.12,26.7718533025,3602.7976227101,7.7749958066,3.1227184905,0,1.0088,64.8301086103,21.6439359319,13.95432688,0.3338562343,0.6447222411,14.4713722251,42.1011,35.6542330585,0,1.0166605406,25.7161040672,3449.5454811099,42.19661426,42.1011
131,32.017022,42.1713,35.5266,6.6447,3572.3398,25.6369,57.2443272,57.2443272,13.629,0.11,7.0642032961,3200,35.12,26.7742202246,3604.5847619222,7.7749958066,3.1227184905,0,1.0067,68.6250798767,21.4147907457,13.7203143,0.3120548753,0.640693363,14.4688794726,42.1713,35.6525824284,0,1.0224663227,25.7275023098,3424.7015714378,42.21455656,42.1713
132,32.264799,42.098,35.6268,6.4712,3572.3398,25.8312,60.568048,60.568048,13.5132,0.117,7.0547302461,3200,35.12,26.7742202246,3604.5847619222,7.8877465908,3.1500583915,0,1.078,67.1956755018,22.6581765781,14.5672296,0.3371969462,0.6429127053,14.4556657263,42.098,35.6482840037,0,1.0302739092,25.7373119402,3394.9229277003,42.23614637,42.098
133,32.488433,42.1542,35.6446,6.5096,3540.3898,25.8312,62.2369008,62.2369008,13.5576,0.114,7.0414860399,3200,35.12,26.7742202246,3604.5847619222,7.8877465908,3.1500583915,0,1.1138,67.6271516964,23.0742533286,15.10045488,0.3411980654,0.6544287551,14.4272335963,42.1542,35.6427583887,0,1.0399927036,25.7454707162,3373.4584533699,42.2567785,42.1542
134,32.726813,42.0436,35.6855,6.3581,3540.3898,25.8545,61.6075848,61.6075848,13.1718,0.112,7.0265794428,3200,35.12,26.799841795,3596.9979502516,7.8877465908,3.1500583915,0,1.1003,65.9843081383,22.8409352067,14.49293154,0.3461570766,0.6345156802,14.3802351375,42.0436,35.6373814263,0,1.0515718846,25.7519479427,3361.7244641482,42.27167891,42.0436
135,32.999698,42.1346,35.8517,6.2829,3480.9663,25.8545,59.5704656,59.5704656,13.0748,0.109,7.0121154436,3200,35.12,26.799841795,3596.9979502516,8.0013770136,3.1717837228,0,1.0566,65.1385717486,21.7149798558,13.81483368,0.3333659193,0.6361891087,14.3130957519,42.1346,35.6331784399,0,1.0650791685,25.7567487337,3349.2653404848,42.2776135,42.1346
136,33.192877,42.1609,35.7906,6.3703,3480.9663,25.7182,60.2557208,60.2557208,13.1525,0.111,6.9997386605,3200,35.12,26.799841795,3596.9979502516,8.0013770136,3.1717837228,0,1.0713,65.7729353355,21.9647731505,14.09027325,0.3339485008,0.6414941394,14.2260355942,42.1609,35.6310404295,0,1.0805710718,25.7599166524,3327.5681655324,42.27391694,42.1609
137,33.425944,42.0638,35.8706,6.1932,3452.2145,25.7182,62.4699808,62.4699808,12.9155,0.114,6.9904515532,3200,35.12,26.856432546,3567.2692640469,8.0013770136,3.1717837228,0,1.1188,63.7916813005,22.5838386477,14.4498614,0.3540248225,0.6398319447,14.1207833577,42.0638,35.6320527799,0,1.0978260029,25.7615330608,3298.0944841377,42.26221924,42.0638
138,33.678462,42.0833,35.8608,6.2225,3452.2145,25.5368,63.248468,63.248468,12.8211,0.118,6.984646273,3200,35.12,26.856432546,3567.2692640469,8.1061346417,3.1677878085,0,1.1355,63.6672080421,22.8652734919,14.55835905,0.3591373675,0.6367017239,14.000398291,42.0833,35.6375481911,0,1.116215985,25.7617125208,3270.6094031048,42.24542037,42.0833
139,33.903447,41.8909,35.6446,6.2463,3410.2678,25.5368,60.8290976,60.8290976,12.7576,0.113,6.982092247,3200,35.12,26.856432546,3567.2692640469,8.1061346417,3.1677878085,0,1.0836,63.9315855264,21.7234338418,13.82413536,0.3397918832,0.636369713,13.8690359902,41.8909,35.6487611734,0,1.1348489058,25.7605945896,3252.9254482318,42.22698012,41.8909
