,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),eff (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),
2395,564.44056,42.4407,35.2487,7.192,3165.5185,25.8304,100.9654736,100.9654736,10.668,0.118,7.4037189788,3203.8998577771,35.12,27.6167866977,3248.7890091624,6.8278961981,1.964179074,6.639,1.9446,75.2925113351,33.4692792621,20.7449928,0.4445233486,0.619821916,0.2755253136,10.9073564421,42.5237189788,35.163506422,6.639,1.7706918494,25.6859380339,3179.8675217075,1.4706918494
2396,564.676164,42.558,35.1576,7.4004,3165.5185,25.8058,102.289368,102.289368,10.7871,0.109,7.4298714831,3203.8998577771,35.12,27.6167866977,3248.7890091624,6.8278961981,1.964179074,6.6894,1.973,77.5601599886,33.9081400905,21.2829483,0.4371850199,0.6276648688,0.2744056782,10.9202091777,42.5498714831,35.1580403314,6.6894,1.7662465291,25.6789798252,3177.3148773452,1.4662465291
2397,564.865147,42.6619,35.1442,7.5177,3176.4279,25.8058,103.2077032,103.2077032,10.7409,0.11,7.4512059689,3203.8998577771,35.12,27.6167866977,3248.7890091624,6.8278961981,1.964179074,6.7342,1.9927,78.8768889038,34.330468703,21.40339143,0.435241161,0.6234517686,0.2713518716,10.9333577204,42.5712059689,35.1602337273,6.7342,1.761844596,25.6717304807,3171.4680965085,1.461844596
2398,565.094631,42.4462,35.1369,7.3093,3176.4279,25.5534,100.6484848,100.6484848,10.6798,0.112,7.4604920944,3203.8998577771,35.12,27.6148926683,3252.8215560953,6.8278961981,1.964179074,6.7342,1.9378,75.7889399517,33.4791837266,20.69531644,0.4417423406,0.6181547498,0.273065126,10.9452480222,42.5804920944,35.1680795707,6.7342,1.7579490961,25.6642926792,3167.0809689778,1.4579490961
2399,565.347625,42.4817,35.1246,7.3571,3157.4162,25.5534,101.1146448,101.1146448,10.6318,0.119,7.4572545739,3203.8998577771,35.12,27.6148926683,3252.8215560953,6.8278961981,1.964179074,6.7342,1.9478,76.3202617372,33.4329355388,20.70862004,0.4380610703,0.6194077698,0.2713384306,10.9545047717,42.5772545739,35.176715684,6.7342,1.7549684855,25.6567845506,3168.8923368916,1.4549684855
2400,565.634622,42.5226,35.033,7.4896,3157.4162,25.7011,102.7135736,102.7135736,10.817,0.111,7.4453376633,3203.8998577771,35.12,27.6269162692,3256.3897834782,6.8399039677,1.9502437706,6.7342,1.9821,78.2427159781,33.9616115145,21.4403757,0.4340546093,0.6313120828,0.2740239194,10.9600778169,42.5653376633,35.1801370467,6.7342,1.7531768659,25.6493337795,3172.2100173561,1.4531768659
2401,565.846611,42.5611,34.9273,7.6338,3183.1455,25.7011,104.9138488,104.9138488,10.9135,0.117,7.4287377246,3203.8998577771,35.12,27.6269162692,3256.3897834782,6.8399039677,1.9502437706,6.7342,2.0293,79.8548383517,34.971795286,22.14676555,0.437942096,0.6332750541,0.2773378045,10.9613902669,42.5487377246,35.1735621347,6.7342,1.7526453659,25.6420697536,3168.7643004788,1.4526453659
2402,566.040731,42.5898,35.132,7.4578,3183.1455,25.5113,101.7999,101.7999,10.8842,0.116,7.4113662985,3203.8998577771,35.12,27.6269162692,3256.3897834782,6.8399039677,1.9502437706,6.7342,1.9625,77.3120103766,33.9337971455,21.3602425,0.4389201235,0.6294680907,0.2762862121,10.9587563641,42.5313662985,35.1543143527,6.7342,1.7533203508,25.6351172588,3163.2959920114,1.4533203508
2403,566.282333,42.4181,35.1723,7.2458,3181.8491,25.5113,103.8090496,103.8090496,10.7588,0.111,7.3981128369,3203.8998577771,35.12,27.6313646908,3259.3070145369,6.8399039677,1.9502437706,6.7342,2.0056,74.959402838,34.58943051,21.57784928,0.4614421834,0.6238278272,0.2878604746,10.953741856,42.5181128369,35.1232191176,6.7342,1.7551558051,25.6285918808,3168.3906408684,1.4551558051
2404,566.530603,42.6069,35.2658,7.3411,3181.8491,25.9503,100.6345,100.6345,10.7065,0.114,7.3928284352,3203.8998577771,35.12,27.6313646908,3259.3070145369,6.8399039677,1.9502437706,6.7342,1.9375,77.3250710869,33.5316627796,20.74384375,0.4336454181,0.6186345093,0.2682680204,10.9488360302,42.5128284352,35.0877256744,6.7342,1.7581188012,25.6225955413,3181.9770147865,1.4581188012
2405,566.814273,42.4811,35.0269,7.4542,3167.6577,25.9503,103.8090496,103.8090496,10.5868,0.116,7.3953818848,3203.8998577771,35.12,27.6152095973,3262.2462593212,6.8375679706,1.945008052,6.7342,2.0056,78.6017627469,34.4351578124,21.23288608,0.4380965084,0.6166048721,0.2701324415,10.9463814595,42.5153818848,35.0616974349,6.7342,1.7620735516,25.6172139754,3188.4831387872,1.4620735516
2406,567.031025,42.69,35.2914,7.3986,3167.6577,25.5765,103.8090496,103.8090496,10.661,0.117,7.4023714787,3203.8998577771,35.12,27.6152095973,3262.2462593212,6.8375679706,1.945008052,6.7342,2.0056,76.8509654602,34.4351578124,21.3817016,0.448077101,0.6209264879,0.2782229406,10.9474157602,42.5223714787,35.057840001,6.7342,1.7667039392,25.6125190522,3181.6424166565,1.4667039392
2407,567.224498,42.6662,35.4552,7.211,3167.6577,25.5765,101.1426144,101.1426144,10.7172,0.114,7.4111229935,3203.8998577771,35.12,27.6152095973,3262.2462593212,6.8375679706,1.945008052,6.7342,1.9484,74.7638091222,33.5506576916,20.88139248,0.4487553281,0.6223839983,0.2792981354,10.9511685626,42.5311229935,35.07954364,6.7342,1.7715735992,25.6085731244,3170.4049690119,1.4715735992
2408,567.461931,42.7303,35.4472,7.2831,3167.6577,26.0107,99.0635408,99.0635408,10.7164,0.11,7.4228121728,3203.8998577771,35.12,27.6191347639,3263.1044201035,6.8375679706,1.945008052,6.7342,1.9038,76.8488096715,32.86099501,20.40188232,0.4276057775,0.6208540646,0.265480785,10.9555105856,42.5428121728,35.1219537215,6.7342,1.7762245686,25.60542996,3164.7615196479,1.4762245686
2409,567.710603,42.6992,35.1845,7.5147,3172.0412,26.0107,101.8651624,101.8651624,10.6965,0.111,7.4417188905,3203.8998577771,35.12,27.6191347639,3263.1044201035,6.8375679706,1.945008052,6.7342,1.9639,79.4692340351,33.8370987554,21.00685635,0.4257886611,0.6208232125,0.2643394844,10.9580143123,42.5617188905,35.1787365531,6.7342,1.780162116,25.603133403,3165.9478216238,1.480162116
2410,567.987205,42.456,35.1008,7.3552,3172.0412,25.5499,105.272792,105.272792,10.7754,0.112,7.4705961714,3203.8998577771,35.12,27.6425331364,3261.5663296559,6.8449116014,1.927385338,6.7342,2.037,76.2886917054,34.9690294035,21.9494898,0.4583776261,0.6276837011,0.2877161649,10.956943691,42.5905961714,35.2425758844,6.7342,1.7828233526,25.6017187263,3169.3361836856,1.4828233526
2411,568.177855,42.4499,35.0654,7.3845,3187.4746,25.5499,101.9910256,101.9910256,10.9176,0.114,7.5049412708,3203.8998577771,35.12,27.6425331364,3261.5663296559,6.8449116014,1.927385338,6.7342,1.9666,76.6143317897,34.0437434575,21.47055216,0.4443521553,0.6306754187,0.2802419816,10.9518021026,42.6249412708,35.2996044003,6.7342,1.7837524579,25.601215177,3171.9447948592,1.4837524579
2412,568.395944,42.4187,35.2108,7.2079,3187.4746,25.362,102.196136,102.196136,10.7155,0.113,7.5311766472,3203.8998577771,35.12,27.6425331364,3261.5663296559,6.8449116014,1.927385338,6.7342,1.971,74.1025945856,34.1122075777,21.1202505,0.46033756,0.6191405365,0.2850136438,10.9435048372,42.6511766472,35.3301325837,6.7342,1.7828875408,25.6016436087,3175.4077042511,1.4828875408
2413,568.633272,42.3955,35.0196,7.3759,3177.1044,25.362,101.7719304,101.7719304,10.6685,0.116,7.5326589765,3203.8998577771,35.12,27.6553733302,3259.1367589298,6.8449116014,1.927385338,6.7342,1.9619,75.9560144504,33.8600905947,20.93053015,0.4457855094,0.6181474941,0.2755611955,10.9341318703,42.6526589765,35.3198540489,6.7342,1.7806306574,25.6030080008,3181.3837457948,1.4806306574
2414,568.885847,42.4542,35.2169,7.2373,3177.1044,26.1705,103.384844,103.384844,10.6261,0.109,7.5003649064,3203.8998577771,35.12,27.6553733302,3259.1367589298,6.8449116014,1.927385338,6.7342,1.9965,76.79955498,34.3967159726,21.21500865,0.4478765011,0.6167742486,0.2762386925,10.9260847996,42.6203649064,35.2706713815,6.7342,1.7776415897,25.6052860678,3186.0053938634,1.4776415897
2415,569.175891,42.387,35.0006,7.3864,3165.0476,26.1705,103.8230344,103.8230344,10.7063,0.112,7.4395814503,3203.8998577771,35.12,27.6522977506,3257.9109625549,6.8822640906,1.9232165867,6.7342,2.0059,78.4969022144,34.4114189495,21.47576717,0.4383793243,0.6240883935,0.2735874482,10.9209859977,42.5595814503,35.2003874512,6.7342,1.7746014679,25.6084267326,3183.5206645292,1.4746014679
2416,569.377218,42.5654,35.4106,7.1548,3165.0476,25.52,102.0423032,102.0423032,10.622,0.117,7.3678489723,3203.8998577771,35.12,27.6522977506,3257.9109625549,6.8822640906,1.9232165867,6.7342,1.9677,73.9747758228,33.8212080419,20.9009094,0.4571991962,0.6179823433,0.2825410306,10.9190617832,42.4878489723,35.133090225,6.7342,1.7721066027,25.6123586068,3174.8232346507,1.4721066027
2417,569.575248,42.3686,35.0238,7.3448,3159.5444,25.52,102.6995888,102.6995888,10.6567,0.114,7.3066918915,3203.8998577771,35.12,27.6522977506,3257.9109625549,6.8822640906,1.9232165867,6.7342,1.9818,76.0839638847,33.9798756274,21.11944806,0.4466102171,0.6215281154,0.2775808065,10.9192892003,42.4266918915,35.0890277797,6.7342,1.7706239143,25.6170027356,3166.4334620395,1.4706239143
2418,569.80875,42.2434,34.8827,7.3607,3159.5444,25.6007,100.2662336,100.2662336,10.7913,0.118,7.2716931586,3203.8998577771,35.12,27.6681628912,3256.6248106009,6.8822640906,1.9232165867,6.7342,1.9296,76.5016224398,33.1747593847,20.82289248,0.4336477885,0.6276727508,0.2721889003,10.91999713,42.3916931586,35.0776464809,6.7342,1.770404552,25.622278245,3162.1571176086,1.470404552
2419,570.065469,42.6588,35.3488,7.31,3178.3969,25.6007,101.3197552,101.3197552,10.7573,0.11,7.2652034383,3121.6336428807,35.12,27.6681628912,3256.6248106009,6.8822640906,1.9232165867,6.7342,1.9522,75.9370224925,33.7233630336,21.00040106,0.4440964621,0.6227255876,0.2765502303,10.9196159832,42.3852034383,35.0932888963,6.7342,1.7713737379,25.6280993754,3161.2681142091,1.4713737379
2420,570.318506,42.6332,35.3342,7.299,3178.3969,25.8128,106.3076672,106.3076672,10.778,0.117,7.278059774,3121.6336428807,35.12,27.6834442874,3254.6938957096,6.8773581885,1.9412968101,6.7342,2.0592,76.4426434769,35.3835443755,22.1940576,0.4628770378,0.6272423521,0.2903360819,10.9173729657,42.398059774,35.1191247081,6.7342,1.7731149971,25.6343712522,3163.718345421,1.4731149971
2421,570.565755,42.9167,35.4869,7.4298,3174.5224,25.8128,98.3549776,98.3549776,10.8545,0.112,7.3012424113,3121.6336428807,35.12,27.6834442874,3254.6938957096,6.8773581885,1.9412968101,6.7342,1.8886,77.9113123616,32.6966574333,20.4998087,0.4196650838,0.6269695531,0.2631172301,10.9136351371,42.4212424113,35.1419457875,6.7342,1.7750429465,25.6409897376,3170.5463749059,1.4750429465
2422,570.755043,42.748,35.2303,7.5177,3174.5224,25.494,100.7184088,100.7184088,11.0047,0.111,7.3356299183,3121.6336428807,35.12,27.6834442874,3254.6938957096,6.8773581885,1.9412968101,6.7342,1.9393,77.9238545487,33.4823451758,21.34141471,0.4296802997,0.6373930678,0.2738752444,10.9098098723,42.4556299183,35.1633158878,6.7342,1.7766359958,25.6478453377,3178.0361004066,1.4766359958
2423,570.988357,42.6405,35.3085,7.332,3227.4167,25.494,99.2406816,99.2406816,11.1037,0.11,7.3886574465,3121.6336428807,35.12,27.6737190651,3253.1731267081,6.8773581885,1.9412968101,6.7342,1.9076,75.8645009703,33.5407985165,21.18141812,0.4421145343,0.6315120408,0.2792006518,10.9080957302,42.5086574465,35.1935962392,6.7342,1.7774800475,25.6548275069,3181.3122405405,1.4774800475
2424,571.2367,42.6417,35.2377,7.404,3227.4167,25.8585,99.3945144,99.3945144,11.1368,0.117,7.4615462764,3214.1258702407,35.12,27.6737190651,3253.1731267081,6.8773581885,1.9412968101,6.7342,1.9109,77.7590451739,33.5927900473,21.28131112,0.4320113496,0.6335082942,0.2736827731,10.9112930697,42.5815462764,35.2370438275,6.7342,1.7771586243,25.661825954,3186.6805456694,1.4771586243
2425,571.5234,42.6472,35.3446,7.3026,3236.2597,25.8585,100.4573592,100.4573592,11.1041,0.111,7.5409244304,3214.1258702407,35.12,27.6469336879,3253.5190716636,6.9004581883,1.9341393682,6.7342,1.9337,76.6184741945,34.0450314706,21.47199817,0.444344942,0.6306940321,0.2802457031,10.9224973735,42.6609244304,35.2851111804,6.7342,1.7752314525,25.6687308124,3205.0706377671,1.4752314525
2426,571.736414,42.6173,35.2639,7.3534,3236.2597,25.7673,100.9095344,100.9095344,11.2031,0.116,7.6040371176,3214.1258702407,35.12,27.6469336879,3253.5190716636,6.9004581883,1.9341393682,6.7342,1.9434,76.9176445298,34.1982737919,21.77210454,0.4446089581,0.6366433777,0.2830573488,10.9444570823,42.7240371176,35.3229098615,6.7342,1.771369608,25.6754361457,3230.2366845419,1.471369608
2427,571.930527,42.3546,34.9774,7.3772,3250.7819,25.7673,100.9095344,100.9095344,11.1177,0.111,7.6319377196,3214.1258702407,35.12,27.6469336879,3253.5190716636,6.9004581883,1.9341393682,6.7342,1.9434,77.1844083355,34.3517330991,21.60613818,0.4450605225,0.6289679219,0.2799287919,10.9787503086,42.7519377196,35.339384301,6.7342,1.7655457768,25.6818465479,3243.8351923034,1.4655457768
2428,572.164047,42.7028,35.2658,7.437,3250.7819,25.8585,98.583396,98.583396,11.1497,0.116,7.6181980578,3214.1258702407,35.12,27.6167935205,3257.8723630231,6.9004581883,1.9341393682,6.7342,1.8935,78.1302369128,33.5598665432,21.11195695,0.4295374988,0.6290834596,0.2702149358,11.0251617184,42.7381980578,35.3309284907,6.7342,1.7581435053,25.6878828244,3243.1737456037,1.4581435053
2429,572.416434,42.5531,35.0244,7.5287,3243.2844,25.8585,101.8511776,101.8511776,11.2136,0.112,7.5699624155,3214.1258702407,35.12,27.6167935205,3257.8723630231,6.9004581883,1.9341393682,6.7342,1.9636,79.1617000174,34.592321235,22.01902496,0.4369830515,0.6365292693,0.2781525025,11.0814973975,42.6899624155,35.2994355986,6.7342,1.7498863868,25.6934851799,3242.311616126,1.4498863868
2430,572.703347,42.2966,34.9853,7.3113,3243.2844,25.4661,99.7348112,99.7348112,11.1119,0.112,7.5047642537,3214.1258702407,35.12,27.6082921496,3264.6617978669,6.9436960672,1.9565253446,6.7342,1.9182,75.5521715904,33.8735271269,21.31484658,0.4483461748,0.6292479227,0.2821208991,11.1438971502,42.6247642537,35.2508757264,6.7342,1.741639119,25.6986146456,3247.1264837006,1.441639119
2431,572.915381,42.5629,35.1833,7.3796,3234.9458,25.4661,101.2778008,101.2778008,11.0531,0.116,7.4424945929,3214.1258702407,35.12,27.6082921496,3264.6617978669,6.9436960672,1.9565253446,6.7342,1.9513,76.308767828,34.3091444509,21.56791403,0.4496094673,0.628634563,0.282640051,11.2075098642,42.5624945929,35.1941132871,6.7342,1.7342262209,25.7032515755,3249.2454717419,1.4342262209
2432,573.110107,42.4236,34.9267,7.4969,3234.9458,25.7254,99.35256,99.35256,11.1509,0.112,7.3955298565,3214.1258702407,35.12,27.6082921496,3264.6617978669,6.9436960672,1.9565253446,6.7342,1.91,78.3983827395,33.6569446185,21.298219,0.4293066189,0.6328031032,0.2716665607,11.2672222131,42.5155298565,35.1384801884,6.7342,1.7283152886,25.7073895809,3243.5261541696,1.4283152886
2433,573.343498,42.4371,35.0098,7.4273,3233.633,25.7254,99.1054952,99.1054952,11.0443,0.118,7.3659514242,3214.1258702407,35.12,27.5830864613,3276.1280690419,6.9436960672,1.9565253446,6.7342,1.9047,77.6195352768,33.5596236355,21.03607821,0.4323605329,0.6268270002,0.2710152558,11.3183134122,42.4859514242,35.0916260033,6.7342,1.7243165827,25.7110277578,3235.7265933817,1.4243165827
2434,573.600516,42.4756,34.9505,7.5251,3233.633,25.4157,102.4152312,102.4152312,11.1648,0.118,7.3498797283,3154.6433534583,35.12,27.5830864613,3276.1280690419,6.9436960672,1.9565253446,6.7342,1.9757,77.7663377543,34.6803838342,22.05829536,0.4459562432,0.6360453063,0.2836483753,11.3571105641,42.4698797283,35.0573123442,6.7342,1.7223025265,25.7141660281,3232.4207023115,1.4223025265
2435,573.888941,42.4401,35.0171,7.423,3241.0859,25.4157,97.3573952,97.3573952,11.0378,0.112,7.3419625549,3154.6433534583,35.12,27.5654862208,3287.825441208,6.9358911901,1.9885714899,6.7342,1.8672,76.6375589362,33.0436569497,20.60978016,0.4311679209,0.6237136583,0.2689253213,11.3815554942,42.4619625549,35.0341327693,6.7342,1.7220198092,25.7168032531,3233.513256994,1.4220198092
2436,574.098438,42.4365,35.0177,7.4188,3241.0859,25.9031,98.6673048,98.6673048,10.9913,0.109,7.3378055651,3154.6433534583,35.12,27.5654862208,3287.825441208,6.9358911901,1.9885714899,6.7965,1.8953,78.0599227475,33.4882477625,20.83181089,0.4290069293,0.6220633291,0.2668694787,11.3914362018,42.4578055651,35.0178310263,6.7965,1.722983959,25.7189347827,3235.9558094565,1.422983959
2437,574.289573,42.6509,35.1063,7.5446,3225.196,25.9031,97.8188936,97.8188936,11.1859,0.112,7.3352187719,3154.6433534583,35.12,27.5654862208,3287.825441208,6.9358911901,1.9885714899,6.856,1.8771,79.4773912486,33.0375228351,20.99705289,0.4156845402,0.6355516724,0.2641890047,11.3881735635,42.4552187719,35.005552053,6.856,1.724544003,25.7205510536,3238.0902360013,1.424544003
2438,574.52312,42.6772,35.2236,7.4536,3225.196,25.6208,99.212712,99.212712,11.1732,0.114,7.3353776969,3154.6433534583,35.12,27.5917285872,3298.3774788807,6.9358911901,1.9885714899,6.856,1.907,77.5970418788,33.5082734797,21.3072924,0.4318241091,0.6358815357,0.2745889777,11.3744109056,42.4553776969,34.9984681346,6.856,1.7259214391,25.7216414466,3237.7299651009,1.4259214391
2439,574.775469,42.7407,35.2102,7.5305,3256.0949,25.6208,101.0447208,101.0447208,11.1625,0.112,7.3438508484,3154.6433534583,35.12,27.5917285872,3298.3774788807,6.9358911901,1.9885714899,6.856,1.9463,78.4540798417,34.4539722635,21.72557375,0.4391610014,0.6305680397,0.2769208917,11.3537347545,42.4638508484,35.0016824136,6.856,1.7263501939,25.7222013929,3233.4093944951,1.4263501939
2440,575.058273,42.8055,35.3183,7.4872,3256.0949,25.8639,100.145032,100.145032,11.1764,0.11,7.3686948891,3154.6433534583,35.12,27.6124673034,3305.7429214958,6.9098948461,2.0161753928,6.856,1.927,78.7113320479,34.1471986615,21.5369228,0.4338282401,0.6307083346,0.2736190869,11.3304034314,42.4886948891,35.0215779488,6.856,1.7253308081,25.7222367731,3231.519803141,1.4253308081
2441,575.264091,42.7377,35.1998,7.5379,3275.2773,25.8639,99.1474496,99.1474496,11.3352,0.113,7.4150388487,3154.6433534583,35.12,27.6124673034,3305.7429214958,6.9098948461,2.0161753928,6.856,1.9056,79.2817366296,34.0062105883,21.60035712,0.4289286793,0.6351885949,0.2724506051,11.3088175597,42.5350388487,35.0614580684,6.856,1.722841763,25.7217649151,3241.4321290531,1.422841763
2442,575.46108,42.6656,35.2468,7.4188,3275.2773,25.3857,99.9399216,99.9399216,11.322,0.117,7.4799477564,3154.6433534583,35.12,27.6124673034,3305.7429214958,6.9098948461,2.0161753928,6.856,1.9226,76.5007192534,34.278017577,21.7676772,0.4480744483,0.6350331419,0.2845421247,11.2929220305,42.5999477564,35.1177682305,6.856,1.7193364673,25.7208153567,3260.2822062976,1.4193364673
2443,575.698699,42.4896,35.0287,7.4609,3275.7692,25.3857,99.8699976,99.8699976,11.3065,0.116,7.5506769412,3154.6433534583,35.12,27.626395166,3311.6063431028,6.9098948461,2.0161753928,6.856,1.9211,76.9656114674,34.2591790755,21.72091715,0.4451231975,0.634017444,0.2822158719,11.2858286837,42.6706769412,35.179208974,6.856,1.7155299191,25.719429267,3274.9089036214,1.4155299191
2444,575.951189,42.7132,35.1894,7.5238,3275.7692,25.715,99.3945144,99.3945144,11.2531,0.114,7.607640247,3276.6757088088,35.12,27.626395166,3311.6063431028,6.9098948461,2.0161753928,6.856,1.9109,78.6675870229,34.0960703893,21.50354879,0.4334195528,0.6306752815,0.2733469985,11.2895436019,42.727640247,35.2295718726,6.856,1.712143214,25.7176540887,3278.6912427659,1.412143214
2445,576.237292,42.6118,35.1399,7.4719,3271.2438,25.715,100.2662336,100.2662336,11.2864,0.111,7.6329619027,3276.6757088088,35.12,27.6327302216,3317.4097094152,6.9257415674,2.0132468945,6.856,1.9296,78.0870433182,34.347586935,21.77823744,0.4398628182,0.6340543655,0.2788969401,11.3046123482,42.7529619027,35.2540843188,6.856,1.709728988,25.7155358816,3276.1750666733,1.409728988
2446,576.424637,42.6857,35.2768,7.4089,3271.2438,25.6839,101.823208,101.823208,11.0255,0.111,7.6209879287,3276.6757088088,35.12,27.6327302216,3317.4097094152,6.9257415674,2.0132468945,6.856,1.963,77.288750049,34.8809500786,21.6430565,0.4513069503,0.620483572,0.2800285486,11.3298042738,42.7409879287,35.2472498038,6.856,1.708599514,25.7131155713,3273.6151703626,1.408599514
2447,576.636614,42.6014,35.0532,7.5482,3245.0454,25.6839,100.704424,100.704424,10.9636,0.118,7.5820888134,3276.6757088088,35.12,27.6327302216,3317.4097094152,6.9257415674,2.0132468945,6.856,1.939,78.8450493424,34.2214135419,21.2584204,0.434033764,0.6212022883,0.2696227674,11.3619845631,42.7020888134,35.2168414019,6.856,1.7088595867,25.7104302893,3271.608313949,1.4088595867
2448,576.878289,42.6882,35.0837,7.6045,3245.0454,25.5731,100.9654736,100.9654736,10.9738,0.114,7.5360189451,3276.6757088088,35.12,27.6338464484,3323.8584300887,6.9257415674,2.0132468945,6.856,1.9446,79.131199004,34.3101235108,21.33965148,0.4335852855,0.6219637033,0.2696743099,11.3962090857,42.6560189451,35.1791304178,6.856,1.710496094,25.7075160463,3265.9955191962,1.410496094
2449,577.130648,42.6142,35.2865,7.3277,3215.799,25.5731,101.1426144,101.1426144,10.8479,0.119,7.5009930604,3276.6757088088,35.12,27.6338464484,3323.8584300887,6.9257415674,2.0132468945,6.856,1.9484,76.0520514839,34.0605525193,21.13604836,0.4478584319,0.6205433205,0.2779155585,11.4262394151,42.6209930604,35.1485711134,6.856,1.7134255576,25.7044087954,3253.8189119381,1.4134255576
2450,577.419521,42.7474,35.292,7.4554,3215.799,25.6214,101.1426144,101.1426144,10.8226,0.112,7.4864504664,3276.6757088088,35.12,27.6312421069,3329.5680968398,6.9383973982,1.9952210118,6.856,1.9484,77.6189202593,34.0605525193,21.08675384,0.4388176543,0.6190960592,0.2716702805,11.4456060629,42.6064504664,35.1321434413,6.856,1.7174779184,25.701143493,3237.4242722023,1.4174779184
2451,577.633509,42.7089,35.2566,7.4523,3197.9123,25.6214,102.4012464,102.4012464,10.8465,0.113,7.4923166904,3276.6757088088,35.12,27.6312421069,3329.5680968398,6.9383973982,1.9952210118,6.856,1.9754,77.5843704557,34.2925996791,21.4261761,0.4420039691,0.6248046605,0.2761661398,11.4488971075,42.6123166904,35.1319921254,6.856,1.7223860275,25.6977523445,3221.7905942348,1.4223860275
2452,577.824444,42.7633,35.2645,7.4988,3197.9123,25.8532,100.0191688,100.0191688,10.9139,0.109,7.5128045354,3276.6757088088,35.12,27.6312421069,3329.5680968398,6.9383973982,1.9952210118,6.856,1.9243,78.8092216286,33.4948785925,21.00161777,0.4250121737,0.6270098192,0.2664868062,11.4328688926,42.6328045354,35.1486467165,6.856,1.72782032,25.6942640179,3209.7451488333,1.42782032
2453,578.057863,42.6197,35.2279,7.3918,3217.2272,25.8532,102.6063568,102.6063568,10.9512,0.114,7.5405723045,3276.6757088088,35.12,27.6362692954,3331.9106418355,6.9383973982,1.9952210118,6.856,1.9798,77.6059072198,34.5688249031,21.68118576,0.445440639,0.6271889722,0.2793754565,11.3972289221,42.6605723045,35.1795335942,6.856,1.733434569,25.6907053015,3202.0965989157,1.433434569
2454,578.332447,42.6106,35.1943,7.4163,3217.2272,25.7189,102.2101208,102.2101208,10.8509,0.112,7.5681648606,3276.6757088088,35.12,27.6362692954,3331.9106418355,6.9383973982,1.9952210118,6.856,1.9713,77.4768606536,34.4353301243,21.39037917,0.4444595436,0.6211753769,0.2760873245,11.344926074,42.6881648606,35.2169279619,6.856,1.7388988995,25.6871053379,3200.9902526922,1.4388988995
2455,578.594137,42.3607,34.9829,7.3778,3208.4189,25.7189,99.9958608,99.9958608,10.8553,0.113,7.5871885225,3276.6757088088,35.12,27.6621966846,3329.7447892492,6.9560418618,1.9620742022,6.856,1.9238,77.0461415317,33.5970934061,20.88342614,0.4360645808,0.6215843105,0.2710509018,11.2816682665,42.7071885225,35.2492390479,6.856,1.7439406941,25.6835002035,3207.6996027491,1.4439406941
2456,578.801451,42.3766,34.9035,7.4731,3208.4189,25.9787,99.842028,99.842028,10.8177,0.112,7.5878040619,3276.6757088088,35.12,27.6621966846,3329.7447892492,6.9560418618,1.9620742022,6.856,1.9205,78.9013643287,33.5454079172,20.77539285,0.4251562467,0.6193215149,0.2633084108,11.214648761,42.7078040619,35.2638658978,6.856,1.7483581221,25.6799351917,3215.8802055861,1.4483581221
2457,578.991796,42.4413,35.0648,7.3765,3195.7321,25.9787,99.1614344,99.1614344,10.8478,0.114,7.5610119419,3276.6757088088,35.12,27.6621966846,3329.7447892492,6.9560418618,1.9620742022,6.856,1.9059,77.8097340464,33.1849970094,20.67482202,0.4264890173,0.6230171428,0.265709969,11.1509493667,42.6810119419,35.250131064,6.856,1.751946064,25.6764654624,3215.7497700792,1.451946064
2458,579.229297,42.5385,34.9805,7.558,3195.7321,25.6733,104.0654376,104.0654376,10.8639,0.116,7.5046215451,3276.6757088088,35.12,27.7050878459,3321.9245553481,6.9560418618,1.9620742022,6.856,2.0111,78.9219524149,34.8261524899,21.84838929,0.4412733267,0.6273558153,0.2768353876,11.0962426446,42.6246215451,35.2040907372,6.856,1.7544228157,25.67315728,3206.7093295376,1.4544228157
2459,579.482649,42.6986,35.1943,7.5043,3188.3417,25.6733,99.8000736,99.8000736,10.8254,0.111,7.4294679167,3201.9475744649,35.12,27.7050878459,3321.9245553481,6.9560418618,1.9620742022,6.856,1.9196,78.3222483191,33.3214842694,20.78043784,0.4254408547,0.6236348199,0.2653197308,11.0541148354,42.5494679167,35.1339603149,6.856,1.755516457,25.6700884767,3196.9971342552,1.455516457
2460,579.770034,42.5996,35.2352,7.3644,3188.3417,25.9854,101.3756944,101.3756944,10.8881,0.11,7.3590928014,3201.9475744649,35.12,27.7209515757,3313.7760420037,6.9663447723,1.9662965987,6.856,1.9534,77.6930298931,33.8475562633,21.26881454,0.4356575655,0.6283707567,0.2737544741,11.025958688,42.4790928014,35.0603434798,6.856,1.7551633013,25.6673451495,3191.9820589536,1.4551633013
2461,579.971928,42.5202,35.0782,7.442,3197.04,25.9854,101.0587056,101.0587056,10.8257,0.117,7.3195349253,3201.9475744649,35.12,27.7209515757,3313.7760420037,6.9663447723,1.9662965987,6.856,1.9466,78.5701764464,33.8337720364,21.07330762,0.4306185065,0.6228483066,0.2682100076,11.0112389894,42.4395349253,35.0086960357,6.856,1.7535957947,25.6650162906,3190.3973053965,1.4535957947
