,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),eff (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),
693,164.288569,41.8988,34.9322,6.9666,3070.5195,25.46,99.58564,99.58564,10.3782,0.109,6.9432755861,3064.7012085585,35.12,27.5491154285,3165.9280035828,5.9329011883,1.9959209787,5.8805,1.915,71.7165595829,32.0211699838,19.874253,0.4464961812,0.6206598013,0.2771222311,10.5944143778,42.0632755861,35.1228957975,5.8805,1.7070708558,25.416255475,3066.5699081839,1.7070708558
694,164.557845,41.9886,35.1741,6.8145,3069.2629,25.453,99.4877464,99.4877464,10.433,0.116,6.9247386746,3064.7012085585,35.12,27.5600003666,3166.5144334012,5.9329011883,1.9959209787,5.8805,1.9129,70.0128140764,31.9766012027,19.9572857,0.4567249813,0.6241215435,0.2850519003,10.5947491399,42.0447386746,35.1173394322,5.8805,1.7126335682,25.4184216873,3068.1882055594,1.7126335682
695,164.786921,42.0772,35.036,7.0412,3069.2629,25.453,101.7579456,101.7579456,10.4611,0.11,6.8990038121,3064.7012085585,35.12,27.5600003666,3166.5144334012,5.9329011883,1.9959209787,5.8805,1.9616,72.5228014175,32.7062715098,20.52049376,0.4509791524,0.6274177035,0.2829523041,10.5919591649,42.0190038121,35.1044229271,5.8805,1.7170684167,25.4202522178,3070.1985509383,1.7170684167
696,164.973073,42.1426,35.3024,6.8402,3070.7292,25.4435,104.0794224,104.0794224,10.3754,0.116,6.8706928294,3064.7012085585,35.12,27.5600003666,3166.5144334012,5.9329011883,1.9959209787,5.8805,2.0114,70.2711229298,33.4684045317,20.86907956,0.4762753623,0.6235456949,0.2969794517,10.586861873,41.9906928294,35.0854553594,5.8805,1.720083761,25.4217662857,3070.8163841615,1.720083761
697,165.210818,42.0626,34.9126,7.15,3070.7292,25.4435,100.3920968,100.3920968,10.5018,0.108,6.8503023539,3064.7012085585,35.12,27.570715244,3164.9990230246,5.9329011883,1.9959209787,5.8805,1.9323,73.6999003952,32.2826859528,20.29262814,0.4380288953,0.6285916906,0.2753413238,10.5810336196,41.9703023539,35.0679981322,5.8805,1.721849665,25.422989906,3069.9460794171,1.721849665
698,165.459612,42.1774,35.2456,6.9318,3072.3015,25.2186,101.1845688,101.1845688,10.3941,0.12,6.8490949336,2999.4819091894,35.12,27.570715244,3164.9990230246,5.9247461441,2.0230031787,5.8805,1.9493,70.65482424,32.5541781389,20.26121913,0.4607495453,0.6223845997,0.2867634213,10.5763168845,41.9690949336,35.0612574124,5.8805,1.7229843732,25.4239541088,3069.5968617909,1.7229843732
699,165.738185,41.9514,34.9817,6.9697,3072.3015,25.2186,98.3922704,98.3922704,10.4315,0.11,6.8714373675,2999.4819091894,35.12,27.5657113045,3163.7628665059,5.9247461441,2.0230031787,5.8805,1.8894,71.0705828164,31.6558101307,19.7092761,0.4454136842,0.6226116475,0.2773197478,10.57431125,41.9914373675,35.0686589223,5.8805,1.7242911065,25.4246917309,3070.7197749969,1.7242911065
700,165.958153,42.167,35.1686,6.9984,3060.1835,25.364,104.0281448,104.0281448,10.3235,0.113,6.9108899632,2999.4819091894,35.12,27.5657113045,3163.7628665059,5.9247461441,2.0230031787,5.8805,2.0103,71.7969972158,33.3370326325,20.75333205,0.4643234944,0.6225308737,0.2890557106,10.5759649566,42.0308899632,35.085563745,5.8805,1.7263717784,25.4252323175,3071.7748462809,1.7263717784
701,166.152793,42.1603,35.2157,6.9446,3060.1835,25.364,101.0726904,101.0726904,10.3501,0.109,6.9534086474,2999.4819091894,35.12,27.5657113045,3163.7628665059,5.9247461441,2.0230031787,5.8805,1.9469,71.2034147635,32.3899227906,20.15060969,0.4548928292,0.6221258945,0.2830006083,10.5812776118,42.0734086474,35.1035529987,5.8805,1.7294193203,25.425597008,3070.1486920764,1.7294193203
702,166.382079,42.0613,35.2132,6.8481,3060.0795,25.2986,96.5882312,96.5882312,10.4457,0.123,6.9858194953,2999.4819091894,35.12,27.5354826331,3163.9287547942,5.9247461441,2.0230031787,5.8805,1.8507,69.9578679004,30.9517735942,19.33185699,0.4424344898,0.6245799431,0.2763357085,10.5892244742,42.1058194953,35.1169499179,5.8805,1.7332785625,25.425796166,3065.0167456471,1.7332785625
703,166.643708,42.0546,35.055,6.9996,3060.0795,25.2986,99.35256,99.35256,10.4213,0.109,7.0024115459,3073.1343036185,35.12,27.5354826331,3163.9287547942,5.9205668,2.016172652,5.8805,1.91,71.6250773178,31.8376049019,19.904683,0.4445036026,0.6251941081,0.2779010333,10.5980783296,42.1224115459,35.1262376991,5.8805,1.7375368478,25.4258298632,3059.5159166848,1.7375368478
704,166.908649,41.9679,35.0923,6.8756,3063.4125,25.4191,104.9977576,104.9977576,10.321,0.117,7.0041517008,3073.1343036185,35.12,27.5199672991,3163.8341764479,5.9205668,2.016172652,5.8805,2.0311,70.5951551062,33.6832603172,20.9629831,0.4771327475,0.622356117,0.2969464841,10.606043797,42.1241517008,35.1349327208,5.8805,1.7415342425,25.4256893573,3057.8773815761,1.7415342425
705,167.137948,42.0522,35.1876,6.8646,3063.4125,25.4191,98.9423392,98.9423392,10.3292,0.109,6.9939744044,3073.1343036185,35.12,27.5199672991,3163.8341764479,5.9205668,2.016172652,5.8805,1.9012,70.4735270158,31.7406832664,19.63787504,0.4503915812,0.6186973001,0.2786560553,10.6117585,42.1139744044,35.1436203738,5.8805,1.7445307839,25.42535907,3060.227653604,1.7445307839
706,167.328348,42.0308,35.0623,6.9685,3067.0664,25.3862,100.6624696,100.6624696,10.3526,0.118,6.9746151847,3073.1343036185,35.12,27.5199672991,3163.8341764479,5.9205668,2.016172652,5.8805,1.9381,71.5296586295,32.3310178015,20.06437406,0.4519945771,0.6205920947,0.2805042614,10.6143724894,42.0946151847,35.1489713074,5.8805,1.7460527507,25.424819788,3063.2300023437,1.7460527507
707,167.565681,42.0601,34.9811,7.079,3067.0664,25.3862,97.464612,97.464612,10.35,0.11,6.9498534761,3073.1343036185,35.12,27.533801961,3161.9079712087,5.9205668,2.016172652,5.8805,1.8695,72.7498866925,31.3039220885,19.349325,0.4302951319,0.6181118438,0.2659705173,10.6134323298,42.0698534761,35.1475876196,5.8805,1.7460483373,25.424052633,3064.9073711401,1.7460483373
708,167.84349,41.8939,34.9456,6.9483,3061.9536,25.306,97.301456,97.301456,10.4575,0.118,6.9252490926,3073.1343036185,35.12,27.533801961,3161.9079712087,5.9259566783,2.0141769165,5.8805,1.866,71.0813227543,31.1994229602,19.513695,0.4389257508,0.6254505099,0.2745263347,10.608893704,42.0452490926,35.1377703135,5.8805,1.7447032582,25.4230422472,3065.7538024142,1.7447032582
709,168.088746,42.1194,35.1491,6.9703,3061.9536,25.306,98.4482096,98.4482096,10.3852,0.11,6.9058732084,3073.1343036185,35.12,27.5440465914,3159.8680575951,5.9259566783,2.0141769165,5.8805,1.8906,71.3234965887,31.5671260971,19.63425912,0.4425908376,0.6219843726,0.2752845845,10.6012788378,42.0258732084,35.1184599835,5.8805,1.742158909,25.4217781997,3065.8892588219,1.742158909
710,168.31291,41.9618,35.1149,6.8469,3062.3703,25.2674,99.911952,99.911952,10.3664,0.119,6.8937643095,3073.1343036185,35.12,27.5440465914,3159.8680575951,5.9259566783,2.0141769165,5.8805,1.922,69.8584016399,32.0408305816,19.9242208,0.4586539318,0.6218384617,0.2852086554,10.5917585936,42.0137643095,35.0906949705,5.8805,1.7383948618,25.4202546142,3064.4306390304,1.7383948618
711,168.512054,41.9508,35.0788,6.872,3062.3703,25.2674,101.6320824,101.6320824,10.3631,0.109,6.8881409811,3073.1343036185,35.12,27.5440465914,3159.8680575951,5.9259566783,2.0141769165,5.8805,1.9589,70.1342785229,32.5924603479,20.30027659,0.4647151298,0.6228519226,0.2894487121,10.5819356577,42.0081409811,35.0610137389,5.8805,1.7333628237,25.4184686288,3062.0868996327,1.7333628237
712,168.741407,42.2251,35.1643,7.0608,3058.6235,25.1424,98.093928,98.093928,10.2431,0.111,6.8869818094,3073.1343036185,35.12,27.5333041132,3159.7548572373,5.9259566783,2.0141769165,5.8805,1.883,71.8521741462,31.4193187277,19.2877573,0.4372772167,0.6138820981,0.2684366552,10.5733418969,42.0069818094,35.0401967132,5.8805,1.7272489326,25.4164183558,3060.9812268483,1.7272489326
713,168.990328,42.098,35.2077,6.8903,3058.6235,25.1424,103.08184,103.08184,10.3685,0.11,6.8890947749,3017.0270362529,35.12,27.5333041132,3159.7548572373,5.9134167617,2.0303110406,5.8805,1.99,69.9874605032,33.0169384796,20.633315,0.4717550579,0.6249312005,0.2948144546,10.5669082207,42.0090947749,35.0369869192,5.8805,1.7206175628,25.4141004507,3061.1573057764,1.7206175628
714,169.26815,41.9618,35.1369,6.8249,3066.4394,25.1403,98.4621944,98.4621944,10.426,0.121,6.8960233177,3017.0270362529,35.12,27.5376540739,3160.4825781946,5.9134167617,2.0303110406,5.8805,1.8909,69.2664120012,31.6178630824,19.7145234,0.456467459,0.623524852,0.2846188048,10.5627260904,42.0160233177,35.0535233384,5.8805,1.7143257287,25.4115071898,3060.8271872142,1.7143257287
715,169.492639,41.9654,35.1497,6.8157,3066.4394,25.1403,102.359292,102.359292,10.3235,0.11,6.9095694904,3017.0270362529,35.12,27.5376540739,3160.4825781946,5.9134167617,2.0303110406,5.8805,1.9745,69.1658024257,32.8692865255,20.38375075,0.4752245383,0.6201458232,0.2947085125,10.5602821838,42.0295694904,35.0852185434,5.8805,1.7093056644,25.4086237035,3060.5008894674,1.7093056644
716,169.679326,42.0632,35.3098,6.7534,3061.4328,25.433,103.0958248,103.0958248,10.3638,0.115,6.9263448235,3017.0270362529,35.12,27.5376540739,3160.4825781946,5.9134167617,2.0303110406,5.8805,1.9903,69.2818424771,33.0517474663,20.62707114,0.4770621895,0.6240841323,0.2977269426,10.5589403215,42.0463448235,35.1230568199,5.8805,1.706352322,25.4054268263,3062.4110993563,1.706352322
717,169.916947,42.0577,35.1992,6.8585,3061.4328,25.433,97.8468632,97.8468632,10.3738,0.109,6.9381488424,3017.0270362529,35.12,27.567099234,3160.9128020966,5.9134167617,2.0303110406,5.8805,1.8777,70.4445790708,31.3689697825,19.47888426,0.4452999819,0.62096028,0.2765136014,10.5582318792,42.0581488424,35.1578075286,5.8805,1.7059916049,25.4018873176,3065.272125974,1.7059916049
718,170.166949,42.0082,35.077,6.9312,3067.0664,25.7665,102.2334288,102.2334288,10.4276,0.114,6.9390301565,3017.0270362529,35.12,27.567099234,3160.9128020966,5.9147549167,2.0477314212,5.8805,1.9718,72.1831479734,32.8355823136,20.56114168,0.454892634,0.6261847737,0.2848468411,10.5578924745,42.0590301565,35.1842073154,5.8805,1.7083954875,25.3979766427,3065.2937560542,1.7083954875
719,170.427234,42.1597,35.2181,6.9416,3067.0664,25.7665,101.5248656,101.5248656,10.2971,0.109,6.930230109,3017.0270362529,35.12,27.5945118432,3159.9915911194,5.9147549167,2.0477314212,5.8805,1.9566,72.2997134122,32.6080042548,20.14730586,0.4510115285,0.6178638135,0.2786637029,10.5578572425,42.050230109,35.2007892769,5.8805,1.7133019676,25.3936779034,3063.1210416941,1.7133019676
720,170.66146,41.9092,34.9676,6.9416,3066.4394,25.3763,98.2710688,98.2710688,10.4551,0.123,6.9185174968,3017.0270362529,35.12,27.5945118432,3159.9915911194,5.9147549167,2.0477314212,5.8805,1.8868,71.204828652,31.5564894446,19.72668268,0.4431790658,0.625122852,0.2770413616,10.5582290788,42.0385174968,35.2066411607,5.8805,1.7200341647,25.3889982742,3063.2720288473,1.7200341647
721,170.86299,42.2825,35.1967,7.0858,3066.4394,25.3763,99.6648872,99.6648872,10.4658,0.11,6.911203934,3017.0270362529,35.12,27.5945118432,3159.9915911194,5.9147549167,2.0477314212,5.8805,1.9167,72.7965776818,32.0040679249,20.05979886,0.4396369849,0.6267890353,0.2755596417,10.5591947509,42.031203934,35.2003258735,5.8805,1.727636199,25.3839777334,3066.347053689,1.727636199
722,171.092475,41.9581,34.9798,6.9783,3078.3964,25.5168,97.4925816,97.4925816,10.4705,0.109,6.9125184769,3017.0270362529,35.12,27.5945568132,3157.5807063707,5.9147549167,2.0477314212,5.8805,1.8701,72.0064209727,31.4285779265,19.58088205,0.4364691024,0.6230279364,0.2719324442,10.5610389263,42.0325184769,35.181636103,5.8805,1.7349964688,25.3786895947,3068.6806477643,1.7349964688
723,171.341892,42.0583,34.9609,7.0974,3078.3964,25.5168,99.1614344,99.1614344,10.522,0.109,6.9227293725,3017.0270362529,35.12,27.5945568132,3157.5807063707,5.9304227037,2.066427194,5.8805,1.9059,73.3283830737,31.9665641959,20.0538798,0.4359371209,0.627339231,0.2734804582,10.5642610515,42.0427293725,35.153046945,5.8805,1.7409508825,25.3732343779,3069.8223901304,1.7409508825
724,171.618864,42.0858,35.1912,6.8946,3074.8205,25.4174,100.8815648,100.8815648,10.3682,0.117,6.9381863748,3017.0270362529,35.12,27.5558789582,3156.4843144786,5.9304227037,2.066427194,5.8805,1.9428,70.8005046171,32.4833039153,20.14333896,0.4588004576,0.6201136132,0.2845084095,10.5695574999,42.0581863748,35.1189898777,5.8805,1.7444613049,25.3677323648,3072.9756239265,1.7444613049
725,171.837146,42.0418,35.0727,6.9691,3074.8205,25.4174,99.8140584,99.8140584,10.3891,0.109,6.9525041672,3017.0270362529,35.12,27.5558789582,3156.4843144786,5.9304227037,2.066427194,5.8805,1.9199,71.6242034106,32.1395727798,19.94603309,0.4487250294,0.6206066654,0.2784817442,10.5775151265,42.0725041672,35.0849394294,5.8805,1.7448773663,25.3623170542,3077.4666499305,1.7448773663
726,172.026252,42.1072,34.7966,7.3106,3063.4125,25.3413,100.238264,100.238264,10.4501,0.118,6.9602078554,3017.0270362529,35.12,27.5558789582,3156.4843144786,5.9304227037,2.066427194,5.8805,1.929,75.1742018751,32.1564156915,20.1582429,0.4277586577,0.6268809028,0.2681537336,10.5881478055,42.0802078554,35.0572454212,5.8805,1.7421642725,25.3571282947,3078.2088117497,1.7421642725
727,172.263864,42.0021,35.0183,6.9838,3063.4125,25.3413,99.608948,99.608948,10.3828,0.109,6.959908351,3017.0270362529,35.12,27.5019930768,3158.3799674341,5.9304227037,2.066427194,5.8805,1.9155,71.5718015624,31.9545312405,19.8882534,0.4464681696,0.6223922751,0.2778783399,10.6006445585,42.079908351,35.0397991372,5.8805,1.7369353847,25.3523044218,3073.2531740102,1.7369353847
728,172.540915,42.0503,35.19,6.8603,3061.5368,25.1357,100.3920968,100.3920968,10.3556,0.117,6.9538747393,3017.0270362529,35.12,27.5019930768,3158.3799674341,5.9164339828,2.0855162283,5.8805,1.9323,69.6407954226,32.1860459227,20.01012588,0.4621722904,0.6217018993,0.2873333907,10.6135394455,42.0738747393,35.0300004724,5.8805,1.7302559027,25.3479739352,3066.2079619873,1.7302559027
729,172.798364,42.0216,34.876,7.1456,3061.5368,25.1357,101.170584,101.170584,10.4723,0.11,6.945301187,3017.0270362529,35.12,27.4832618753,3161.5884813216,5.9164339828,2.0855162283,5.8805,1.949,72.7602149717,32.4356315532,20.4105127,0.4457880116,0.6292620715,0.2805174876,10.6251093284,42.065301187,35.0222884056,5.8805,1.7233503089,25.3442469305,3061.5774735942,1.7233503089
730,173.006884,41.9874,35.0586,6.9288,3055.5083,25.605,104.2192704,104.2192704,10.1262,0.122,6.9362112748,3017.0270362529,35.12,27.4832618753,3161.5884813216,5.9164339828,2.0855162283,5.8805,2.0144,71.703985276,33.347256786,20.39821728,0.4650683872,0.6116910129,0.2844781528,10.6337401986,42.0562112748,35.014871826,5.8805,1.7173745204,25.3412069862,3060.4803918873,1.7173745204
731,173.209972,42.1249,35.1857,6.9392,3055.5083,25.605,102.3872616,102.3872616,9.9601,0.109,6.9272948254,3017.0270362529,35.12,27.4832618753,3161.5884813216,5.9164339828,2.0855162283,5.8805,1.9751,71.8198201027,32.7610651187,19.67219351,0.4561563239,0.6004747843,0.2739103702,10.6380218835,42.0472948254,35.0098611585,5.8805,1.7133269589,25.3389069063,3060.2889895223,1.7133269589
732,173.438813,42.1365,35.3024,6.8341,2998.3669,25.3681,100.2942032,100.2942032,9.9317,0.118,6.9194281071,3017.0270362529,35.12,27.4881857345,3165.617079539,5.9164339828,2.0855162283,5.8805,1.9302,69.9955664834,31.4912010639,19.17016734,0.4499027959,0.608746783,0.2738768797,10.6363542468,42.0394281071,35.0106547813,5.8805,1.7120184095,25.337371594,3056.4596761191,1.7120184095
733,173.696593,42.1127,35.1485,6.9642,2998.3669,25.3681,101.6320824,101.6320824,10.0343,0.109,6.9155131407,3017.0270362529,35.12,27.4881857345,3165.617079539,5.8924333562,2.0921662366,5.8805,1.9589,71.4312088663,31.9112794088,19.65619027,0.4467414162,0.6159637167,0.2751765031,10.6264566708,42.0355131407,35.0224124895,5.8805,1.7139436278,25.3366053338,3043.2696798844,1.7139436278
734,173.974766,41.8964,34.9322,6.9642,3000.6127,25.3698,99.4597768,99.4597768,10.0433,0.118,6.9194722602,3017.0270362529,35.12,27.5129850937,3167.3353288572,5.8924333562,2.0921662366,5.8805,1.9123,71.4359957071,31.2525918943,19.20580259,0.4374908138,0.614534713,0.2688532917,10.6056322246,42.0394722602,35.0500241345,5.8805,1.7190654197,25.3365972696,3019.2081630858,1.7190654197
735,174.196601,42.1212,35.0562,7.065,3000.6127,25.3698,99.3805296,99.3805296,10.0959,0.109,6.9315354784,3017.0270362529,35.12,27.5129850937,3167.3353288572,5.8924333562,2.0921662366,5.8805,1.9106,72.5483896339,31.2276905675,19.28922654,0.4304394725,0.6176962238,0.2658808367,10.5719397397,42.0515354784,35.090477477,5.8805,1.7266969778,25.3373230601,2996.0864948288,1.7266969778
736,174.381233,42.0742,35.2328,6.8414,3008.706,25.808,103.4501064,103.4501064,10.0356,0.113,6.9457455195,3017.0270362529,35.12,27.5129850937,3167.3353288572,5.8924333562,2.0921662366,5.8805,1.9979,71.2912886676,32.5941238376,20.05012524,0.4571964464,0.6151453968,0.2812422894,10.525470054,42.0657455195,35.1295435664,5.8805,1.7356022398,25.3387455828,2990.0074116622,1.7356022398
737,174.618866,42.0204,35.0721,6.9483,3008.706,25.808,102.6716192,102.6716192,10.0535,0.109,6.9544332193,3017.0270362529,35.12,27.5623815743,3162.401855445,5.8924333562,2.0921662366,5.8805,1.9812,72.4913766555,32.3488451319,19.9179942,0.4462440448,0.6157250473,0.2747636356,10.4688721304,42.0744332193,35.151000716,5.8805,1.7443240349,25.3408185652,2999.9763835719,1.7443240349
738,174.864421,41.7027,34.6188,7.0839,3009.1169,25.4157,100.5692376,100.5692376,10.1566,0.116,6.9535926255,3017.0270362529,35.12,27.5623815743,3162.401855445,5.8917123273,2.077833887,5.8805,1.9361,72.8885981405,31.6907731817,19.66419326,0.4347836835,0.6205021615,0.2697842154,10.406925275,42.0735926255,35.1484250464,5.8805,1.7516393589,25.3434945106,3010.2406995174,1.7516393589
739,175.151236,41.977,35.0189,6.9581,3009.1169,25.4157,102.126212,102.126212,9.9421,0.11,6.9416579166,3017.0270362529,35.12,27.5846890093,3154.553073554,5.8917123273,2.077833887,5.8805,1.9695,71.4978011246,32.1813975887,19.58096595,0.450103319,0.6084560466,0.273868086,10.3455206168,42.0616579166,35.1244532656,5.8805,1.7568777332,25.3467327864,3011.7868710503,1.7568777332
