,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),
800,188.197387,41.6972,35.3409,6.3563,2897.4064,25.7953,98.723244,98.723244,9.518,0.11,6.5390984707,3400,35.12,25.329043023,2961.8124701566,3.3495956726,1.9100934118,4.0862825266,1.8965,65.8130241025,29.9541810338,18.050887,0.4551406267,0.602616609,9.7286940325,41.6590984707,35.2493317649,3.2862,1.7456723003,25.6329723203,2864.8961262906,2564.8961262906
801,188.410168,41.5995,35.3299,6.2696,2900.6806,25.7953,97.9167872,97.9167872,9.4969,0.113,6.5440407349,3400,35.12,25.329043023,2961.8124701566,3.3495956726,1.9100934118,4.0862825266,1.8792,64.8401856817,29.7430624525,17.84657448,0.4587134065,0.6000247792,9.7321184968,41.6640407349,35.2556749057,3.2862,1.7678531304,25.6347273425,2847.0363619628,2547.0363619628
802,188.645387,41.4382,35.0098,6.4284,2900.6806,25.6062,97.7769392,97.7769392,9.6158,0.112,6.5521992777,3400,35.12,25.3336668901,2961.861234098,3.3495956726,1.9100934118,4.0862825266,1.8762,66.133647305,29.7005824252,18.04116396,0.4490994166,0.607434686,9.7344202886,41.6721992777,35.2662499525,3.2862,1.7891997309,25.6364507655,2838.5907782281,2538.5907782281
803,188.893285,41.6606,35.1344,6.5262,2910.2856,25.6062,95.180428,95.180428,9.6032,0.11,6.5614462191,3400,35.12,25.3336668901,2961.861234098,3.3495956726,1.9100934118,4.0782519643,1.8205,67.2229912445,29.0076055564,17.4826256,0.4315131627,0.6026910965,9.735335765,41.6814462191,35.2786035303,3.2862,1.8085520751,25.6380774175,2837.9180235135,2537.9180235135
804,189.111001,41.8206,35.3855,6.4351,2910.2856,25.6344,95.4414776,95.4414776,9.5494,0.113,6.5689925473,3400,35.12,25.3336668901,2961.861234098,3.3495956726,1.9100934118,4.0782519643,1.8261,66.2811900559,29.0871641798,17.43815934,0.4388449295,0.5995139035,9.7350983502,41.6889925473,35.2898234818,3.2862,1.825035628,25.6395539424,2835.8497970794,2535.8497970794
805,189.344367,41.8249,35.4222,6.4027,2904.675,25.6344,94.9333632,94.9333632,9.5387,0.11,6.5724191442,3400,35.12,25.340567261,2961.2479581926,3.3495956726,1.9100934118,4.0782519643,1.8152,65.9199056633,28.8765317915,17.31464824,0.4380548106,0.5996096888,9.7344493513,41.6924191442,35.2970063479,3.2862,1.8382285631,25.6408390674,2823.3630494668,2523.3630494668
806,189.590521,41.7186,35.3702,6.3484,2904.675,25.698,100.774348,100.774348,9.5078,0.112,6.5709129049,3400,35.12,25.340567261,2961.2479581926,3.3495956726,1.9100934118,4.0801018947,1.9405,65.4764675432,30.6532241743,18.4498859,0.4681563518,0.6018905481,9.7343100476,41.6909129049,35.2984197317,3.2862,1.8482131136,25.6419026385,2799.6182624811,2499.6182624811
807,189.808597,41.619,35.3079,6.3111,2900.6806,25.698,96.2898888,96.2898888,9.5663,0.111,6.565702079,3400,35.12,25.340567261,2961.2479581926,3.3495956726,1.9100934118,4.0801018947,1.8443,65.0595125393,29.2488781344,17.64312709,0.4495711233,0.6032069678,9.7353196833,41.685702079,35.2944361984,3.2862,1.8554775261,25.6427251552,2777.0497868986,2477.0497868986
808,190.040786,41.7082,35.5468,6.1614,2900.6806,25.5921,98.3130232,98.3130232,9.5217,0.112,6.5592739253,3400,35.12,25.3468861308,2960.8816991954,3.3495956726,1.9100934118,4.0801018947,1.8877,63.1248927794,29.86342253,17.97411309,0.4730847248,0.6018771985,9.7375806652,41.6792739253,35.2873764921,3.2862,1.8606956193,25.6432979103,2770.0545745602,2470.0545745602
809,190.31693,41.583,35.1283,6.4547,2903.0759,25.5921,96.6581552,96.6581552,9.5862,0.112,6.5540577222,3400,35.12,25.3468861308,2960.8816991954,3.3495956726,1.9100934118,4.0889365585,1.8522,66.3900118278,29.3849874769,17.75555964,0.4426115716,0.6042391427,9.7407248521,41.6740577222,35.2805296174,3.2862,1.8645208235,25.6436227272,2775.8863803278,2475.8863803278
810,190.50736,41.4797,35.2352,6.2445,2903.0759,25.3758,97.5858136,97.5858136,9.4795,0.116,6.5514331487,3400,35.12,25.3468861308,2960.8816991954,3.3495956726,1.9100934118,4.0889365585,1.8721,63.5086518479,29.6670043477,17.74657195,0.4671332722,0.5981922456,9.7441558007,41.6714331487,35.2769546778,3.2862,1.8675243142,25.6437099653,2779.6193268922,2479.6193268922
