,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),eff (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
1775,382.554893,41.7424,36.0673,5.6751,2755.2797,25.9485,89.3720744,89.3720744,8.9837,0.118,6.4116742352,2830.3710092556,35.12,27.5544566158,2885.7000229169,2.8220231717,1.7005873774,2.5821,1.6959,58.5149262,25.7867225983,15.23545683,0.4406862364,0.590825638,0.2603687267,9.1677862345,41.5316742352,35.7547536637,2.5821,1.7588976173,25.9618612708,2736.3730798443
1776,382.774893,41.6819,35.9433,5.7386,2755.2797,25.8391,91.8893384,91.8893384,9.0001,0.112,6.3934689874,2830.3710092556,35.12,27.5544566158,2885.7000229169,2.8220231717,1.7005873774,2.5821,1.7499,58.9819517616,26.5130343563,15.74927499,0.4495109701,0.5940200876,0.2670185458,9.1422443473,41.5134689874,35.7743715349,2.5821,1.7619727658,25.9447054362,2744.352188318
1777,382.994893,41.561,35.804,5.757,2756.0334,25.8391,89.3441048,89.3441048,9.1611,0.115,6.4109347845,2830.3710092556,35.12,27.6187845727,2871.6330060387,2.8220231717,1.7005873774,2.5821,1.6953,59.1887640019,25.7857041548,15.53081283,0.4356520125,0.6023032273,0.2623946131,9.127828173,41.5309347845,35.8314460771,2.5821,1.764847545,25.9254435611,2752.063224222
1778,383.214893,41.7125,35.9714,5.7411,2756.0334,25.7568,89.260196,89.260196,8.99,0.116,6.455954146,2830.3710092556,35.12,27.6187845727,2871.6330060387,2.9909699986,1.6749238496,2.5821,1.6935,58.8220986047,25.7614871402,15.224565,0.4379559341,0.5909816043,0.2588239006,9.1237127984,41.575954146,35.903161253,2.5821,1.7677445265,25.9044207068,2756.5421258304
1779,383.434893,41.7009,35.9671,5.7338,2770.874,25.7568,89.6051544,89.6051544,9.0979,0.118,6.5095931512,2830.3710092556,35.12,27.6187845727,2871.6330060387,2.9909699986,1.6749238496,2.5821,1.7009,58.740309435,26.0003017066,15.47461811,0.4426313371,0.5951707132,0.2634412086,9.1287367007,41.6295931512,35.9623478535,2.5821,1.7710186706,25.8820271008,2757.8302634297
1780,383.654893,41.5512,35.8229,5.7283,2770.874,25.7795,89.6844016,89.6844016,9.0369,0.112,6.5527405147,2830.3710092556,35.12,27.6244463089,2858.4604170662,2.9909699986,1.6749238496,2.5821,1.7026,58.7304021974,26.0232964899,15.38622594,0.4430975358,0.5912481513,0.2619805989,9.1414035725,41.6727405147,35.9908263139,2.5821,1.7749487589,25.8586831985,2759.3412245871
1781,383.874893,41.9978,36.1883,5.8095,2771.9521,25.7795,92.6818104,92.6818104,9.166,0.111,6.5751781478,2830.3710092556,35.12,27.6244463089,2858.4604170662,2.9909699986,1.6749238496,2.5821,1.7669,59.6409684545,26.9035039781,16.1954054,0.4510909979,0.6019812666,0.2715483303,9.1598448784,41.6951781478,35.9868633079,2.5821,1.7795982181,25.8348243209,2764.5842955699
1782,384.094893,41.8848,36.0032,5.8816,2771.9521,25.6715,87.4048792,87.4048792,9.1604,0.111,6.5792910397,2830.3710092556,35.12,27.6244463089,2858.4604170662,2.9909699986,1.6749238496,2.5821,1.6537,60.1962429005,25.3717261792,15.14855348,0.4214835504,0.5970643611,0.2516528067,9.1819676484,41.6992910397,35.9634065696,2.5821,1.7848432412,25.8108863308,2771.4577046901
1783,384.314893,41.9825,36.1052,5.8773,2790.1784,25.6715,90.7239384,90.7239384,9.2477,0.111,6.5791001222,2830.3710092556,35.12,27.5660372974,2849.090471344,3.1841408115,1.6584621562,2.5821,1.7249,60.148225269,26.5083371043,15.95135773,0.4407168621,0.6017487128,0.2652008045,9.2058343943,41.6991001222,35.940737688,2.5821,1.7904553768,25.7872925285,2775.0915159114
1784,384.534893,41.941,36.0209,5.9201,2790.1784,26.0214,87.3349552,87.3349552,9.2337,0.115,6.593246753,2830.3710092556,35.12,27.5660372974,2849.090471344,3.1841408115,1.6584621562,2.6257,1.6522,61.4524968683,25.518120953,15.25591914,0.4152495383,0.5978464938,0.2482554805,9.2300712424,41.713246753,35.9366876364,2.6257,1.7961064033,25.7644417658,2776.7810329237
