,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),eff (),P_e_max (W),best_w (RPM),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
3064,306.40000000000117,42.3104656601849,28.962064839437595,13.347574558875474,3994.4721749675537,26.13029695418097,157.32982911825943,157.4283214304244,13.781503885479825,0.1,13.342355622676529,4000.0,29.0,26.207156010479157,3996.5598325563533,6.8048136231001575,3.199430467790326,6.799999999999992,3.155833221006187,146.13379120880413,65.81109072897964,43.49212779722308,0.45034820615134163,0.6608631966962903,0.2976185551436156,0.0,4000.0,13.722793115636028,42.34235562267653,28.955075471798555,6.799962339061497,3.1543606547892273,26.288545495533878,3994.4585956620303
3065,306.5000000000012,42.31024777963923,28.962217334898302,13.347120080823764,3994.205667704654,26.130359318077243,157.3401415024367,157.4283214304244,13.780086148994258,0.1,13.293203299568908,4000.0,29.0,26.207156010479157,3996.5598325563533,6.823755595745195,3.1980375931501936,6.799999999999992,3.155833221006187,146.12897415842727,65.81101326161908,43.48765365732329,0.4503625214686677,0.6607959899423893,0.2975977482068388,0.0,4000.0,13.787163940877702,42.29320329956891,29.019430830826664,6.799504893031068,3.156037891752326,26.088318743202493,3994.2115558345763
3066,306.6000000000012,42.3100373014893,28.962364649750544,13.346723590266127,3993.967064399136,26.130428029756718,157.34945561414216,157.4283214304244,13.7788254273983,0.1,13.259147714507861,4000.0,29.0,26.207156010479157,3996.5598325563533,6.823755595745195,3.1980375931501936,6.799999999999992,3.155833221006187,146.1248516969528,65.81097748699798,43.483675030228326,0.4503749822342531,0.6607358937772839,0.2975789164214776,0.0,4000.0,13.70829967010365,42.25914771450786,28.93001878700199,6.799592431436812,3.156183561946348,25.97959732848113,3994.0056073059714
3067,306.70000000000124,42.309805399571076,28.96252695962696,13.346388267938256,3993.7536638567813,26.130499662217627,157.35817476408695,157.4283214304244,13.777696706413884,0.1,13.336595572059935,4000.0,29.0,26.190459077452072,3989.4411628774487,6.823755595745195,3.1980375931501936,6.799999999999992,3.155833221006187,146.12144081654586,65.8111077246399,43.48011297504846,0.4503863865349175,0.6606804607661901,0.29756148537870875,0.0,4000.0,13.726683483266514,42.336595572059935,28.947509052331874,6.799035071415181,3.155872454032004,26.278268738610564,3993.797591540732
3068,306.80000000000126,42.30956364001551,28.96269616939143,13.346103931296515,3993.5638561891956,26.130566849869062,157.36627377332616,157.4283214304244,13.776687207950662,0.1,13.32006329447428,4000.0,29.0,26.190459077452072,3989.4411628774487,6.823755595745195,3.1980375931501936,6.799999999999992,3.155833221006187,146.1185845935181,65.81136702357527,43.47692716626167,0.45039696494907533,0.6606294494792541,0.2975454990014345,0.0,4000.0,13.841954583096266,42.32006329447428,29.003605196159505,6.801394496251268,3.15620742616261,26.255882794367466,3993.3918950650923
3069,306.9000000000013,42.30933688169192,28.96285488007551,13.34585641521759,3993.395963377065,26.13062447964607,157.37357936230768,157.4283214304244,13.775789316377274,0.1,13.288067961364426,4000.0,29.0,26.190459077452072,3989.4411628774487,6.823755595745195,3.1980375931501936,6.799999999999992,3.155833221006187,146.116093433561,65.81165536348416,43.47409357020551,0.4504066172109148,0.6605834989272625,0.2975311791371783,0.0,4000.0,13.848320183813826,42.288067961364426,28.99477376057065,6.797914404435316,3.156192146840339,26.197478094800317,3993.461469877124
3070,307.0000000000013,42.30914238119452,28.962991013471786,13.345634833701846,3993.247838529363,26.130671697128342,157.37998685286152,157.4283214304244,13.77499509376677,0.1,13.330565002828415,4000.0,29.0,26.190459077452072,3989.4411628774487,6.758261731794804,3.1965731194725495,6.799999999999992,3.155833221006187,146.11383882780177,65.81189368054828,43.47158713610641,0.4504151982353224,0.6605430220123738,0.2975186162026623,0.0,4000.0,13.81957343081161,42.330565002828415,28.90178178788872,6.799552949372952,3.155532662252023,26.045360103845766,3993.298228907143
3071,307.10000000000133,42.30898302219184,28.963102551108307,13.345433901483812,3993.1170515096806,26.130710683647262,157.38553117915413,157.4283214304244,13.77429438417873,0.1,13.332769027170066,4000.0,29.0,26.190459077452072,3989.4411628774487,6.758261731794804,3.1965731194725495,6.799999999999992,3.155833221006187,146.11177290219712,65.81205661238354,43.4693758135102,0.45042268193156604,0.6605077861269992,0.2975076884640042,0.0,4000.0,13.768361163379714,42.332769027170066,28.939741866315487,6.799798056266514,3.1568122597337935,26.310495484378162,3993.0897296543853
3072,307.20000000000135,42.3088514426905,28.96319464562797,13.345252429854453,3993.001266708876,26.130744389450644,157.390345408975,157.4283214304244,13.773675691770912,0.1,13.338772871491855,4000.0,29.0,26.211605272398835,3983.289803518755,6.758261731794804,3.1965731194725495,6.799999999999992,3.155833221006187,146.10989864460032,65.81216137124046,43.46742332345602,0.4504291768165746,0.6604770671222938,0.2974981416501203,0.0,4000.0,13.71135677315085,42.338772871491855,28.94611671187508,6.801163849057363,3.1563211135364617,25.9983376282542,3993.002049371678
3073,307.3000000000014,42.30873768560407,28.963274266075643,13.345090582772652,3992.898508581771,26.130774909937525,157.39458280112493,157.4283214304244,13.773127967865491,0.1,13.306867842635548,4000.0,29.0,26.211605272398835,3983.289803518755,6.758261731794804,3.1965731194725495,6.799999999999992,3.155833221006187,146.10822963704808,65.8122395277486,43.465694798159355,0.4504348570319057,0.660450018264958,0.29748970955389586,0.0,4000.0,13.77769610780054,42.30686784263555,28.966564803641624,6.802183908237567,3.1562869145551065,25.88381116452765,3992.9723172520867
3074,307.4000000000014,42.30863467896086,28.963346362200685,13.344947896395581,3992.8072162813774,26.13080305059554,157.39836108622325,157.4283214304244,13.772641867079372,0.1,13.298775752090918,4000.0,29.0,26.211605272398835,3983.289803518755,6.758261731794804,3.1965731194725495,6.799999999999992,3.155833221006187,146.10676511241257,65.81231461709838,43.46416074514976,0.4504398859728588,0.6604259552034893,0.29748219195537606,0.0,4000.0,13.824918127634051,42.29877575209092,28.99517823111011,6.800429786196141,3.1578560005698213,26.06411280208924,3992.833760867497
3075,307.5000000000014,42.30853970424006,28.963412836719392,13.344822714193738,3992.726147524303,26.130828744556535,157.40174798524407,157.4283214304244,13.772210005773236,0.1,13.287167636292182,4000.0,29.0,26.211605272398835,3983.289803518755,6.800022775902503,3.195028954065963,6.799999999999992,3.155833221006187,146.10548586869407,65.81239450473964,43.462797862892984,0.45044437663268616,0.6604044449372359,0.29747546852520834,0.0,4000.0,13.735095832336194,42.28716763629218,28.994762055969414,6.800394540618051,3.156669117258766,26.20266144917975,3992.6648587042346
3076,307.60000000000144,42.3084529871217,28.96347353165586,13.34471264165041,3992.654243271218,26.130851701184667,157.404776316837,157.4283214304244,13.771826507283592,0.1,13.32455156795092,4000.0,29.0,26.211605272398835,3983.289803518755,6.800022775902503,3.195028954065963,6.799999999999992,3.155833221006187,146.10436306409287,65.8124754767624,43.461587605619165,0.450448392481557,0.6603852429311056,0.297469471096859,0.0,4000.0,13.766573861691581,42.32455156795092,28.957581195047943,6.79927312341514,3.1567041857732083,26.33041523669094,3992.5693805089163
3077,307.70000000000147,42.30837550850174,28.963527760444617,13.344615282180461,3992.590533285749,26.130871839532663,157.40746708711686,157.4283214304244,13.771486361789172,0.1,13.285567568699392,4000.0,29.0,26.195932221502307,3984.8733196153457,6.800022775902503,3.195028954065963,6.799999999999992,3.155833221006187,146.10336900556305,65.81255033965178,43.4605141631679,0.4504519696403845,0.6603681811276523,0.29746414787678915,0.0,4000.0,13.793677426615556,42.28556756869939,28.949403249578516,6.800654504869428,3.1560920768260576,26.09361910442041,3992.577193544089
