,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),eff (),P_e_max (W),best_w (RPM),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
1489,148.89999999999583,42.311626739999,28.96125220140999,13.350560568252689,3996.7241203817407,26.129872525806295,157.2662412559864,157.24963200000008,13.795093682254478,0.1,13.260204130299662,4000.0,29.0,26.194725846212805,3980.3666022445686,6.882656596787597,3.1938237149690414,6.799999999999992,3.152000000000002,146.16535740805205,65.82157894067943,43.48213528646614,0.45032270373700334,0.6606060806540917,0.29748591634525545,0.0,4000.0,13.799856409618958,42.26020413029966,29.007185704034416,6.800497568749474,3.150797955945767,26.166485271911274,3996.68864079084
1490,148.99999999999582,42.31168022540375,28.961214767312875,13.35063029114476,3996.7690628473447,26.12985848481633,157.26434493037175,157.24963200000008,13.795333684086906,0.1,13.332154129352823,4000.0,29.0,26.194725846212805,3980.3666022445686,6.882656596787597,3.1938237149690414,6.799999999999992,3.152000000000002,146.166071354962,65.82152540344701,43.482891772241956,0.45032013786291397,0.6606181109556114,0.29748963880026874,0.0,4000.0,13.832711720140727,42.33215412935282,28.961336495953415,6.800714227608324,3.1514912638659602,25.92214289065269,3996.792054836134
1491,149.09999999999582,42.31172761374488,28.961181600531066,13.350692055705272,3996.8088741048573,26.129846043686193,157.26266493665082,157.24963200000008,13.795546285936275,0.1,13.290265845223658,4000.0,29.0,26.194725846212805,3980.3666022445686,6.882656596787597,3.1938237149690414,6.799999999999992,3.152000000000002,146.16670379389015,65.82147788974021,43.483561893271165,0.4503178643376617,0.6606287687145518,0.297492936247556,0.0,4000.0,13.831164947814758,42.29026584522366,28.92493173548141,6.7993112706049965,3.1535118154690394,26.187899247006996,3996.8874635765715
1492,149.1999999999958,42.311769602559096,28.961152212856785,13.350746768036291,3996.8441395199743,26.12983502081427,157.26117659125683,157.24963200000008,13.7957346144327,0.1,13.263879387921719,4000.0,29.0,26.194725846212805,3980.3666022445686,6.882656596787597,3.1938237149690414,6.799999999999992,3.152000000000002,146.16726400823072,65.82143571371184,43.4841555046919,0.4503158498609197,0.6606382105341001,0.29749585722726046,0.0,4000.0,13.686824378335121,42.26387938792172,28.96673562696844,6.802600059250877,3.153084552015477,26.18767301409326,3996.6784884365597
1493,149.2999999999958,42.31180680475184,28.961126175316725,13.350795233055699,3996.875377667902,26.129825255705562,157.25985807203546,157.24963200000008,13.795901438668352,0.1,13.338118478082457,4000.0,29.0,26.194725846212805,3980.3666022445686,6.882656596787597,3.1938237149690414,6.799999999999992,3.152000000000002,146.16776024929763,65.82139828591707,43.48468133468267,0.45031406497338977,0.6606465749298205,0.2974984446673946,0.0,4000.0,13.875795498598787,42.33811847808246,28.963006362148146,6.799421126615076,3.1522288544414554,26.10044274553979,3996.904980053355
1494,149.3999999999958,42.311839761993724,28.96110310879561,13.350838164626667,3996.9030480759616,26.129816605750204,157.25869005512487,157.24963200000008,13.79604921178073,0.1,13.2965754395374,4000.0,29.0,26.194725846212805,3980.3666022445686,6.882656596787597,3.1938237149690414,6.799999999999992,3.152000000000002,146.16819983345226,65.82136508913626,43.48514711553289,0.45031248359174425,0.6606539845632897,0.29750073658347687,0.0,4000.0,13.85523028582348,42.2965754395374,28.94109833758577,6.8002896132618025,3.1518605941525193,26.164850852097583,3996.887305966704
1495,149.4999999999958,42.311868955593056,28.961082676426287,13.350876194905215,3996.927557983643,26.129808943956267,157.25765540307907,157.24963200000008,13.796180107579328,0.1,13.321983229686566,4000.0,29.0,26.22947158871932,3981.8208569779417,6.882656596787597,3.1938237149690414,6.799999999999992,3.152000000000002,146.16858923567867,65.821335659398,43.48555969909007,0.45031108259018143,0.6606605481862655,0.29750276667837994,0.0,4000.0,13.758182163616066,42.321983229686566,28.91222941085577,6.800650554620845,3.153870555878512,26.10693970778307,3996.7689185896193
1496,149.5999999999958,42.31189481414761,28.96106457823409,13.350909883329846,3996.949268258757,26.12980215737204,157.25673890857573,157.24963200000008,13.79629605252429,0.1,13.257535421289411,4000.0,29.0,26.22947158871932,3981.8208569779417,6.882656596787597,3.1938237149690414,6.799999999999992,3.152000000000002,146.16893418294535,65.82130957631749,43.48592515755659,0.45030984144644165,0.6606663622688362,0.29750456484227705,0.0,4000.0,13.835612539349803,42.25753542128941,28.9608644700105,6.800388376431003,3.1510619952010024,26.183170205812633,3996.8846909865742
1497,149.69999999999578,42.31191771886937,28.961048547409884,13.350939725106242,3996.9684986200973,26.129796145811564,157.25592708203553,157.24963200000008,13.796398753712964,0.1,13.266954191521606,4000.0,29.0,26.22947158871932,3981.8208569779417,6.882656596787597,3.1938237149690414,6.799999999999992,3.152000000000002,146.16923974352187,65.82128646035363,43.48624887170329,0.4503087419476764,0.6606715123669987,0.29750615757465193,0.0,4000.0,13.847248010660048,42.266954191521606,28.947491165375734,6.798835747118717,3.152008705416256,26.202428936873897,3997.0903783233625
1498,149.79999999999578,42.31193800788597,28.96103434729943,13.35096615888061,3996.9855322854273,26.129790820622954,157.25520796754972,157.24963200000008,13.796489723585893,0.1,13.295816564082635,4000.0,29.0,26.22947158871932,3981.8208569779417,6.882656596787597,3.1938237149690414,6.799999999999992,3.152000000000002,146.16951040731152,65.82126597241917,43.48653560874276,0.45030776794013766,0.6606760743095516,0.29750756835378667,0.0,4000.0,13.784291165882703,42.295816564082635,28.956719100351577,6.7981733531613715,3.152054513007421,26.151026426520904,3996.9814390841193
