,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),GV (deg),DP (psi),dt
726,179.502,37.9186,31.7778,132.5338288,5.8544,2.6218,2238.405,27.178,0.0004,6.1408,0.246
727,179.749,37.9246,31.8555,132.356688,5.455,2.618,2139.1899,27.3025,0.0004,6.0691,0.247
728,179.995,37.7641,31.7172,132.8741256,5.4024,2.6291,2105.677,27.3984,0.0004,6.0469,0.246
729,180.241,37.7933,31.7758,135.7689792,5.3312,2.6912,2085.4187,27.5445,0.0004,6.0175,0.246
730,180.488,37.963,31.8828,133.2610384,5.3123,2.6374,2085.4187,27.5274,0.0004,6.0802,0.247
731,180.736,37.9903,31.9666,134.1607272,5.2517,2.6567,2076.3073,26.8658,0.0004,6.0237,0.248
732,180.983,37.9499,31.9545,133.6899056,5.233,2.6466,2069.5363,26.8018,0.0004,5.9954,0.247
733,181.23,37.8792,31.8101,132.263456,5.32,2.616,2067.2546,27.3442,0.0004,6.0691,0.247
734,181.477,37.958,31.8889,134.0068944,5.2934,2.6534,2076.4118,27.6275,0.0004,6.0691,0.247
735,181.723,37.9297,31.8465,133.801784,5.2592,2.649,2067.9387,27.1756,0.0004,6.0832,0.246
736,181.97,37.8327,31.8394,135.8575496,5.2573,2.6931,2067.9387,26.9826,0.0004,5.9933,0.247
737,182.217,37.8943,31.802,131.1120408,5.3123,2.5913,2072.3437,27.4207,0.0004,6.0923,0.247
738,182.464,37.7944,31.7536,133.009312,5.3491,2.632,2081.7141,27.2633,0.0004,6.0408,0.247
739,182.711,37.754,31.7435,130.4780632,5.3365,2.5777,2085.0708,27.1198,0.0004,6.0105,0.247
740,182.957,37.8812,31.8172,134.0488488,5.3181,2.6543,2079.8669,27.0402,0.0004,6.064,0.246
741,183.203,37.8893,31.8616,133.4195328,5.3685,2.6408,2084.7231,27.1804,0.0004,6.0277,0.246
742,183.463,37.8519,31.8192,135.0650776,5.3157,2.6761,2075.8371,27.2169,0.0004,6.0327,0.26
743,183.711,37.8206,31.7525,130.6831736,5.2485,2.5821,2075.8371,27.1246,0.0004,6.0681,0.248
744,183.958,37.8327,31.898,135.0231232,5.297,2.6752,2073.5688,27.438,0.0004,5.9347,0.247
745,184.205,37.8772,31.8414,133.8484,5.296,2.65,2074.1149,27.615,0.0004,6.0358,0.247
746,184.452,37.8933,31.8495,132.9673576,5.2786,2.6311,2072.5102,27.4034,0.0004,6.0438,0.247
747,184.699,37.8035,31.7546,133.4195328,5.314,2.6408,2074.3444,27.3467,0.0004,6.0489,0.247
748,184.946,37.8307,31.8141,130.049196,5.3067,2.5685,2079.0598,26.9994,0.0004,6.0166,0.247
749,185.193,37.7984,31.805,135.5405608,5.3278,2.6863,2079.0598,27.2657,0.0004,5.9934,0.247
750,185.439,37.8933,31.8555,134.3891456,5.2701,2.6616,2079.2377,27.2023,0.0004,6.0378,0.246
751,185.686,37.8459,31.797,133.5547192,5.3227,2.6437,2071.5942,27.1392,0.0004,6.0489,0.247
752,185.932,37.9509,31.899,131.6527864,5.3351,2.6029,2077.5622,26.8895,0.0004,6.0519,0.246
753,186.178,37.86,31.8404,136.039352,5.3668,2.697,2077.332,26.9014,0.0004,6.0196,0.246
754,186.424,37.8206,31.7808,133.6665976,5.2817,2.6461,2074.1149,27.3418,0.0004,6.0398,0.246
755,186.671,37.8539,31.8152,131.9464672,5.402,2.6092,2074.1149,27.1804,0.0004,6.0387,0.247
756,186.918,37.8317,31.8202,134.8646288,5.3237,2.6718,2086.458,27.2194,0.0004,6.0115,0.247
757,187.165,37.9398,31.9141,129.9373176,5.2643,2.5661,2076.872,27.115,0.0004,6.0257,0.247
758,187.412,37.9024,31.9141,135.4053744,5.2873,2.6834,2062.8198,27.1464,0.0004,5.9883,0.247
759,187.659,37.8772,31.7435,135.6757472,5.3668,2.6892,2076.4118,27.4851,0.0004,6.1337,0.247
760,187.906,37.8297,31.8121,134.3425296,5.2798,2.6606,2079.5209,27.3,0.0004,6.0176,0.247
761,188.152,37.8822,31.8374,132.8275096,5.304,2.6281,2079.5209,27.3614,0.0004,6.0448,0.246
762,188.399,37.8438,31.7859,137.3958776,5.2684,2.7261,2069.225,27.52,0.0004,6.0579,0.247
763,188.646,37.9044,31.8404,134.1187728,5.3326,2.6558,2080.2131,27.4454,0.0004,6.064,0.247
764,188.893,37.9095,31.8949,132.1981936,5.2568,2.6146,2078.3684,27.0787,0.0004,6.0146,0.247
765,189.14,37.8287,31.7939,133.8484,5.2294,2.65,2074.5739,27.3639,0.0004,6.0348,0.247
766,189.387,38.0085,31.9666,134.7294424,5.2805,2.6689,2068.8513,27.2169,0.0004,6.0419,0.247
767,189.634,37.8135,31.8303,131.7693264,5.3234,2.6054,2068.8513,27.1828,0.0004,5.9832,0.247
768,189.881,37.7701,31.7021,130.2776144,5.3162,2.5734,2076.5119,27.1853,0.0004,6.068,0.247
769,190.127,37.9206,31.9232,131.9930832,5.2308,2.6102,2072.9685,27.0378,0.0004,5.9974,0.246
770,190.374,37.8731,31.8121,134.9531992,5.3326,2.6737,2072.2812,27.3787,0.0004,6.061,0.247
771,190.621,37.8802,31.8071,134.54764,5.2362,2.665,2075.8371,27.3221,0.0004,6.0731,0.247
772,190.868,37.7843,31.7404,133.2377304,5.3152,2.6369,2075.7224,27.2804,0.0004,6.0439,0.247
773,191.114,37.8146,31.7737,129.9839336,5.3123,2.5671,2075.7224,27.4009,0.0004,6.0409,0.246
774,191.361,37.9307,31.8434,129.6203288,5.3113,2.5593,2077.5622,27.3467,0.0004,6.0873,0.247
775,191.608,37.7106,31.7525,133.5547192,5.2573,2.6437,2082.7548,27.3025,0.0004,5.9581,0.247
776,191.855,37.8701,31.801,131.3404592,5.2306,2.5962,2068.9655,27.0018,0.0004,6.0691,0.247
777,192.102,37.9075,31.8808,133.1444984,5.3009,2.6349,2075.6074,27.4207,0.0004,6.0267,0.247
778,192.348,37.7368,31.7303,136.1978464,5.3365,2.7004,2080.2131,27.3639,0.0004,6.0065,0.246
779,192.595,37.659,31.7122,131.7227104,5.3162,2.6044,2080.2131,27.5624,0.0004,5.9468,0.247
780,192.843,37.7994,31.7,134.7061344,5.2493,2.6684,2075.3127,27.9167,0.0004,6.0994,0.248
781,193.09,37.8378,31.7869,138.183688,5.2919,2.743,2073.3122,26.9443,0.0004,6.0509,0.247
782,193.337,37.86,31.8808,135.8808576,5.3421,2.6936,2071.7087,27.3246,0.0004,5.9792,0.247
783,193.584,37.7933,31.8131,134.9065832,5.2478,2.6727,2069.8791,26.8397,0.0004,5.9802,0.247
784,193.83,37.9337,31.8626,131.6994024,5.2386,2.6039,2071.2509,27.045,0.0004,6.0711,0.246
785,194.077,37.8297,31.8212,132.9440496,5.2999,2.6306,2071.2509,27.2609,0.0004,6.0085,0.247
786,194.324,37.8024,31.7647,130.025888,5.2745,2.568,2073.9064,27.3196,0.0004,6.0377,0.247
787,194.571,37.8115,31.7717,129.9373176,5.3341,2.5661,2076.872,26.8373,0.0004,6.0398,0.247
788,194.818,37.8852,31.7768,136.738592,5.3225,2.712,2076.6418,26.9276,0.0004,6.1084,0.247
789,195.065,37.5762,31.5778,133.73186,5.3324,2.6475,2089.4855,27.3812,0.0004,5.9984,0.247
790,195.312,37.5581,31.59,132.286764,5.1867,2.6165,2059.4211,27.2682,0.0004,5.9681,0.247
791,195.559,37.965,31.9424,131.564216,5.1879,2.601,2059.4211,26.899,0.0004,6.0226,0.247
792,195.806,37.7449,31.6849,132.1282696,5.3583,2.6131,2054.4875,27.4901,0.0004,6.06,0.247
793,196.054,37.7095,31.6808,133.8484,5.265,2.65,2080.4438,27.0018,0.0004,6.0287,0.248
794,196.3,37.759,31.7475,133.102544,5.1955,2.634,2067.0268,27.0186,0.0004,6.0115,0.246
795,196.547,37.9166,31.8687,133.009312,5.2529,2.632,2058.8557,27.2413,0.0004,6.0479,0.247
796,196.793,37.7944,31.7344,131.9278208,5.3023,2.6088,2074.6887,27.0402,0.0004,6.06,0.246
797,197.04,37.8378,31.7879,131.2938432,5.3319,2.5952,2074.6887,27.1029,0.0004,6.0499,0.247
798,197.287,37.858,31.8798,135.6524392,5.3353,2.6887,2079.133,27.3664,0.0004,5.9782,0.247
799,197.535,37.8883,31.8455,131.2006112,5.3469,2.5932,2080.6748,27.4182,0.0004,6.0428,0.248
800,197.782,37.7055,31.6738,131.587524,5.2997,2.6015,2073.5415,27.1828,0.0004,6.0317,0.247
801,198.028,37.7812,31.7475,133.1444984,5.313,2.6349,2072.7392,26.9611,0.0004,6.0337,0.246
802,198.274,37.9075,31.8434,134.3425296,5.3341,2.6606,2073.3122,27.3639,0.0004,6.0641,0.246
803,198.533,37.548,31.5263,133.7132136,5.288,2.6471,2078.3684,27.3196,0.0004,6.0217,0.259
804,198.78,37.7883,31.7636,131.4523376,5.1414,2.5986,2078.3684,26.9826,0.0004,6.0247,0.247
805,199.026,37.7762,31.7899,136.1745384,5.2027,2.6999,2053.2409,27.0811,0.0004,5.9863,0.246
806,199.272,37.9075,31.8677,133.3029928,5.2432,2.6383,2062.9331,27.0245,0.0004,6.0398,0.246
807,199.519,37.8974,31.8626,137.6429424,5.2764,2.7314,2065.5466,26.8278,0.0004,6.0348,0.247
808,199.766,37.8509,31.796,134.454408,5.2779,2.663,2073.1977,27.1999,0.0004,6.0549,0.247
809,200.013,37.8388,31.7909,132.6923232,5.2893,2.6252,2076.4118,27.0042,0.0004,6.0479,0.247
810,200.26,37.7933,31.8071,132.379996,5.2757,2.6185,2076.4118,27.0426,0.0004,5.9862,0.247
811,200.507,37.7509,31.7475,134.524332,5.2289,2.6645,2070.6791,27.4231,0.0813,6.0034,0.247
812,200.754,37.8893,31.8263,130.5479872,5.2093,2.5792,2068.9655,27.4653,0.2761,6.063,0.247
813,201.001,37.9953,31.9666,132.6736768,5.298,2.6248,2072.1667,27.0018,0.4733,6.0287,0.247
814,201.25,37.76,31.7283,133.6432896,5.4209,2.6456,2083.6806,27.7081,0.6708,6.0317,0.249
815,201.496,37.8893,31.7576,135.3820664,5.3375,2.6829,2089.3693,27.098,0.8656,6.1317,0.246
816,201.742,37.9822,31.8444,132.7156312,5.4049,2.6257,2089.3693,27.256,1.0619,6.1378,0.246
817,201.988,37.966,31.8515,133.6665976,5.4381,2.6461,2103.4533,27.3418,1.2559,6.1145,0.246
818,202.234,37.8792,31.701,131.1586568,5.6693,2.5923,2118.644,27.3557,1.4511,6.1782,0.246
819,202.481,37.9903,31.799,133.9369704,5.7708,2.6519,2160.885,27.4281,1.6451,6.1913,0.247
820,202.727,37.8267,31.59,132.5804448,5.9938,2.6228,2197.7377,27.2437,1.8406,6.2367,0.246
821,202.974,37.7883,31.3587,132.6503688,6.25,2.6243,2252.5227,27.2804,2.0358,6.4296,0.247
822,203.22,37.8923,31.3971,132.5151824,6.6344,2.6214,2327.0244,27.1658,2.231,6.4952,0.246
823,203.468,38.1417,31.5728,133.2144224,6.8651,2.6364,2393.1079,27.212,2.4281,6.5689,0.248
824,203.715,38.2619,31.4587,131.4057216,7.3161,2.5976,2477.8645,27.3246,2.6253,6.8032,0.247
825,203.962,38.1761,31.2507,135.4053744,7.7129,2.6834,2557.9809,27.2633,2.8217,6.9254,0.247
826,204.209,38.376,31.3294,135.5871768,7.9993,2.6873,2618.3493,27.1658,3.0156,7.0466,0.247
827,204.456,38.579,31.3385,135.7876256,8.3844,2.6916,2689.7145,27.0811,3.2108,7.2405,0.247
828,204.704,38.3488,30.9598,133.5547192,8.7986,2.6437,2753.7082,27.3442,3.4064,7.389,0.248
829,204.951,38.5881,31.0406,134.0954648,8.9569,2.6553,2815.9494,26.7429,3.6039,7.5475,0.247
830,205.203,38.9466,31.1275,130.7297896,9.4273,2.5831,2946.0288,26.4566,3.8039,7.8191,0.252
831,205.45,38.8809,30.7851,132.3986424,10.0325,2.6189,3049.5241,27.5874,4.0006,8.0958,0.247
832,205.698,39.0455,30.7195,131.7227104,10.4224,2.6044,3112.2915,26.7335,4.195,8.326,0.248
833,205.945,39.1314,30.6781,134.2539592,10.6822,2.6587,3170.7111,26.8586,4.3902,8.4533,0.247
834,206.193,39.4434,30.6417,133.4614872,11.1728,2.6417,3313.5991,26.9467,4.5881,8.8017,0.248
835,206.441,39.6626,30.6629,131.7926344,11.5286,2.6059,3362.3239,26.6468,4.7853,8.9997,0.248
836,206.689,39.6504,30.2853,132.8275096,12.0176,2.6281,3421.8449,26.5374,4.9801,9.3651,0.248
837,206.937,39.7817,30.3085,133.3029928,12.2319,2.6383,3550.1276,26.6701,5.1752,9.4732,0.248
838,207.184,39.9736,30.1156,135.9274736,12.7217,2.6946,3616.2006,26.9587,5.3744,9.858,0.247
839,207.433,40.116,30.0025,135.340112,13.1839,2.682,3723.9323,26.6468,5.5695,10.1135,0.249
840,207.681,40.3563,29.8551,135.1583096,13.5646,2.6781,3778.7182,26.7523,5.7659,10.5012,0.248
841,207.929,40.6774,29.7511,134.4357616,14.0859,2.6626,3896.104,26.326,5.9646,10.9263,0.248
842,208.177,40.9824,29.7561,133.1211904,14.3176,2.6344,3956.1135,25.6472,6.1594,11.2263,0.248
843,208.424,41.1187,29.3714,135.270188,14.8639,2.6805,4091.653,26.6819,6.3546,11.7473,0.247
844,208.673,41.3884,29.2633,134.0255408,15.1744,2.6538,4163.8906,26.2578,6.5545,12.1251,0.249
845,208.921,41.7085,29.0028,135.24688,15.7303,2.68,4221.5468,26.2851,6.7493,12.7057,0.248
846,209.169,41.8801,28.8887,136.06266,15.9611,2.6975,4338.2695,26.0508,6.9449,12.9914,0.248
847,209.417,42.2265,28.722,136.3749872,16.3474,2.7042,4419.0429,26.0397,7.1432,13.5045,0.248
848,209.665,42.6718,28.5342,134.9065832,16.8566,2.6727,4514.8085,25.6681,7.3392,14.1376,0.248
849,209.92,43.1697,28.2474,132.9440496,17.4017,2.6306,4619.9335,25.8141,7.5395,14.9223,0.255
850,210.169,43.5009,27.8849,135.969428,17.7686,2.6955,4701.6049,25.2986,7.739,15.616,0.249
851,210.42,43.7766,27.6839,138.6358632,18.1898,2.7527,4788.0488,25.6811,7.939,16.0927,0.251
852,210.668,44.2533,27.4345,134.1420808,18.4205,2.6563,4866.3378,25.3302,8.1326,16.8188,0.248
853,210.921,44.8773,27.1225,134.0488488,18.891,2.6543,4943.3164,24.7668,8.3329,17.7548,0.253
854,211.168,45.362,26.766,135.24688,19.272,2.68,5000.6669,24.7668,8.4908,18.596,0.247
855,211.416,45.5327,26.7206,135.4286824,19.4191,2.6839,5057.9985,24.785,8.4908,18.8121,0.248
856,211.664,45.7296,26.8175,132.5338288,19.5512,2.6218,5078.5483,24.8052,8.4908,18.9121,0.248
857,211.916,45.6307,26.7094,136.2398008,19.6447,2.7013,5077.8603,24.9334,8.4908,18.9213,0.252
858,212.163,45.5691,26.6832,134.0068944,19.5567,2.6534,5076.4858,25.0361,8.4908,18.8859,0.247
859,212.411,45.7619,26.9235,135.5405608,19.5039,2.6863,5073.0517,25.1625,8.4908,18.8384,0.248
860,212.659,45.6781,26.7024,131.7926344,19.5718,2.6059,5092.3413,25.2607,8.4908,18.9757,0.248
861,212.909,45.6135,26.7165,136.1978464,19.5749,2.7004,5084.7456,25.1437,8.4908,18.897,0.25
862,213.157,45.7892,26.9013,134.454408,19.5369,2.663,5079.9243,25.0526,8.4908,18.8879,0.248
863,213.405,45.662,26.8094,132.0396992,19.6139,2.6112,5079.9243,25.1583,8.4908,18.8526,0.248
864,213.653,45.6872,26.8023,135.4286824,19.6975,2.6839,5082.6782,25.2126,8.4908,18.8849,0.248
865,213.908,45.771,26.9235,137.1441512,19.6277,2.7207,5070.3081,24.8681,8.4908,18.8475,0.255
866,214.155,45.6125,26.7216,133.5314112,19.6193,2.6432,5090.9584,25.1084,8.4908,18.8909,0.247
867,214.403,45.6801,26.8357,135.5405608,19.5613,2.6863,5079.9243,25.0567,8.4908,18.8444,0.248
868,214.65,45.6559,26.8407,135.24688,19.6137,2.68,5086.8149,25.2042,8.4908,18.8152,0.247
869,214.898,45.7781,26.9054,134.7294424,19.5068,2.6689,5074.4248,24.9518,8.4908,18.8727,0.248
870,215.146,45.8023,26.9508,134.9998152,19.7668,2.6747,5084.7456,25.2817,8.4908,18.8515,0.248
871,215.394,45.6468,26.7569,133.2610384,19.6115,2.6374,5090.9584,25.1687,8.4908,18.8899,0.248
872,215.642,45.7256,26.8387,133.079236,19.5587,2.6335,5075.1118,24.9723,8.4908,18.8869,0.248
873,215.889,45.8235,26.8579,134.7480888,19.5698,2.6693,5084.7456,24.9559,8.4908,18.9656,0.247
874,216.138,45.7922,26.8498,132.6503688,19.674,2.6243,5090.2675,25.1938,8.4908,18.9424,0.249
875,216.386,45.6438,26.7731,131.494292,19.6556,2.5995,5085.4355,25.1896,8.4908,18.8707,0.248
876,216.633,45.6902,26.7498,134.9298912,19.5737,2.6732,5091.6499,25.1043,8.4908,18.9404,0.247
877,216.885,45.6761,26.7428,133.9136624,19.6188,2.6514,5088.1953,25.2105,8.4908,18.9333,0.252
878,217.133,45.6286,26.6206,134.7713968,19.7002,2.6698,5098.5722,25.2754,8.4908,19.008,0.248
879,217.38,45.6105,26.7721,129.7135608,19.5371,2.5613,5086.8149,25.2251,8.4908,18.8384,0.247
880,217.627,45.7963,26.9983,133.4381792,19.5904,2.6412,5079.2358,25.2063,8.4908,18.798,0.247
881,217.88,45.772,26.9104,132.9673576,19.6825,2.6311,5089.5766,24.9887,8.4908,18.8616,0.253
882,218.128,45.7599,26.8316,134.2539592,19.595,2.6587,5090.2675,25.3133,8.4908,18.9283,0.248
883,218.376,45.7175,26.8811,134.0721568,19.523,2.6548,5070.3081,24.9682,8.4908,18.8364,0.248
884,218.624,45.8185,26.9033,134.454408,19.6622,2.663,5082.6782,25.0919,8.4908,18.9152,0.248
885,218.872,45.6721,26.77,131.540908,19.6878,2.6005,5090.2675,25.1604,8.4908,18.9021,0.248
886,219.12,45.7084,26.7559,134.0255408,19.5856,2.6538,5093.7246,25.4852,8.4908,18.9525,0.248
887,219.367,45.7629,26.8751,137.46114,19.515,2.7275,5088.8857,24.9744,8.4908,18.8878,0.247
888,219.615,45.7529,26.8397,138.183688,19.5911,2.743,5089.5766,25.125,8.4908,18.9132,0.248
889,219.871,45.7488,26.9346,134.8413208,19.6704,2.6713,5084.0566,25.0093,8.4908,18.8142,0.256
890,220.119,45.6741,26.7236,135.6337928,19.7465,2.6883,5086.8149,25.1375,8.4908,18.9505,0.248
891,220.367,45.7175,26.869,133.102544,19.5303,2.634,5088.1953,24.9559,8.4908,18.8485,0.248
892,220.614,45.6539,26.7923,135.1350016,19.6874,2.6776,5094.4165,25.3239,8.4908,18.8616,0.247
893,220.862,45.6115,26.7963,134.3425296,19.6122,2.6606,5086.8149,25.1521,8.4908,18.8152,0.248
894,221.109,45.766,26.8973,134.477716,19.6195,2.6635,5076.4858,25.2146,8.4908,18.8687,0.247
895,221.356,45.7316,26.8003,133.8903544,19.6105,2.6509,5094.4165,25.364,8.4908,18.9313,0.247
896,221.604,45.7609,26.8044,135.8342416,19.6837,2.6926,5085.4355,24.9682,8.4908,18.9565,0.248
897,221.852,45.769,26.9134,134.7294424,19.6037,2.6689,5073.0517,24.9518,8.4908,18.8556,0.248
898,222.1,45.7377,26.8155,137.46114,19.6297,2.7275,5086.125,25.2965,8.4908,18.9222,0.248
899,222.348,45.7296,26.8902,134.7061344,19.5638,2.6684,5090.9584,25.0712,8.4908,18.8394,0.248
900,222.596,45.6781,26.8326,136.6267136,19.6132,2.7096,5084.0566,25.034,8.4908,18.8455,0.248
901,222.844,45.7811,26.8942,136.3330328,19.6767,2.7033,5080.6123,25.1625,8.4908,18.8869,0.248
902,223.093,45.7448,26.8922,135.3587584,19.6718,2.6824,5093.0327,24.8316,8.4908,18.8526,0.249
903,223.341,45.665,26.868,137.531064,19.5715,2.729,5078.5483,24.8539,8.4908,18.797,0.248
904,223.588,45.7256,26.8367,132.4452584,19.5398,2.6199,5081.9892,24.8295,8.4908,18.8889,0.247
905,223.836,45.7508,26.8367,135.1816176,19.6622,2.6786,5081.9892,24.8377,8.4908,18.9141,0.248
906,224.084,45.7448,26.9043,133.9835864,19.5567,2.6529,5088.8857,25.0691,8.4908,18.8405,0.248
907,224.333,45.7417,26.873,132.4452584,19.5412,2.6199,5080.6123,24.8722,8.4908,18.8687,0.249
908,224.581,45.7448,26.8831,137.3492616,19.5812,2.7251,5077.1728,25.0526,8.4908,18.8617,0.248
909,224.829,45.7609,26.8993,133.6665976,19.6694,2.6461,5089.5766,25.2063,8.4908,18.8616,0.248
910,225.077,45.6933,26.8286,135.6524392,19.6006,2.6887,5091.6499,25.0237,8.4908,18.8647,0.248
911,225.325,45.6741,26.8215,134.54764,19.573,2.665,5085.4355,24.8052,8.4908,18.8526,0.248
912,225.572,45.7771,26.8751,135.1350016,19.603,2.6776,5092.3413,25.067,8.4908,18.902,0.247
913,225.819,45.8215,26.8912,136.4216032,19.6602,2.7052,5086.8149,25.3619,8.4908,18.9303,0.247
914,226.066,45.7054,26.8609,133.079236,19.5405,2.6335,5083.3671,24.9744,8.4908,18.8445,0.247
915,226.314,45.6731,26.7428,136.016044,19.6752,2.6965,5079.9243,24.779,8.4908,18.9303,0.248
916,226.562,45.7609,26.8488,134.7061344,19.7322,2.6684,5095.8012,25.8668,8.4908,18.9121,0.248
917,226.81,45.5963,26.7771,131.7926344,19.4978,2.6059,5089.5766,25.0381,8.4908,18.8192,0.248
918,227.057,45.7448,26.8831,134.1187728,19.6386,2.6558,5074.4248,25.0691,8.4908,18.8617,0.247
919,227.305,45.7195,26.7912,132.6270608,19.6226,2.6238,5091.6499,25.3682,8.4908,18.9283,0.248
920,227.553,45.7821,26.8488,134.501024,19.6672,2.664,5099.2656,25.1064,8.4908,18.9333,0.248
921,227.801,45.7337,26.874,135.0231232,19.683,2.6752,5090.9584,25.2986,8.4908,18.8597,0.248
922,228.049,45.6529,26.7579,135.0231232,19.6311,2.6752,5094.4165,25.1417,8.4908,18.895,0.248
923,228.298,45.6811,26.7408,136.6034056,19.723,2.7091,5104.8188,25.3133,8.4908,18.9403,0.249
924,228.546,45.7468,26.8518,135.4752984,19.7014,2.6849,5097.1865,25.0919,8.4908,18.895,0.248
925,228.796,45.7337,26.871,133.4847952,19.6629,2.6422,5089.5766,24.8397,8.4908,18.8627,0.25
926,229.043,45.7266,26.8498,133.3029928,19.7414,2.6383,5098.5722,25.2042,8.4908,18.8768,0.247
927,229.291,45.6519,26.762,136.2398008,19.6348,2.7013,5093.7246,25.3028,8.4908,18.8899,0.248
928,229.539,45.6569,26.8498,135.0650776,19.6214,2.6761,5096.4936,24.9826,8.4908,18.8071,0.248
929,229.787,45.6317,26.7912,133.4847952,19.6028,2.6422,5082.6782,25.3513,8.4908,18.8405,0.248
930,230.035,45.6771,26.7044,137.7781288,19.715,2.7343,5099.2656,25.3619,8.4908,18.9727,0.248
931,230.283,45.7084,26.8124,137.2373832,19.6927,2.7227,5099.9589,25.1979,8.4908,18.896,0.248
932,230.531,45.6579,26.8357,136.668668,19.7322,2.7105,5103.4296,25.5409,8.296,18.8222,0.248
933,230.779,45.5701,26.8932,134.7061344,19.5608,2.6684,5092.3413,25.4553,8.0992,18.6769,0.248
934,231.028,45.3671,27.3386,137.2140752,19.4574,2.7222,5065.5141,25.1583,7.9009,18.0285,0.249
935,231.276,45.0571,27.4183,134.2306512,19.4217,2.6582,5024.1157,25.3408,7.7065,17.6388,0.248
936,231.524,44.3078,27.7021,131.7693264,18.8454,2.6054,4927.7265,25.4213,7.5101,16.6057,0.248
937,231.771,44.224,28.207,132.1981936,18.3936,2.6146,4840.5834,25.3281,7.3134,16.017,0.247
938,232.018,43.8746,28.2353,133.8484,18.2649,2.65,4811.3935,25.7007,7.1154,15.6393,0.247
939,232.267,43.6534,28.4676,133.4614872,18.0037,2.6417,4745.0336,25.6119,6.9207,15.1858,0.249
940,232.515,43.1919,28.823,136.8504704,17.5129,2.7144,4637.0717,25.5968,6.7227,14.3689,0.248
941,232.763,42.8445,28.8513,131.564216,17.1137,2.601,4568.1567,26.2329,6.526,13.9932,0.248
942,233.01,42.4588,29.2845,135.6524392,16.6336,2.6887,4464.8173,26.0085,6.3316,13.1743,0.247
943,233.259,42.1366,29.3047,133.9602784,16.3748,2.6524,4377.2617,26.0843,6.1348,12.8319,0.249
944,233.506,41.8973,29.6693,132.0630072,15.8547,2.6117,4319.7788,25.9707,5.9361,12.228,0.247
945,233.754,41.6267,29.9005,135.5405608,15.2701,2.6863,4185.268,26.0174,5.7425,11.7262,0.248
946,234.002,40.9925,29.8258,136.2631088,14.8535,2.7018,4088.0847,26.4589,5.5457,11.1667,0.248
947,234.25,40.9299,30.0611,136.668668,14.495,2.7105,4016.7094,26.2306,5.3474,10.8688,0.248
948,234.498,40.8754,30.2943,135.6990552,13.9718,2.6897,3904.623,26.7853,5.1514,10.5811,0.248
949,234.746,40.3614,30.157,136.691976,13.6793,2.711,3865.5808,27.021,4.9559,10.2044,0.248
950,234.994,40.2099,30.2913,132.986004,13.1453,2.6315,3755.2573,26.9443,4.7587,9.9186,0.248
951,235.241,40.2543,30.3196,132.9673576,13.0826,2.6311,3715.0783,27.2194,4.5615,9.9347,0.247
952,235.488,40.2543,30.4832,131.7227104,12.8909,2.6044,3671.4313,27.0836,4.366,9.7711,0.247
953,235.736,40.0968,30.6215,134.1187728,12.6953,2.6558,3652.123,26.4635,4.1712,9.4753,0.248
954,235.984,39.8524,30.6175,132.8088632,12.3429,2.6277,3558.8876,26.5932,3.974,9.2349,0.248
955,236.231,39.9332,30.7043,131.8345888,12.1156,2.6068,3510.9072,26.4175,3.7765,9.2289,0.247
956,236.479,39.7736,30.7861,133.9602784,11.8514,2.6524,3451.7673,27.4058,3.5825,8.9875,0.248
957,236.727,39.4061,30.6326,131.63414,11.516,2.6025,3411.572,27.144,3.3862,8.7735,0.248
958,236.975,39.3879,30.9033,133.3263008,11.1255,2.6388,3352.4047,27.3172,3.1874,8.4846,0.248
959,237.223,39.2748,30.9558,136.1978464,10.809,2.7004,3242.5422,27.5849,2.993,8.319,0.248
960,237.472,39.2495,31.1234,135.0650776,10.5337,2.6761,3181.4711,26.9109,2.7943,8.1261,0.249
961,237.72,39.1102,31.18,134.7061344,10.0868,2.6684,3109.4526,26.8397,2.5967,7.9302,0.248
962,237.968,39.0445,31.2547,134.7294424,9.7732,2.6689,3051.7578,26.899,2.4024,7.7898,0.248
963,238.225,38.9769,31.4678,132.6503688,9.3364,2.6243,2931.5197,26.6725,2.1969,7.5091,0.257
964,238.471,38.6881,31.3224,134.570948,9.0335,2.6655,2881.955,27.2364,2.0029,7.3657,0.246
965,238.718,38.6871,31.3375,132.1515776,8.8447,2.6136,2832.7541,27.0282,1.8077,7.3496,0.247
966,238.966,38.6032,31.3577,132.6503688,8.5076,2.6243,2780.249,26.842,1.6114,7.2455,0.248
967,239.213,38.5689,31.5799,134.0488488,8.0757,2.6543,2722.5207,27.1828,1.4134,6.989,0.247
968,239.46,38.473,31.5839,135.9041656,7.7759,2.6941,2639.1723,27.3418,1.2182,6.8891,0.247
969,239.707,38.3952,31.5657,135.8575496,7.6576,2.6931,2587.456,26.9491,1.0231,6.8295,0.247
970,239.954,38.3205,31.6374,132.33338,7.2209,2.6175,2535.154,26.8468,0.8283,6.6831,0.247
971,240.202,38.0832,31.5516,135.7689792,6.9293,2.6912,2468.7294,27.4256,0.6319,6.5316,0.248
972,240.448,38.0761,31.693,132.4219504,6.5318,2.6194,2402.3061,27.3221,0.4372,6.3831,0.246
973,240.695,38.0751,31.7586,134.6828264,6.3062,2.6679,2323.708,27.278,0.2424,6.3165,0.247
