,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV
1669,47.862,41.7489,29.9306,119.5178,17.7383,2.6152,4790.2919,28.0649,11.8183,12.26
1670,48.151,42.0482,30.0804,122,17.6242,2.6129,4795.6523,28.4357,11.9678,12.26
1671,48.439,41.6919,29.807,122.3069,17.758,2.5957,4670.2299,28.1733,11.8849,12.26
1672,48.73,41.7499,30.1449,120.0652,17.6249,2.5811,4754.1069,27.906,11.605,12.26
1673,49.021,41.7417,29.965,121.1079,17.484,2.6129,4825.996,28.6974,11.7767,12.26
1674,49.309,41.8098,30.1754,117.4771,17.7304,2.584,4684.0844,28.9985,11.6344,12.26
1675,49.598,41.8785,30.0023,123.8449,17.5372,2.5872,4999.1669,27.5353,11.8762,12.26
1676,49.888,41.8479,29.9292,119.4135,17.547,2.5775,4985.3212,27.1592,11.9187,12.26
1677,50.179,41.6659,29.9127,123.6624,17.6021,2.5933,4729.1264,29.0135,11.7532,12.26
1678,50.468,41.5697,30.1075,118.4229,17.5462,2.6006,5026.5288,27.7384,11.4622,12.26
1679,50.758,41.8956,30.3349,122.8462,17.706,2.6024,4982.2851,27.3352,11.5607,12.26
1680,51.05,41.95,30.0532,118.9704,17.5167,2.5846,4677.5117,27.147,11.8968,12.26
1681,51.348,41.942,30.2462,118.5173,17.474,2.6027,4719.7021,28.8027,11.6958,12.26
1682,51.639,41.8674,29.9853,123.1411,17.562,2.613,4755.8657,26.9167,11.8821,12.26
1683,51.937,41.7453,30.0018,122.3069,17.7391,2.5817,4859.3491,28.1309,11.7435,12.26
1684,52.228,41.8249,29.9446,118.6315,18.0422,2.4332,4830.1401,27.0906,11.8803,12.26
1685,52.527,41.7699,29.9752,115.1906,18.3052,2.5114,4904.6318,28.3848,11.7947,12.26
1686,52.818,41.7505,29.9039,114.4607,18.0485,2.475,4957.5849,27.8783,11.8466,12.26
1687,53.11,42.0821,29.939,114.5911,18.3524,2.4707,5144.9155,27.937,12.1431,12.26
1688,53.4,41.8933,29.8733,112.3282,18.3697,2.4804,5114.5083,27.1047,12.02,12.26
1689,53.694,41.9803,30.1538,118.1623,18.1821,2.5084,4976.2246,28.4213,11.8265,12.26
1690,53.985,41.8649,30.2892,120.0497,18.1611,2.4753,5042.017,28.941,11.5757,12.26
1691,54.273,41.694,29.8021,117.9277,18.4343,2.482,5037.5014,28.9238,11.8919,12.26
1692,54.562,41.9821,29.9446,116.103,18.217,2.4662,4930.1557,26.8316,12.0375,12.26
1693,54.86,42.021,29.8168,115.3206,18.3869,2.5159,5075.5698,28.7596,12.2042,12.26
1694,55.149,42.1932,30.301,115.4929,18.017,2.4845,5071.851,27.325,11.8922,12.26
1695,55.444,41.9008,29.7046,117.3021,18.388,2.4658,4990.5732,27.2058,12.1962,12.26
1696,55.741,41.9995,30.2892,115.712,18.2765,2.4818,5031.8681,28.6793,11.7103,12.26
1697,56.032,41.8737,30.2066,114.3959,18.1792,2.5073,5110.1523,28.1515,11.6671,12.26
1698,56.325,42.0821,29.9787,113.6787,18.2296,2.4982,4877.52,27.3096,12.1034,12.26
1699,56.624,41.9103,30.1279,116.8068,17.8887,2.4909,5031.5874,27.7279,11.7824,12.26
1700,56.919,41.6879,30.1856,114.2522,17.9895,2.4755,4940.1689,27.2261,11.5023,12.26
1701,57.219,41.9071,29.9684,115.3992,18.3926,2.5085,4773.0166,27.9702,11.9387,12.26
1702,57.518,41.7919,29.9127,119.4156,18.0461,2.4895,4977.601,27.2943,11.8792,12.26
1703,57.817,41.9022,29.9548,117.5106,18.2067,2.4839,5141.3881,28.7313,11.9474,12.26
1704,58.107,41.9956,29.9752,116.129,18.0572,2.4565,4814.894,28.0714,12.0204,12.26
1705,58.406,41.9141,29.8466,113.9732,18.2398,2.4735,5015.8837,27.4783,12.0675,12.26
1706,58.705,41.9762,30.0668,118.8922,18.1453,2.499,5174.4956,27.5457,11.9094,12.26
1707,59.001,41.7526,29.9935,115.0828,18.2949,2.5001,4803.5864,28.5525,11.7591,12.26
1708,59.3,41.7631,30.2592,115.0863,18.276,2.4362,4928.5361,27.7754,11.5039,12.26
1709,59.6,41.7699,29.9094,118.6759,18.2611,2.4882,4797.4414,26.5543,11.8605,12.26
1710,59.908,41.9166,29.9424,114.7658,18.1091,2.4847,4990.5732,27.6533,11.9742,12.26
1711,60.207,41.8339,30.2161,118.058,18.0343,2.5057,4751.0952,28.145,11.6178,12.26
1712,60.509,41.773,30.2501,118.9964,18.1839,2.4962,5069.2797,27.3783,11.5229,12.26
1713,60.809,41.9179,30.0085,115.8944,18.3296,2.4879,4818.5034,27.0144,11.9094,12.26
1714,61.114,41.7728,29.7905,117.7713,18.1902,2.5054,5050.5053,28.1168,11.9823,12.26
1715,61.413,41.9531,30.1958,113.6527,18.1627,2.4846,4767.7065,27.1622,11.7573,12.26
1716,61.719,41.7825,29.7839,116.1641,18.2178,2.482,4984.2163,29.2754,11.9986,12.26
1717,62.015,41.7563,30.0646,117.5367,18.1683,2.4759,4976.5,28.3286,11.6917,12.26
1718,62.315,41.8737,30.1686,118.7879,18.0863,2.5228,4843.1357,27.0194,11.7051,12.26
1719,62.623,41.9704,30.0943,114.1798,18.1186,2.4963,5144.0327,28.4047,11.8761,12.26
1720,62.92,41.8827,30.1415,119.5489,17.9016,2.4992,4761.9047,27.3004,11.7412,12.26
1721,63.228,42.0069,29.9457,118.6495,18.2477,2.5213,5071.851,28.3804,12.0612,12.26
1722,63.527,42.2043,30.077,118.2405,18.3359,2.4577,4783.4174,27.7891,12.1273,12.26
1723,63.833,42.0787,29.8903,116.9892,18.2138,2.4957,5125.5766,28.3936,12.1884,12.26
1724,64.132,41.9905,30.0448,119.8306,18.243,2.4829,4972.1005,26.8059,11.9457,12.26
1725,64.44,41.8615,30.172,114.5389,18.0792,2.5127,4912.3955,26.8099,11.6895,12.26
1726,64.749,42.0176,30.0613,119.9282,18.306,2.4995,4903.5629,27.3229,11.9563,12.26
1727,65.056,41.9226,29.9391,116.1924,18.0887,2.5065,4922.6054,27.0484,11.9835,12.26
1728,65.367,42.0326,29.883,118.5438,18.0808,2.4888,4912.3955,27.1007,12.1496,12.26
1729,65.676,41.8184,30.0906,114.7735,18.139,2.4459,4937.4584,26.9068,11.7278,12.26
1730,65.985,41.7958,29.9985,114.7922,18.4359,2.4021,4923.9521,27.3465,11.7973,12.26
1731,66.293,41.9284,30.1007,114.5129,18.7917,2.4235,4902.4946,27.0574,11.8277,12.26
1732,66.605,41.9429,29.8699,113.7569,18.8027,2.3897,4999.1669,27.6281,12.073,12.26
1733,66.911,42.0057,30.1538,114.5809,18.5862,2.4079,5270.5551,28.449,11.8519,12.26
1734,67.211,42.004,29.7608,113.0792,18.6579,2.3874,5126.4521,27.0184,12.2432,12.26
1735,67.519,42.0402,30.0514,114.211,18.7684,2.392,5103.1977,27.223,11.9888,12.26
1736,67.826,41.9402,29.8995,116.9519,18.861,2.382,5006.3969,27.7079,12.0407,12.26
1737,68.133,42.0053,30.0349,114.3431,18.6083,2.4154,4965.2431,27.5551,11.9704,12.26
1738,68.443,41.9995,30.1868,114.5016,18.5917,2.3911,4948.5898,27.5801,11.8127,12.26
1739,68.752,42.1414,30.189,114.3825,18.5579,2.3933,4977.8759,26.805,11.9524,12.26
1740,69.064,41.9667,30.1736,113.7421,18.8476,2.3702,5293.4951,26.8128,11.7931,12.26
1741,69.372,42.0332,29.9193,113.9655,18.8484,2.3631,5188.8154,27.2657,12.1139,12.26
1742,69.681,41.906,29.7817,114.2261,18.5854,2.3837,5159.3666,27.0194,12.1243,12.26
1743,69.99,41.889,30.1009,114.528,18.6744,2.3856,5266.2377,26.7205,11.7881,12.26
1744,70.3,41.9943,30.2198,114.5008,18.6468,2.373,4878.5776,27.5156,11.7745,12.26
1745,70.612,42.0872,30.0091,110.8635,18.7413,2.415,5025.9677,27.4669,12.0781,12.26
1746,70.922,41.8653,30.0668,109.6123,18.8004,2.3974,5108.7016,27.8432,11.7985,12.26
1747,71.23,41.9348,30.0745,110.1424,18.7412,2.4059,5132.0068,27.6637,11.8603,12.26
1748,71.539,42.147,30.4979,109.8269,18.8358,2.3475,5103.4873,26.6318,11.6491,12.26
1749,71.854,41.8641,29.9819,112.2972,18.5941,2.3729,4975.1245,28.7381,11.8822,12.26
1750,72.162,41.884,29.8367,110.75,19.0129,2.3748,5017.8408,26.6824,12.0473,12.26
1751,72.478,41.9158,30.0118,112.0205,18.7956,2.3907,5032.7128,26.9396,11.904,12.26
1752,72.792,42.2043,29.9412,110.4725,18.7634,2.3485,4971.2768,27.9928,12.2631,12.26
1753,73.103,41.9678,30.0052,112.1668,18.9342,2.374,5221.9321,28.0757,11.9626,12.26
1754,73.412,42.0425,30.4673,114.3841,18.6626,2.4161,5242.6166,27.7553,11.5752,12.26
1755,73.721,41.9953,29.8428,115.0342,18.6964,2.3816,4887.0546,27.4638,12.1525,12.26
1756,74.038,42.1014,30.0091,110.2379,18.8783,2.3657,5034.4013,26.4512,12.0923,12.26
1757,74.357,42.0703,30.0811,111.1763,18.5563,2.3956,5261.312,28.093,11.9892,12.26
1758,74.667,41.9007,29.9292,110.8635,18.8327,2.3689,4847.5708,26.5939,11.9715,12.26
1759,74.987,42.2879,30.2161,111.3786,18.5366,2.411,4861.7109,27.3301,12.0718,12.26
1760,75.305,41.9396,29.9514,113.6266,18.5626,2.3846,5000.2778,28.0164,11.9882,12.26
1761,75.619,42.0617,30.189,111.0199,18.8807,2.3989,4926.9174,26.8109,11.8727,12.26
1762,75.938,42.0348,30.0233,114.174,18.5209,2.379,5137.5727,27.9253,12.0115,12.26
1763,76.25,41.9408,30.0646,111.0142,18.8342,2.3807,4968.2583,27.1218,11.8762,12.26
1764,76.569,42.1647,30.0396,115.7264,18.6651,2.3934,5261.6196,26.8089,12.1251,12.26
1765,76.886,42.0996,29.9819,111.2024,18.8791,2.366,4895.8276,27.8772,12.1177,12.26
1766,77.203,41.9913,29.7674,109.9511,18.609,2.4081,5137.8662,28.2671,12.2239,12.26
1767,77.516,42.0749,30.0233,110.8113,18.9696,2.3561,4920.9907,28.0056,12.0516,12.26
1768,77.833,41.8485,30.0481,109.931,18.8382,2.4241,5050.7885,27.1703,11.8004,12.26
1769,78.151,42.1203,29.9412,116.957,18.6004,2.399,5247.2016,26.5997,12.1791,12.26
1770,78.47,42.0534,29.9886,113.1542,18.7169,2.3985,5098.5722,27.0424,12.0648,12.26
1771,78.789,41.9451,29.9457,108.9859,18.7224,2.4253,4926.1083,27.7247,11.9994,12.26
1772,79.108,42.1971,30.0118,109.6669,18.513,2.3991,4885.9936,26.9615,12.1853,12.26
1773,79.431,42.0617,30.0151,108.2856,18.6744,2.4007,4978.7021,27.5301,12.0466,12.26
1774,79.751,41.9563,30.0712,109.5612,18.9248,2.4496,4932.0473,28.746,11.8851,12.26
1775,80.067,42.0477,30.3057,119.6072,18.0997,2.5146,5176.5786,26.9465,11.742,12.26
1776,80.387,41.8456,30.1109,114.1479,18.0635,2.4797,5087.333,27.4855,11.7347,12.26
1777,80.707,42.0623,30.1273,114.851,18.3689,2.5005,4889.4443,26.7637,11.935,12.26
1778,81.032,42.0821,30.0052,115.1357,18.0398,2.5121,4759.3867,27.8273,12.0769,12.26
1779,81.356,42.1863,30.1117,119.4396,18.1493,2.518,4952.1293,26.9177,12.0746,12.26
1780,81.681,41.9871,30.1604,123.0629,17.6242,2.5839,4707.8515,27.9146,11.8267,12.26
1781,82.007,42.0499,30.0939,118.9443,17.6171,2.5734,4988.3603,26.9356,11.956,12.26
1782,82.333,41.7674,30.1141,116.9519,17.6706,2.5731,4692.3881,27.7553,11.6533,12.26
1783,82.659,41.5303,29.9952,122.6916,17.6304,2.5614,4960.3173,27.0434,11.5351,12.26
1784,82.984,41.8424,30.025,123.7484,17.6604,2.585,4696.0605,27.3393,11.8174,12.26
1785,83.312,41.7609,30.1856,117.2145,17.4706,2.5965,4732.1098,28.408,11.5753,12.26
1786,83.636,42.0387,30.43,120.2216,17.7289,2.6238,4901.1596,27.0174,11.6087,12.26
1787,83.963,41.8558,30.2365,127.0772,17.0242,2.7339,4926.9174,27.1481,11.6193,12.26
1788,84.289,41.76,30.0811,126.5038,16.9699,2.6967,4811.0336,26.8326,11.6789,12.26
1789,84.62,41.9132,30.2331,126.7123,16.9959,2.6685,4813.8637,29.0331,11.6801,12.26
1790,84.942,41.7982,30.2297,127.2622,16.9463,2.6889,4716.4868,27.5405,11.5685,12.26
1791,85.271,41.7225,30.2603,127.7385,16.8298,2.6672,4718.7119,28.4745,11.4622,12.26
1792,85.597,41.8836,30.1007,127.4161,16.9967,2.7186,4528.3017,27.749,11.7829,12.26
1793,85.929,41.6732,29.8995,131.0666,16.4243,2.7929,4677.5117,27.0174,11.7737,12.26
1794,86.261,41.7077,30.1109,127.2076,16.3094,2.7863,4475.6079,28.7539,11.5968,12.26
1795,86.593,41.9503,30.2569,131.5608,16.2094,2.7879,4542.0136,27.7005,11.6934,12.26
1796,86.927,41.7378,30.0448,131.1458,16.3605,2.7656,4750.3432,27.3352,11.693,12.26
1797,87.259,41.7378,30.1736,127.5204,16.2031,2.7491,4476.7207,27.5895,11.5642,12.26
1798,87.596,41.9335,29.9589,127.6767,16.3558,2.7986,4844.7006,29.1771,11.9746,12.26
1799,87.92,41.6563,29.9952,126.4353,16.4794,2.7541,4834.5512,28.8734,11.6611,12.26
1800,88.245,41.685,30.3354,126.6545,16.3409,2.7587,4577.8232,27.8114,11.3496,12.26
1801,88.58,41.6688,30.1618,133.8025,16.0102,2.8969,4543.3896,28.2551,11.507,12.26
1802,88.913,41.4666,30.3757,130.7788,15.8803,2.8619,4662.729,27.1168,11.0909,12.26
1803,89.248,41.7041,30.0736,133.1248,15.8724,2.9167,4538.3491,27.9402,11.6305,12.26
1804,89.584,41.6735,30.0382,138.0487,15.7827,2.8355,4708.0981,28.4301,11.6353,12.26
1805,89.915,41.5526,30.2297,136.0964,15.8401,2.8908,4675.5673,27.6805,11.3229,12.26
1806,90.249,41.5934,30.2297,136.1746,15.7756,2.8488,4525.5693,29.025,11.3637,12.26
1807,90.583,41.7651,30.4571,140.0847,15.2663,2.9802,4382.9746,27.3516,11.308,12.26
1808,90.925,41.5323,30.167,135.4187,15.167,2.9974,4550.5107,29.4408,11.3653,12.26
1809,91.256,41.5221,30.3477,139.7458,15.0717,2.9613,4505.8574,27.22,11.1744,12.26
1810,91.596,41.5548,30.1286,140.5279,15.1875,2.974,4565.2836,27.5125,11.4262,12.26
1811,91.935,41.4554,30.206,139.712,15.2142,2.98,4425.2138,27.7542,11.2494,12.26
1812,92.275,41.5375,29.8054,139.4399,15.3056,2.9909,4536.7475,27.7058,11.7321,12.26
1813,92.614,41.723,30.0514,138.895,15.2536,2.9689,4516.0317,28.0498,11.6716,12.26
1814,92.952,41.3031,30.2297,135.7727,15.1284,2.9764,4386.1782,27.9327,11.0734,12.26
1815,93.293,41.3094,30.233,138.1947,15.2544,2.965,4551.4311,27.921,11.0764,12.26
1816,93.632,41.4999,30.43,138.0515,15.0893,2.9781,4539.4936,28.7596,11.0699,12.26
1817,93.968,41.4751,30.1108,135.6272,15.2709,2.9518,4349.0869,27.9092,11.3643,12.26
1818,94.311,41.2539,29.9424,138.4946,15.1877,2.97,4594.415,27.4876,11.3115,12.26
1819,94.652,41.3001,30.2535,139.824,15.1253,2.945,4352.2412,28.0811,11.0466,12.26
1820,94.996,41.5143,30.3552,138.5728,15.3615,2.9443,4536.7475,27.6292,11.1591,12.26
1821,95.337,41.483,30.1571,137.0349,15.2048,2.9887,4300.8696,28.9009,11.3259,12.26
1822,95.679,41.386,30.1306,135.7428,15.0698,2.9914,4445.3222,28.9295,11.2554,12.26
1823,96.018,41.3844,30.0939,136.0443,14.9989,2.9933,4432.4057,26.8929,11.2905,12.26
1824,96.366,41.2627,30.1109,141.97,15.0786,2.9921,4544.9956,27.6512,11.1518,12.26
1825,96.709,41.5208,30.3255,137.8153,15.2158,2.9743,4331.0874,29.12,11.1953,12.26
1826,97.051,41.6736,30.2099,134.7223,15.1418,2.9759,4552.352,26.9864,11.4637,12.26
1827,97.398,41.5834,30.0949,142.1961,15.0664,2.9927,4606.1723,27.2872,11.4885,12.26
1828,97.743,41.5438,30.394,136.5135,15.0867,2.945,4491.9145,28.878,11.1498,12.26
1829,98.084,41.4881,29.8876,136.5882,15.1308,2.9837,4266.2114,27.326,11.6005,12.26
1830,98.437,41.3919,30.233,135.6012,15.1229,2.9444,4558.1157,28.8039,11.1589,12.26
1831,98.778,41.4781,30.2198,135.3144,15.0772,2.938,4260.1533,28.1635,11.2583,12.26
1832,99.127,41.448,30.0283,137.7908,15.3181,2.9893,4522.8403,27.8517,11.4197,12.26
1833,99.473,41.366,30.4164,139.5894,15.2119,2.9919,4622.9707,29.4884,10.9496,12.26
1834,99.812,41.32,30.1415,143.1606,14.7962,3.0838,4339.2314,28.3649,11.1785,12.26
1835,100.16,41.475,30.2594,144.6197,14.695,3.0618,4324.6362,28.1298,11.2156,12.26
1836,100.51,41.5106,30.2806,145.8225,14.5947,3.0792,4456.3281,27.6805,11.23,12.26
1837,100.86,41.5807,30.2132,145.1481,14.5324,3.0577,4182.7392,27.6229,11.3675,12.26
1838,101.216,41.4029,30.091,141.7928,14.5923,3.0828,4271.476,27.2953,11.3119,12.26
