,Unnamed: 0,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV
46,1389,12.132,39.9285,31.4582,138.9638,11.2569,2.9222,3619.1088,30.2827,8.4703,8.756756756756756
47,1390,12.354000000000001,39.8683,31.4007,135.9324,11.262,3.016,3658.0903,28.0369,8.4676,8.756756756756756
48,1391,12.579,39.9234,31.3168,140.9188,11.2714,3.0602,3531.3505,31.5721,8.6066,8.756756756756756
49,1392,12.802,39.5555,31.3973,138.4164,11.288,2.9707,3623.0424,32.0154,8.1582,8.756756756756756
50,1393,13.022,39.9132,31.3769,137.6865,11.0219,2.9465,3599.1362,29.9569,8.5363,8.756756756756756
51,1394,13.245999999999999,39.9869,31.5771,141.0531,10.9955,2.9342,3419.0632,29.2578,8.4098,8.756756756756756
52,1395,13.475999999999999,39.9552,31.7761,140.58,11.2124,2.9239,3459.1435,27.7152,8.1791,8.756756756756756
53,1396,13.709000000000001,39.9211,31.6068,138.7017,11.1848,2.9556,3554.2216,30.4038,8.3143,8.756756756756756
54,1397,13.934000000000001,39.9157,31.4846,139.9746,11.1888,2.9715,3405.0925,30.0037,8.4311,8.756756756756756
55,1398,14.163,39.9194,31.2271,140.4497,11.2234,2.9773,3485.9399,28.8757,8.6923,8.756756756756756
56,1399,14.395,40.03,31.4957,140.4236,11.0786,2.9725,3499.4946,27.4277,8.5343,8.756756756756756
57,1400,14.627,39.8827,31.4598,140.3662,11.2116,2.9626,3606.7807,27.7447,8.4229,8.756756756756756
58,1401,14.857000000000001,39.9388,31.5704,138.4164,11.0203,3.0436,3596.2597,30.3583,8.3684,8.756756756756756
59,1402,15.081,39.9497,31.5738,139.433,11.3519,2.9717,3443.3945,31.1888,8.3759,8.756756756756756
60,1403,15.31,39.7605,31.2398,138.651,11.277000000000001,2.9234,3429.6166,30.19,8.5207,8.756756756756756
61,1404,15.540999999999999,39.7999,31.4075,139.0942,11.1471,2.9239,3427.1354,30.2601,8.3924,8.756756756756756
62,1405,15.770999999999999,39.9181,31.3702,139.71200000000002,11.1612,2.9696,3473.9645,26.8109,8.5479,8.756756756756756
63,1406,16.008,39.9086,31.6858,137.47799999999998,11.1289,2.9544,3689.4318,28.7573,8.2228,8.756756756756756
64,1407,16.235,39.9851,31.412,140.9449,10.9842,2.968,3599.2802,28.131999999999998,8.5731,8.756756756756756
65,1408,16.465999999999998,39.8632,31.2931,140.9474,11.0746,2.9246,3609.5292,30.6387,8.5701,8.756756756756756
66,1409,16.692999999999998,39.9289,31.326,139.7198,11.1557,2.9325,3474.9035,31.2851,8.6029,8.756756756756756
67,1410,16.922,39.7902,31.3955,138.2822,11.21,2.9652,3447.6154,29.9939,8.3947,8.756756756756756
68,1411,17.154,39.9209,31.4252,140.921,11.073,2.9454,3536.9016,29.8613,8.4957,8.756756756756756
69,1412,17.384,40.0887,31.6365,141.5815,10.9965,2.9582,3533.4301,30.4851,8.4522,8.756756756756756
70,1413,17.613,39.8899,31.5331,138.8603,11.3226,2.9857,3496.6391,30.4622,8.3568,8.756756756756756
71,1414,17.844,39.8827,31.3129,139.5736,11.1549,2.9879,3513.9777,29.8784,8.5698,8.756756756756756
72,1415,18.075,39.711,31.5309,141.2877,11.2022,2.9211,3617.7998,27.3045,8.1801,8.756756756756756
73,1416,18.309,40.0197,31.4346,138.4164,11.1345,2.9275,3437.0822,27.2902,8.5851,8.756756756756756
74,1417,18.547,39.6918,31.0206,135.0724,11.2266,2.9318,3433.8039,31.4036,8.6712,8.756756756756756
75,1418,18.779,39.8023,31.4482,138.4686,11.3084,2.9346,3513.9777,27.5166,8.3541,8.756756756756756
76,1419,19.016,39.9587,31.5078,139.0992,11.1085,3.0566,3457.4162,30.7084,8.4509,8.756756756756756
77,1420,19.25,39.8967,31.2403,135.188,11.1589,2.9681,3580.9492,30.6593,8.6564,8.756756756756756
78,1421,19.479,39.9103,31.4245,136.298,11.0345,2.9387,3534.6791,30.7394,8.4858,8.756756756756756
79,1422,19.71,39.7942,31.6332,136.1225,11.2407,3.0026,3536.2067,29.9471,8.161,8.756756756756756
80,1423,19.942,40.0852,31.5804,135.2408,11.2258,2.9589999999999996,3656.9013,29.875999999999998,8.5048,8.756756756756756
81,1424,20.172,39.7968,31.519000000000002,135.4448,11.0849,2.9806,3665.8386,27.8464,8.2778,8.756756756756756
82,1425,20.406,39.8513,31.7521,135.7692,11.0825,2.9907,3445.8994,32.1367,8.0992,8.756756756756756
83,1426,20.638,39.7642,31.6043,136.5361,11.1347,2.9727,3527.475,31.9958,8.1599,8.892054286045708
84,1427,20.869,39.9043,31.3988,138.6225,11.1203,2.9503,3553.52,28.91,8.5055,10.628372578587172
85,1428,21.103,39.7713,31.5309,140.8208,11.2644,2.967,3417.2456,28.1972,8.2404,12.259459459459459
86,1429,21.344,39.7975,31.4923,135.1059,10.9927,2.9413,3512.3320000000003,27.8252,8.3052,12.259459459459459
87,1430,21.581999999999997,40.3786,30.6848,138.26,12.1831,2.9728,3786.4445,30.4826,9.6938,12.259459459459459
88,1431,21.809,41.3647,29.9523,139.2766,14.1917,2.9492,4220.3984,29.3898,11.4124,12.259459459459459
89,1432,22.028000000000002,41.6866,30.1177,140.3975,15.2835,2.9621,4326.0908,31.1968,11.5689,12.259459459459459
90,1433,22.243000000000002,41.6137,29.9819,136.8524,15.4425,2.9621,4346.9863,29.7979,11.6318,12.259459459459459
91,1434,22.459,41.8056,29.9242,140.1629,15.6488,3.0225,4596.9965,28.2321,11.8814,12.259459459459459
92,1435,22.676,41.6477,30.1517,137.9994,15.6757,2.9929,4712.0419,31.1196,11.495999999999999,12.259459459459459
93,1436,22.884,41.5452,29.853,139.3288,15.7181,2.972,4410.6835,27.223000000000003,11.6922,12.259459459459459
94,1437,23.104,41.8273,30.1967,139.8642,15.7806,2.9662,4457.4316,28.2715,11.6306,12.259459459459459
95,1438,23.322,42.056999999999995,30.2229,136.9962,15.6175,2.9877,4738.3383,30.6826,11.8341,12.259459459459459
96,1439,23.531,41.8574,30.1415,139.7198,15.7307,3.0105,4504.2792,27.7468,11.7159,12.259459459459459
97,1440,23.75,41.6378,30.1306,137.5235,15.7126,2.9571,4366.8125,29.4206,11.5072,12.259459459459459
98,1441,23.968000000000004,41.78,30.2693,135.4969,15.7646,3.0511,4689.2099,27.0735,11.5107,12.259459459459459
99,1442,24.185,41.8141,30.0179,137.0609,15.5638,2.9387,4437.6513,26.9495,11.7962,12.259459459459459
100,1443,24.406999999999996,41.8866,30.1009,134.8181,15.6843,2.9112,4522.8403,29.2039,11.7857,12.259459459459459
101,1444,24.623,41.8574,30.2528,139.82399999999998,15.6189,2.9253,4630.8208,28.1255,11.6046,12.259459459459459
102,1445,24.839000000000002,41.8299,30.0778,136.4353,15.6425,3.0164,4354.3466,29.511,11.7521,12.259459459459459
103,1446,25.058000000000003,41.8581,30.1007,135.1841,15.6764,2.9960000000000004,4703.1772,27.4359,11.7574,12.259459459459459
104,1447,25.275,41.684,29.930999999999997,136.9045,15.6652,3.0017,4522.8403,28.459,11.753,12.259459459459459
105,1448,25.494,41.9038,30.2942,137.3216,15.6724,2.9586,4489.8974,29.9692,11.6096,12.259459459459459
106,1449,25.712,42.0986,30.3281,141.7546,15.6354,2.9818,4693.1215,28.3947,11.7705,12.259459459459459
107,1450,25.928,41.8796,30.1415,136.9099,15.5754,2.9114,4431.0966,30.3532,11.7381,12.259459459459459
108,1451,26.145,41.8305,30.0612,135.6272,15.6252,2.9833,4665.3881,27.1662,11.7693,12.259459459459459
109,1452,26.365,41.6585,30.1347,137.0088,15.5576,2.9731,4552.122,27.6732,11.5238,12.259459459459459
110,1453,26.585,41.9757,30.2399,136.9045,15.6779,3.0239,4500.8999,29.0505,11.7358,12.259459459459459
111,1454,26.804000000000002,41.7086,29.7613,139.798,15.5543,2.9725,4414.5781,26.2741,11.9473,12.259459459459459
112,1455,27.03,41.7155,30.0877,136.5135,15.4621,2.9787,4447.7387,30.6516,11.6278,12.259459459459459
113,1456,27.249000000000002,41.8492,30.4435,136.1336,15.4591,2.9473,4663.9375,29.8418,11.4057,12.259459459459459
114,1457,27.465,41.7225,29.9548,141.3662,15.5325,2.9817,4423.6914,26.8602,11.7677,12.259459459459459
115,1458,27.691,41.7003,30.3024,134.9234,15.7323,2.9455,4692.3881,29.127,11.3979,12.259459459459459
116,1459,27.908,41.7981,30.1958,139.6937,15.4851,2.9774,4495.9536,30.0136,11.6023,12.259459459459459
117,1460,28.125999999999998,41.9481,30.1483,141.4663,15.4694,2.9722,4416.7441,29.9103,11.7998,12.259459459459459
118,1461,28.346999999999998,41.888000000000005,30.375,140.4983,15.540999999999999,2.9652,4455.666,26.4762,11.513,12.259459459459459
119,1462,28.574,41.7717,29.9853,135.1308,15.6008,2.9755,4426.955,31.1675,11.7864,12.259459459459459
120,1463,28.793000000000003,41.7295,30.2424,137.3737,15.6299,2.97,4649.2407,29.0968,11.4871,12.259459459459459
121,1464,29.01,42.0007,30.1618,141.753,15.4459,2.9760000000000004,4473.8281,31.1117,11.8389,12.259459459459459
122,1465,29.229,41.7415,30.1279,139.4852,15.6291,2.9901,4397.5375,27.8613,11.6136,12.259459459459459
123,1466,29.455,41.8552,30.2627,137.3808,15.6126,2.9861,4719.7021,29.5302,11.5925,12.259459459459459
124,1467,29.671999999999997,41.9245,29.9208,140.7625,15.3906,2.9960000000000004,4581.7851,30.2626,12.0037,12.259459459459459
125,1468,29.892,41.8972,30.0151,141.6962,15.5898,2.9702,4523.7495,26.884,11.8821,12.259459459459459
126,1469,30.116999999999997,41.6879,30.1483,135.6533,15.6803,2.9511,4461.1875,26.6405,11.5396,12.259459459459459
127,1470,30.346,41.8809,29.9887,139.798,15.6252,2.9598,4503.603,31.4985,11.8922,12.259459459459459
128,1471,30.565,41.9525,30.3552,138.8867,15.4449,3.0389999999999997,4387.6752,26.8662,11.5973,12.259459459459459
129,1472,30.794,41.888000000000005,30.3585,135.3059,15.4638,2.9715,4416.9614,27.3721,11.5295,12.259459459459459
130,1473,31.021,41.6998,30.1604,138.9638,15.5803,2.965,4457.6523,26.8543,11.5394,12.259459459459459
131,1474,31.25,41.9429,29.9955,135.0798,15.4368,2.955,4542.0136,27.2637,11.9474,12.259459459459459
132,1475,31.476,41.8772,30.3315,137.8153,15.6843,2.9610000000000003,4372.54,31.4686,11.5457,12.259459459459459
133,1476,31.697,41.8643,30.1967,136.8785,15.5997,2.9942,4359.4086,27.8485,11.6676,12.259459459459459
134,1477,31.926,41.8708,30.1211,137.9733,15.6465,2.9865,4433.4975,26.8424,11.7497,12.259459459459459
135,1478,32.155,41.9081,30.3057,139.7412,15.5307,2.9752,4556.7309,27.2841,11.6024,12.259459459459459
136,1479,32.382,42.0675,30.3281,136.6699,15.6449,2.9560000000000004,4467.8315,26.6114,11.7394,12.259459459459459
137,1480,32.611999999999995,41.924,30.318,139.6676,15.562999999999999,2.9714,4622.9707,28.1125,11.606,12.259459459459459
138,1481,32.836999999999996,41.9434,29.9523,137.3484,15.6646,2.9764,4497.5263,29.4182,11.9911,12.259459459459459
139,1482,33.061,41.9284,30.2603,135.7054,15.6354,2.952,4369.7802,29.6719,11.6681,12.259459459459459
140,1483,33.289,41.8454,30.1571,141.0753,15.478,2.9930000000000003,4342.1621,31.0059,11.6883,10.700453054210278
141,1484,33.515,41.6884,30.0745,134.7389,15.6843,2.9807,4690.6757,28.3638,11.6139,8.920981096703649
142,1485,33.74,41.8952,29.9769,136.0443,15.5425,2.9417,4390.2436,28.9375,11.9183,7.149382908920481
143,1486,33.968,41.5107,30.0668,138.9117,15.3536,2.9529,4232.705,27.2841,11.4439,5.35416341196687
144,1487,34.202,40.8713,31.0025,134.197,14.1213,2.9289,4008.0161,27.2535,9.8688,3.5117012966724293
145,1488,34.442,40.2289,31.1122,138.9378,12.5697,2.9368,3850.4318,29.3638,9.1167,1.6219965630370474
146,1489,34.681999999999995,39.8365,31.6722,138.9899,10.8558,2.9774,3402.2604,31.0429,8.1643,0.0
147,1490,34.931999999999995,38.9447,31.9166,135.2424,9.1363,2.9881,2917.4365,32.6194,7.0281,0.0
148,1491,35.195,38.4979,32.1055,133.9463,7.1128,2.9885,2372.1665,31.1941,6.3924,0.0
149,1492,35.49,38.2331,32.5676,134.8452,5.3817,2.9419999999999997,2142.4492,31.1835,5.6655,0.0
150,1493,35.802,38.3553,32.3952,133.6461,4.8833,2.9361,2151.3601,29.6357,5.9601,0.0
151,1494,36.115,38.3286,32.766,140.1284,4.752,2.9953,2124.5454,28.4434,5.5626,0.0
152,1495,36.433,38.5743,32.2739,134.2457,4.6833,2.9453,2126.9555,31.1515,6.3004,0.0
153,1496,36.747,38.2698,32.4225,140.7096,4.7172,2.9596,2107.1855,31.5067,5.8473,0.0
154,1497,37.062,38.2942,32.5249,134.6639,4.6636,2.9417,2095.0209,32.5438,5.7693,0.0
155,1498,37.376999999999995,38.4164,32.5183,140.7625,4.7011,2.9468,2095.5573,27.438000000000002,5.8981,0.0
156,1499,37.7,38.1688,32.273,135.5011,4.7077,2.983,2012.6573,31.0508,5.8958,0.0
157,1500,38.025,38.2233,32.7462,134.3239,4.7377,2.9729,2130.9339999999997,30.9927,5.4771,0.0
158,1501,38.341,38.1653,32.7075,141.3375,4.6928,2.9792,2120.7907,31.7397,5.4578,0.0
159,1502,38.656,38.1957,32.6328,133.5419,4.6322,2.9906,2103.4426,31.9509,5.5629,0.0
160,1503,38.972,38.1247,32.6328,140.8146,4.7447,3.0287,2128.9179,32.7159,5.4919,0.0
161,1504,39.286,38.2745,32.4249,134.7409,4.6498,3.0151,2078.4257,27.8868,5.8496,0.0
162,1505,39.611999999999995,38.3266,32.867,138.0515,4.6306,2.9788,2025.4302,27.9018,5.4596,0.0
163,1506,39.944,38.3218,32.5645,138.0413,4.7302,2.9472,2029.953,32.5932,5.7573,0.0
164,1507,40.266999999999996,38.3316,32.3796,141.4663,4.6802,2.9604,2127.4082,32.0773,5.952000000000001,0.0
165,1508,40.584,38.5426,32.7957,133.985,4.6196,2.9893,2130.6818,27.669,5.7469,0.0
166,1509,40.907,38.4584,32.8907,137.7387,4.7042,2.9594,2036.2912,30.5081,5.5677,0.0
167,1510,41.233999999999995,38.4016,32.5018,140.7625,4.5209,2.9742,2164.3979,31.1941,5.8998,0.0
168,1511,41.55,38.2907,32.7387,134.5845,4.6479,2.957,2148.7919,28.131999999999998,5.5520000000000005,0.0
169,1512,41.872,38.3589,32.3301,138.9638,4.6227,3.0073,2026.3424,27.7912,6.0288,0.0
170,1513,42.205,38.2717,32.6565,137.7126,4.7022,2.9911,2071.9184,28.4812,5.6152,0.0
171,1514,42.534,38.3105,32.8188,138.0413,4.7065,3.0144,2046.9431,27.7131,5.4917,0.0
172,1515,42.867,38.2655,32.7396,136.9108,4.6511,2.9718,2055.2167,31.4931,5.5259,0.0
173,1516,43.192,38.2498,32.3994,141.8573,4.7337,2.97,2008.0321,30.9035,5.8504,0.0
174,1517,43.523999999999994,38.2104,32.5988,139.82399999999998,4.6644,2.9921,2002.1356,30.1451,5.6116,0.0
175,1518,43.857,38.585,32.6108,141.1535,4.6936,3.0161,2017.4848,28.4701,5.9742,0.0
176,1519,44.191,38.3949,32.8093,140.0149,4.6093,2.9649,2046.2917,27.9874,5.5856,0.03936884861742361
177,1520,44.523999999999994,38.4389,32.4936,137.7149,4.7164,3.0132,2069.2985,30.4597,5.9453,2.6613341665364265
178,1521,44.852,38.4243,32.4936,141.0753,4.7962,2.9652,2050.6743,27.6396,5.9307,5.243930635838117
179,1522,45.187,38.4979,32.4936,136.1746,5.1197,2.9736,2209.8906,31.5885,6.0043,7.881643493204157
180,1523,45.503,38.7974,32.1022,143.4213,6.7085,2.9719,2574.5917,32.538000000000004,6.6952,10.369754725824075
181,1524,45.794,39.1273,31.6531,137.5129,8.4238,2.9668,3192.9614,31.4985,7.4742,12.259459459459459
182,1525,46.06,39.7605,31.2955,141.2877,10.1598,2.9583,3455.9558,28.4213,8.465,12.259459459459459
183,1526,46.323,40.5399,30.508000000000003,142.8325,12.6616,2.9945,4047.6728,29.0089,10.0319,12.259459459459459
184,1527,46.571000000000005,41.3727,29.9718,139.2506,14.8804,2.9794,4289.7998,27.0815,11.4009,12.259459459459459
185,1528,46.818000000000005,41.7843,29.9514,137.869,15.4851,2.9676,4472.4941,27.1077,11.8329,12.259459459459459
186,1529,47.062,41.7946,29.9721,135.0277,15.5961,2.9929,4660.5561,29.4991,11.8225,12.259459459459459
187,1530,47.299,41.8674,29.8499,135.1016,15.7386,2.9691,4450.1582,27.0374,12.0175,12.259459459459459
188,1531,47.543,41.7234,29.9752,135.7054,15.7685,3.0293,4652.3647,29.7469,11.7482,12.259459459459459
189,1532,47.778,41.6812,30.022,135.3666,15.5504,2.9832,4767.4545,28.8597,11.6592,12.259459459459459
190,1533,48.013999999999996,42.0332,30.0261,137.2173,15.5512,3.0204,4500.6752,26.5552,12.0071,12.259459459459459
191,1534,48.25899999999999,41.8442,29.9412,135.6533,15.4945,2.9875,4456.9897,29.2954,11.902999999999999,12.259459459459459
192,1535,48.501000000000005,41.8492,30.0184,139.7719,15.6676,2.9610000000000003,4502.7016,30.4216,11.8308,12.259459459459459
193,1536,48.74100000000001,41.8179,30.1788,135.7836,15.43,2.9782,4746.5849,28.6715,11.6391,12.259459459459459
194,1537,48.977,41.7481,29.9457,136.3311,15.5398,2.9504,4547.062,31.1276,11.8024,12.259459459459459
195,1538,49.215,41.7679,30.3222,140.1629,15.6097,2.9617,4350.5585,29.5278,11.4457,12.259459459459459
196,1539,49.458999999999996,41.7854,30.2066,135.2672,15.6433,3.0025,4523.0673,28.1081,11.5788,12.259459459459459
197,1540,49.702,41.7986,30.1373,139.016,15.5948,2.9756,4625.8222,29.4539,11.6613,12.259459459459459
198,1541,49.941,41.6711,29.8699,135.2362,15.565999999999999,2.9539,4483.4116,27.4959,11.8012,12.259459459459459
199,1542,50.18600000000001,41.8896,30.1637,136.1919,15.4512,2.9808,4735.3466,30.2701,11.7259,12.259459459459459
200,1543,50.422,41.7695,29.8126,135.0016,15.7567,2.9394,4467.1665,27.8336,11.9569,12.259459459459459
201,1544,50.668,41.8509,30.2263,136.5649,15.7779,2.967,4373.8154,30.375999999999998,11.6246,12.259459459459459
202,1545,50.911,41.8162,30.090999999999998,141.4494,15.5142,3.0103,4477.3891,27.4091,11.7252,12.259459459459459
203,1546,51.156000000000006,41.9355,30.2161,136.696,15.6472,2.9952,4391.9575,29.4467,11.7194,12.259459459459459
204,1547,51.401,41.8377,29.9276,135.0986,15.522,2.9625,4617.2792,28.9628,11.9101,12.259459459459459
205,1548,51.643,41.9377,30.1924,140.3454,15.4551,2.977,4663.6958,26.2419,11.7453,12.259459459459459
206,1549,51.888999999999996,41.8635,30.0159,140.3193,15.6622,2.9972,4668.2919,27.7637,11.8476,12.259459459459459
207,1550,52.133,41.6761,30.0362,137.5041,15.8,2.9439,4487.4355,28.6872,11.6399,12.259459459459459
208,1551,52.38,41.9226,30.0396,135.8749,15.6264,2.9619,4350.979,29.4634,11.883,12.259459459459459
209,1552,52.626999999999995,41.9425,30.2892,134.8181,15.5602,2.9624,4648.52,26.5147,11.6533,12.259459459459459
210,1553,52.873999999999995,41.6378,30.155,135.8358,15.504000000000001,2.9937,4575.7285,29.0135,11.4828,12.259459459459459
211,1554,53.117,41.9094,30.1042,140.3133,15.7047,2.9975,4384.2558,30.4165,11.8052,12.259459459459459
212,1555,53.363,41.9192,30.0329,141.4525,15.710999999999999,2.9822,4643.2436,28.9766,11.8863,12.259459459459459
213,1556,53.607,41.6341,30.1604,137.1131,15.484000000000002,2.9297,4372.7529,30.2075,11.4737,12.259459459459459
214,1557,53.853,41.818000000000005,29.9921,135.5751,15.6315,2.9517,4629.6293,27.4483,11.8259,12.259459459459459
215,1558,54.099,41.7071,29.9688,137.1391,15.5756,2.9687,4602.6386,28.6377,11.7383,12.259459459459459
216,1559,54.345,41.8028,30.0052,140.6166,15.5662,2.9835,4435.0268,29.4206,11.7976,12.259459459459459
217,1560,54.592,41.8667,30.3858,139.8501,15.6134,2.9533,4453.2407,27.0114,11.4809,12.259459459459459
218,1561,54.845,41.6761,30.0745,135.2408,15.7417,3.0046,4640.3715,27.711,11.6016,12.259459459459459
219,1562,55.092,41.8308,30.2297,136.8003,15.5685,2.9852,4594.415,28.78,11.6011,12.259459459459459
220,1563,55.339,41.7291,30.2874,140.5539,15.4386,3.0032,4539.9516,29.1038,11.4417,12.259459459459459
221,1564,55.586000000000006,41.8933,30.1918,141.5966,15.4564,2.9760000000000004,4442.9086,27.1481,11.7015,12.259459459459459
222,1565,55.838,41.9085,29.9921,135.7886,15.5285,2.9664,4696.7958,27.7173,11.9164,12.259459459459459
223,1566,56.086000000000006,41.4638,30.1373,137.1166,15.5843,2.9851,4726.8906,28.8963,11.3265,12.259459459459459
224,1567,56.332,41.8969,29.9785,140.8667,15.6008,2.9712,4549.8208,30.165,11.9184,12.259459459459459
225,1568,56.578,41.8874,30.3383,141.3881,15.3827,2.988,4487.2114,30.4393,11.5491,12.259459459459459
226,1569,56.825,42.0282,30.1279,139.7585,15.6134,2.9738,4377.645,27.1642,11.9003,12.259459459459459
227,1570,57.08,41.9665,30.246,137.6714,15.5937,3.0064,4436.5571,27.5063,11.7205,12.259459459459459
228,1571,57.333999999999996,41.7539,30.0696,138.2079,15.7653,2.9885,4403.9926,29.2883,11.6843,12.259459459459459
229,1572,57.585,41.8721,30.3783,141.4628,15.4451,2.9888,4564.1259,27.554000000000002,11.4938,12.259459459459459
230,1573,57.836999999999996,41.8184,30.0125,136.1229,15.5953,2.9818,4368.7197,28.3374,11.8059,12.259459459459459
231,1574,58.091,41.9137,30.4096,136.9827,15.7331,2.9826,4407.6596,28.9789,11.5041,12.259459459459459
232,1575,58.345,41.9633,30.1967,139.6793,15.4271,2.9757,4674.1103,27.469,11.7666,12.259459459459459
233,1576,58.596000000000004,41.7016,29.8037,136.9306,15.5323,2.9783,4435.9013,27.9317,11.8979,12.259459459459459
234,1577,58.85,41.7587,30.0532,137.8951,15.7527,2.9737,4360.0424,29.3756,11.7055,12.259459459459459
235,1578,59.103,41.809,30.0184,139.9804,15.574000000000002,2.9845,4637.2631,30.4292,11.7906,12.259459459459459
236,1579,59.35,41.8693,30.1822,138.9378,15.5488,3.0060000000000002,4474.2729,26.5978,11.6871,12.259459459459459
