,Unnamed: 0,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV
0,994,0.29100000000000004,38.3133,32.5429,134.8713,4.8605,2.7453,2118.7438,30.9271,5.7704,0.0
1,995,0.569,38.2838,32.3928,140.8681,4.7494,3.0155,2048.2011,28.366,5.891,0.0
2,996,0.858,38.4131,32.7142,134.3499,4.8636,2.8982,2118.6938,29.491999999999997,5.6989,0.0
3,997,1.138,38.3158,32.8025,139.5262,4.8542,2.9946,2112.9736,28.3022,5.5133,0.0
4,998,1.421,38.3731,32.4563,135.1059,4.8558,2.8558,2114.2641,29.5948,5.9168,0.0
5,999,1.702,38.5239,32.7891,141.2909,4.7387,2.8857,2070.5839,31.8895,5.7348,0.0
6,1000,1.983,38.2794,32.6599,133.4376,4.7452,2.9457,2028.3061,29.3638,5.6195,0.0
7,1001,2.272,38.3074,32.7142,140.2672,4.7962,2.8853,2106.7414,31.9621,5.5932,0.0
8,1002,2.551,38.6073,32.7142,134.5275,4.7187,3.0506,2043.5039,28.4701,5.8931,0.0
9,1003,2.841,38.2314,32.4291,137.93200000000002,4.8054,3.0622,2139.6477,29.6478,5.8023,0.0
10,1004,3.1210000000000004,38.3165,32.3239,133.6983,4.8471,2.8655,2124.1445,27.8485,5.9926,0.0
11,1005,3.406,38.6214,32.4839,138.9117,4.8408,3.0122,2149.7155,31.923000000000002,6.1375,0.0
12,1006,3.6830000000000003,38.0394,32.2594,133.4897,4.7802,3.2238,2075.0715,28.4856,5.78,0.0
13,1007,3.971,38.272,32.4529,137.4519,4.8138,2.8439,2161.6428,28.676,5.8191,0.0
14,1008,4.252,38.2978,32.514,133.6036,4.8723,2.9573,2161.5389999999998,29.218000000000004,5.7838,0.0
15,1009,4.533,38.172,32.5717,138.8856,4.8613,2.8479,2153.6252,30.8251,5.6003,0.0
16,1010,4.812,38.0537,32.2564,134.3499,4.8452,3.0033,2113.1721,30.9796,5.7973,0.0
17,1011,5.093999999999999,38.1869,32.4597,140.8667,4.8981,2.9639,2140.0546,30.8643,5.7272,0.0
18,1012,5.376,38.3572,32.48,134.4281,4.8636,2.9666,2132.3476,27.8655,5.8772,0.0
19,1013,5.662999999999999,38.2603,32.4622,136.7357,4.9303,2.7946,2190.8471,28.5481,5.7981,0.0
20,1014,5.944,38.3535,32.264,134.8713,4.8841,3.0302,2166.7429,28.6895,6.0895,0.0
21,1015,6.226,38.4206,32.5612,139.4151,4.7793,2.9788,2167.0039,29.9029,5.8594,0.0
22,1016,6.507999999999999,38.2018,32.3952,133.4967,4.7655,3.0069999999999997,2129.623,31.0666,5.8066,0.0
23,1017,6.791,38.205999999999996,32.4324,141.1059,4.8675,2.9393,2135.4338,28.355,5.7736,0.0
24,1018,7.077999999999999,38.5555,32.4886,134.0783,4.7486,3.0696,2182.4531,31.3739,6.0669,0.0
25,1019,7.357,38.1224,32.4886,141.0531,4.7685,2.9477,2109.7045,27.8506,5.6338,0.0
26,1020,7.648,38.3603,32.4952,136.4825,4.8544,2.9551,2038.4127,29.3922,5.8651,0.0
27,1021,7.942,38.4028,32.6801,134.0519,4.8429,2.9831,2182.1357,30.0334,5.7227,0.0
28,1022,8.222999999999999,38.3133,32.6768,140.9084,4.8180000000000005,2.9285,2165.1269,27.6145,5.6365,0.0
29,1023,8.511000000000001,38.4096,32.5843,135.69,4.7675,2.9442,2045.4079,28.1276,5.8253,0.0
30,1024,8.807,38.2942,32.2772,134.7389,4.8044,3.0265,2015.6773,28.0003,6.017,0.0
31,1025,9.106,38.3949,32.3168,135.1615,4.8112,2.9911,2035.6464,28.0563,6.0781,0.0
32,1026,9.404,38.4393,32.5909,134.8445,4.813,2.924,2050.0671,32.6954,5.8484,0.0
33,1027,9.695,38.3757,32.4495,134.7149,4.6959,3.0589,2115.0095,29.8833,5.9262,0.0
34,1028,9.984,38.4362,32.6294,139.8501,4.8782,2.9526,2030.915,29.8418,5.8068,0.0
35,1029,10.28,38.2087,32.4631,140.58,4.8054,2.8544,2036.5676,29.4539,5.7456,0.0
36,1030,10.578,38.3815,32.3036,140.0756,4.7686,2.8973,2036.2452,30.2827,6.0779,0.0
37,1031,10.874,38.0295,32.3234,140.4454,4.7678,2.9781,2031.6943,29.1154,5.7061,0.0
38,1032,11.174000000000001,38.4339,32.8188,139.042,4.7668,2.947,2059.4494,29.232,5.6151,0.0
39,1033,11.470999999999998,38.4241,32.6206,138.8603,4.8161,3.0081,2056.7197,27.8039,5.8035,0.0
40,1034,11.770999999999999,38.1494,32.34,136.4561,4.8146,2.9593,2090.3981,27.4752,5.8094,0.0
41,1035,12.069,38.3757,32.6939,136.3832,4.7724,2.9634,2118.644,29.1969,5.6818,0.0
42,1036,12.364,38.1852,32.5555,138.9899,4.8353,2.9266,2069.3461,30.21,5.6297,0.0
43,1037,12.66,38.2349,32.5051,139.8871,4.8345,3.016,2048.4339999999997,31.4605,5.7298,0.0
44,1038,12.956,38.2216,32.6124,140.9062,4.6991,3.0052,2013.7832,28.1407,5.6092,0.0
45,1039,13.26,38.2763,32.8242,137.8035,4.81,2.9861,2092.342,28.9927,5.4521,0.0
46,1040,13.557,38.2907,32.5547,137.7387,4.7943,2.9937,2084.6845,28.7234,5.736000000000001,0.0
47,1041,13.856,38.5278,32.5649,138.2339,4.7479,2.8953,2089.9125,28.355,5.9629,0.0
48,1042,14.155,38.2866,32.4655,137.47799999999998,4.8172,2.9569,2125.298,31.9453,5.8211,0.0
49,1043,14.447000000000001,38.5692,32.6837,141.4525,4.7881,2.9632,2035.1861,32.0943,5.8855,0.0
50,1044,14.745,38.3501,32.2764,141.2512,4.8211,2.9899,2033.1629999999998,31.1382,6.0737,0.0
51,1045,15.044,38.6726,32.6328,141.4237,4.7133,2.9178,2059.2607,31.679000000000002,6.0398,0.0
52,1046,15.341,38.3553,32.273,141.2877,4.8475,2.9717,2069.5842,31.679000000000002,6.0823,0.0
53,1047,15.639000000000001,38.3867,32.3103,141.1362,4.8006,2.9833,2071.5847,31.6268,6.0764,0.0
54,1048,15.936,38.248000000000005,32.3796,139.7321,4.9277,3.0092,2084.3947,31.7424,5.8684,0.0
55,1049,16.230999999999998,38.1523,32.5183,140.7889,4.819,2.9274,2069.7268,30.3785,5.6339999999999995,0.8706086412556564
