,Unnamed: 0,Unnamed: 0.1,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV
237,237,2140,80.176,35.8437,28.2068,140.9449,9.0339,2.9789,3099.2802,26.1695,7.6369,8.756756756756756
238,238,2141,80.545,35.8578,28.1567,134.9756,9.004,3.0057,2914.6967,26.8405,7.7011,8.756756756756756
239,239,2142,80.919,35.7995,28.0204,134.7515,9.1111,2.964,3116.7753,26.0248,7.7791,8.756756756756756
240,240,2143,81.288,35.9504,28.1491,142.0919,9.045,3.0021,2952.9497,26.8296,7.8013,8.756756756756756
241,241,2144,81.661,35.855,28.0609,139.82399999999998,8.6844,2.9724,3100.1345,26.1039,7.7941,8.756756756756756
242,242,2145,82.031,35.9805,28.105,134.1499,8.8663,2.9682,2925.1169,25.6795,7.8755,8.756756756756756
243,243,2146,82.411,36.0158,28.4104,135.6533,8.9741,2.9652,3014.5703,27.2882,7.6054,8.756756756756756
244,244,2147,82.78200000000002,35.9587,28.2549,136.8785,8.7734,3.0003,2877.2377,26.0229,7.7038,8.756756756756756
245,245,2148,83.163,35.8769,28.3697,134.4542,9.0867,2.9734,3023.4824,25.9748,7.5072,8.756756756756756
246,246,2149,83.54,35.8984,27.9828,135.2102,9.1457,2.9783,3020.5395,27.5478,7.9156,8.756756756756756
247,247,2150,83.91,35.9726,28.0541,140.0149,8.9796,2.9673,3123.59,27.6104,7.9185,8.756756756756756
248,248,2151,84.27600000000002,35.9387,28.3242,139.4591,8.8214,2.9759,2942.4265,26.8553,7.6145,8.756756756756756
249,249,2152,84.65299999999998,35.9766,28.1096,141.4663,9.1599,2.9648,2981.811,26.3605,7.867000000000001,8.756756756756756
250,250,2153,85.03,36.1166,28.3901,141.1013,8.9883,2.9960000000000004,3022.467,27.9885,7.7265,9.1800323605202
251,251,2154,85.4,35.9079,27.9544,137.4944,8.8663,2.9746,3124.5659,27.7005,7.9535,10.616839455863895
252,252,2155,85.76700000000002,35.8695,28.0732,139.1245,9.0072,2.9877,2920.0871,27.4742,7.7963,12.041996763948104
253,253,2156,86.14399999999998,36.0409,28.0897,137.5393,8.8072,2.9624,3040.2324,25.7674,7.9512,12.259459459459459
254,254,2157,86.523,36.3721,27.4557,144.2815,10.0771,2.9768,3381.2976,26.0304,8.9164,12.259459459459459
255,255,2158,86.889,36.8394,27.0726,140.2411,11.6645,2.9676,3580.5219,26.8247,9.7668,12.259459459459459
256,256,2159,87.24600000000002,37.1029,27.2238,136.9845,12.1997,2.9727,3717.3186,25.4076,9.8791,12.259459459459459
257,257,2160,87.60700000000001,37.0261,27.2278,139.016,12.0587,2.9753,3752.5017,26.0276,9.7983,12.259459459459459
258,258,2161,87.96600000000002,37.1514,27.2212,135.8311,12.2886,2.9567,3599.1362,25.8716,9.9302,12.259459459459459
259,259,2162,88.329,37.3031,27.3277,141.6227,12.3737,3.0074,3768.6862,25.294,9.9754,12.259459459459459
260,260,2163,88.691,37.191,27.1585,137.6986,12.1761,2.9631,3800.1943,26.6815,10.0325,12.259459459459459
261,261,2164,89.046,37.3389,27.3599,139.9022,12.2556,2.9938,3658.0903,26.4455,9.979,12.259459459459459
262,262,2165,89.40700000000002,37.0214,27.241,136.0334,12.3297,2.9842,3632.5476,25.7975,9.7804,12.259459459459459
263,263,2166,89.771,37.2017,27.3073,142.535,12.1105,2.9730000000000003,3761.9125,27.1602,9.8944,12.259459459459459
264,264,2167,90.126,37.1563,27.3203,139.3809,12.0854,2.9835,3848.2919,26.2854,9.836,12.259459459459459
265,265,2168,90.483,37.2474,27.365,135.8895,12.1099,2.9841,3640.924,26.2618,9.8824,12.259459459459459
266,266,2169,90.846,37.2434,27.3617,142.2222,12.3832,2.9745,3739.405,25.4378,9.8817,12.259459459459459
267,267,2170,91.21,37.2748,27.1987,136.9108,12.2264,2.9989,3860.8383,26.6717,10.0761,12.259459459459459
268,268,2171,91.567,37.0893,27.1309,140.3193,12.2564,2.9517,3739.405,25.3503,9.9584,12.259459459459459
269,269,2172,91.932,37.0876,27.2212,136.619,12.2788,2.9685,3863.1582,26.294,9.8664,12.259459459459459
270,270,2173,92.29,37.2242,26.9815,142.4829,12.390999999999998,3.0033,3822.7924,25.7066,10.2427,12.259459459459459
271,271,2174,92.653,37.3563,27.4295,137.2549,12.1575,2.9966,3893.9125,26.7725,9.9268,12.259459459459459
272,272,2175,93.009,37.1819,27.2972,140.189,12.4204,2.9876,3754.5366,26.5601,9.8847,12.259459459459459
273,273,2176,93.371,37.0655,27.0664,136.4093,12.3437,2.9335,3833.8657,26.2127,9.9991,12.259459459459459
274,274,2177,93.731,37.2594,27.1302,142.3265,12.345999999999998,2.9916,3851.4206,25.2371,10.1292,12.259459459459459
275,275,2178,94.096,37.2628,27.2564,137.2173,12.0493,2.9805,3641.2187,26.8721,10.0064,12.259459459459459
276,276,2179,94.459,37.2476,27.0833,138.8074,12.1847,2.9558,3779.9245,25.4191,10.1643,12.259459459459459
277,277,2180,94.826,37.1514,27.4431,138.4946,12.2704,2.9899,3702.1801,26.9495,9.7083,12.259459459459459
278,278,2181,95.187,37.1049,27.0358,139.042,12.376,2.9558,3820.0339,26.3977,10.0691,11.07509617430876
279,279,2182,95.551,37.1596,27.1519,136.305,12.3792,2.9671,3604.3251,25.7975,10.0077,9.723659698462816
280,280,2183,95.922,37.1177,27.2807,136.9317,12.3319,2.9484,3687.9199,26.8869,9.837,8.346234059619869
281,281,2184,96.285,37.1982,27.752,138.5487,11.8929,2.9811,3649.7829,26.0183,9.4462,6.998510321344948
282,282,2185,96.655,36.7058,27.7265,136.7481,11.2836,2.9779,3460.0747,27.1027,8.9793,5.624797420072972
283,283,2186,97.025,36.2236,27.9794,139.1202,10.2251,2.9861,3137.2001,26.7902,8.2442,4.251084518800996
284,284,2187,97.409,35.7949,28.3052,141.2056,9.1402,2.9863,2793.903,27.8145,7.4897,2.8253932915349615
285,285,2188,97.802,35.4505,28.6512,135.4257,7.9782,2.9633,2540.8654,26.5485,6.7993,1.3662874261298779
286,286,2189,98.211,35.2032,28.7297,139.5894,6.4742,2.9714,2213.8586,28.2223,6.4735,0.0
287,287,2190,98.637,34.7309,28.7297,133.1769,4.869,2.9657,1943.6345,27.7426,6.0012,0.0
288,288,2191,99.088,34.6285,29.2918,137.6714,3.2599,2.98,1624.109,26.2656,5.3367,0.0
289,289,2192,99.581,34.5274,29.1504,134.9234,2.3385,2.9815,1460.5885,26.2798,5.377000000000002,0.0
290,290,2193,100.1,34.6824,29.2852,139.82399999999998,2.1908,2.9567,1537.4891,27.7184,5.3972,0.0
291,291,2194,100.601,34.4567,29.4334,141.2838,2.2519,2.9758,1521.967,27.0444,5.0233,0.0
292,292,2195,101.108,34.5175,29.4966,140.8208,2.164,2.9992,1538.4615,27.2047,5.0209,0.0
293,293,2196,101.613,34.5064,29.2997,140.9084,2.1929,2.9706,1518.0905,26.5862,5.2067,0.0
294,294,2197,102.124,34.6048,29.348000000000006,139.2743,2.2963,2.9739,1438.1362,27.6491,5.2568,0.0
295,295,2198,102.644,34.4275,29.2027,133.7885,2.2159,2.9762,1519.7568,26.2978,5.2248,0.13732970027250244
296,296,2199,103.156,34.5196,29.3031,134.0111,2.2774,2.9952,1442.6776,26.4196,5.2165,2.0376758229619525
297,297,2200,103.684,34.6285,29.1961,139.8906,2.1476,2.9539,1431.1384,28.3605,5.4324,3.9974077619854147
298,298,2201,104.204,34.4884,29.348000000000006,133.3855,2.5246,2.9805,1618.2102,26.3367,5.1404,5.927446792841871
299,299,2202,104.704,34.7125,28.9682,139.8642,3.6256,2.9861,1938.0262,27.787,5.7443,7.783253553280785
300,300,2203,105.161,34.7752,28.7535,139.391,4.6981,2.9696,2231.9768,26.4503,6.0217,9.479460932321983
301,301,2204,105.601,34.9914,28.4266,141.362,6.127999999999999,2.9637,2515.3015,25.9102,6.5648,11.11257088150822
302,302,2205,106.023,35.4676,28.1627,142.6654,7.7105,2.9662,2947.8234,27.3239,7.3049,12.259459459459459
303,303,2206,106.421,35.7588,27.7588,140.4497,9.0095,2.9646,3272.3703,26.5002,8.0,12.259459459459459
304,304,2207,106.81,36.6277,27.1105,136.3832,10.9097,2.9679,3548.7558,26.0769,9.5172,12.259459459459459
305,305,2208,107.193,37.1871,27.1948,136.7996,12.0808,2.974,3626.8386,27.5936,9.9923,12.259459459459459
306,306,2209,107.569,37.1834,27.1684,137.4259,12.1947,2.9547,3908.2856,26.0359,10.015,12.259459459459459
307,307,2210,107.943,37.1589,27.3533,141.8573,12.1842,2.9878,3769.0019,26.0016,9.8056,12.259459459459459
308,308,2211,108.321,37.0584,27.3309,136.6178,12.1579,2.9659,3859.5136,27.5187,9.7275,12.259459459459459
309,309,2212,108.692,37.1334,27.2641,138.1557,12.1873,2.9759,3628.0083,26.1264,9.8693,12.259459459459459
310,310,2213,109.075,37.1177,27.2641,136.7203,12.184,2.9807,3593.5314,27.5384,9.8536,12.259459459459459
311,311,2214,109.454,37.1869,27.3005,139.3548,12.4026,2.9633,3748.7502,26.6493,9.8864,12.259459459459459
312,312,2215,109.833,37.145,27.1784,141.2577,12.2131,2.9764,3876.6367,26.9635,9.9666,12.259459459459459
313,313,2216,110.206,37.1945,27.1453,138.0941,12.387,2.9862,3773.5849,26.0834,10.0492,12.259459459459459
314,314,2217,110.586,37.08,27.3896,141.9777,12.2894,2.9624,3640.3349,26.146,9.6904,12.259459459459459
315,315,2218,110.97,37.1827,27.4601,141.4141,12.2262,2.9757,3592.6708,26.4149,9.7226,12.259459459459459
316,316,2219,111.355,37.3493,27.2564,142.5611,12.4083,2.9604,3602.4497,27.2759,10.0929,12.259459459459459
