,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV
217,78.926,36.2102,30.5879,137.6605,3.7402,2.9593,1769.5982,26.0174,5.6223,0
218,79.381,36.2853,30.8374,141.3173,3.6149,2.97,1844.8293,26.8691,5.4479,0
219,79.825,36.0337,30.5302,140.2869,3.6616,2.9812,1826.8548,27.3311,5.5035,0
220,80.27,36.2632,30.7015,139.1724,3.6425,2.9614,1823.5234,28.0822,5.5617,0
221,80.714,36.2745,30.4775,137.0275,3.6808,2.9996,1772.2465,26.9177,5.797,0
222,81.167,36.5428,30.6557,139.3809,3.5646,3.0085,1814.2966,27.647,5.8871,0
223,81.614,36.0032,30.6207,138.5468,3.6606,2.9506,1793.5075,28.7177,5.3825,0
224,82.059,36.3725,30.6888,133.867,3.6586,2.9981,1768.0687,26.7352,5.6837,0
225,82.515,36.3294,30.6656,139.5472,3.5566,3.0073,1838.4981,27.279,5.6638,0
226,82.961,36.0134,30.3354,138.3643,3.711,2.9951,1833.7781,28.2901,5.678,0
227,83.405,36.2285,30.5637,136.007,3.6354,2.9574,1796.8735,26.5378,5.6648,0
228,83.86,36.3008,30.4345,141.4141,3.6673,2.965,1874.0629,27.22,5.8663,0
229,84.303,36.1092,30.4867,139.6155,3.6362,2.9728,1858.1605,27.5021,5.6225,0
230,84.749,36.3053,30.4741,138.625,3.6448,2.9844,1822.1204,28.7358,5.8312,0
231,85.194,36.1786,30.6913,134.2846,3.6731,2.9948,1786.0686,27.9285,5.4873,0
232,85.647,36.2713,30.5534,138.3643,3.6252,2.9674,1817.2274,26.6162,5.7179,0
233,86.102,36.2682,30.4873,140.189,3.5607,2.9743,1868.1889,27.9402,5.7809,0
234,86.547,36.35,30.6268,136.1746,3.5916,2.9833,1809.7364,27.0645,5.7232,0
235,87.001,36.3313,30.3858,138.5207,3.5898,2.9807,1854.4083,28.4534,5.9455,0
236,87.447,36.3154,30.6326,135.3059,3.6409,2.9873,1829.4914,26.9425,5.6828,0
