,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV
1449,910.493,35.9034,28.06,135.8311,9.0733,2.965,2889.06,26.1123,7.8434,12.26
1450,911.703,35.933,28.2543,143.4213,9.1056,2.9715,2933.507,26.1901,7.6787,12.26
1451,912.91,35.9293,28.0099,137.4259,9.1402,2.9763,2946.0866,26.4599,7.9194,12.26
1452,914.117,35.8993,28.1321,142.6008,9.0812,2.9718,2954.9858,25.9268,7.7672,12.26
1453,915.329,35.9828,28.3176,137.4072,9.1111,2.9775,2991.5239,27.5936,7.6652,12.26
1454,916.533,35.9319,27.9643,141.4924,8.9576,2.9762,2896.778,27.7881,7.9676,12.26
1455,917.741,35.7143,28.2483,142.9217,8.697,2.974,2860.7756,26.1021,7.466,12.26
1456,918.959,35.7632,28.1559,137.6605,8.6025,2.9672,2815.6677,26.0965,7.6073,12.26
1457,920.179,35.8576,28.1756,139.5953,8.2868,2.9804,2833.0395,27.4886,7.682,12.26
1458,921.396,35.7045,28.2185,137.5823,8.3954,2.9761,2773.0703,26.4906,7.486,12.26
1459,922.619,35.6598,28.1287,143.9426,8.5065,2.9706,2867.8859,27.7468,7.5311,12.26
1460,923.834,35.6468,28.2984,138.1297,8.5513,2.967,2777.2634,27.2892,7.3484,12.26
1461,925.057,35.613,28.1624,144.0208,8.2931,2.9616,2806.4484,26.1423,7.4506,12.26
1462,926.284,35.7097,28.123,137.7908,8.3734,2.973,2879.6315,26.1273,7.5867,12.26
1463,927.509,35.7139,28.1591,140.971,8.3,2.9783,2729.3403,26.1517,7.5548,12.26
1464,928.743,35.6943,28.2846,141.1535,8.3492,2.9796,2743.4841,26.5688,7.4097,12.26
1465,929.975,35.7134,28.1389,143.1867,8.4789,2.9724,2955.5678,26.9247,7.5745,12.26
1466,931.197,35.6834,28.4376,137.7126,8.1986,2.9797,2745.2414,26.2231,7.2458,12.26
1467,932.432,35.6346,28.2577,138.1557,8.4088,2.9434,3055.1972,26.4082,7.3769,12.26
1468,933.656,35.8504,28.2053,139.0409,9.2457,2.8836,2983.6892,25.879,7.6451,12.26
1469,934.885,35.826,28.344,137.9994,9.2764,2.8701,2882.3981,26.5272,7.482,12.26
1470,936.117,35.8963,28.4817,129.2669,9.4449,2.7721,2970.4929,27.2464,7.4146,12.26
1471,937.345,35.7946,28.0468,133.1008,9.6748,2.7823,3168.9023,27.9928,7.7478,12.26
1472,938.563,35.7995,28.3374,126.2894,9.5906,2.6856,3232.2941,27.3639,7.4621,12.26
1473,939.782,35.8958,28.103,130.1271,10.3527,2.6826,3160.5561,26.7176,7.7928,12.26
1474,941.008,35.9319,28.1457,120.404,11.2211,2.581,3476.7827,26.4637,7.7862,12.26
1475,942.228,35.8504,28.1492,117.7248,11.4198,2.546,3417.3754,26.1958,7.7012,12.26
1476,943.45,36.0396,28.1898,120.795,11.7548,2.4855,3622.1677,28.3561,7.8498,12.26
1477,944.659,35.8938,27.9643,118.9929,11.9315,2.4765,3362.3491,27.281,7.9295,12.26
1478,945.881,36.0014,28.1459,114.956,11.943,2.4741,3401.746,27.6198,7.8555,12.26
1479,947.101,35.9056,28.1084,114.9093,11.9989,2.4793,3625.5236,28.3198,7.7972,12.26
