,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV
1407,859.067,41.1598,30.3915,123.089,16.2747,2.5274,4558.8085,29.5864,10.7683,10.95
1408,860.167,41.0397,30.4774,120.1554,16.6928,2.4687,4647.56,27.3803,10.5623,10.95
1409,861.275,41.2493,30.4028,115.9547,16.8061,2.4805,4498.6503,27.328,10.8465,10.95
1410,862.388,41.0244,30.2066,114.1053,16.8825,2.4746,4879.371,27.0114,10.8178,10.95
1411,863.495,41.1125,30.276,117.8755,16.9565,2.4752,4607.1152,27.2719,10.8365,10.95
1412,864.607,41.2532,30.4707,118.8922,16.7077,2.4799,4848.0932,28.2016,10.7825,10.95
1413,865.712,41.3293,30.559,118.3969,16.9502,2.4785,4784.6889,27.0454,10.7703,10.95
1414,866.824,41.2829,30.5488,115.8423,17.0187,2.4775,4720.6923,28.3914,10.7341,10.95
1415,867.933,41.0749,30.5827,115.2688,16.8424,2.4762,4503.3774,28.3804,10.4922,10.95
1416,869.046,41.097,30.4213,114.8778,16.8865,2.4731,4731.6123,27.2271,10.6757,10.95
1417,870.162,41.0941,30.5236,114.7735,17.0283,2.4814,4587.6235,27.3403,10.5705,10.95
1418,871.281,41.24,30.508,119.1708,16.9022,2.4812,4669.5029,27.7395,10.732,10.95
1419,872.398,41.2709,30.9249,114.6953,16.7274,2.4683,4634.875,28.3297,10.346,10.95
1420,873.515,41.1008,30.3816,118.1211,16.814,2.4709,4849.1376,28.1483,10.7192,10.95
1421,874.63,40.8635,30.2594,119.0193,17.0069,2.4853,4635.1132,26.883,10.6041,10.95
1422,875.754,41.0947,30.4096,117.2239,16.9079,2.4719,4484.0815,27.14,10.6851,10.95
1423,876.88,41.1972,30.2467,115.9726,16.9187,2.4436,4956.2202,29.0643,10.9505,10.95
1424,877.993,41.1526,30.2726,110.9086,17.5635,2.3811,4923.1445,27.69,10.88,10.95
1425,879.112,41.1675,30.2,113.5769,17.3754,2.371,4691.8984,28.4102,10.9675,10.95
1426,880.234,41.2016,30.2,110.3802,17.5789,2.3751,4924.7607,29.4147,11.0016,10.95
1427,881.35,41.2527,30.2495,113.1002,17.595,2.3759,4746.5849,27.5156,11.0032,10.95
1428,882.477,41.4633,30.542,113.3659,17.436,2.3809,4780.3686,29.3295,10.9213,10.95
