,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV
735,334.505,37.5864,29.1597,53.3143,18.6051,1.0311,4636.3076,27.0775,8.4267,4.38
736,335.087,37.7182,29.4423,53.5909,18.402,1.047,4720.1972,26.7068,8.2759,4.38
737,335.67,37.7623,29.5362,53.0765,18.5665,1.0281,4453.0205,28.1472,8.2261,4.38
738,336.252,37.5023,29.5034,52.5774,18.3926,1.0415,4517.3916,27.2902,7.9989,4.38
739,336.837,37.7388,29.5692,47.1543,18.6563,1.0355,4722.4262,26.8949,8.1696,4.38
740,337.42,37.5993,29.1465,47.9635,18.7067,1.0496,4522.1586,27.6732,8.4528,4.38
741,338.004,37.5675,29.5984,52.1082,18.6799,1.0357,4815.1513,27.0725,7.9691,4.38
742,338.589,37.7659,29.5169,53.778,18.4839,1.031,4495.0551,28.0692,8.249,4.38
743,339.173,37.6479,29.4966,49.9967,18.4768,1.0325,4503.1523,29.1049,8.1513,4.38
744,339.758,37.4773,29.4762,48.0938,18.3831,1.0294,4591.3681,28.219,8.0011,4.38
745,340.341,37.6912,29.6221,50.0119,18.3579,1.0365,4802.3051,27.8082,8.0691,4.38
746,340.924,37.7897,29.3948,50.7527,18.6461,1.0384,4455.4453,26.591,8.3949,4.38
747,341.518,37.802,29.5271,49.0844,18.4839,1.0336,4435.0268,26.884,8.2749,4.38
748,342.112,37.6574,29.5577,48.4588,18.5744,1.037,4788.7622,26.625,8.0997,4.38
749,342.702,37.5993,29.3579,52.8388,18.4303,1.0332,4532.4067,27.6041,8.2414,4.38
750,343.292,37.8097,29.4999,52.4471,18.5028,1.0265,4693.1215,28.5805,8.3098,4.38
751,343.876,37.7188,29.5475,53.8656,18.4122,1.0277,4832.7338,27.1622,8.1713,4.38
752,344.463,37.4521,29.3149,48.0569,18.5839,1.0311,4825.4785,29.2731,8.1372,4.38
753,345.044,37.6742,29.2997,49.1887,18.4925,1.0175,4814.6367,28.4312,8.3745,4.38
754,345.629,37.9943,29.7542,47.5628,18.4508,1.0358,4587.1557,27.2189,8.2401,4.38
755,346.222,37.6018,29.4491,47.2083,18.6028,1.0384,4532.6347,28.1092,8.1527,4.38
756,346.814,37.7206,29.1465,49.6684,18.4547,1.024,4789.0175,26.6639,8.5741,4.38
757,347.407,37.6869,29.3201,53.594,18.3382,1.0455,4780.3686,27.0795,8.3668,4.38
758,348,37.6998,29.5509,53.4376,18.5957,1.032,4735.8447,26.9147,8.1489,4.38
759,348.595,37.795,29.6222,52.8381,18.5492,1.026,4823.6679,27.7881,8.1728,4.38
760,349.186,37.6648,29.7342,51.248,18.4296,1.0867,4401.8388,26.4704,7.9306,4.38
761,349.79,37.5217,29.731,57.013,17.9123,1.111,4513.5405,26.7794,7.7907,4.38
762,350.391,37.5722,29.4015,54.2718,17.8218,1.1248,4458.0942,26.3424,8.1707,4.38
763,350.995,37.7007,29.6518,57.4259,17.7974,1.1129,4556.9619,27.8954,8.0489,4.38
764,351.591,37.624,29.6023,58.3868,17.8682,1.1305,4589.9633,28.7562,8.0217,4.38
765,352.184,37.632,29.6493,54.9234,18.1241,1.1212,4526.0249,27.8411,7.9827,4.38
766,352.783,37.6379,29.4867,57.6207,18.0013,1.1129,4362.1557,27.0394,8.1512,4.38
767,353.388,37.5475,29.6222,54.1282,17.9973,1.1341,4564.5888,26.4417,7.9253,4.38
768,353.993,37.6371,29.6254,52.2607,18.0194,1.1282,4348.4565,28.3892,8.0117,4.38
769,354.594,37.4641,29.0626,56.2007,17.9414,1.1272,4346.3564,28.8574,8.4015,4.38
770,355.194,37.5769,29.6052,54.8452,18.0398,1.1151,4722.1782,28.2704,7.9717,4.38
771,355.792,37.6186,29.6023,52.2311,17.9525,1.1153,4411.7646,26.8751,8.0163,4.38
772,356.402,37.5578,29.414,54.2126,17.8068,1.1133,4428.9155,26.8405,8.1438,4.38
773,357.01,37.5687,29.6018,54.5064,17.8546,1.1185,4427.3911,27.0004,7.9669,4.38
774,357.619,37.7003,29.5626,55.0036,17.9737,1.1127,4445.5419,29.0945,8.1377,4.38
775,358.22,37.6972,29.3112,54.1675,17.8383,1.1276,4408.7392,28.8814,8.386,4.38
776,358.823,37.5356,29.8565,62.118,17.1911,1.2171,4588.5595,27.982,7.6791,4.38
777,359.427,37.4045,29.5848,59.2245,17.4509,1.213,4370.8413,26.5601,7.8197,4.38
778,360.04,37.3233,29.49,60.1833,17.5799,1.2245,4396.4633,27.277,7.8333,4.38
779,360.652,37.6489,29.3622,57.5942,17.3171,1.2285,4588.7934,26.9635,8.2867,4.38
780,361.262,37.5759,29.6551,57.3565,17.1927,1.2158,4299.226,28.9364,7.9208,4.38
781,361.87,37.5611,29.4423,57.1913,17.3218,1.2231,4285.102,26.2712,8.1188,4.38
782,362.488,37.5217,29.7325,61.3099,17.3832,1.2149,4504.0537,29.1981,7.7892,4.38
783,363.092,37.6007,29.7178,61.8573,17.3053,1.2237,4375.5166,26.8592,7.8829,4.38
784,363.71,37.3702,29.698,56.9866,17.5342,1.2142,4411.7646,28.4457,7.6722,4.38
785,364.32,37.5,29.6731,58.625,17.3258,1.232,4266.2114,26.4695,7.8269,4.38
786,364.943,37.4005,29.4626,57.7647,17.3384,1.2207,4604.7583,27.0866,7.9379,4.38
787,365.555,37.3719,29.4694,62.7654,17.4533,1.2298,4464.0639,28.0272,7.9025,4.38
788,366.168,37.458,29.6947,59.2245,17.4533,1.2326,4369.144,26.8988,7.7633,4.38
789,366.787,37.5038,29.7013,63.1447,17.3494,1.2241,4611.1279,27.749,7.8025,4.38
790,367.399,37.6484,29.5329,58.7032,17.4297,1.226,4414.145,26.6366,8.1155,4.38
791,368.019,37.4586,29.4933,61.6893,17.1458,1.2171,4379.3491,27.221,7.9653,4.38
792,368.64,37.5068,29.5441,61.7791,17.3596,1.2263,4266.4135,27.368,7.9627,4.38
793,369.261,37.5038,29.4491,61.9573,17.4179,1.2247,4623.4462,27.6774,8.0547,4.38
794,369.876,37.5175,29.8021,58.9638,17.399,1.2321,4515.5786,28.1483,7.7154,4.38
795,370.491,37.5862,29.5032,58.651,17.4265,1.2195,4581.3183,28.1559,8.083,4.38
796,371.106,37.411,29.7369,66.524,16.9636,1.3238,4428.2622,28.1396,7.6741,4.38
797,371.724,37.4224,29.7839,66.841,16.7227,1.3088,4303.3374,27.5343,7.6385,4.38
798,372.348,37.4027,29.6254,66.4976,16.8644,1.3139,4445.3222,27.5853,7.7773,4.38
799,372.969,37.2823,29.707,66.1584,16.8234,1.3223,4408.7392,27.7194,7.5753,4.38
800,373.591,37.4547,29.8971,66.6797,16.7054,1.302,4414.3613,26.7078,7.5576,4.38
801,374.217,37.4204,29.629,63.1936,16.9116,1.3217,4259.9521,28.9847,7.7914,4.38
802,374.839,37.2353,29.7145,62.9838,16.8101,1.3206,4241.082,26.3072,7.5208,4.38
803,375.472,37.7516,29.8292,65.637,16.814,1.3153,4399.0419,27.6386,7.9224,4.38
804,376.097,37.3272,29.5724,67.175,16.7573,1.312,4233.8994,27.6994,7.7548,4.38
805,376.726,37.5204,29.8499,61.1609,16.8235,1.3116,4313.4433,27.4019,7.6705,4.38
806,377.356,37.3837,29.5494,65.5849,16.7534,1.3264,4342.5815,27.0054,7.8343,4.38
807,377.987,37.3816,29.3744,63.5517,16.9006,1.3107,4398.6123,26.9336,8.0072,4.38
808,378.617,37.4884,30.0464,64.3048,16.8392,1.3152,4427.1728,27.3209,7.442,4.38
809,379.246,37.3332,29.4389,62.386,16.8439,1.3278,4476.2758,28.2158,7.8943,4.38
810,379.871,37.4122,29.3909,66.5504,16.9329,1.3181,4261.5654,28.5693,8.0213,4.38
811,380.499,37.2744,29.6716,62.8253,16.8109,1.3153,4197.3696,26.9396,7.6028,4.38
812,381.135,37.3955,29.6839,64.8067,16.7258,1.3716,4319.8618,26.8622,7.7116,4.38
813,381.77,37.3702,29.7919,64.5736,16.2243,1.4225,4229.7207,27.4793,7.5783,4.38
814,382.405,37.3729,29.5746,65.8584,16.2102,1.4218,4116.3554,28.5157,7.7983,4.38
815,383.039,37.2908,29.5543,70.1988,16.1185,1.4118,4299.4311,27.7215,7.7365,4.38
816,383.673,37.1591,29.5475,68.9215,16.3172,1.4045,4151.0996,28.0973,7.6116,4.38
817,384.31,37.2364,29.6052,67.8527,16.2487,1.415,4145.746,27.769,7.6312,4.38
818,384.949,37.3625,29.6716,68.739,16.2298,1.427,4200.8964,27.647,7.6909,4.38
819,385.588,37.5215,29.6663,70.0424,16.2503,1.4185,4318.2036,27.1642,7.8552,4.38
820,386.227,37.3093,29.8021,70.1988,16.2283,1.4171,4067.0612,28.1874,7.5072,4.38
821,386.868,37.1788,29.5679,68.3741,16.1456,1.4014,4193.0673,27.0775,7.6109,4.38
822,387.511,37.3239,29.6584,64.7539,16.211,1.4114,4107.1508,28.6748,7.6655,4.38
823,388.151,37.3812,29.3303,65.2721,16.2558,1.4157,4273.0986,28.1711,8.0509,4.38
824,388.79,37.1411,29.5692,67.0707,16.1551,1.4082,4313.0302,27.8943,7.5719,4.38
825,389.429,37.3696,29.6561,68.8954,16.3542,1.4188,4100.601,27.4731,7.7135,4.38
826,390.076,37.29,29.6459,66.1584,16.1267,1.4066,4169.1757,27.3752,7.6441,4.38
827,390.722,37.2518,29.7641,71.5776,15.7811,1.5134,4275.9409,26.4321,7.4877,4.38
828,391.369,37.4075,29.9616,70.1478,15.7142,1.5004,4053.6887,28.2507,7.4459,4.38
829,392.014,37.2261,29.7705,73.6918,15.6638,1.5092,4124.0888,27.2872,7.4556,4.38
830,392.663,37.0764,29.6782,70.7775,15.6874,1.5109,3989.008,27.326,7.3982,4.38
831,393.315,37.1907,29.6617,70.668,15.6528,1.5041,3978.9555,27.2301,7.529,4.38
832,393.968,37.2713,29.3676,70.8481,15.7638,1.4998,4024.5048,27.9167,7.9037,4.38
833,394.617,37.2098,29.3948,69.2864,15.578,1.4989,3957.958,27.0304,7.815,4.38
834,395.273,37.3278,29.7919,72.6751,15.7016,1.5031,4141.9296,28.025,7.5359,4.38
835,395.921,37.2418,29.9127,69.6943,15.6772,1.5258,3991.1306,26.8632,7.3291,4.38
836,396.578,37.2161,29.7532,72.574,15.7307,1.5022,4234.2978,27.4969,7.4629,4.38
837,397.228,37.0802,29.8292,70.3812,15.6866,1.5274,4186.6303,29.1503,7.251,4.38
838,397.875,37.3596,29.8496,72.1017,15.6866,1.5048,4231.5107,28.9881,7.51,4.38
839,398.52,37.3244,29.6221,72.7854,15.7275,1.5069,4319.4472,27.7796,7.7023,4.38
840,399.169,37.2958,29.731,69.7208,15.7079,1.517,4251.2988,28.3451,7.5648,4.38
841,399.819,37.3612,29.6287,70.277,15.548,1.6164,4159.5415,28.9467,7.7325,4.38
842,400.47,37.2748,30.0514,75.0839,15.0914,1.6077,4089.2363,28.9158,7.2234,4.38
843,401.121,37.2576,29.7839,74.3434,15.1789,1.6003,4070.1882,28.528,7.4737,4.38
844,401.775,37.3056,30.0679,74.3788,15.1101,1.6033,4127.1152,28.0703,7.2377,4.38
845,402.429,37.237,29.8995,75.6651,15.1686,1.618,3919.3483,28.1765,7.3375,4.38
846,403.09,37.2556,29.9886,76.8198,15.3826,1.6094,3967.5539,27.1602,7.267,4.38
847,403.753,37.2913,29.8869,79.5569,15.1943,1.6012,4067.0612,27.2058,7.4044,4.38
848,404.414,37.002,29.9457,74.4998,15.1013,1.6152,4176.3339,26.4772,7.0563,4.38
849,405.078,37.4728,29.9193,78.1232,14.9639,1.6104,4013.02,27.2058,7.5535,4.38
850,405.742,37.2327,30.025,80.2731,15.2485,1.6106,3908.2856,27.0034,7.2077,4.38
851,406.41,37.2536,29.9787,79.7654,15.0251,1.6079,3924.9892,26.9645,7.2749,4.38
852,407.078,37.4295,30.1273,79.9979,15.1426,1.6013,3913.2138,28.7471,7.3022,4.38
853,407.741,37.4319,30.1604,74.9782,15.2184,1.5992,3993.9645,27.2017,7.2715,4.38
854,408.409,37.3002,29.9887,74.3434,15.1387,1.6106,4048.7648,27.6323,7.3115,4.38
855,409.074,37.2993,29.9259,74.4372,15.1284,1.6018,3978.4282,28.7562,7.3734,4.38
856,409.738,37.2976,29.8292,79.5829,15.1347,1.617,4153.9741,27.0164,7.4684,4.38
857,410.404,37.2628,29.8631,80.13,15.152,1.612,4100.2275,27.822,7.3997,4.38
858,411.069,37.0472,29.7511,78.0189,15.0611,1.6144,4017.4982,26.8385,7.2961,4.38
859,411.742,37.2243,29.5882,79.4787,15.0442,1.598,3867.9731,28.418,7.6361,4.38
860,412.411,37.265,29.7674,79.0468,15.0599,1.5991,3907.2675,28.5257,7.4976,4.38
861,413.08,37.293,29.9127,78.0555,15.0812,1.6149,4026.3051,28.2704,7.3803,4.38
862,413.749,37.1406,29.8103,77.0125,15.1772,1.6207,4070.0043,26.9605,7.3303,4.38
863,414.422,37.2155,29.9412,74.0046,15.1079,1.6288,3905.7412,28.4979,7.2743,4.38
864,415.093,37.2225,30.0464,78.6445,14.6167,1.6945,3819.0615,27.905,7.1761,4.38
865,415.77,37.288,29.9242,84.8252,14.5553,1.7116,3861.0039,27.5738,7.3638,4.38
866,416.447,37.2575,29.5916,80.1564,14.6774,1.7109,3979.3076,27.1188,7.6659,4.38
867,417.124,37.1869,29.599,81.451,14.6568,1.7034,4057.8928,28.254,7.5879,4.38
868,417.796,37.1315,29.6749,78.7227,14.5324,1.6997,3896.2724,27.7828,7.4566,4.38
869,418.473,37.1692,29.9424,84.9383,14.6041,1.7057,3996.27,27.6952,7.2268,4.38
870,419.149,37.164,29.6188,79.4959,14.6245,1.7064,4054.7846,26.7991,7.5452,4.38
871,419.828,37.219,29.8937,80.3607,14.6112,1.7075,3810.4916,28.1754,7.3253,4.38
872,420.507,37.2098,29.8631,84.9419,14.6946,1.7038,3968.9538,27.2281,7.3467,4.38
873,421.187,37.2736,30.1007,80.8567,14.6112,1.7043,3876.3029,26.4791,7.1729,4.38
874,421.873,37.2908,29.8929,84.4166,14.7241,1.7012,4021.6274,27.1824,7.3979,4.38
875,422.553,37.3982,29.7953,79.6676,14.5987,1.6884,3861.832,28.5012,7.6029,4.38
876,423.233,36.9746,29.741,78.9313,14.6781,1.7007,4099.4804,27.2545,7.2336,4.38
877,423.914,36.9687,29.7647,81.3034,14.6614,1.7042,3927.2153,26.4897,7.204,4.38
878,424.601,37.2504,29.8258,79.0476,14.5112,1.798,3688.0712,26.4244,7.4246,4.38
879,425.295,37.4173,30.2216,89.4032,13.9341,1.807,3699.289,26.8642,7.1957,4.38
880,425.989,37.0328,29.8466,82.9833,14.0073,1.7948,3762.8564,27.405,7.1862,4.38
881,426.679,37.1105,29.9523,87.818,14.1758,1.7937,3716.7045,27.2974,7.1582,4.38
882,427.372,37.191,30.124,82.3157,14.1812,1.8049,3731.3432,28.6579,7.067,4.38
883,428.059,37.1945,29.8433,84.0373,14.0129,1.7953,3914.4047,28.366,7.3512,4.38
884,428.745,37.1242,30.1306,84.3583,13.9263,1.7974,3925.1601,27.3424,6.9936,4.38
885,429.434,37.0327,30.0329,88.7846,13.9352,1.8048,3814.2058,28.9755,6.9998,4.38
886,430.121,37.1334,29.9853,87.9244,13.9619,1.7878,3862.1635,28.6029,7.1481,4.38
887,430.809,37.0921,29.9208,86.1518,14.1593,1.8098,3715.017,27.4804,7.1713,4.38
888,431.506,37.0131,29.8698,88.9541,14.2726,1.8163,3845.9892,29.1771,7.1433,4.38
889,432.193,37.1262,30.1042,87.9501,13.9979,1.8007,3963.1865,27.369,7.022,4.38
890,432.886,37.1063,30.2086,82.8413,14.1124,1.7982,3938.7309,27.5384,6.8977,4.38
891,433.577,37.1285,29.8995,88.7163,14.1947,1.7873,3986.5341,27.367,7.229,4.38
892,434.272,37.0686,29.9141,82.7892,14.1148,1.8034,3709.3518,28.9663,7.1545,4.38
893,434.966,37.1155,30.0481,88.637,14.1207,1.8572,3874.4672,27.3783,7.0674,4.38
894,435.663,37.164,29.8876,91.3846,13.3688,1.8938,3613.0068,28.2562,7.2764,4.38
895,436.364,37.0903,29.8835,93.2682,13.3793,1.8916,3819.7097,27.2525,7.2068,4.38
896,437.063,37.1354,30.1177,88.8811,13.3814,1.8938,3690.1882,27.7447,7.0177,4.38
897,437.766,37.0828,29.8863,88.2936,13.5373,1.8957,3717.6254,28.2234,7.1965,4.38
898,438.466,37.1334,29.9752,86.7218,13.4586,1.9143,3889.8732,27.4256,7.1582,4.38
899,439.165,37.124,29.9175,93.1378,13.4845,1.903,3747.3457,27.4411,7.2065,4.38
900,439.869,37.0566,29.7851,91.0264,13.5253,1.9055,3707.2126,28.6141,7.2715,4.38
901,440.569,36.9731,29.8421,90.7918,13.4538,1.8965,3830.4392,27.5384,7.131,4.38
902,441.272,37.0831,29.9514,88.3154,13.4999,1.9016,3785.1704,28.2059,7.1317,4.38
903,441.974,36.9434,29.8505,87.5073,13.601,1.8998,3748.1259,28.039,7.0929,4.38
904,442.678,37.0151,29.965,87.377,13.4457,1.8913,3756.5739,27.9574,7.0501,4.38
905,443.382,37.3009,29.9283,86.8405,13.479,1.8982,3797.1479,29.339,7.3726,4.38
906,444.083,37.0162,29.7715,89.9576,13.6034,1.8941,3704.1608,27.6942,7.2447,4.38
907,444.792,36.9468,29.9568,87.9765,13.4318,1.8864,3614.1674,27.6449,6.99,4.38
908,445.504,37.1449,29.9028,97.7517,13.3065,1.993,3633.4274,28.0476,7.2421,4.38
909,446.215,36.9654,29.9952,93.6831,12.9413,1.9921,3734.2849,27.6543,6.9702,4.38
910,446.925,36.9861,30.2175,93.3925,12.972,1.9987,3473.1601,27.0705,6.7686,4.38
911,447.645,37.2174,29.9378,98.5855,12.7765,1.9804,3600.4321,26.6279,7.2796,4.38
912,448.364,36.9766,30.0838,92.3827,12.7626,1.9917,3726.091,26.9038,6.8928,4.38
913,449.081,37.1205,30.0085,96.7742,12.7854,1.9851,3665.5397,26.9874,7.112,4.38
914,449.799,37.038,29.931,90.6093,12.948,1.9979,3658.2392,28.1081,7.107,4.38
915,450.512,37.0227,29.8258,93.9198,12.7925,1.9803,3543.7258,28.7902,7.1969,4.38
916,451.228,37.0148,30.0906,98.2769,12.8681,2.0073,3513.8405,27.1997,6.9242,4.38
917,451.952,36.8721,30.124,97.6058,12.7983,1.9936,3783.8974,26.435,6.7481,4.38
918,452.672,36.9799,30.0227,92.8511,12.8674,1.9889,3588.946,27.5239,6.9572,4.38
919,453.393,37.08,30.2365,92.1473,12.7768,1.9864,3763.643,28.528,6.8435,4.38
920,454.108,37.0538,29.9412,92.7729,12.8711,1.971,3632.5476,27.1188,7.1126,4.38
921,454.832,37.2115,29.9457,91.2871,13.0127,2.0041,3445.3718,28.1743,7.2658,4.38
922,455.557,37.173,30.0712,102.4015,12.1981,2.088,3642.8398,28.5335,7.1018,4.38
923,456.276,36.8768,29.9514,95.6924,12.2375,2.0786,3558.156,26.6639,6.9254,4.38
924,457.005,36.9435,30.1279,97.3868,12.3241,2.0811,3520.8513,27.3773,6.8156,4.38
925,457.735,36.8246,29.7919,100.2281,12.2973,2.0876,3439.7094,27.2923,7.0327,4.38
926,458.467,36.7302,30.0646,100.7371,12.2272,2.0978,3477.3203,27.7416,6.6656,4.38
927,459.198,36.8891,30.077,100.5409,12.4093,2.0824,3507.9511,27.1632,6.8121,4.38
928,459.931,36.8783,29.8835,100.7864,12.2595,2.0977,3530.5195,26.8721,6.9948,4.38
929,460.663,36.9817,29.8716,99.6546,12.0871,2.0869,3595.1105,27.1764,7.1101,4.38
930,461.392,36.8646,30.043,100.6452,12.2465,2.0903,3542.331,26.7892,6.8216,4.38
931,462.128,37.0846,29.9787,100.0766,12.0816,2.0863,3642.8398,27.5655,7.1059,4.38
932,462.859,37.0045,30.025,100.1823,12.2634,2.0901,3600.7199,27.325,6.9795,4.38
933,463.592,37.0791,30.0838,100.0195,12.2446,2.0894,3383.9675,26.8257,6.9953,4.38
934,464.334,36.7884,29.965,99.9445,12.2288,2.0963,3495.4169,27.2627,6.8234,4.38
935,465.071,36.9753,30.0085,99.8653,12.313,2.0979,3408.1872,26.7656,6.9668,4.38
936,465.813,36.9107,30.0396,97.2825,12.118,2.1593,3459.1435,27.14,6.8711,4.38
937,466.551,36.885,29.9039,107.5533,11.7871,2.1713,3471.6865,27.6973,6.9811,4.38
938,467.29,36.8711,30.2229,103.6429,11.7863,2.2002,3293.5666,29.211,6.6482,4.38
939,468.03,36.9613,30.0702,96.9436,11.8403,2.1872,3412.0634,27.526,6.8911,4.38
940,468.771,36.824,29.9894,104.9906,11.4478,2.1724,3547.7766,27.8071,6.8346,4.38
941,469.509,36.7294,29.8224,100.3063,11.5805,2.1809,3327.7868,28.3958,6.907,4.38
942,470.253,36.8629,30.0057,105.6594,11.6399,2.1853,3260.1608,27.4814,6.8572,4.38
943,471.003,36.9147,30.0362,102.2613,11.7852,2.1827,3389.958,27.0524,6.8785,4.38
944,471.752,36.8459,30.0679,100.7864,11.5446,2.1922,3430.2702,28.9674,6.778,4.38
945,472.493,36.9162,29.9754,105.5719,11.5399,2.1772,3337.7836,28.3738,6.9408,4.38
946,473.24,36.8857,30.058,106.4472,11.676,2.1965,3386.6416,28.6489,6.8277,4.38
947,473.985,36.8724,30.0125,101.5054,11.6453,2.2014,3345.9736,29.6876,6.8599,4.38
948,474.728,36.6359,29.9005,104.2946,11.5956,2.1862,3555.3449,28.7732,6.7354,4.38
949,475.468,36.8789,30.2044,108.161,11.4541,2.1941,3275.1091,27.9028,6.6745,4.38
950,476.221,36.9731,30.2942,102.5741,11.1226,2.2921,3232.4101,27.2291,6.6789,4.38
951,476.979,36.8814,30.124,110.6708,10.7589,2.2798,3267.4992,27.0815,6.7574,4.38
952,477.737,36.9164,30.2066,104.9462,10.7274,2.2828,3281.0791,28.0498,6.7098,4.38
953,478.492,37.0492,30.2908,110.0857,10.934,2.2851,3214.9748,27.1339,6.7584,4.38
954,479.253,36.8317,30.1754,104.8159,10.9387,2.2905,3273.0844,27.468,6.6563,4.38
955,480.012,36.7992,30.1934,110.6708,10.8872,2.2737,3348.4633,28.1809,6.6058,4.38
956,480.766,36.9592,30.2772,106.406,10.8825,2.2843,3165.6701,28.5358,6.682,4.38
957,481.526,37.0235,30.3351,107.188,10.7377,2.284,3178.415,26.9814,6.6884,4.38
958,482.292,37.058,30.4537,103.4417,10.892,2.2726,3112.6789,27.3958,6.6043,4.38
959,483.06,37.0444,30.342,103.1791,10.8258,2.2637,3390.852,27.5156,6.7024,4.38
960,483.819,37.0242,30.2594,111.5162,10.9841,2.2701,3393.7929,27.6858,6.7648,4.38
961,484.578,36.8122,30.2501,103.9036,10.8573,2.3017,3240.7907,28.6647,6.5621,4.38
962,485.339,36.8619,30.3214,108.752,10.159,2.3822,3116.0197,27.3004,6.5405,4.38
963,486.109,36.8687,30.0316,112.2824,10.2582,2.3676,3252.7377,27.0665,6.8371,4.38
964,486.876,36.7287,30.0943,112.0446,10.0519,2.3804,3248.0422,27.8135,6.6344,4.38
965,487.64,36.9072,30.1449,114.0176,10.2393,2.3815,3261.2238,27.4762,6.7623,4.38
966,488.407,36.8623,29.8767,110.5767,10.3692,2.3814,3046.8193,28.6669,6.9856,4.38
967,489.179,36.4911,29.9107,108.752,10.3172,2.3815,3283.1137,26.9595,6.5804,4.38
968,489.95,36.6481,29.948,109.0648,10.4038,2.3751,3162.333,28.2606,6.7001,4.38
969,490.72,36.7237,30.1769,114.0697,10.1216,2.3848,3270.5866,26.6328,6.5468,4.38
970,491.492,36.8437,29.8433,113.8939,10.4298,2.3809,3227.1945,27.9231,7.0004,4.38
971,492.263,36.9083,30.0872,110.0554,10.2225,2.3681,3121.4233,27.4153,6.8211,4.38
972,493.039,36.9501,29.9514,111.3202,10.1865,2.3874,3145.2036,27.936,6.9987,4.38
973,493.814,36.8874,30.0359,109.0648,10.2023,2.4764,2979.2446,27.1017,6.8515,4.38
974,494.599,36.8783,30.3349,119.3353,9.5173,2.4737,2921.1296,28.1711,6.5434,4.38
