,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV
975,495.382,36.805,30.2264,115.5584,9.678,2.4688,3085.2558,26.8148,6.5786,4.38
976,496.166,36.7293,29.7817,113.2356,9.578,2.4741,2943.0039,28.6951,6.9476,4.38
977,496.949,36.6067,30.172,117.1717,9.6465,2.4793,3048.3674,27.3783,6.4347,4.38
978,497.732,36.7821,30.2462,118.6735,9.4701,2.48,2915.3574,27.4102,6.5359,4.38
979,498.522,36.7885,30.3214,117.3803,9.4166,2.4869,2890.916,26.8959,6.4671,4.38
980,499.315,36.5915,30.1868,117.9148,9.6661,2.4698,2982.8979,27.1875,6.4047,4.38
981,500.104,36.6133,29.9616,120.2476,9.5662,2.4762,3038.2822,27.6564,6.6517,4.38
982,500.891,36.7916,30.1347,118.6151,9.3725,2.4899,2960.5263,27.2831,6.6569,4.38
983,501.684,36.8028,30.2942,118.3447,9.7386,2.4684,3021.2495,26.3643,6.5086,4.38
984,502.477,36.8776,30.2501,119.1778,9.489,2.4684,2886.6508,28.7279,6.6275,4.38
985,503.268,36.807,30.3723,117.9537,9.3528,2.4793,2972.5534,27.4555,6.4347,4.38
986,504.061,36.6062,30.0481,114.2522,9.5082,2.4734,3065.2905,26.7941,6.5581,4.38
987,504.854,36.6883,30.1604,112.573,9.5795,2.4786,2923.1218,28.4901,6.5279,4.38
988,505.648,36.6873,30.1618,114.93,9.5528,2.4787,3048.987,26.9187,6.5255,4.38
989,506.442,36.7201,29.9276,119.5197,9.6598,2.4847,2927.0195,27.0084,6.7925,4.38
990,507.241,36.9013,30.1802,113.0221,9.6759,2.4699,2925.402,26.5176,6.7211,4.38
991,508.044,36.9304,30.2738,119.1007,9.722,2.4891,3016.0859,28.2234,6.6566,4.38
992,508.837,36.9463,30.1245,117.7973,9.5339,2.4736,3065.2905,27.905,6.8218,4.38
993,509.631,36.7949,30.1788,115.0863,9.4802,2.4788,2894.1699,28.0379,6.6161,4.38
