,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV
998,483.341,38.746,31.8842,142.4797,7.572,2.9699,2658.8674,28.1896,6.8618,4.38
999,484.125,38.9274,32.1484,141.6962,7.5885,2.9727,2635.895,27.6072,6.779,4.38
1000,484.914,38.8658,32.1474,141.5705,7.6026,2.9778,2757.2685,29.0724,6.7184,4.38
1001,485.691,38.8303,32.1914,141.1795,7.5286,2.9697,2627.2001,28.7789,6.6389,4.38
1002,486.477,38.8061,32.3069,140.2411,7.4279,2.9654,2665.0085,30.1202,6.4992,4.38
1003,487.258,38.6411,32.1022,135.9661,7.4845,2.9772,2804.0004,29.6658,6.5389,4.38
1004,488.034,38.7334,31.7885,135.6635,7.6751,2.9764,2626.8935,29.492,6.9449,4.38
1005,488.82,38.8555,32.1319,135.5393,7.7743,2.9714,2641,28.9559,6.7236,4.38
1006,489.608,38.9801,31.9305,136.8524,7.4397,2.9767,2680.1667,28.387,7.0496,4.38
1007,490.396,38.984,32.1319,136.0645,7.5996,2.9704,2755.9177,29.3189,6.8521,4.38
1008,491.18,38.7401,31.914,136.2976,7.5911,2.9678,2765.062,29.1969,6.8261,4.38
1009,491.963,39.037,32.1678,136.9306,7.5192,2.9819,2784.7395,28.5581,6.8692,4.38
1010,492.75,38.8179,31.9078,136.2976,7.549,2.9636,2809.164,27.6606,6.9101,4.38
1011,493.539,39.3113,32.4919,134.5011,7.5405,2.9755,2768.5493,29.0066,6.8194,4.38
1012,494.325,38.686,32.1338,140.8146,7.5191,2.9716,2638.0583,29.0667,6.5522,4.38
1013,495.12,38.8422,31.9371,136.2712,7.437,2.9781,2624.978,29.2566,6.9051,4.38
1014,495.915,38.883,32.1881,138.651,7.4995,2.9848,2835.2707,28.4612,6.6949,4.38
1015,496.702,38.7183,31.8182,142.5872,7.6485,2.9245,2894.6352,29.1561,6.9001,4.38
1016,497.485,38.7722,31.7978,131.5347,8.3057,2.8818,2878.1579,29.5039,6.9744,4.38
1017,498.269,38.8028,31.7852,138.0941,8.2482,2.8845,2927.5908,28.1743,7.0176,4.38
1018,499.056,38.8621,31.9777,127.4222,8.4513,2.8262,3032.0385,28.1994,6.8844,4.38
1019,499.841,38.8354,31.9536,132.0969,8.8568,2.7733,3048.1608,29.1794,6.8818,4.38
1020,500.621,38.8509,31.9913,131.8996,9.045,2.7763,2987.9487,28.0811,6.8596,4.38
1021,501.408,38.8842,31.7401,131.1437,9.041,2.7606,2949.2724,28.5034,7.1441,4.38
1022,502.197,39.0169,32.3511,125.8521,9.0048,2.7881,3092.571,28.9169,6.6658,4.38
1023,502.979,38.6967,32.0863,124.5184,8.9922,2.7829,3096.4013,27.6198,6.6104,4.38
1024,503.767,38.6542,31.7984,129.0058,8.9434,2.7706,2979.4418,27.6627,6.8558,4.38
1025,504.559,38.8738,32.0824,133.1174,8.7151,2.78,2955.7622,28.5068,6.7914,4.38
1026,505.35,39.0308,32.013,125.8521,9.0576,2.7835,2934.9421,27.7764,7.0178,4.38
1027,506.145,38.8326,31.7652,132.4139,8.8505,2.7683,3001.801,28.5001,7.0674,4.38
1028,506.936,39.1426,31.9845,126.217,9.0623,2.7784,2972.7497,28.4612,7.1581,4.38
1029,507.728,39.0045,32.2112,132.0821,9.1205,2.7042,3118.395,28.5023,6.7933,4.38
